FullName,Position,TeamName,SkillPointDef
A'Shawn Robinson,DT,CAR,-7
A.J. Epenesa,LE,BUF,4
A.J. Terrell Jr,CB,ATL,-4
Abdul Carter,RE,NYG,0
Adam Butler,DT,LV,-4
Adetomiwa Adebawore,DT,IND,-2
Adoree' Jackson,CB,PHI,-2
Aidan Hutchinson,LE,DET,-1
Al-Quadin Muhammad,RE,DET,5
Alex Anzalone,ROLB,DET,5
Alex Highsmith,RE,PIT,-2
Alex Singleton,ROLB,DEN,2
Alex Wright,LE,CLE,4
Alfred Collins,DT,SF,1
Alohi Gilman,FS,BAL,3
Alontae Taylor,CB,NO,-5
Amani Hooker,SS,TEN,0
Amik Robertson,CB,DET,0
Andrew Billings,DT,CHI,-6
Andrew Mukuba,SS,PHI,0
Andrew Van Ginkel,RE,MIN,-2
Andrew Wingard,FS,JAX,2
Anthony Nelson,LE,TB,4
Antoine Winfield Jr,FS,TB,1
Antonio Johnson,SS,JAX,7
Arden Key,RE,TEN,-1
Arik Armstead,DT,JAX,-3
Arnold Ebiketie,LE,ATL,-4
Ashton Gillotte,RE,KC,-1
Ashtyn Davis,SS,MIA,4
Azeez Al-Shaair,MLB,HOU,1
B.J. Hill,DT,CIN,-7
Barrett Carter,MLB,CIN,9
Benjamin Morrison,CB,TB,-3
Benjamin St-Juste,CB,LAC,-1
Billy Bowman Jr,CB,ATL,-2
Blake Cashman,ROLB,MIN,2
Bobby Brown III,DT,CAR,-6
Bobby Okereke,MLB,NYG,-2
Bobby Wagner,MLB,WAS,2
Boye Mafe,RE,SEA,-6
Braden Fiske,DT,LAR,-9
Bradley Chubb,RE,MIA,-2
Brandin Echols,CB,PIT,1
Brandon Dorlus,DT,ATL,0
Brandon Jones,FS,DEN,-2
Brandon Stephens,CB,NYJ,-4
Brian Branch,SS,DET,7
Brian Burns,RE,NYG,0
Bryan Bresee,DT,NO,-4
Bryan Cook,FS,KC,0
Bryce Huff,RE,SF,3
Bud Dupree,RE,LAC,-3
Byron Murphy II,DT,SEA,-5
Byron Murphy Jr,CB,MIN,-6
Byron Young,DT,PHI,0
C.J. Gardner-Johnson,SS,CHI,5
Calen Bullock,FS,HOU,1
Cam Hart,CB,LAC,-1
Cameron Heyward,DT,PIT,-13
Cameron Jordan,LE,NO,1
Camryn Bynum,SS,IND,3
Carl Granderson,RE,NO,-4
Carlton Davis III,CB,NE,-7
Carrington Valentine,CB,GB,-3
Carson Schwesinger,MLB,CLE,7
Cedric Gray,ROLB,TEN,7
Chamarri Conner,SS,KC,3
Charles Omenihu,LE,KC,-3
Chase Young,LE,NO,7
Chau Smith-Wade,CB,CAR,-4
Chidobe Awuzie,CB,BAL,-6
Chop Robinson,LE,MIA,-2
Chris Jones,DT,KC,-15
Chris Rumph II,RE,NO,2
Christian Barmore,DT,NE,-9
Christian Benford,CB,BUF,0
Christian Elliss,ROLB,NE,7
Christian Gonzalez,CB,NE,-10
Christian Rozeboom,ROLB,CAR,10
Chuck Clark,FS,PIT,8
Cobie Durant,CB,LAR,-1
Coby Bryant,FS,SEA,3
Cody Barton,MLB,TEN,0
Colby Wooden,DT,GB,-4
Cole Bishop,FS,BUF,5
Cooper DeJean,CB,PHI,-2
Cor'Dale Flott,CB,NYG,-3
Craig Woodson,SS,NE,1
D.J. Jones,DT,DEN,-6
D.J. Reader,DT,DET,-12
D.J. Wonnum,RE,CAR,-2
DJ Turner II,CB,CIN,4
Da'Shawn Hand,DT,LAC,-4
DaQuan Jones,DT,BUF,-5
DaRon Bland,CB,DAL,-5
DaVon Hamilton,DT,JAX,-6
Daiyan Henley,ROLB,LAC,6
Dallas Turner,RE,MIN,0
Dane Belton,SS,NYG,8
Danielle Hunter,RE,HOU,1
Dante Fowler Jr,LE,DAL,-3
Dante Trader Jr,FS,MIA,5
Darien Porter,CB,LV,-4
Darious Williams,CB,LAR,-3
Darius Alexander,DT,NYG,-3
Darius Muasau,LOLB,NYG,2
Darius Slay Jr,CB,BUF,-3
Darrell Baker,CB,TEN,-5
David Onyemata,DT,ATL,-7
Davon Godchaux,DT,NO,-5
Dawuane Smoot,RE,JAX,-4
Dax Hill,CB,CIN,-6
DeForest Buckner,DT,IND,-6
DeMarcus Lawrence,LE,SEA,5
Dee Winters,ROLB,SF,7
Demario Davis,MLB,NO,4
Demetrius Knight Jr,ROLB,CIN,11
Dennis Gardeck,LOLB,JAX,5
Denzel Ward,CB,CLE,-9
Deommodore Lenoir,CB,SF,-7
Deonte Banks,CB,NYG,-8
Derek Stingley Jr,CB,HOU,-1
Derick Hall,RE,SEA,-5
Derrick Barnes,LOLB,DET,0
Derrick Brown,DT,CAR,-13
Derrick Harmon,DT,PIT,-4
Derwin James Jr,SS,LAC,2
Devin Bush,ROLB,CLE,8
Devin Lloyd,MLB,JAX,1
Devin White,LOLB,LV,11
Devon Witherspoon,CB,SEA,-4
Devonte Wyatt,DT,GB,-4
Dexter Lawrence II,DT,NYG,-15
Divine Deablo,ROLB,ATL,5
Dondrea Tillman,RE,DEN,3
Donovan Ezeiruaku,RE,DAL,0
Donovan Wilson,SS,DAL,1
Donte Jackson,CB,LAC,4
Dorian Williams,ROLB,BUF,0
Drake Thomas,ROLB,SEA,9
Dre'Mont Jones,RE,BAL,-1
Dru Phillips,CB,NYG,0
Drue Tranquill,ROLB,KC,1
E.J. Speed,ROLB,HOU,1
Eddie Goldman,DT,WAS,-7
Edgerrin Cooper,MLB,GB,3
Elandon Roberts,MLB,LV,7
Elijah Molden,FS,LAC,-4
Elijah Roberts,DT,TB,-2
Emmanuel Forbes Jr,CB,LAR,3
Emmanuel Ogbah,RE,JAX,-2
Eric Murray,SS,JAX,5
Eric Stokes,CB,LV,-4
Eric Wilson,MLB,MIN,9
Ernest Jones IV,MLB,SEA,9
Evan Williams,FS,GB,5
Francisco Mauigoa,MLB,NYJ,3
Frankie Luvu,ROLB,WAS,1
Geno Stone,FS,CIN,1
George Karlaftis,LE,KC,-6
Germaine Pratt,ROLB,IND,9
Gervon Dexter Sr,DT,CHI,-3
Grady Jarrett,DT,CHI,-7
Grant Delpit,SS,CLE,-3
Greg Gaines,DT,TB,-6
Greg Newsome II,CB,JAX,-7
Greg Rousseau,LE,BUF,-5
Grover Stewart,DT,IND,-9
Haason Reddick,LE,TB,-1
Harold Landry III,RE,NE,0
Harrison Phillips,DT,NYJ,-4
Harrison Smith,FS,MIN,-1
Henry To'oTo'o,LOLB,HOU,4
Ifeatu Melifonwu,SS,MIA,0
Isaiah McDuffie,LOLB,GB,5
Isaiah McGuire,LE,CLE,1
Isaiah Oliver,SS,NYJ,5
Isaiah Pola-Mao,FS,LV,1
Isaiah Rodgers Sr,CB,MIN,1
Ivan Pace Jr,ROLB,MIN,3
Ja'Quan McMillian,CB,DEN,-3
Jabrill Peppers,SS,PIT,4
