Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
0,TE,George,Kittle,George Kittle,SF,-3,0,1,0,599,33,514,236,True,0,1,0,0,52,35,0,0,-3,0,0,0,0,0,0,7,10,10,0,14,0,George,Kittle,KittleGeorge_12836,1502.0,1500.0,8.0,31.0,5.0,14.0,Signed,College_Elite,96.0,0.0,0.0,SF,tier_0,1159.5330739299611,1610.4905660377358,0.7,13.618677042801556,0.2465020576131687,SF,2.0
1,WR,Tetairoa,McMillan,Tetairoa McMillan,CAR,0,0,7,0,924,43,835,257,True,0,0,0,0,65,51,0,0,0,0,0,0,0,0,0,7,15,15,0,20,0,Tetairoa,McMillan,McMillanTetairoa_15097,1778.0,1776.0,0.0,22.0,1.0,20.0,Signed,College_Impact,80.0,0.0,0.0,CAR,tier_3,1106.5868263473053,2047.0153846153846,0.4666666666666667,8.383233532934131,0.33029490616621987,CAR,4.0
2,TE,Ja'Tavion,Sanders,Ja'Tavion Sanders,CAR,0,0,1,0,190,18,392,86,True,0,0,0,0,29,8,0,0,0,0,0,0,0,0,0,1,12,4,0,20,0,Ja'Tavion,Sanders,SandersJaTavion_14679,2338.0,2336.0,1.0,22.0,4.0,20.0,Signed,Normal,68.0,0.0,0.0,CAR,tier_6,484.69387755102036,943.448275862069,0.08333333333333333,2.5510204081632653,0.08489722966934764,CAR,2.0
5,HB,Rico,Dowdle,Rico Dowdle,CAR,1007,0,1,453,273,36,529,309,True,0,217,0,0,34,62,4,0,53,0,28,0,0,0,0,1,15,9,1,20,6,Rico,Dowdle,DowdleRico_21039,684.0,682.0,5.0,27.0,63.0,20.0,Signed,College_Impact,79.0,0.0,0.0,CAR,tier_4,2419.6597353497164,1360.207171314741,0.4666666666666667,13.232514177693762,0.09758713136729222,CAR,0.0
6,HB,Chuba,Hubbard,Chuba Hubbard,CAR,489,0,4,233,210,35,389,262,True,0,125,0,0,25,41,7,0,14,0,0,0,0,0,0,3,13,6,0,20,1,Chuba,Hubbard,HubbardChuba_21574,1221.0,1219.0,4.0,26.0,4.0,20.0,Signed,Normal,75.0,0.0,0.0,CAR,tier_4,1796.9151670951157,1179.6,0.3076923076923077,10.282776349614394,0.08661579707156114,CAR,-1.0
7,TE,Tommy,Tremble,Tommy Tremble,CAR,0,0,2,0,205,54,549,147,True,0,0,0,0,23,7,0,0,0,0,0,0,0,0,0,1,15,14,0,20,0,Tommy,Tremble,TrembleTommy_21777,2700.0,2698.0,4.0,25.0,3.0,20.0,Signed,Normal,70.0,0.0,0.0,CAR,tier_5,373.40619307832424,1283.478260869565,0.06666666666666667,1.8214936247723132,0.07327971403038427,CAR,-3.0
8,QB,Bryce,Young,Bryce Young,CAR,190,2691,0,39,0,0,859,0,True,266,43,419,9,0,13,0,0,24,54,4,0,0,25,21,0,14,14,6,20,1,Bryce,Young,YoungBryce_22686,3022.0,3020.0,2.0,24.0,1.0,20.0,Signed,Normal,74.0,0.0,0.0,CAR,tier_5,221.18742724097788,1325.581395348837,0.07142857142857142,1.1641443538998835,0.0,,
9,QB,Kyle,McCord,Kyle McCord,CAR,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,Kyle,McCord,McCordKyle_14789,1729.0,1727.0,0.0,22.0,6.0,20.0,Signed,Normal,64.0,0.0,0.0,CAR,tier_6,,,,,,,
12,QB,Andy,Dalton,Andy Dalton,CAR,-2,293,0,0,0,0,97,0,True,25,5,37,1,0,0,0,0,1,33,0,0,0,8,1,0,4,1,2,20,0,Andy,Dalton,DaltonAndy_10439,576.0,574.0,14.0,37.0,2.0,20.0,Signed,Normal,68.0,0.0,0.0,CAR,tier_6,-20.61855670103093,-120.0,0.0,0.0,0.0,,
14,FB,Kyle,Juszczyk,Kyle Juszczyk,SF,-3,0,0,0,194,25,452,103,True,0,2,0,0,21,9,0,0,0,0,0,0,0,0,0,1,15,15,0,14,0,Kyle,Juszczyk,JuszczykKyle_1599,1452.0,1450.0,12.0,34.0,4.0,14.0,Signed,College_Star,89.0,0.0,0.0,SF,tier_2,422.56637168141594,1175.478260869565,0.06666666666666667,2.2123893805309733,0.05322359396433471,,
15,HB,Zach,Charbonnet,Zach Charbonnet,SEA,546,0,1,276,109,21,415,87,True,0,149,0,0,15,41,8,0,30,0,26,0,0,0,0,0,14,0,0,27,9,Zach,Charbonnet,CharbonnetZach_22732,453.0,451.0,2.0,24.0,2.0,27.0,Signed,College_Impact,79.0,0.0,0.0,SEA,tier_4,1578.3132530120483,1094.4878048780488,0.6428571428571429,21.686746987951807,0.03350495658187966,SEA,-1.0
16,WR,Jaxon,Smith-Njigba,Jaxon Smith-Njigba,SEA,36,0,4,20,1637,63,712,490,True,0,7,0,0,104,73,0,0,11,0,2,0,0,0,0,10,15,15,3,27,0,Jaxon,Smith-Njigba,SmithNjigbaJaxon_22694,2481.0,2479.0,2.0,23.0,1.0,27.0,Signed,College_Elite,96.0,0.0,0.0,SEA,tier_0,2349.7191011235955,2220.972972972973,0.6666666666666666,14.044943820224718,0.46964317733548505,SEA,4.0
17,HB,Kenneth,Walker III,Kenneth Walker III,SEA,879,0,2,340,240,46,437,275,True,0,190,0,0,25,50,3,0,55,0,34,0,0,0,0,0,15,15,0,27,5,Kenneth,Walker III,WalkerIIIKenneth_22338,2779.0,2777.0,3.0,24.0,2.0,27.0,Signed,College_Star,82.0,0.0,0.0,SEA,tier_3,2560.6407322654463,1387.2558139534885,0.3333333333333333,11.441647597254004,0.06885422270037654,SEA,-1.0
19,QB,Drew,Lock,Drew Lock,SEA,-5,15,0,0,0,0,38,0,True,2,6,3,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,2,27,0,Drew,Lock,LockDrew_20328,1610.0,1608.0,6.0,28.0,2.0,27.0,Signed,Normal,64.0,0.0,0.0,SEA,tier_6,-131.57894736842104,-250.0,0.0,0.0,0.0,,
23,TE,A.J.,Barner,A.J. Barner,SEA,0,0,2,0,462,27,732,228,True,0,0,0,0,47,23,0,0,0,0,0,0,0,0,0,5,15,15,0,27,0,A.J.,Barner,BarnerAJ_14687,145.0,143.0,1.0,23.0,4.0,27.0,Signed,Normal,72.0,0.0,0.0,SEA,tier_5,631.1475409836066,1415.4893617021276,0.3333333333333333,6.830601092896175,0.13254437869822486,SEA,8.0
24,QB,Sam,Darnold,Sam Darnold,SEA,84,3703,0,5,0,0,890,0,True,285,26,424,13,0,9,0,0,24,67,0,0,0,22,24,0,15,15,8,27,0,Sam,Darnold,DarnoldSam_13097,585.0,583.0,7.0,28.0,1.0,27.0,Signed,College_Impact,81.0,0.0,0.0,SEA,tier_3,94.38202247191012,969.2307692307693,0.0,0.0,0.0,,
29,TE,Brock,Bowers,Brock Bowers,LV,2,0,4,3,680,38,606,305,True,0,2,0,0,64,36,0,0,6,0,0,0,0,0,0,7,12,8,0,22,0,Brock,Bowers,BowersBrock_14678,265.0,263.0,1.0,22.0,1.0,22.0,Signed,College_Elite,95.0,0.0,0.0,LV,tier_0,1125.4125412541255,1492.7272727272727,0.5833333333333334,11.55115511551155,0.3004197039982328,LV,2.0
31,QB,Trey,Lance,Trey Lance,LAC,16,90,0,3,0,0,29,0,True,7,8,13,0,0,1,0,0,11,28,0,0,0,2,0,0,3,0,0,7,0,Trey,Lance,LanceTrey_21555,1542.0,1540.0,4.0,25.0,1.0,7.0,Signed,Normal,58.0,0.0,0.0,LAC,tier_6,551.7241379310344,600.0,0.0,0.0,0.0,,
33,QB,Geno,Smith,Geno Smith,LV,108,2849,0,52,0,0,810,0,True,282,40,420,15,0,13,0,0,20,61,4,0,0,52,18,0,14,14,4,22,0,Geno,Smith,SmithGeno_112,2455.0,2453.0,12.0,34.0,2.0,22.0,Signed,Normal,69.0,0.0,0.0,LV,tier_6,133.33333333333334,810.0,0.0,0.0,0.0,,
