Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
1,DT,Bobby,Brown III,Bobby Brown III,CAR,True,0,0,302,0,8,15,14,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,15,15,Bobby,Brown III,BrownIIIBobby_21922,320.0,318.0,4.0,25.0,4.0,20.0,Signed,Normal,72.0,0.0,0.0,CAR,tier_5,9.933774834437086,11.589403973509935,0.0,6.622516556291391,72.8476821192053,0.0,0.0,0.0,CAR,-6
4,CB,Jaycee,Horn,Jaycee Horn,CAR,True,0,62,822,0,7,19,27,0,0,30,62,0,5,0,0,2,0,20,1,0,0,0,14,14,Jaycee,Horn,HornJaycee_21451,1207.0,1205.0,4.0,25.0,1.0,20.0,Signed,College_Impact,87.0,0.0,0.0,CAR,tier_2,1.2165450121654502,1.2165450121654502,6.082725060827251,3.6496350364963503,41.3625304136253,2.4330900243309004,3.64963503649635,2.0,CAR,-3
5,ROLB,Christian,Rozeboom,Christian Rozeboom,CAR,True,0,0,690,0,27,58,75,0,0,45,0,0,0,0,0,0,0,20,5,1,2,0,13,13,Christian,Rozeboom,RozeboomChristian_21358,2308.0,2306.0,5.0,28.0,63.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,13.043478260869565,14.492753623188406,1.4492753623188406,10.144927536231883,147.82608695652175,0.0,6.521739130434782,3.4615384615384617,CAR,10
9,FS,Tre'von,Moehrig,Tre'von Moehrig,CAR,True,0,30,857,0,19,56,73,0,0,50,30,0,1,0,0,2,0,20,9,0,1,0,14,14,Tre'von,Moehrig,MoehrigTrevon_21490,1846.0,1844.0,4.0,26.0,2.0,20.0,Signed,College_Impact,79.0,0.0,0.0,CAR,tier_4,12.835472578763126,13.418903150525088,1.1668611435239205,14.002333722287048,107.3512252042007,2.333722287047841,5.834305717619603,3.4285714285714284,CAR,8
10,DT,Derrick,Brown,Derrick Brown,CAR,True,0,0,686,0,14,30,32,0,0,0,0,0,0,0,0,0,0,20,2,1,6,0,15,15,Derrick,Brown,BrownDerrick_21286,331.0,329.0,5.0,27.0,1.0,20.0,Signed,College_Star,92.0,0.0,0.0,CAR,tier_1,20.408163265306122,24.78134110787172,1.4577259475218658,11.661807580174926,67.05539358600583,0.0,0.0,0.0,CAR,-13
12,RE,D.J.,Wonnum,D.J. Wonnum,CAR,True,6,19,597,1,13,21,22,0,0,4,19,0,1,0,0,0,0,20,2,0,2,0,14,14,D.J.,Wonnum,WonnumDJ_21141,2975.0,2973.0,5.0,27.0,4.0,20.0,Signed,Normal,73.0,0.0,0.0,CAR,tier_5,10.050251256281408,11.725293132328307,3.3500837520938025,6.700167504187605,58.62646566164154,0.0,0.6700167504187605,0.2857142857142857,CAR,-2
14,SS,Nick,Scott,Nick Scott,CAR,True,2,54,905,1,23,63,68,0,0,18,54,0,1,0,0,1,0,20,0,0,0,0,15,15,Nick,Scott,ScottNick_20747,2368.0,2366.0,6.0,30.0,7.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,0.0,0.0,2.2099447513812156,1.1049723756906078,100.5524861878453,1.1049723756906078,1.9889502762430937,1.1333333333333333,CAR,3
15,CB,Mike,Jackson,Mike Jackson,CAR,True,0,46,908,0,7,27,45,0,0,41,46,0,3,1,0,8,0,20,4,1,0,0,15,15,Mike,Jackson,JacksonMichael_20607,1296.0,1294.0,6.0,28.0,5.0,20.0,Signed,Normal,79.0,0.0,0.0,CAR,tier_4,4.405286343612335,4.405286343612335,5.506607929515419,13.215859030837004,57.268722466960355,8.81057268722467,4.5154185022026425,2.2,CAR,1
16,DT,A'Shawn,Robinson,A'Shawn Robinson,CAR,True,0,0,541,0,14,31,35,0,0,0,0,0,0,0,0,0,0,20,1,0,3,0,15,15,A'Shawn,Robinson,RobinsonAShawn_17562,2260.0,2258.0,9.0,30.0,2.0,20.0,Signed,Normal,76.0,0.0,0.0,CAR,tier_4,12.939001848428836,15.711645101663587,0.0,7.393715341959335,90.57301293900184,0.0,0.0,0.0,CAR,-7
17,SS,Lathan,Ransom,Lathan Ransom,CAR,True,0,35,313,0,13,22,27,0,0,10,35,0,1,0,0,0,0,20,1,1,1,0,14,14,Lathan,Ransom,RansomLathan_15334,2185.0,2183.0,0.0,23.0,4.0,20.0,Signed,Normal,69.0,0.0,0.0,CAR,tier_6,9.584664536741213,11.182108626198083,6.3897763578274756,6.3897763578274756,127.79552715654951,0.0,3.1948881789137378,0.7142857142857143,CAR,15
20,MLB,Trevin,Wallace,Trevin Wallace,CAR,True,0,0,624,0,12,27,42,0,0,31,0,0,0,0,0,2,0,20,3,0,2,0,12,12,Trevin,Wallace,WallaceTrevin_15031,2796.0,2794.0,1.0,22.0,3.0,20.0,Signed,Normal,74.0,0.0,0.0,CAR,tier_5,11.217948717948717,12.82051282051282,0.0,11.217948717948717,86.53846153846153,3.205128205128205,4.967948717948718,2.4166666666666665,CAR,1
22,CB,Chau,Smith-Wade,Chau Smith-Wade,CAR,True,0,25,535,0,6,35,46,0,0,36,25,0,1,1,0,1,0,20,1,0,0,0,14,14,Chau,Smith-Wade,SmithWadeChau_14966,2483.0,2481.0,1.0,22.0,5.0,20.0,Signed,Normal,72.0,0.0,0.0,CAR,tier_5,1.8691588785046729,1.8691588785046729,3.7383177570093458,3.7383177570093458,97.19626168224299,1.8691588785046729,6.728971962616822,2.5,CAR,-4
24,DT,Jordan,Elliott,Jordan Elliott,SF,True,0,0,407,0,9,20,20,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,14,14,Jordan,Elliott,ElliottJordan_20981,750.0,748.0,5.0,27.0,3.0,14.0,Signed,Normal,67.0,0.0,0.0,SF,tier_6,2.457002457002457,2.457002457002457,0.0,2.457002457002457,71.25307125307125,0.0,0.0,0.0,SF,-4
