FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,CIN,2
A.J. Epenesa,RE,BUF,-5
A.J. Terrell Jr,CB,NYG,2
AJ Harris,CB,SF,4
Adam Anderson,ROLB,MIA,0
Adam Sherman,LOLB,NYG,-1
Adisa Isaac,ROLB,NYJ,1
Ahmad Gardner,CB,BAL,2
Akeem Davis-Gaither,ROLB,KC,-4
Alex Wright,LE,ATL,7
Alfred Collins,DT,BUF,2
Allen Sermon,CB,KC,-2
Amani Hooker,SS,TB,2
Amari Burney,LOLB,KC,-5
Andre Cisco,SS,JAX,5
Andre Seldon,CB,SF,7
Andre Stewart,CB,NE,-3
Andreas Keaton,CB,CHI,3
Andrew Booth Jr,CB,PIT,4
Anthony Hill,MLB,WAS,-2
Anthony Lucas,DT,DAL,4
Anto Saka,LOLB,CAR,-2
Antoine Winfield Jr,FS,TB,-1
Asa Turner,SS,NE,9
Asante Samuel Jr,CB,LAC,1
Ashton Farrell,ROLB,WAS,0
Azareyeh Thomas,CB,LV,-3
B.J. Hill,DT,KC,-2
B.J. Ojulari,LOLB,PIT,-7
Bai Jobe,LOLB,LV,-2
Bax Anaele,LE,CHI,6
Bilal Nichols,RE,DEN,0
Billy Bowman,CB,PIT,5
Blayne Toll,LE,LAR,7
Braiden McGregor,LE,BAL,-5
Branden Jennings,LOLB,ATL,1
Brandon Hill,SS,MIA,2
Brandon Joseph,FS,NYJ,1
Brandon Smith,LOLB,MIA,5
Brenan Vernon,LE,KC,-5
Brenan Vernon,RE,CAR,3
Brian Asamoah,MLB,GB,1
Brian Burns,LE,WAS,-5
Bryan Bresee,DT,PHI,9
Byron Berry,ROLB,DAL,0
Byron Murphy Jr,CB,PIT,4
C.J. Gardner-Johnson,SS,KC,0
C.J. Henderson,CB,HOU,-2
C.J. Hicks,LOLB,DET,-2
Cade Denhoff,LE,JAX,-3
Cadron Charles,CB,MIA,2
Caleb Coley,CB,DET,0
Caleb Farley,CB,NO,1
Caleb Presley,CB,WAS,3
Calen Bullcok,FS,DET,3
Cam'Ron Kelly,FS,NO,-5
Cameron Dantzler,CB,GB,-4
Cameron McCuthcehon,CB,IND,-1
Cameron Pizzo,MLB,DAL,-3
Carlos Basham Jr,LE,CIN,-3
Carlos Lacy,ROLB,CHI,-4
Chance Biddle,SS,JAX,2
Charles Lester III,CB,NYJ,0
Chase Young,RE,KC,0
Chris Braswell,ROLB,PHI,3
Christian Barmore,DT,NE,-1
Christian Burkhalter,LOLB,BAL,0
Christian Gonzalez,CB,LV,0
Christian Harris,MLB,TEN,-2
Clelin Ferrell,RE,NO,6
Clinton Burton Jr,CB,ARI,-1
Clyde Kellum,DT,MIN,2
Cody Simon,MLB,CAR,1
Cole Jackson,RE,SEA,1
Cole Martin,CB,LAR,1
Colin Oliver,ROLB,MIA,-2
Cormani McClain,CB,NYG,5
Cortez Wilford,CB,DET,-2
Curtis Jacobs,ROLB,BAL,-4
