FullName,Position,TeamName,SkillPointOL
Aaryn Parks,LG,ATL,3
Alex Leatherwood,RG,ARI,-1
Ali Marpet,LG,SEA,-3
Alijah Vera-Tucker,LG,DET,-1
Amarius Mims,RT,PIT,0
Amir Herring,LG,NYJ,-1
Andrew Chamblee,RT,DAL,-6
Andrew Kristofic,RT,BAL,-4
Asim Richards,RG,WAS,-4
Austin Jackson,LG,HOU,4
Beaux Limmer,LG,CAR,-1
Ben Bartch,LG,MIN,-1
Ben Brown,C,LAC,0
Braden Smith,RT,IND,1
Brady Latham,RG,DET,-1
Braeden Daniels,RG,CHI,-5
Brey Walker,LG,NO,1
Brian O'Neill,RT,MIN,-2
Broderick Jones,LT,JAX,3
Bryce Foster,C,NYG,-5
Cade Mays,RG,NYJ,-3
Cade McConnell,LT,GB,-4
Caedan Wallace,RT,NYJ,-4
Cameron Jurgens,C,JAX,8
Cesar Ruiz,RG,NO,2
Charles Cross,LT,LV,-7
Charlie English,C,PHI,-2
Chris Dwyer,LT,LAC,0
Chris Lindstrom,RG,ATL,-1
Christian Darrisaw,LT,MIN,-3
Clay Webb,LG,PHI,-5
Cody Ince,LG,CIN,-3
Cody Lovell,C,ARI,4
Cole Schneider,LG,DEN,-1
Cole Smith,C,NE,1
Connor McGovern,LG,ARI,1
Connor Williams,LG,CIN,4
Cory Hendrix,RG,PHI,-5
Creed Humphrey,C,KC,-5
Curtis Dunlap Jr.,LG,GB,-1
Dan Becker,LT,ARI,-4
Daniel Faalele,RT,LAR,0
Darian Kinnard,LG,LAC,0
Darrian Dalcourt,C,CIN,-3
David Edwards,LG,MIA,4
Deandre Mitchell,RG,CLE,-2
Denaris DeRosa,C,WAS,-3
Deshaun Woods,LG,LAC,4
Devon Campbell,RG,CAR,-1
Donovan Jackson,RG,NE,9
Drake Metcalf,C,NYJ,-1
Drew Kendall,LG,GB,4
Elgton Jenkins,LG,LV,-2
Elijah Pritchett,LT,ATL,1
Emil Ekiyor Jr.,RG,SF,-1
Erik McCoy,C,NO,6
Evan Neal,RT,NYG,-4
Ezra Dotson-Oyetade,C,MIA,1
Francis Mauigoa,LT,NE,-2
Frank Ragnow,C,DET,4
Garrett Bradbury,C,MIN,1
Harris Sewell,C,CHI,-1
Ikem Ekwonu,LG,DAL,-4
Isendre Ahfua,LG,WAS,-2
J.B. Nelson,LT,SEA,4
JC Latham,LT,PIT,1
Jack Nelson,LG,MIN,8
Jacob Allen,LT,DET,-4
Jamaal Jarrett,RT,LAC,-4
Jamaree Salyer,LG,SF,-1
James Brockermeyer,C,TEN,-1
James Daniels,RG,BUF,-2
Jarrett Horst,RT,NE,-1
Jarrett Patterson,C,LV,1
Javion Cohen,LG,PIT,-2
Jawaan Taylor,RT,JAX,1
Jaxson Kirkland,LT,MIA,-3
Jedrick Wills Jr,LT,NYG,1
Joe Alt,LT,LV,-2
Joe Brunner,RT,KC,1
Jonah Miller,LG,CLE,1
Jonah Williams,LT,CIN,3
Jordan McFadden,RG,IND,-3
Josh Braun,LG,LAR,-7
Josh Conerly Jr.,LT,CAR,-4
Julian Armella,LT,CLE,0
Kadyn Proctor,RT,WAS,-4
Kam Dewberry,RG,JAX,4
Kamron Scott,LG,DEN,4
Keiondre Jones,LG,KC,1
Kelvin Banks,RT,SEA,1
Kendrick Green,C,BUF,1
Kenyon Green,RG,LV,-4
Kevin Dotson,LG,TEN,-1
Kinglsey Suamataia,LT,LAR,9
Kiyaunta Goodwin,RT,PHI,4
Landen Livingston,C,IND,4
Landon Dickerson,LG,CHI,0
Lloyd Foster,RT,CAR,-4
Logan Brown,LT,BAL,-1
Logan Parr,RG,HOU,-1
Luke Matthews,C,CAR,-1
Marcus Kendricks,RG,LAR,-1
Marcus Tate,LG,PHI,0
Mark Welch,C,SF,1
Marquis Hayes,LG,PIT,1
Matt Hennessy,C,ATL,4
Matt Nickerson,LG,MIA,-4
Mekhi Becton,LT,NYJ,-5
Michael Jurgens,C,TB,-4
Nate Anderson,C,DAL,-1
Nate Davis,RG,TEN,-3
Netane Muti,LG,NYG,-1
Neto Umeozulu,C,GB,-3
Nick Harris,C,CLE,4
Nolan Rucci,LT,WAS,-3
Obinna Eze,RT,TEN,3
Orlando Brown,LT,KC,8
Paris Johnson Jr.,LT,HOU,1
Pat Nowak,C,PHI,4
Penei Sewell,RT,DET,1
Peter Skoronski,RG,NYG,4
Quenton Nelson,LG,IND,-2
Quinn Meinerz,RG,SEA,4
Rafiti Ghirmai,C,HOU,-6
Rasheed Walker,RT,ARI,9
Reuben Fatheree II,LT,DAL,-1
Reuben Unije,RT,ATL,12
Ricky Stromberg,C,DEN,1
Ronnie Stanley,LT,NO,1
Ryan Hayes,LT,SF,4
Ryan Ramczyk,RT,NO,-7
Ryan Stevens,LT,IND,4
Ryan Van Demark,LT,PHI,12
Sean Rhyan,LT,CHI,-1
Simi Moala,RT,HOU,-2
Spencer Brown,LT,BUF,-7
Steven Jones,RT,MIA,-4
Taylor Moton,RT,DEN,10
Tevin Shaw,C,BAL,-2
Tommy Brockermeyer,LT,TEN,4
Trey Smith,RG,KC,3
Trey Wedig,RT,GB,-4
Tristan Wirfs,RT,TB,-5
Turner Corcoran,LT,TB,-2
Turner Corocan,LT,BUF,0
Ty'kieast Crawford,RG,DAL,-1
Tyler Linderbaum,C,LAR,2
Tyler Vrabel,RT,CIN,3
Tyre Phillips,LG,BAL,-8
Tyrese Robinson,LG,JAX,1
Tyrone Sampson Jr.,C,PIT,-5
Walker Little,LT,PHI,-2
Walker Parks,LT,CHI,-3
Warren McClendon,RT,SF,4
Will Hernandez,RG,BAL,-2
Wyatt Teller,RG,TB,9
Yousef Mugharbil,LG,BUF,-2
Zach Rice,RT,CLE,0
Zeke Correll,C,SEA,-2
Zion Johnson,LG,TB,-3
