Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
27,WR,Gabriel,Davis,Gabriel Davis,DEN,4,0,3,0,713.0,24,754,307,True,0,1,0,0,60,0,0,7,4,0,0,0,0,0,0,8,15,15,0,3,0,Gabriel,Davis,606.0,604.0,8.0,3.0,Signed,74.0,0.0,0.0,DEN,tier_5,950.9283819628647,1702.8196721311476,0.5333333333333333,10.610079575596817,DEN,4.0
30,QB,Brady,Allen,Brady Allen,ARI,104,3928,0,0,0.0,0,1031,0,True,318,35,560,22,0,0,0,7,4,33,0,0,0,34,17,0,15,15,5,6,1,Brady,Allen,1380.0,1378.0,1.0,6.0,Signed,75.0,0.0,0.0,ARI,tier_4,100.8729388942774,891.4285714285714,0.06666666666666667,0.9699321047526673,,
63,HB,Josh,Peete,Josh Peete,BUF,850,0,1,365,25.0,14,363,19,True,0,180,0,0,2,0,9,7,73,0,15,0,0,0,0,0,14,14,6,2,8,Josh,Peete,535.0,533.0,0.0,2.0,Signed,79.0,0.0,0.0,BUF,tier_4,2410.468319559229,1420.8791208791208,0.5714285714285714,22.03856749311295,BUF,4.0
95,QB,Dante,Moore,Dante Moore,MIA,370,3471,0,115,0.0,0,973,0,True,311,84,496,20,0,0,2,7,69,26,4,0,0,51,22,0,15,15,7,11,3,Dante,Moore,1340.0,1338.0,1.0,11.0,Signed,75.0,0.0,0.0,MIA,tier_4,380.26721479958894,1321.4285714285716,0.2,3.083247687564234,,
111,TE,Jake,Johnson,Jake Johnson,NYG,0,0,2,0,766.0,29,1225,267,True,0,0,0,0,68,0,0,7,0,0,3,0,0,0,0,7,15,15,0,15,0,Jake,Johnson,63.0,61.0,3.0,15.0,Signed,81.0,0.0,0.0,NYG,tier_3,625.3061224489795,1622.1176470588236,0.4666666666666667,5.714285714285714,NYG,2.0
114,QB,Trevor,Lawrence,Trevor Lawrence,JAX,379,3868,0,125,0.0,0,1000,0,True,337,79,523,11,0,0,2,7,49,29,8,0,0,28,30,0,15,15,1,16,3,Trevor,Lawrence,1560.0,1558.0,7.0,16.0,Signed,84.0,0.0,0.0,JAX,tier_3,379.0,1439.240506329114,0.2,3.0,,
117,HB,TreVonte,Citizen,TreVonte Citizen,DET,824,0,0,421,117.0,20,428,105,True,0,175,0,0,15,0,11,7,71,0,13,0,0,0,0,0,13,13,0,18,9,TreVonte,Citizen,702.0,700.0,2.0,18.0,Signed,85.0,0.0,0.0,DET,tier_2,2198.5981308411215,1389.7263157894738,0.6923076923076923,21.02803738317757,DET,2.0
118,WR,Caleb,Burton,Caleb Burton,ARI,2,0,1,0,752.0,33,663,365,True,0,4,0,0,61,0,0,7,3,0,0,0,0,0,0,3,15,4,0,6,1,Caleb,Burton,1088.0,1086.0,3.0,6.0,Signed,79.0,0.0,0.0,ARI,tier_4,1137.2549019607843,1675.1999999999998,0.26666666666666666,6.033182503770739,ARI,2.0
127,WR,Jahan,Dotson,Jahan Dotson,PHI,4,0,6,2,374.0,73,417,156,True,0,1,0,0,24,0,0,7,4,0,3,0,0,0,0,3,11,11,0,12,0,Jahan,Dotson,3426.0,3424.0,6.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,906.4748201438849,2202.24,0.2727272727272727,7.194244604316547,PHI,2.0
129,HB,Kaytron,Allen,Kaytron Allen,LAC,459,0,1,129,98.0,16,398,93,True,0,140,0,0,15,0,4,7,46,0,9,0,0,0,0,0,11,11,0,7,3,Kaytron,Allen,2095.0,2093.0,2.0,7.0,Signed,82.0,0.0,0.0,LAC,tier_3,1399.497487437186,979.4322580645162,0.2727272727272727,7.537688442211055,LAC,-5.0
130,HB,Kyren,Williams,Kyren Williams,PIT,1109,0,1,508,382.0,27,569,283,True,0,228,0,0,42,0,7,7,68,0,20,0,0,0,0,3,15,15,0,28,9,Kyren,Williams,3404.0,3402.0,6.0,28.0,Signed,90.0,0.0,0.0,PIT,tier_1,2620.3866432337436,1435.9555555555553,0.8,21.0896309314587,PIT,2.0
147,QB,Matt,Corral,Matt Corral,NYJ,364,3225,0,122,0.0,0,898,0,True,282,75,480,19,0,0,2,7,69,32,6,0,0,40,13,0,15,15,6,17,5,Matt,Corral,2815.0,2813.0,6.0,17.0,Signed,79.0,0.0,0.0,NYJ,tier_4,405.3452115812918,1456.0,0.3333333333333333,5.567928730512249,,
155,TE,Benji,Gosnell,Benji Gosnell,MIA,0,0,2,0,257.0,25,838,121,True,0,0,0,0,31,0,0,7,0,0,2,0,0,0,0,3,15,6,0,11,0,Benji,Gosnell,3682.0,3680.0,2.0,11.0,Signed,69.0,0.0,0.0,MIA,tier_6,306.6825775656324,1193.8064516129032,0.2,3.579952267303103,MIA,2.0
160,TE,Mark,Andrews,Mark Andrews,BAL,1,0,0,0,124.0,18,548,70,True,0,2,0,0,12,0,0,7,2,0,0,0,0,0,0,1,15,4,0,24,1,Mark,Andrews,75.0,73.0,10.0,24.0,Signed,72.0,0.0,0.0,BAL,tier_5,228.1021897810219,1296.857142857143,0.13333333333333333,3.6496350364963503,BAL,-1.0
171,TE,Cade,Otton,Cade Otton,HOU,0,0,3,0,538.0,21,1067,252,True,0,0,0,0,54,0,0,7,0,0,1,0,0,0,0,1,15,15,0,31,0,Cade,Otton,3392.0,3390.0,6.0,31.0,Signed,75.0,0.0,0.0,HOU,tier_4,504.2174320524836,1434.6666666666667,0.06666666666666667,0.9372071227741331,HOU,-3.0
