Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
17,ROLB,Enai,White,Enai White,LV,True,0,7,598,0,16,18,24,1,11,9,7,0,1,0,0,1,0,22,1,0,0,0,12,6,Enai,White,3049.0,3047.0,6.0,22.0,Signed,72.0,0.0,0.0,LV,tier_5,1.6722408026755853,1.6722408026755853,3.3444816053511706,66.8896321070234,1.6722408026755853,1.5050167224080269,0.6666666666666666,LV,-1
19,CB,A.J.,Bradford,A.J. Bradford,NYG,True,0,64,832,0,25,38,48,0,11,29,36,0,2,1,0,10,0,15,0,0,0,0,14,14,A.J.,Bradford,257.0,255.0,4.0,15.0,Signed,85.0,0.0,0.0,NYG,tier_2,0.0,3.605769230769231,12.01923076923077,87.74038461538461,12.01923076923077,3.4855769230769234,1.3571428571428572,NYG,1
33,CB,Carl,Thornton,Carl Thornton,LAR,True,8,0,591,1,20,11,17,0,11,14,0,0,0,0,0,4,0,23,0,2,1,0,15,1,Carl,Thornton,3677.0,3675.0,3.0,23.0,Signed,69.0,0.0,0.0,LAR,tier_6,1.6920473773265652,5.076142131979695,8.460236886632826,62.605752961082906,6.768189509306261,2.3688663282571913,0.6666666666666666,LAR,2
37,CB,Shaq,Butler,Shaq Butler,DEN,True,58,16,893,1,25,56,64,1,11,41,16,0,1,0,0,9,0,3,0,2,0,0,14,14,Shaq,Butler,2043.0,2041.0,3.0,3.0,Signed,87.0,0.0,0.0,DEN,tier_2,0.0,4.479283314669653,10.078387458006718,99.66405375139978,10.078387458006718,4.591265397536394,2.2857142857142856,DEN,-3
42,FS,Dwight,Jackson,Dwight Jackson,CIN,True,0,10,1131,0,28,25,33,0,11,15,10,0,1,0,0,6,0,1,0,0,0,0,15,15,Dwight,Jackson,307.0,305.0,4.0,1.0,Signed,87.0,0.0,0.0,CIN,tier_2,0.0,0.8841732979664013,5.305039787798409,53.93457117595048,5.305039787798409,1.3262599469496021,0.6,CIN,-6
50,SS,John,Burnett,John Burnett,NYG,True,0,40,985,0,34,24,43,0,11,21,26,0,2,0,0,4,0,15,1,1,0,0,15,15,John,Burnett,393.0,391.0,4.0,15.0,Signed,80.0,0.0,0.0,NYG,tier_3,1.0152284263959392,3.045685279187817,5.076142131979695,78.17258883248732,4.060913705583757,2.131979695431472,1.1333333333333333,NYG,1
56,SS,Hugh,Blackwell,Hugh Blackwell,NO,True,0,0,447,0,2,8,12,0,11,6,0,0,0,0,0,3,0,26,0,0,0,0,15,2,Hugh,Blackwell,586.0,584.0,2.0,26.0,Signed,63.0,0.0,0.0,NO,tier_6,0.0,0.0,6.7114093959731544,31.319910514541387,6.7114093959731544,1.342281879194631,0.2,NO,-5
67,FS,Kyle,Hamilton,Kyle Hamilton,TEN,True,0,0,1117,0,27,31,42,0,11,16,0,0,0,0,0,7,0,29,0,0,0,0,15,15,Kyle,Hamilton,3307.0,3305.0,10.0,29.0,Signed,84.0,0.0,0.0,TEN,tier_3,0.0,0.0,6.266786034019696,61.77260519247986,6.266786034019696,1.432408236347359,0.6,TEN,-2
70,DT,Logan,Dillinger,Logan Dillinger,NE,True,36,0,571,1,10,17,21,1,11,0,0,0,0,0,0,0,0,21,9,1,1,0,14,14,Logan,Dillinger,3623.0,3621.0,2.0,21.0,Signed,82.0,0.0,0.0,NE,tier_3,17.513134851138354,3.502626970227671,17.513134851138354,54.290718038528894,0.0,0.0,0.0,NE,-3
72,ROLB,Raekwon,Kemp,Raekwon Kemp,SEA,True,0,0,371,0,2,10,13,0,11,6,0,0,0,0,0,0,0,27,0,0,0,0,15,0,Raekwon,Kemp,897.0,895.0,1.0,27.0,Signed,72.0,0.0,0.0,SEA,tier_5,0.0,0.0,0.0,40.43126684636118,0.0,1.6172506738544474,0.4,SEA,-6
