Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
15,WR,Tee,Higgins,Tee Higgins,ARI,0,0,0,0,329,23,400,114,True,0,0,0,0,28,0,0,11,0,0,0,0,0,0,0,4,12,7,0,6,0,Tee,Higgins,1161.0,1159.0,12.0,6.0,Signed,74.0,0.0,0.0,ARI,tier_5,822.5,1692.0,0.3333333333333333,10.0,ARI,2.0
23,HB,Quandre,Hillard,Quandre Hillard,NYG,185,0,0,67,44,11,378,47,True,0,47,0,0,7,0,1,11,60,0,1,0,0,0,0,0,15,2,1,15,2,Quandre,Hillard,3095.0,3093.0,1.0,15.0,Signed,73.0,0.0,0.0,NYG,tier_5,605.8201058201058,1145.111111111111,0.13333333333333333,5.291005291005291,NYG,-3.0
43,WR,Sean,Seawright,Sean Seawright,DEN,3,0,0,0,710,28,844,273,True,0,1,0,0,52,0,0,11,3,0,0,0,0,0,0,2,14,14,0,3,0,Sean,Seawright,445.0,443.0,4.0,3.0,Signed,76.0,0.0,0.0,DEN,tier_4,844.7867298578199,1946.0377358490566,0.14285714285714285,2.3696682464454977,DEN,-4.0
53,WR,Moses,Ross,Moses Ross,TEN,18,0,0,0,806,24,875,290,True,0,5,0,0,62,0,0,11,4,0,0,0,0,0,0,2,15,15,0,29,0,Moses,Ross,2070.0,2068.0,1.0,29.0,Signed,79.0,0.0,0.0,TEN,tier_4,941.7142857142858,1812.8955223880596,0.13333333333333333,2.285714285714286,TEN,-2.0
61,WR,Mario,Williams,Mario Williams,MIN,15,0,1,0,822,27,928,318,True,0,4,0,0,62,0,0,11,4,0,0,0,0,0,0,4,15,15,0,30,0,Mario,Williams,2467.0,2465.0,8.0,30.0,Signed,82.0,0.0,0.0,MIN,tier_3,901.9396551724138,1861.6363636363635,0.26666666666666666,4.310344827586206,MIN,-1.0
79,HB,Amar'e,Thompson,Amar'e Thompson,PHI,761,0,2,369,314,36,644,297,True,0,161,0,0,49,0,3,11,68,0,9,0,0,0,0,2,15,15,2,12,5,Amar'e,Thompson,3593.0,3591.0,1.0,12.0,Signed,72.0,0.0,0.0,PHI,tier_5,1669.254658385093,1302.4571428571428,0.4666666666666667,10.869565217391305,PHI,4.0
83,TE,Kavonte,Edwards,Kavonte Edwards,NE,0,0,3,0,561,23,878,224,True,0,0,0,0,48,0,0,11,0,0,2,0,0,0,0,4,14,14,1,21,0,Kavonte,Edwards,511.0,509.0,4.0,21.0,Signed,69.0,0.0,0.0,NE,tier_6,638.9521640091116,1682.9999999999998,0.2857142857142857,4.555808656036446,NE,10.0
88,TE,Jamille,Cumberland,Jamille Cumberland,CAR,0,0,1,0,454,22,1018,236,True,0,0,0,0,50,0,0,11,0,0,0,0,0,0,0,0,14,14,0,20,0,Jamille,Cumberland,3538.0,3536.0,2.0,20.0,Signed,74.0,0.0,0.0,CAR,tier_5,445.97249508840866,1307.52,0.0,0.0,CAR,-3.0
91,QB,Dakota,Patterson,Dakota Patterson,CHI,209,3772,0,47,0,0,914,0,True,325,49,506,16,0,0,2,11,26,28,3,0,0,37,23,0,15,15,5,0,1,Dakota,Patterson,1058.0,1056.0,0.0,0.0,Signed,73.0,0.0,0.0,CHI,tier_5,228.66520787746168,1279.591836734694,0.06666666666666667,1.0940919037199124,,
103,WR,Garrett,Wilson,Garrett Wilson,PHI,19,0,7,7,1293,55,810,431,True,0,4,0,0,75,0,0,11,15,0,0,0,0,0,0,8,15,15,0,12,0,Garrett,Wilson,3311.0,3309.0,10.0,12.0,Signed,92.0,0.0,0.0,PHI,tier_1,1619.7530864197531,2429.012658227848,0.5333333333333333,9.876543209876543,PHI,2.0
119,TE,Julian,Wallace,Julian Wallace,BUF,0,0,1,0,680,47,1024,314,True,0,0,0,0,65,0,0,11,0,0,2,0,0,0,0,5,14,14,0,2,0,Julian,Wallace,1918.0,1916.0,1.0,2.0,Signed,88.0,0.0,0.0,BUF,tier_2,664.0625,1506.4615384615383,0.35714285714285715,4.8828125,BUF,1.0
123,TE,Jaleel,Skinner,Jaleel Skinner,CHI,0,0,0,0,605,22,1058,295,True,0,0,0,0,58,0,0,11,0,0,0,0,0,0,0,2,15,15,0,0,0,Jaleel,Skinner,1433.0,1431.0,7.0,0.0,Signed,81.0,0.0,0.0,CHI,tier_3,571.8336483931947,1502.0689655172414,0.13333333333333333,1.890359168241966,CHI,-3.0
128,QB,Matt,Spitzer,Matt Spitzer,NO,146,1053,0,9,0,0,406,0,True,101,52,174,7,0,0,0,11,12,30,2,0,0,17,2,0,15,6,2,26,1,Matt,Spitzer,3088.0,3086.0,3.0,26.0,Signed,66.0,0.0,0.0,NO,tier_6,359.60591133004925,842.3076923076923,0.06666666666666667,2.4630541871921183,,
139,WR,Mavin,Anderson,Mavin Anderson,HOU,0,0,0,0,751,27,668,278,True,0,0,0,0,60,0,0,11,0,0,0,0,0,0,0,5,15,15,0,31,0,Mavin,Anderson,2471.0,2469.0,6.0,31.0,Signed,81.0,0.0,0.0,HOU,tier_3,1124.251497005988,1802.3999999999996,0.3333333333333333,7.485029940119761,HOU,2.0
171,WR,Rakim,Jarrett,Rakim Jarrett,DET,9,0,2,0,647,25,553,252,True,0,4,0,0,54,0,0,11,4,0,0,0,0,0,0,3,15,15,0,18,0,Rakim,Jarrett,648.0,646.0,9.0,18.0,Signed,73.0,0.0,0.0,DET,tier_5,1186.25678119349,1652.896551724138,0.2,5.424954792043399,DET,4.0
186,TE,Connor,Weston,Connor Weston,PHI,0,0,5,0,561,51,707,152,True,0,0,0,0,47,0,0,11,0,0,0,0,0,0,0,5,13,13,0,12,0,Connor,Weston,2517.0,2515.0,2.0,12.0,Signed,76.0,0.0,0.0,PHI,tier_4,793.4936350777934,1718.8085106382978,0.38461538461538464,7.072135785007072,PHI,10.0
188,HB,Jonathan,Sims,Jonathan Sims,SF,292,0,2,56,296,21,554,226,True,0,78,0,0,35,0,1,11,27,0,5,0,0,0,0,0,15,15,1,14,2,Jonathan,Sims,34.0,32.0,3.0,14.0,Signed,72.0,0.0,0.0,SF,tier_5,1061.3718411552347,1152.4247787610618,0.13333333333333333,3.6101083032490977,SF,-1.0
240,WR,Matthew,Jeffries,Matthew Jeffries,BUF,0,0,0,0,631,26,561,241,True,0,0,0,0,44,0,0,11,0,0,0,0,0,0,0,2,13,10,0,2,0,Matthew,Jeffries,2249.0,2247.0,1.0,2.0,Signed,76.0,0.0,0.0,BUF,tier_4,1124.777183600713,2065.090909090909,0.15384615384615385,3.5650623885918002,BUF,0.0
249,WR,Johntay,Cook II,Johntay Cook II,BUF,4,0,0,0,940,35,811,385,True,0,1,0,0,71,0,0,11,4,0,0,0,0,0,0,6,15,15,0,2,0,Johntay,Cook II,1525.0,1523.0,5.0,2.0,Signed,80.0,0.0,0.0,BUF,tier_3,1163.9950678175094,1896.6666666666665,0.4,7.398273736128237,BUF,4.0
260,HB,Orlando,Foote,Orlando Foote,CIN,406,0,2,182,334,19,533,190,True,0,94,0,0,38,0,4,11,74,0,6,0,0,0,0,0,15,15,0,1,2,Orlando,Foote,2973.0,2971.0,0.0,1.0,Signed,71.0,1.0,0.0,CIN,tier_5,1388.3677298311445,1287.090909090909,0.13333333333333333,3.75234521575985,CIN,1.0
263,TE,Donovan,Shelton,Donovan Shelton,CIN,0,0,0,0,143,22,411,109,True,0,0,0,0,18,0,0,11,0,0,2,0,0,0,0,2,15,1,0,1,0,Donovan,Shelton,1220.0,1218.0,4.0,1.0,Signed,67.0,0.0,0.0,CIN,tier_6,347.93187347931877,1144.0,0.13333333333333333,4.866180048661801,CIN,3.0
266,WR,Daniel,Kennard,Daniel Kennard,ATL,0,0,0,0,840,67,780,333,True,0,0,0,0,61,0,0,11,0,0,1,0,0,0,0,5,15,15,0,13,0,Daniel,Kennard,2215.0,2213.0,3.0,13.0,Signed,82.0,0.0,0.0,ATL,tier_3,1076.923076923077,1982.950819672131,0.3333333333333333,6.41025641025641,ATL,1.0
271,HB,Tremaine,Crosby,Tremaine Crosby,TEN,859,0,3,323,326,23,691,283,True,0,203,0,0,38,0,6,11,74,0,9,0,0,0,0,1,13,13,2,29,6,Tremaine,Crosby,2810.0,2808.0,0.0,29.0,Signed,79.0,0.0,0.0,TEN,tier_4,1714.9059334298117,1264.0829875518673,0.5384615384615384,10.130246020260492,TEN,2.0
272,WR,Kordell,Turner,Kordell Turner,NYJ,3,0,0,0,740,25,912,321,True,0,2,0,0,72,0,0,11,4,0,0,0,0,0,0,7,15,15,0,17,0,Kordell,Turner,211.0,209.0,3.0,17.0,Signed,83.0,0.0,0.0,NYJ,tier_3,814.6929824561403,1452.162162162162,0.4666666666666667,7.675438596491228,NYJ,-3.0
281,QB,Dejon,Massey,Dejon Massey,BUF,210,2775,0,18,0,0,650,0,True,237,54,356,11,0,0,1,11,21,47,1,0,0,27,16,0,10,10,1,2,2,Dejon,Massey,2662.0,2660.0,2.0,2.0,Signed,84.0,0.0,0.0,BUF,tier_3,323.0769230769231,1166.6666666666667,0.2,3.076923076923077,,
286,WR,Bryce,Bennett,Bryce Bennett,LAC,0,0,1,0,571,26,657,218,True,0,0,0,0,47,0,0,11,0,0,0,0,0,0,0,4,12,12,0,7,0,Bryce,Bennett,1157.0,1155.0,4.0,7.0,Signed,77.0,0.0,0.0,LAC,tier_4,869.1019786910198,1749.4468085106382,0.3333333333333333,6.0882800608828,LAC,-1.0
301,TE,Antonio,Parker,Antonio Parker,IND,0,0,5,0,458,21,1148,205,True,0,0,0,0,44,0,0,11,0,0,0,0,0,0,0,2,15,15,0,9,0,Antonio,Parker,2831.0,2829.0,1.0,9.0,Signed,70.0,0.0,0.0,IND,tier_5,398.9547038327526,1498.9090909090908,0.13333333333333333,1.7421602787456445,IND,-2.0
