FullName,Position,TeamName,SkillPointOff
A.J. Hurts,WR,ARI,-1
AJ Barner,TE,SEA,1
Agiye Hall,WR,LAC,2
Ahmad Williams,WR,CAR,4
Amant'e Moore,WR,NO,-3
Amar'e Thompson,HB,PHI,4
Anthony Rutherford,HB,LAC,5
Antoine Terry,WR,NYG,2
Antonio Charleston,HB,NYJ,-1
Antonio Parker,TE,IND,-2
Armani Winfield,WR,WAS,-3
Ayden Williams,WR,NO,-3
Beaux Collins,WR,LAR,-1
Benji Gosnell,TE,DEN,-1
Bijan Robinson,HB,DET,7
Blake Kinney,TE,NO,-1
Braden Galloway,TE,NYG,1
Braelon Allen,HB,ATL,2
Brandon Inniss,WR,HOU,-2
Braylon James,WR,NYG,1
Brendan LaPierre,WR,JAX,3
Brett Stratton,TE,MIN,-3
Brian Lopez,WR,ARI,-6
Bryce Bennett,WR,LAC,-1
Bryce Hilliard Jr,WR,TB,9
Bryce Thurston,WR,CHI,4
C.J. Williams,WR,ATL,2
Caleb Burton,WR,CLE,1
Calvin Bird,WR,DAL,2
Camar Wheaton,HB,ARI,4
Cameron Seldon,WR,LAR,-1
Cecil Carmichael,TE,TEN,-7
Chad Bordelon,TE,CIN,6
Chris Bullard,HB,KC,-2
Chris Knott,HB,HOU,1
Chris Olave,WR,SEA,-3
Cole Warner,HB,LAC,2
Colston Loveland,TE,LV,-1
Connor McPhee,WR,BUF,-2
Connor Weston,TE,PHI,10
Cordale Canty,HB,PIT,1
Courtland Hearst,WR,KC,-1
D'Andre Massey,WR,JAX,1
D.J. Peters,HB,IND,0
Dakota Twitty,WR,LAR,-5
Damarius Brackens,HB,BUF,2
Daniel Kennard,WR,ATL,1
Darrell Rolle,WR,SF,-4
Darryl Bayless,HB,CIN,-5
Daryl Thorne,TE,SEA,-4
David Washington,WR,DET,-2
De'Veon Scott,HB,NYG,-2
DeAndre Jennings,WR,SF,-1
DeMarcus Thomas,WR,JAX,-2
Deion Smith,WR,PIT,1
Devin Sharper,HB,DET,-1
Donovan Green,TE,DEN,5
Donovan Shelton,TE,CIN,3
Drake London,WR,CHI,2
Duce Robinson,TE,LAR,1
Elijah Moore,WR,NYJ,2
