Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
5,P,A.J.,Cole III,A.J. Cole III,LAC,0,3001,3138,0,68,22,151,0,47,11,79,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,7,46,0,0,1,15,A.J.,Cole III,481.0,479.0,13.0,7.0,Signed,80.0,0.0,0.0,LAC,tier_3,,,,0.13636363636363635,46.14705882352941,0.9563416188655195,LAC,1
6,K,Joe,Fraser,Joe Fraser,SF,0,0,0,1,0,0,58,33,0,11,0,False,0,0,29,31,0,12,6,8,3,0,8,3,22,54,14,14,0,5,6,0,15,Joe,Fraser,1933.0,1931.0,2.0,14.0,Signed,73.0,0.0,0.0,SF,tier_5,0.7586206896551724,0.9393939393939394,0.6111111111111112,,,,SF,-2
11,P,Brett,Wittman,Brett Wittman,NO,0,2862,3186,0,70,19,70,0,46,11,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,15,Brett,Wittman,3151.0,3149.0,1.0,26.0,Signed,78.0,0.0,0.0,NO,tier_4,,,,0.21052631578947367,45.51428571428571,0.8983050847457628,NO,-2
15,P,Michael,Dickson,Michael Dickson,BAL,0,2705,2949,0,66,22,136,0,51,11,72,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,24,34,0,0,1,15,Michael,Dickson,655.0,653.0,14.0,24.0,Signed,76.0,0.0,0.0,BAL,tier_4,,,,0.4090909090909091,44.68181818181818,0.9172600881654798,BAL,-4
16,K,Chris,Ross,Chris Ross,NO,1,0,0,0,0,0,112,30,0,11,63,False,0,0,16,28,0,4,3,5,4,0,5,4,14,54,15,26,38,2,3,0,15,Chris,Ross,2930.0,2928.0,2.0,26.0,Signed,79.0,0.0,0.0,NO,tier_4,0.875,0.9333333333333333,0.7142857142857143,,,,NO,1
19,K,Nathan,Porter,Nathan Porter,NYG,0,0,0,0,0,0,136,43,0,11,79,False,0,0,22,41,0,6,4,7,5,0,7,5,18,51,15,15,38,2,4,0,15,Nathan,Porter,333.0,331.0,5.0,15.0,Signed,76.0,0.0,0.0,NYG,tier_4,0.8181818181818182,0.9534883720930233,0.6,,,,NYG,-2
22,P,Tommy,Townsend,Tommy Townsend,GB,0,2847,3044,0,67,21,67,0,46,11,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,15,Tommy,Townsend,2653.0,2651.0,12.0,19.0,Signed,78.0,0.0,0.0,GB,tier_4,,,,0.0,45.43283582089552,0.9352825229960579,GB,4
40,P,Jake,Bailey,Jake Bailey,NE,0,2492,2771,0,63,10,64,0,45,11,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,0,15,Jake,Bailey,113.0,111.0,13.0,21.0,Signed,74.0,0.0,0.0,NE,tier_5,,,,0.2,43.98412698412698,0.899314326957777,NE,-3
51,P,Bryce,McFerson,Bryce McFerson,MIN,0,2607,2745,0,63,27,138,0,45,11,73,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,38,0,0,0,15,Bryce,McFerson,551.0,549.0,7.0,30.0,Signed,72.0,0.0,0.0,MIN,tier_5,,,,0.0,43.57142857142857,0.9497267759562842,MIN,3
54,K,Dennis,Abraham,Dennis Abraham,CIN,0,0,0,0,0,0,118,32,0,11,67,False,0,0,25,32,0,9,5,7,4,0,7,4,20,55,15,1,33,4,5,0,15,Dennis,Abraham,3549.0,3547.0,2.0,1.0,Signed,80.0,0.0,0.0,CIN,tier_3,0.8,1.0,0.6428571428571429,,,,CIN,-1
