Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
61,LT,JC,Latham,JC Latham,PIT,11,0,15,658,False,11,28,0,3,JC,Latham,1539.0,1537.0,28.0,Signed,75.0,0.0,0.0,PIT,tier_4,22.796352583586625,PIT,-6
112,RG,Wyatt,Davis,Wyatt Davis,SEA,12,0,2,821,False,12,27,0,3,Wyatt,Davis,626.0,624.0,27.0,Signed,67.0,0.0,0.0,SEA,tier_6,2.4360535931790497,SEA,0
129,RG,Trai,Turner,Trai Turner,PIT,15,0,1,932,False,15,28,0,3,Trai,Turner,2681.0,2679.0,28.0,Signed,74.0,0.0,0.0,PIT,tier_5,1.0729613733905579,PIT,3
158,RT,Josh,Jones,Josh Jones,LAC,14,0,11,946,False,14,7,0,3,Josh,Jones,1428.0,1426.0,7.0,Signed,68.0,0.0,0.0,LAC,tier_6,11.627906976744185,LAC,0
166,RG,Brady,Latham,Brady Latham,CAR,11,0,1,813,False,15,20,0,3,Brady,Latham,1743.0,1741.0,20.0,Signed,66.0,0.0,0.0,CAR,tier_6,1.2300123001230012,CAR,3
177,LT,Turner,Corcoran,Turner Corcoran,TB,15,0,11,1048,False,15,5,0,3,Turner,Corcoran,1332.0,1330.0,5.0,Signed,76.0,0.0,0.0,TB,tier_4,10.49618320610687,TB,2
213,LT,Tyron,Smith,Tyron Smith,DAL,15,0,11,1070,False,15,10,0,3,Tyron,Smith,2455.0,2453.0,10.0,Signed,88.0,0.0,0.0,DAL,tier_2,10.280373831775702,DAL,0
454,C,Kendrick,Green,Kendrick Green,PIT,14,0,3,959,False,14,28,0,3,Kendrick,Green,1002.0,1000.0,28.0,Signed,78.0,0.0,0.0,PIT,tier_4,3.1282586027111576,PIT,-1
486,LG,Ali,Marpet,Ali Marpet,TB,15,0,6,984,False,15,5,0,3,Ali,Marpet,1688.0,1686.0,5.0,Signed,83.0,0.0,0.0,TB,tier_3,6.097560975609756,TB,-1
548,LG,Zion,Johnson,Zion Johnson,TB,15,0,1,1048,False,15,5,0,3,Zion,Johnson,3433.0,3431.0,5.0,Signed,69.0,0.0,0.0,TB,tier_6,0.9541984732824427,TB,12
575,C,Ryan,Jensen,Ryan Jensen,TB,15,0,2,1044,False,15,5,0,3,Ryan,Jensen,1355.0,1353.0,5.0,Signed,82.0,0.0,0.0,TB,tier_3,1.9157088122605364,TB,1
618,LT,Cam,Robinson,Cam Robinson,SEA,15,0,13,1037,False,15,27,0,3,Cam,Robinson,2245.0,2243.0,27.0,Signed,77.0,0.0,0.0,SEA,tier_4,12.53616200578592,SEA,0
712,C,Ben,Brown,Ben Brown,SEA,15,0,1,1104,False,15,27,0,3,Ben,Brown,3452.0,3450.0,27.0,Signed,74.0,0.0,0.0,SEA,tier_5,0.9057971014492754,SEA,5
962,LG,Ezra,Cleveland,Ezra Cleveland,PIT,15,0,6,931,False,15,28,0,3,Ezra,Cleveland,472.0,470.0,28.0,Signed,80.0,0.0,0.0,PIT,tier_3,6.44468313641246,PIT,-1
964,LT,Will,Craig,Will Craig,TB,11,0,6,812,False,13,5,0,3,Will,Craig,1731.0,1729.0,5.0,Signed,60.0,0.0,0.0,TB,tier_6,7.389162561576354,TB,6
965,RG,Kenyon,Green,Kenyon Green,NYG,15,0,1,1117,False,15,15,0,3,Kenyon,Green,3320.0,3318.0,15.0,Signed,83.0,0.0,0.0,NYG,tier_3,0.8952551477170994,NYG,3
969,LG,Damien,Lewis,Damien Lewis,SEA,14,0,6,904,False,14,27,0,3,Damien,Lewis,1597.0,1595.0,27.0,Signed,79.0,0.0,0.0,SEA,tier_4,6.6371681415929205,SEA,-1
991,LT,Ryan,Van Demark,Ryan Van Demark,SEA,15,0,11,1037,False,15,27,0,3,Ryan,Van Demark,3471.0,3469.0,27.0,Signed,66.0,0.0,0.0,SEA,tier_6,10.607521697203472,SEA,3
994,RG,Cooper,Hodges,Cooper Hodges,IND,8,0,2,511,False,15,9,0,3,Cooper,Hodges,2326.0,2324.0,9.0,Signed,57.0,0.0,0.0,IND,tier_6,3.9138943248532287,IND,-2
997,C,Juice,Scruggs,Juice Scruggs,IND,15,0,5,1000,False,15,9,0,3,Juice,Scruggs,3136.0,3134.0,9.0,Signed,64.0,0.0,0.0,IND,tier_6,5.0,IND,-2
998,LT,Sean,Rhyan,Sean Rhyan,IND,15,0,14,985,False,15,9,0,3,Sean,Rhyan,3285.0,3283.0,9.0,Signed,67.0,0.0,0.0,IND,tier_6,14.213197969543147,IND,0
1000,RT,Braden,Smith,Braden Smith,IND,15,0,6,1032,False,15,9,0,3,Braden,Smith,2417.0,2415.0,9.0,Signed,88.0,0.0,0.0,IND,tier_2,5.813953488372093,IND,2
1001,RT,Myron,Cunningham,Myron Cunningham,PHI,12,0,6,682,False,12,12,0,3,Myron,Cunningham,3414.0,3412.0,12.0,Signed,72.0,0.0,0.0,PHI,tier_5,8.797653958944283,PHI,0
1002,LG,Quenton,Nelson,Quenton Nelson,IND,15,1,8,1097,False,15,9,0,3,Quenton,Nelson,1929.0,1927.0,9.0,Signed,98.0,0.0,0.0,IND,tier_0,7.292616226071103,IND,-4
1003,LG,Kevin,Dotson,Kevin Dotson,TEN,15,0,8,1057,False,15,29,0,3,Kevin,Dotson,684.0,682.0,29.0,Signed,76.0,0.0,0.0,TEN,tier_4,7.5685903500473035,TEN,-3
1004,RG,Austin,Corbett,Austin Corbett,TEN,15,0,2,1132,False,15,29,0,3,Austin,Corbett,525.0,523.0,29.0,Signed,81.0,0.0,0.0,TEN,tier_3,1.7667844522968197,TEN,0
1006,LT,Teven,Jenkins,Teven Jenkins,CHI,15,0,13,1083,False,15,0,0,3,Teven,Jenkins,1350.0,1348.0,0.0,Signed,83.0,0.0,0.0,CHI,tier_3,12.003693444136657,CHI,1
1008,LT,Ryan,Hayes,Ryan Hayes,SF,15,0,12,934,False,15,14,0,3,Ryan,Hayes,3254.0,3252.0,14.0,Signed,75.0,0.0,0.0,SF,tier_4,12.84796573875803,SF,0
1009,RG,Dylan,Parham,Dylan Parham,SF,15,0,5,1006,False,15,14,0,3,Dylan,Parham,3389.0,3387.0,14.0,Signed,76.0,0.0,0.0,SF,tier_4,4.970178926441352,SF,-4
1010,C,Brian,Allen,Brian Allen,SF,15,0,2,1066,False,15,14,0,3,Brian,Allen,43.0,41.0,14.0,Signed,81.0,0.0,0.0,SF,tier_3,1.876172607879925,SF,1
1012,RG,Aaron,Banks,Aaron Banks,SF,15,0,3,1006,False,15,14,0,3,Aaron,Banks,126.0,124.0,14.0,Signed,71.0,0.0,0.0,SF,tier_5,2.982107355864811,SF,0
1013,RT,Mike,McGlinchey,Mike McGlinchey,SF,15,0,7,1006,False,15,14,0,3,Mike,McGlinchey,1744.0,1742.0,14.0,Signed,80.0,0.0,0.0,SF,tier_3,6.958250497017893,SF,1
1019,RT,Obinna,Eze,Obinna Eze,TEN,15,0,7,1051,False,15,29,0,3,Obinna,Eze,3516.0,3514.0,29.0,Signed,67.0,0.0,0.0,TEN,tier_6,6.660323501427213,TEN,3
1020,LT,Dan,Becker,Dan Becker,TEN,15,0,23,1069,False,15,29,0,3,Dan,Becker,3441.0,3439.0,29.0,Signed,74.0,0.0,0.0,TEN,tier_5,21.515434985968195,TEN,-5
1021,C,Alec,Lindstrom,Alec Lindstrom,TEN,15,0,6,987,False,15,29,0,3,Alec,Lindstrom,3425.0,3423.0,29.0,Signed,65.0,0.0,0.0,TEN,tier_6,6.079027355623101,TEN,-4
