FullName,Position,TeamName,SkillPointOff
A.T. Perry,WR,NO,3
Adonai Mitchell,WR,CHI,8
Alvin Kamara,HB,BAL,5
Amari Cooper,WR,DET,-7
Anthony Hankerson,HB,ARI,-1
Antonio Gates Jr,WR,LAC,-4
Antonio Williams,WR,KC,-2
Antwane Wells Jr.,WR,CLE,0
Ayden Williams,WR,PIT,-6
Barion Brown,WR,NYJ,-1
Baylor Cupp,TE,ARI,-2
Beaux Collins,WR,DAL,0
Bijan Robinson,HB,ATL,2
Blake Corum,HB,PHI,5
Brandon Aiyuk,WR,JAX,11
Brandon Inniss,WR,BUF,-4
Breece Hall,HB,NYJ,2
Brenden Rice,WR,LAC,8
Brenton Strange,TE,CLE,-2
Brett Norfleet,TE,TEN,7
Brian Thomas Jr,WR,MIA,-1
Brock Bowers,TE,LAC,3
Bryant Wesco,WR,DEN,-1
Bryson Nesbit,TE,MIN,-2
Bucky Irving,HB,JAX,0
Caden Durham,HB,GB,-1
Caden Prieskorn,TE,MIA,8
Cameron Seldon,HB,WAS,1
Carson Steele,HB,WAS,-3
Cedric Baxter,HB,DEN,-1
CeeDee Lamb,WR,LAC,2
Charlie Jones,WR,SEA,-1
Chigoziem Okonkwo,TE,JAX,-4
Chris Godwin,WR,TB,-2
Chris Olave,WR,NE,2
Christian Kirk,WR,ARI,1
Christian McCaffrey,HB,LAC,-5
Cole Kmet,TE,WAS,-2
Colston Loveland,TE,IND,-5
Cordale Russell,WR,NE,3
D'Andre Swift,HB,CHI,-4
Dae Dae Hunter,HB,BAL,-6
Dalton Kincaid,TE,BUF,1
Dalton Schultz,TE,DEN,3
Dante Dowdell,HB,SEA,-4
Darnell Mooney,WR,IND,0
Darnell Washington,TE,GB,-4
Davante Adams,WR,KC,-3
David Njoku,TE,NE,1
Dawson Knox,TE,LAR,-2
De'Von Achane,HB,MIN,-12
DeCorian Clark,WR,MIA,-2
DeVonta Smith,WR,PHI,3
Deebo Samuel,WR,ATL,-1
Demario Douglas,WR,DEN,2
Derrick Henry,HB,TB,-4
Devin Mockobee,HB,HOU,-1
Devontez Walker,WR,NYG,3
Donovan Edwards,HB,NYG,4
Donovan Peoples-Jones,WR,WAS,0
Dontayvion Wicks,WR,GB,8
Dorian Singer,WR,SEA,-6
Drake London,WR,JAX,7
Dylan Edwards,HB,NYG,1
Dylan Laube,HB,DET,1
Elijah Arroyo,TE,NO,3
Emeka Egbuka,WR,DET,-1
Eric Singleton Jr,WR,DEN,-2
Evan Stewart,WR,MIN,-4
Gabe Davis,WR,DAL,-3
Gatlin Bair,WR,WAS,-1
George Kittle,TE,CHI,-2
George Pettaway,HB,CAR,-5
George Pickens,WR,LV,-4
Holden Staes,TE,SEA,3
Hunter Henry,TE,CAR,0
Hykeem Williams,WR,DET,1
Isaiah Augustave,HB,IND,-1
Isaiah Bond,WR,TEN,-1
Isaiah Likely,TE,TB,6
Isiah Pacheco,HB,KC,-2
J.Michael Sturdivant,WR,BAL,-1
Ja'Lynn Polk,WR,LAR,-7
Ja'Marr Chase,WR,CIN,1
Ja'Mori Maclin,WR,GB,-1
Jack Velling,TE,BAL,1
Jaden Hamm,TE,PIT,13
Jaden Shirden,HB,NO,-6
Jahan Dotson,WR,WAS,6
Jake Ferguson,TE,DAL,-7
Jake Johnson,TE,JAX,2
Jakobi Meyers,WR,CIN,6
Jaleel McLaughlin,HB,SF,-4
Jalen Hale,WR,TEN,-4
Jalen McMillian,WR,PIT,0
Jalin Conyers,TE,NYG,3
Jamarion Miller,HB,BUF,2
Jameson Williams,WR,CAR,2
Jaquaize Pettaway,WR,ARI,-3
Jaxon Smith-Njigba,WR,SEA,4
Jayden Reed,WR,GB,0
Jaydn Ott,HB,TB,1
Jaylen Waddle,WR,NYG,0
Jeremiah Smith,WR,NYJ,1
Jeremiyah Love,HB,NE,1
Jermaine Burton,WR,BUF,5
Jerrick Gibson,HB,LV,-4
Jerry Jeudy,WR,CHI,-5
Jimmy Horn Jr.,WR,KC,10
Joe Mixon,HB,TEN,7
Johntay Cook II,WR,BAL,-1
Jonathan Taylor,HB,DAL,-4
Jordan Addison,WR,MIN,11
Jordan Marshall,HB,DET,-1
Joshua Palmer,WR,NE,-1
Jovantae Barnes,HB,MIA,-8
Justice Haynes,HB,LAR,-5
Justin Jefferson,WR,SF,4
Kade Warner,WR,DEN,2
Kareem Hunt,HB,BUF,-3
Keaton Mitchell,HB,MIA,-6
Kendall Milton,HB,GB,-1
Keon Coleman,WR,CIN,1
Kevin Coleman,WR,NE,-2
Keyan Burnett,TE,KC,2
Khalil Shakir,WR,TEN,5
Khamari Anderson,TE,CIN,-3
Kyle Pitts,TE,ATL,-2
Kyren Williams,HB,MIN,-6
Ladd McConkey,WR,NYG,3
London Humphreys,WR,ATL,3
Luther Burden III,WR,PIT,1
Malachi Coleman,WR,CHI,-8
Malachi Corley,WR,IND,-2
Malik Nabers,WR,LV,-1
MarShawn Lloyd,HB,NE,3
Mark Andrews,TE,TEN,4
Mark Fletcher Jr,HB,PIT,-6
Marquise Brown,WR,MIA,5
Marvin Harrison Jr,WR,ARI,-4
Matthew Golden,WR,LAR,-2
Micah Hudson,WR,LAC,-5
Michael Pittman Jr,WR,CAR,3
Michael Wilson,WR,CLE,-1
Mike Evans,WR,SF,-1
Mike Matthews,WR,SF,0
Mike Williams,WR,TEN,-3
Montrell Johnson Jr,HB,LAC,2
Moose Muhammad III,WR,CLE,1
Najee Harris,HB,HOU,6
Nicholas Singleton,HB,NYJ,4
Nico Collins,WR,HOU,2
Noah Thomas,WR,TB,6
Nyck Harbor,WR,TB,2
Ollie Gordon II,HB,CLE,-6
Omarion Hampton,HB,CIN,-1
Omarion Miller,WR,LAR,3
Oscar Delp,TE,CLE,-1
Pat Freiermuth,TE,LV,-1
Pearce Spurlin III,TE,PHI,-2
Peyton Jones,HB,CAR,-9
Pofele Ashlock,WR,CAR,-4
Puka Nacua,WR,LAR,2
Quinshon Judkins,HB,CIN,4
Raheim Sanders,HB,SF,5
Rayshon Luke,HB,DAL,-3
Ricky Pearsall,WR,LV,1
Rivaldo Fairweather,TE,SF,-5
Roderick Robinson II,HB,ATL,-3
Roman Hemby,HB,CAR,3
Rome Odunze,WR,ATL,-1
Romeo Doubs,WR,NO,0
Sam LaPorta,TE,DET,1
Saquon Barkley,HB,IND,1
T.J. Hockenson,TE,ARI,-4
Tank Bigsby,HB,NO,4
Tank Dell,WR,HOU,2
Taylor Tatum,HB,KC,1
Tee Higgins,WR,CHI,3
Terry McLaurin,WR,PHI,2
Tetairoa McMillan,WR,DAL,4
Tobias Merriweather,WR,NO,6
Tony Livingston,TE,HOU,-5
Travis Etienne Jr,HB,LAR,-1
Tre Shackelford,WR,HOU,-1
TreVeyon Henderson,HB,CHI,1
Trevor Etienne,HB,ARI,0
Trey Benson,HB,LV,-1
Trey Palmer,WR,BUF,-1
Treyaun Webb,HB,JAX,6
Treylon Burks,WR,NYJ,-1
Troy Franklin,WR,HOU,-1
Tucker Kraft,TE,NYJ,-5
Tyler Morris,WR,PHI,-6
Will Shipley,HB,MIN,6
Xavier Legette,WR,MIN,-1
Xavier Worthy,WR,JAX,-6
Zach Charbonnet,HB,TEN,-6
Zachariah Branch,WR,CAR,-4
Zay Flowers,WR,BAL,6
