Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
18,P,Jesse,Mirco,Jesse Mirco,BAL,0,3893,4210,0,92,24,91,0,49,4,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,16,Jesse,Mirco,2860.0,2858.0,1.0,24.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,,,,0.125,45.76086956521739,0.9247030878859858,BAL,1
20,P,J.K.,Scott,J.K. Scott,DET,0,3671,3918,0,84,28,169,0,50,4,81,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,18,51,0,0,0,16,J.K.,Scott,2497.0,2495.0,9.0,30.0,18.0,Signed,Normal,77.0,0.0,0.0,DET,tier_4,,,,0.2857142857142857,46.642857142857146,0.9369576314446146,DET,-4
34,K,Jason,Myers,Jason Myers,NE,0,0,0,0,0,0,133,32,0,4,71,False,0,0,27,31,0,4,7,6,10,0,6,10,25,54,16,21,31,2,7,0,16,Jason,Myers,2040.0,2038.0,12.0,36.0,21.0,Signed,Normal,76.0,0.0,0.0,NE,tier_4,0.9259259259259259,0.96875,0.8181818181818182,,,,NE,-1
38,P,Pressley,Harvin III,Pressley Harvin III,PIT,0,3423,3567,0,76,45,0,0,54,4,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,Pressley,Harvin III,1178.0,1176.0,6.0,28.0,28.0,Signed,Star,79.0,0.0,0.0,PIT,tier_4,,,,0.044444444444444446,46.93421052631579,0.9596299411269975,PIT,4
47,P,Ryan,Eckley,Ryan Eckley,LAR,0,4062,4293,0,96,29,94,0,49,4,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,16,Ryan,Eckley,778.0,776.0,0.0,22.0,23.0,Signed,Normal,71.0,0.0,0.0,LAR,tier_5,,,,0.06896551724137931,44.71875,0.9461914744933613,LAR,0
99,K,Andres,Borregales,Andres Borregales,PIT,0,0,0,0,0,0,85,38,0,4,85,False,0,0,31,37,0,8,10,9,4,0,9,4,26,56,16,28,78,4,9,0,16,Andres,Borregales,1603.0,1601.0,2.0,25.0,28.0,Signed,Normal,74.0,0.0,0.0,PIT,tier_5,0.8387096774193549,0.9736842105263158,0.7222222222222222,,,,PIT,-2
101,K,Justin,Tucker,Justin Tucker,BAL,0,0,0,0,0,0,135,38,0,4,75,False,0,0,20,35,0,4,11,0,5,0,0,5,19,58,16,24,33,3,11,0,16,Justin,Tucker,2850.0,2848.0,15.0,37.0,24.0,Signed,Normal,76.0,0.0,0.0,BAL,tier_4,0.95,0.9210526315789473,0.9333333333333333,,,,BAL,1
119,P,Tommy,Townsend,Tommy Townsend,KC,0,3224,3461,0,73,25,165,0,51,4,91,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,8,57,0,0,0,16,Tommy,Townsend,2837.0,2835.0,7.0,30.0,8.0,Signed,Normal,80.0,0.0,0.0,KC,tier_3,,,,0.24,47.41095890410959,0.9315226813059809,KC,-2
125,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,0,0,0,129,33,0,4,71,False,0,0,21,32,0,7,4,8,2,0,8,2,21,59,16,6,46,7,4,0,16,Will,Ferrin,2635.0,2633.0,1.0,23.0,6.0,Signed,Normal,77.0,0.0,0.0,ARI,tier_4,1.0,0.9696969696969697,1.0,,,,ARI,5
153,K,Nathanial,Vakos,Nathanial Vakos,LV,0,0,0,0,0,0,61,41,0,4,0,False,0,0,19,38,0,4,8,4,3,0,4,3,18,58,14,22,0,3,8,0,15,Nathanial,Vakos,1473.0,1471.0,1.0,24.0,22.0,Signed,Star,77.0,0.0,0.0,LV,tier_4,0.9473684210526315,0.926829268292683,0.9166666666666666,,,,LV,1
