FullName,Position,TeamName,SkillPointDef
A.J. Harris,CB,LV,-2
A.J. Pena,MLB,LAR,1
A.J. Terrell Jr,CB,ATL,-3
Aaron Armitage,LE,WAS,-3
Aaron Lewis,RE,SF,2
Aaron Willis,LOLB,CAR,-8
Abdul Carter,LOLB,CHI,-1
Abraham Williams,CB,CLE,3
Adepoju Adebawore,RE,DAL,-2
Aidan Hutchinson,RE,DET,3
Akeem Dent,FS,LV,-2
Akheem Mesidor,LE,DAL,2
Akili Arnold,FS,JAX,0
Akili Calhoun,LE,MIA,-3
Alex Highsmith,RE,MIN,-2
Alim McNeill,DT,DET,-5
Alphonse Oywak,CB,DEN,-2
Alphonzo Tuputala,MLB,HOU,-2
Amani Hooker,SS,TEN,-4
Amorion Walker,CB,SEA,-4
Andre Cisco,FS,JAX,-2
Andreas Keaton,FS,BAL,-1
Andrew Mukuba,SS,LV,-1
Anthony Beavers Jr,SS,LAC,-6
Anthony Dunn Jr,ROLB,NO,-6
Anthony Hill Jr,ROLB,CAR,7
Anthony Johnson Jr,FS,GB,2
Anthony Lucas,RE,IND,-3
Antoine Winfield Jr,FS,TB,0
Armondo Blount,RE,LV,-3
Asante Samuel Jr,CB,LAC,-2
Avian Rice,SS,SF,1
Azeez Ojulari,LE,MIN,-1
BJ Thompson,RE,KC,-1
Barrett Carter,MLB,ARI,-1
Baylon Spector,LOLB,ATL,2
Bear Alexander,DT,NE,7
Beau Brade,FS,LAR,-1
Benjamin St-Juste,CB,WAS,-3
Billy Bowman Jr.,SS,DET,2
Blake Cashman,LOLB,KC,-1
Bobby Okereke,MLB,MIN,0
Boogie Basham Jr,RE,PIT,-5
Braden Fiske,DT,CAR,-6
Bradley Weaver,LE,MIN,9
Braiden McGregor,LE,NE,-3
Bralen Trice,RE,CHI,-5
Brandon Cleveland,DT,NYJ,-2
Brenden Jordan,FS,MIA,0
Brian Branch,SS,DET,-5
Brian Burns,RE,HOU,0
Bryce Anderson,SS,KC,-5
Bryce Huff,LE,CLE,-8
Bryce Phillips,CB,BUF,0
Buck Coors,FS,PHI,-3
Bud Clark,FS,DAL,-3
Budda Baker,SS,DAL,1
Byron Murphy Jr,CB,PHI,-1
Byron Young,RE,LAR,3
C.J. Hicks,LOLB,NYG,3
Cade Denhoff,LE,SEA,-2
Caden Curry,RE,DET,1
Caelen Carson,CB,CAR,-1
Cal Haladay,ROLB,PHI,0
Cale Sanders Jr.,FS,NYJ,-1
Caleb Downs,FS,PIT,7
Caleb Farley,CB,GB,9
Caleb Herring,LE,PHI,-1
Calen Bullock,SS,PIT,8
Calijah Kancey,DT,TB,4
Cam Hart,CB,SF,0
Cam Taylor-Britt,CB,LAR,-4
Cameron Dantzler Sr,CB,TB,5
Cameron Epps,SS,CAR,-2
Camryn Bynum,FS,IND,-3
Cannon Butler,RE,JAX,7
Carl Granderson,RE,NO,3
Carrington Valentine,CB,CAR,-3
Carson Casteel,LOLB,WAS,-6
Cedric Gray,MLB,TB,1
Ceyair Wright,CB,TEN,-2
Chace Biddle,FS,NE,10
Chad Muma,ROLB,ATL,2
Chamarri Conner,FS,WAS,-5
Charles Lester III,CB,SEA,-1
Charles Woods,CB,CIN,-2
Charvarius Ward,CB,ARI,-1
Chase Young,RE,NE,-1
Chauncey Golston,DT,KC,-5
Chidobe Awuzie,CB,NE,3
Chop Robinson,RE,WAS,4
Chris Braswell,LE,ARI,-5
Chris Jones,DT,HOU,-8
Chris King,DT,GB,-2
Chris Paul Jr,MLB,ARI,-7
Christen Miller,DT,PIT,-4
Christian Barmore,DT,NE,-1
Christian Gonzalez,CB,NE,-1
Christian Gray,CB,JAX,-1
Christian Harris,LOLB,HOU,6
Christopher Smith II,SS,PHI,9
Clayton Powell-Lee,FS,SF,-2
Cole Bishop,FS,GB,-2
Cole Holcomb,MLB,DAL,8
Collin Oliver,RE,ARI,-5
Conrad Hussey,FS,SEA,-2
Cooper DeJean,CB,LAC,6
Corey Coley Jr.,CB,HOU,0
Corey Collier Jr,SS,NE,-4
Corey Walker,RE,DEN,4
Cormani McClain,CB,LV,0
D.J. James,CB,ATL,-2
D.J. Reed Jr,CB,NYJ,1
DJ Hicks,RE,SEA,-4
DJ Turner,CB,PIT,2
DQ Smith,SS,IND,-4
Da'Ron Payne,DT,PIT,4
DaRon Bland,CB,TB,-2
DaVon Hamilton,DT,CLE,-3
Daeh McCullough,FS,LAR,0
Daevin Hobbs,DT,DAL,1
Daiyan Henley,ROLB,LAC,3
Dallas Turner,RE,SEA,-2
Damarius McGhee,CB,CHI,-2
Damon Payne Jr,DT,GB,0
Damone Clark,ROLB,GB,-7
Dani Dennis-Sutton,LE,NE,-2
Daniel Grobe,RE,BUF,-2
Danielle Hunter,LE,SF,-1
Danny Stutsman,LOLB,DAL,-1
Darren Agu,LE,HOU,-1
Dasan McCullough,ROLB,PHI,-5
Dashawn Womack,RE,NO,5
David Long Jr,ROLB,SEA,11
David Ojabo,RE,NYG,-4
David Onyemata,DT,HOU,-1
David Stone,DT,MIA,4
Davison Igbinosun,CB,PHI,6
Daxton Hill,FS,CIN,-1
Daylan Dotson,LE,MIA,0
Daylen Everette,CB,PIT,3
DeAgo Brumfeld,CB,CAR,0
DeForest Buckner,DT,ATL,10
DeShon Elliott,SS,BUF,2
Dee Alford,CB,NE,0
Deidrick Stanley II,SS,SEA,2
Demani Richardson,SS,JAX,-3
Denver Harris,CB,GB,-3
Denzel Burke,CB,PIT,9
Denzel Ward,CB,DET,2
Deommodore Lenoir,CB,SEA,2
Deone Walker,DT,WAS,0
Deonte Anderson,LE,CAR,5
Deonte Banks,CB,LAC,-3
Derek Williams Jr,SS,TB,2
Derion Gullette,ROLB,CLE,-3
Derion Kendrick,CB,CHI,1
Derrick Brown,DT,LV,-4
Derrick Moore,LE,ATL,-3
Deshawn Holt,LOLB,SEA,0
Desmond Evans,RE,BAL,-3
Desmond Umeozulu,RE,PHI,-5
Deven Eastern,DT,LAC,-2
Devin Bush,ROLB,TB,-3
Devin Lloyd,LOLB,IND,4
Devin Moore,CB,MIA,-2
Devon Jackson,MLB,NYJ,-4
Devon Witherspoon,CB,SEA,-4
Dexter Lawrence II,DT,NYG,2
Dezjhon Malone,CB,KC,3
Dezz Ricks,CB,CLE,-1
Dishawn Misa,MLB,DET,6
Divine Deablo,MLB,LV,0
Diwun Black,LOLB,BUF,-8
Domani Jackson,CB,WAS,-3
Dominick McKinley,DT,CLE,-2
Donovan McIntosh,CB,MIA,-1
Dontae Manning,CB,LAR,-3
Dontavius Nash,FS,MIA,-4
Dontay Corleone,DT,SEA,-3
Donterry Russell,RE,CIN,-4
