FullName,Position,TeamName,SkillPointDef
A'Shawn Williams,RE,CAR,10
A.J. McLean,FS,BAL,0
Aalante Bennett,FS,ATL,0
Aamaal Ahmed-Hakim,ROLB,CIN,3
Aaron Lauderdale,LOLB,CAR,-3
Adam Bowman,MLB,CHI,3
Addison Alston,CB,LAC,-1
Akayleb Richardson,FS,ARI,-2
Akeem Golston,SS,NYG,-2
Akeem Harris,LE,CHI,3
Alan Harris,CB,LAC,-3
Alex Brooks,LOLB,TB,0
Alex Byrum,MLB,DET,4
Alex Clay,FS,CIN,1
Alex Ross,LOLB,BUF,-3
Alex Wade,CB,DET,-2
Alex Wyatt,ROLB,MIN,4
Alonzo Davidson,CB,DET,1
Amari Middleton,RE,JAX,-7
Amir Thompson,DT,BAL,-4
Anders Nilsson,SS,PIT,4
Andrew Jackson,LOLB,PHI,3
Andrew Willis,MLB,NYG,-3
Anfernee Carrington,CB,GB,0
Anquan Riles Jr,FS,PHI,12
Anthony Barnett,LOLB,MIA,5
Anthony Knight,CB,MIN,-1
Anthony Wilkins,CB,BUF,1
Antoine Beachum,CB,GB,-4
Antonio Wilcox,LOLB,NYG,3
Antwan Monroe,CB,LV,1
Aries Snow,LE,NYJ,0
Armon Barrington,MLB,ARI,-1
Austin Anderson,LOLB,TB,-3
Bakari Cox Jr,RE,SF,-6
Bakari Wilson,CB,DEN,-8
Bear Givens,LOLB,PIT,-5
Ben Anthony,MLB,IND,1
Ben Evans,MLB,CAR,0
Ben Jenkins,ROLB,NYG,2
Benji Hawkins,CB,DET,-2
Blessuan Burke,LE,KC,-1
Bobby Johnson,MLB,TEN,2
Bobby Newkirk,CB,TEN,1
Bojan Billups,RE,IND,9
Bradley Young,CB,HOU,-2
Braun Metcalf,CB,NYJ,2
Braydon Grimes,MLB,KC,5
Braylon Macklin,FS,CAR,-2
Brendan Dillard,DT,TEN,-2
Brian Hairston,CB,LAR,6
Brian Ramsey,ROLB,DEN,-2
Brian Westbrook,ROLB,HOU,-4
Bryce Allen,CB,LV,-2
Byron Hodges,MLB,DEN,0
Byron Howard,SS,BAL,-5
Byron Stanford,CB,CAR,2
C.J. Bowden,FS,LV,-2
Cade Stafford,MLB,MIA,7
Cajun Virgil,CB,DAL,2
Calvin Bates,LOLB,CLE,0
Cam Atkinson,CB,CLE,-1
Cameron Harris,CB,BAL,-2
Cameron Mann,ROLB,ATL,-2
Carl Burse,MLB,DEN,3
Carl Mullins,FS,SEA,-4
Carlos Calitro,LOLB,CAR,6
Carson Baker,MLB,ATL,-2
Chad Ware,SS,DEN,-7
Chanse Jones,CB,JAX,2
Chase Walker,DT,BAL,-2
Chris Britton,SS,HOU,1
Chris Kinney,LE,WAS,12
Chris Pope,LOLB,JAX,5
Christian Peterson,FS,WAS,-3
Clifton Arrington,LE,TB,-6
Clyde Peters,FS,LV,2
Cole Patterson,LOLB,BAL,-3
Cordell Heyward,LOLB,DAL,-2
Cortez Johnston,LE,SEA,5
Cory McMullen,ROLB,NO,3
Coty Blanton,DT,NE,-2
Craig Hambrick,MLB,CHI,2
Curtis Bradley,DT,PHI,1
D'Andre Forsett,SS,PIT,-6
DaShaun Goings,CB,WAS,2
DaShawn Hughes,LE,JAX,-2
Damarious Hayden,LOLB,BUF,-3
Damian Bradford,CB,SF,5
Damian Peterson,RE,LV,1
Damien Henderson,DT,CHI,0
Damion Mason,ROLB,DAL,3
Daniel Jackson,CB,CIN,2
Daniel Smith,CB,MIN,-2
Danny Allen,MLB,CIN,2
Danny Blaylock,SS,IND,-1
Danny Garland,ROLB,BUF,-3
