Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
22,CB,Prophet,Brown,Prophet Brown,TEN,True,0,17,1018,0,20,32,42,0,12,39,17,0,1,0,0,12,0,29,1,0,0,0,15,0,Prophet,Brown,3597.0,3595.0,7.0,29.0,Signed,74.0,0.0,0.0,TEN,tier_5,0.9823182711198427,0.9823182711198427,12.770137524557956,60.90373280943025,11.787819253438114,3.831041257367387,1.8,TEN,-2
28,ROLB,Jerod,Walker,Jerod Walker,NO,True,17,1,724,1,8,37,45,0,12,29,1,0,1,0,0,1,0,26,2,2,4,0,15,15,Jerod,Walker,322.0,320.0,5.0,26.0,Signed,80.0,0.0,0.0,NO,tier_3,8.287292817679557,5.524861878453039,9.668508287292818,73.20441988950276,1.3812154696132597,4.005524861878453,1.8666666666666667,NO,-2
35,LE,Will,Tucker,Will Tucker,LAR,True,0,0,316,0,5,10,13,1,12,0,0,0,0,0,0,0,0,23,5,0,0,0,14,5,Will,Tucker,3081.0,3079.0,2.0,23.0,Signed,65.0,0.0,0.0,LAR,tier_6,15.822784810126583,0.0,15.822784810126583,56.962025316455694,0.0,0.0,0.0,LAR,0
46,DT,Stephen,McKenzie,Stephen McKenzie,GB,True,51,0,889,2,20,42,45,0,12,0,0,0,0,0,0,0,1,19,14,3,3,0,15,15,Stephen,McKenzie,143.0,141.0,2.0,19.0,Signed,83.0,0.0,0.0,GB,tier_3,19.122609673790777,6.749156355455568,19.122609673790777,73.11586051743532,0.0,0.0,0.0,GB,1
54,RE,Cole,Jackson,Cole Jackson,SEA,True,7,0,856,1,16,33,38,0,12,1,0,0,0,0,0,1,0,27,7,3,6,0,15,15,Cole,Jackson,229.0,227.0,5.0,27.0,Signed,83.0,0.0,0.0,SEA,tier_3,15.186915887850468,4.672897196261682,16.355140186915886,63.0841121495327,1.1682242990654206,0.11682242990654204,0.0,SEA,-3
63,MLB,Jaydon,Hood,Jaydon Hood,BUF,True,0,4,523,0,16,23,35,1,12,13,4,0,1,0,0,5,0,2,0,0,0,0,15,3,Jaydon,Hood,132.0,130.0,8.0,2.0,Signed,72.0,0.0,0.0,BUF,tier_5,0.0,1.9120458891013383,9.560229445506693,97.51434034416826,9.560229445506693,2.48565965583174,0.5333333333333333,BUF,2
65,MLB,Cole,Hayes,Cole Hayes,DEN,True,0,0,542,0,18,22,34,1,12,22,0,0,0,0,0,2,0,3,1,0,0,0,15,7,Cole,Hayes,105.0,103.0,4.0,3.0,Signed,74.0,0.0,0.0,DEN,tier_5,1.8450184501845017,0.0,5.535055350553505,95.9409594095941,3.6900369003690034,4.059040590405904,1.3333333333333333,DEN,-2
87,SS,Daeh,McCullough,Daeh McCullough,SEA,True,43,26,1021,1,29,36,48,1,12,30,15,0,4,0,0,8,0,27,2,1,0,0,15,15,Daeh,McCullough,1806.0,1804.0,6.0,27.0,Signed,82.0,0.0,0.0,SEA,tier_3,1.9588638589618022,5.8765915768854065,9.79431929480901,75.41625857002938,7.835455435847209,2.9382957884427032,1.4666666666666666,SEA,3
88,MLB,Drayk,Bowen,Drayk Bowen,CHI,True,0,0,895,0,47,55,77,0,12,28,0,0,0,0,0,4,0,0,4,0,5,0,15,15,Drayk,Bowen,2969.0,2967.0,6.0,0.0,Signed,76.0,0.0,0.0,CHI,tier_4,10.05586592178771,0.0,14.52513966480447,138.54748603351953,4.4692737430167595,3.128491620111732,1.6,CHI,4
91,CB,Dajon,Cooks,Dajon Cooks,ARI,True,0,15,1029,0,27,47,60,0,12,38,15,0,1,0,0,9,0,6,0,0,1,0,15,15,Dajon,Cooks,180.0,178.0,3.0,6.0,Signed,82.0,0.0,0.0,ARI,tier_3,0.9718172983479105,0.9718172983479105,9.718172983479105,84.54810495626822,8.746355685131196,3.69290573372206,1.9333333333333333,ARI,-4
