FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,NYG,3
A.J. Yates,DT,DAL,-4
Ahmad Gardner,CB,GB,0
Akeem Harris,LE,CHI,2
Akeem Tatum,CB,DEN,0
Alani Burke,CB,JAX,-2
Alex Jones,SS,IND,-3
Alex Lewis,FS,PIT,4
Alex Wilbur,LOLB,LAC,-2
Alfonso Hunter,MLB,IND,4
Alonzo Barnes,DT,PIT,1
Alton Hawkins,LOLB,CHI,2
Andre Stewart,CB,PHI,9
Andrew Heyward,CB,MIA,-5
Andrew Swain Jr,ROLB,WAS,7
Anthony Barnett,LOLB,SEA,4
Anthony Clarke,CB,DEN,4
Anthony Downing,MLB,CHI,-5
Anthony Hill,MLB,WAS,-2
Antoine Flowers,CB,CHI,2
Ashton Farrell,ROLB,PHI,-2
Azeez Ojulari,ROLB,LAR,0
Bakari Wilson,CB,JAX,1
Bax Anaele,LE,IND,6
Benji Hawkins,CB,BAL,-1
Billy Bowman,CB,PIT,0
Blake Jones,MLB,CLE,-7
Bo Porter,LOLB,NO,2
Bobby Tull,LE,DEN,-2
Brandon Benson,ROLB,CLE,-1
Brandon Bradshaw,LOLB,SF,4
Brandon Gholston,ROLB,TEN,2
Brandon Hardwick,DT,DET,-1
Braxton Franklin,CB,HOU,-3
Braylon Johnson,FS,CHI,-6
Brenan Vernon,ROLB,CAR,-5
Brendan Humphrey,SS,MIN,-2
Brian Thompson,DT,DEN,-2
Bryan Bresee,DT,PHI,-1
Bryan Caldwell,CB,IND,0
Bryce Widmer,CB,NO,0
Bryson Moses,LE,CIN,1
Bryson Ward,DT,TEN,-2
C.J. Beckham,SS,BUF,-3
C.J. Hicks,LOLB,KC,-3
C.J. Washington,MLB,NYG,0
Cade Denhoff,LE,JAX,-1
Caesar Ramos,SS,LAC,2
Caleb Downs,SS,MIN,12
Caleb Presley,CB,WAS,0
Calen Bullcok,FS,WAS,9
Calvin Bates,LOLB,LAR,-4
Cam Hancock,MLB,ARI,6
Cam Holmes,MLB,ATL,0
Cam'Ron Kelly,FS,TB,1
Cameron Jenkins,FS,IND,0
Carlos Clements,CB,LAC,-2
Carlos Lacy,ROLB,BAL,-1
Carter Allman,MLB,CLE,-1
Carter Wyatt,MLB,BUF,-1
Ceyair Wright,CB,WAS,0
Chad Howard,FS,JAX,0
Chance Biddle,SS,JAX,-2
Chandler Gleason,ROLB,CHI,-4
Chandler Lane,CB,PIT,0
Charles Vick,CB,NYG,2
Chase Gardner,MLB,PIT,7
Chase Young,RE,TB,2
Chauncey Ford,RE,NE,5
Chauncey Sims,LOLB,KC,-2
Chester Pinkins,CB,NE,4
Chris Braswell,ROLB,LAR,-3
Chris Dawkins,CB,IND,2
Chris Henderson,CB,ATL,2
Chris Lindsay,MLB,MIN,0
Chris Sheppard,RE,CAR,7
Christopher Blue,CB,LAR,3
Chuck Sheffield,CB,CLE,-2
Clyde Kellum,DT,NYJ,-2
Clyde Wall,DT,MIN,-6
Cody Simon,MLB,CAR,3
Cole Boswell,SS,NO,2
Cole Hayes,MLB,DEN,-2
Cole Jackson,RE,SEA,-3
Cole Otten,LOLB,JAX,-4
Cormani McClain,CB,MIA,0
Craig Townsend,ROLB,ATL,-1
Cris Bowles,ROLB,HOU,-6
D'Andre Marsh,DT,NYG,-1
D.J. Spencer,MLB,JAX,2
Daeh McCullough,SS,SEA,3
Dajon Cooks,CB,ARI,-4
Dalton Brooks,FS,HOU,0
Damarious Harmon,CB,DAL,-3
Damarr Wilkinson,MLB,LAC,2
Damian Peterson,RE,LV,7
Damien Parris,SS,CAR,1
Damon Clark,MLB,NYJ,-1
Daniel Harris,ROLB,DAL,6
Daniel Hughes,SS,WAS,-1
Daniel Rollins,ROLB,CHI,-1
Darin Williams Jr,CB,CIN,0
Darrell Cheeks,FS,NE,-3
Darrius Phillips,RE,NO,5
Dasan McCullough,RE,TB,1
Dave Kennedy,LOLB,PIT,0
David Bailey,LOLB,NYG,1
Davion Carter,DT,LV,-5
DeAndre Shipp,MLB,MIN,0
DeAngelo Johns,RE,DET,-2
DeSean Tarrant,SS,HOU,10
DeVante Alexander,CB,TEN,-1
Deacon Marion,CB,KC,-1
Deion Sharpe,LOLB,CLE,-1
Delonte Ward,CB,HOU,0
Denver Harris,CB,CLE,6
Denzel Burke,CB,HOU,-4
Deontae Webster,CB,BUF,1
Deontay Bradley,LE,LV,2
Derek Williams,SS,ATL,-4
Derion Gullette,LOLB,CIN,1
Derion Kendrick,CB,MIN,1
Derrick Davis Jr,FS,LAR,4
Derrick Keenan,CB,PHI,3
Derrick Yancey,MLB,NE,-1
Deshaun Griggs,CB,TEN,1
Desmond Evans,ROLB,CAR,-2
Devin James,SS,KC,-4
Devin Lloyd,MLB,TEN,2
Dexter Johns,LOLB,NO,3
Dillon Knox,ROLB,IND,3
Dion Rudolph,CB,NO,5
Domani Jackson,CB,NO,1
Donovan Hilliard,MLB,NYG,-2
Donovan Silvers,DT,ARI,-1
Donta Manning,ROLB,MIA,0
Donte Knox,LOLB,IND,2
Dorian Knowles,ROLB,GB,-1
Drayk Bowen,MLB,CHI,4
Duane Hopkins,FS,MIN,0
Duane Peterson,ROLB,PIT,1
Duke Maxwell,CB,PHI,6
Dwight Jackson,FS,CIN,-4
EJ McQueen,CB,SEA,-3
Earl Little Jr,CB,ARI,4
Eddie Clay,SS,PHI,6
Eddie Phillips,MLB,KC,6
Edeufan Ulofoshio,MLB,TB,0
Edgerrin Terrell Jr,ROLB,CIN,2
Eli McPhee,ROLB,CHI,4
Elias Spillman,MLB,PHI,2
Elijah Rushing,ROLB,PIT,2
Elliot Donald,DT,WAS,7
Emmett Bolden,LOLB,DEN,2
Emmett Lasley,SS,NYJ,-3
Enai White,ROLB,LV,2
Enrique McBride,RE,TEN,3
Eric Atkinson,SS,ARI,3
Eric Cobbs,CB,TB,3
Ethan Calvert,MLB,SF,-2
Ezekiel Dobson,ROLB,IND,5
Floyd Hopson,FS,LV,8
Floyd Wright,SS,NE,-1
Freeman Perkins,CB,SEA,-2
Ga'Quincy McKinstry,CB,NE,-2
Gabe Powers,MLB,BAL,1
Gabriel Fletcher,MLB,SEA,2
George Karlaftis,LE,SF,3
George Moody,DT,MIN,-1
Gerald Bailey,LE,PIT,7
Gerald Dockery,LOLB,BUF,-2
Gerald Evans,CB,MIN,-6
Gervon Dexter,DT,SEA,-1
Gracen Halton,DT,CAR,-1
Grant Hunter,SS,TEN,1
Greedy Williams,CB,MIA,0
Greg James,LOLB,MIA,5
Harold Perkins,LOLB,BAL,7
Harold Williams,FS,NYG,-6
Harry Baugh,MLB,BAL,-5
Harvey Samuels,RE,JAX,3
Henry Goddard,CB,KC,-3
Henry To'o To'o,LOLB,NYJ,2
Isaiah Crawford,ROLB,LAC,3
Isaiah Davis,FS,WAS,-4
Isaiah Donaldson,LOLB,LAR,1
Isaiah Foskey,RE,MIN,-2
Isaiah Keenan,LOLB,TB,0
Isaiah Lucas,CB,BAL,3
Isaiah Shirley,ROLB,LV,-1
Isaiah Starks,CB,HOU,-5
J'Marcus Edwards,DT,DAL,-5
J.P. Odom,SS,ARI,8
Ja'Mario Sellers,SS,KC,1
JaMichael Franklin,MLB,HOU,-3
JaWuan Grant,CB,JAX,-1
Jabari Benford Sr,DT,DET,1
Jack Sawyer,RE,NYG,-5
Jaden Bagley,CB,NYJ,1
Jaden Davis,CB,DEN,1
Jaden Harrison,LE,CIN,-5
Jadin Woodson,CB,MIN,-1
Jaheim Oatis,DT,CIN,5
Jaheim Singletary,CB,SEA,2
Jaheim Thomas,LOLB,DAL,3
Jahlil Hurley,CB,ATL,4
Jaiden Ausberry,MLB,MIA,1
Jaishawn Barham,MLB,CAR,1
Jajuan Bates,FS,CAR,1
Jajuan Langford,DT,BAL,10
Jakailin Johnson,CB,KC,1
Jakhari Wilson,CB,LV,0
Jalen Carter,DT,NO,-3
Jalen Garner,CB,ARI,-1
Jalen Lewis,CB,PHI,1
Jalen Porter,DT,KC,0
Jamal Lamb,CB,LV,0
James Callaway,FS,SF,0
James Easley Jr,ROLB,DEN,1
James Murray,CB,CAR,0
James Smith,DT,DEN,0
Jamie Barclay,CB,LAC,1
Jared Fusco,LOLB,ARI,1
Jase Nash,MLB,CIN,-5
Jasiah Wagoner,CB,NYJ,-2
Jason Moore,RE,SF,0
Jason Shepherd,LOLB,WAS,2
Javier Booker,DT,TB,-3
Javier Fields,CB,NE,-1
Jayden Horne,CB,SF,-1
Jaydon Hood,MLB,BUF,2
Jaylon Jones,CB,ATL,-1
Jayvant Brown,MLB,DET,2
Jeff Anderson,LOLB,ATL,-4
Jeffrey M'ba,DT,BUF,8
Jeremiah Alexander,LOLB,JAX,3
Jeremiah Collins,CB,TB,5
Jeremiah Haynes,CB,DET,3
Jeremiah Herrick,DT,NYJ,0
Jeremiah Trotter Jr,MLB,SEA,1
Jeremiah Williams,ROLB,TB,1
Jermaine Simms Jr,CB,CHI,-2
Jerod Walker,ROLB,NO,-2
Jerome Gattis,CB,WAS,-3
Jevon Holland,FS,ARI,-1
Jimmy Williams,CB,DET,-1
Joel Foster,DT,JAX,-4
Joey Oakley,LOLB,LAC,3
John Burnett,SS,NYG,-1
John Chamberlain,CB,CHI,5
Jonathan Dunn,ROLB,WAS,-6
Jonathan Wilburn,CB,BAL,6
Jordan Battle,SS,CAR,-3
Jordan Burch,RE,GB,-1
Jordan Johnson-Rubell,CB,CAR,0
Jordan Redmond,LOLB,NYG,-6
Jordan Renaud,LE,KC,-4
Jose Aguirre,LOLB,TEN,0
Joseph Gladstone,ROLB,BAL,-6
Josh Ford,LOLB,GB,0
Josh Hilliard,CB,MIA,2
Joshua Edwards,ROLB,SF,-2
Joshua White,DT,TEN,-1
Jrue Chapman,CB,LAR,-4
Juan Brooks,SS,MIA,-2
Julian Savaiinaea,LOLB,DEN,2
Julius Gilmore,ROLB,CIN,3
