Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
58,RT,Colby,Mooney,Colby Mooney,CHI,15,0,7,1060,False,15,0,0,14,Colby,Mooney,3410.0,3408.0,5.0,0.0,Signed,82.0,0.0,0.0,CHI,tier_3,6.60377358490566,CHI,1
66,LG,Tyron,Callahan,Tyron Callahan,TB,14,0,9,945,False,14,5,0,14,Tyron,Callahan,1039.0,1037.0,7.0,5.0,Signed,68.0,0.0,0.0,TB,tier_6,9.523809523809526,TB,-5
87,C,Brian,Ruggs,Brian Ruggs,LV,15,0,3,1144,False,15,22,0,14,Brian,Ruggs,1500.0,1498.0,3.0,22.0,Signed,77.0,0.0,0.0,LV,tier_4,2.6223776223776225,LV,0
103,C,Klay,Donaghy,Klay Donaghy,KC,14,0,1,1052,False,14,8,0,14,Klay,Donaghy,1655.0,1653.0,3.0,8.0,Signed,79.0,0.0,0.0,KC,tier_4,0.9505703422053232,KC,4
112,LG,Isendre,Ahfua,Isendre Ahfua,BUF,15,0,8,1118,False,15,2,0,14,Isendre,Ahfua,2856.0,2854.0,8.0,2.0,Signed,84.0,0.0,0.0,BUF,tier_3,7.155635062611807,BUF,-4
120,RT,Owen,Holliday,Owen Holliday,TB,14,0,4,925,False,14,5,0,14,Owen,Holliday,3637.0,3635.0,3.0,5.0,Signed,84.0,0.0,0.0,TB,tier_3,4.324324324324325,TB,8
136,LG,Amir,Herring,Amir Herring,ATL,14,0,6,1011,False,14,13,0,14,Amir,Herring,842.0,840.0,8.0,13.0,Signed,82.0,0.0,0.0,ATL,tier_3,5.934718100890208,ATL,-1
138,LG,Klay,Elliott,Klay Elliott,PIT,11,0,6,705,False,13,28,0,14,Klay,Elliott,2923.0,2921.0,2.0,28.0,Signed,68.0,0.0,0.0,PIT,tier_6,8.51063829787234,PIT,-5
161,RG,Joey,Wallace,Joey Wallace,PHI,15,0,4,933,False,15,12,0,14,Joey,Wallace,276.0,274.0,1.0,12.0,Signed,75.0,0.0,0.0,PHI,tier_4,4.287245444801715,PHI,-2
166,RG,Damon,Alexander,Damon Alexander,IND,12,0,2,808,False,12,9,0,14,Damon,Alexander,1914.0,1912.0,4.0,9.0,Signed,99.0,0.0,0.0,IND,tier_0,2.4752475247524752,IND,-1
194,LG,Donnie,Lucas,Donnie Lucas,WAS,15,0,4,1011,False,15,25,0,14,Donnie,Lucas,435.0,433.0,1.0,25.0,Signed,70.0,0.0,0.0,WAS,tier_5,3.956478733926805,WAS,1
231,C,Benjamin,Eppard,Benjamin Eppard,BUF,15,0,2,1048,False,15,2,0,14,Benjamin,Eppard,5.0,3.0,4.0,2.0,Signed,82.0,0.0,0.0,BUF,tier_3,1.9083969465648853,BUF,1
268,RT,Phillip,Koerner,Phillip Koerner,ATL,14,0,6,977,False,14,13,0,14,Phillip,Koerner,2774.0,2772.0,5.0,13.0,Signed,88.0,0.0,0.0,ATL,tier_2,6.1412487205731825,ATL,1
