Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
4,HB,Tyron,Price,Tyron Price,LAR,645,0,0,199,189,22,552,149,True,0,178,0,0,24,0,3,14,63,0,11,0,0,0,0,1,11,11,2,23,3,Tyron,Price,379.0,377.0,1.0,23.0,Signed,80.0,0.0,0.0,LAR,tier_3,1510.8695652173913,1092.6534653465346,0.36363636363636365,7.246376811594203,LAR,-2.0
72,HB,Justice,Haynes,Justice Haynes,NYG,813,0,0,477,122,26,421,94,True,0,129,0,0,15,0,9,14,79,0,14,0,0,0,0,2,10,10,0,15,10,Justice,Haynes,2726.0,2724.0,9.0,15.0,Signed,78.0,0.0,0.0,NYG,tier_4,2220.902612826603,1815.7499999999998,1.2,28.503562945368174,NYG,14.0
105,HB,Braelon,Allen,Braelon Allen,LAC,898,0,2,312,183,20,678,174,True,0,221,0,0,27,0,6,14,79,0,10,0,0,0,0,1,14,14,0,7,4,Braelon,Allen,2947.0,2945.0,11.0,7.0,Signed,90.0,0.0,0.0,LAC,tier_1,1594.3952802359881,1192.5483870967741,0.35714285714285715,7.374631268436578,LAC,-1.0
125,WR,Melvin,Rivers,Melvin Rivers,DAL,15,0,0,0,603,35,729,217,True,0,4,0,0,50,0,0,14,4,0,0,0,0,0,0,4,13,13,0,10,0,Melvin,Rivers,2442.0,2440.0,2.0,10.0,Signed,82.0,0.0,0.0,DAL,tier_3,847.7366255144033,1691.3333333333335,0.3076923076923077,5.486968449931412,DAL,-4.0
128,TE,Tyler,McGrath,Tyler McGrath,CHI,0,0,2,0,733,26,1081,313,True,0,0,0,0,68,0,0,14,0,0,1,0,0,0,0,9,14,14,0,0,0,Tyler,McGrath,891.0,889.0,7.0,0.0,Signed,83.0,0.0,0.0,CHI,tier_3,678.0758556891767,1552.235294117647,0.6428571428571429,8.325624421831638,CHI,4.0
142,WR,David,Teague,David Teague,PHI,0,0,4,0,653,49,571,226,True,0,0,0,0,41,0,0,14,0,0,1,0,0,0,0,4,11,11,1,12,0,David,Teague,652.0,650.0,2.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,1143.6077057793345,2293.4634146341464,0.36363636363636365,7.005253940455342,PHI,4.0
145,HB,Quannel,Hobbs,Quannel Hobbs,JAX,1024,0,0,517,84,19,359,64,True,0,179,0,0,10,0,15,14,75,0,21,0,0,0,0,0,11,11,0,16,14,Quannel,Hobbs,923.0,921.0,5.0,16.0,Signed,82.0,0.0,0.0,JAX,tier_3,3086.350974930362,1689.396825396825,1.2727272727272727,38.99721448467967,JAX,10.0
167,WR,Shaq,Bennett,Shaq Bennett,PHI,0,0,7,0,586,49,722,160,True,0,0,0,0,41,0,0,14,0,0,1,0,0,0,0,3,15,15,0,12,0,Shaq,Bennett,1294.0,1292.0,0.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,811.634349030471,2058.1463414634145,0.2,4.1551246537396125,PHI,-2.0
173,TE,Jack,Pedersen,Jack Pedersen,NYJ,0,0,2,0,680,23,1056,344,True,0,0,0,0,67,0,0,14,0,0,1,0,0,0,0,8,15,15,1,17,0,Jack,Pedersen,904.0,902.0,9.0,17.0,Signed,74.0,0.0,0.0,NYJ,tier_5,643.9393939393939,1461.4925373134326,0.5333333333333333,7.575757575757576,NYJ,5.0
190,TE,Jonathan,Trejo,Jonathan Trejo,PHI,0,0,7,0,733,56,742,211,True,0,1,0,0,52,0,0,14,0,0,2,0,0,0,0,3,14,14,0,12,0,Jonathan,Trejo,75.0,73.0,2.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,987.8706199460916,1991.5471698113208,0.21428571428571427,4.0431266846361185,PHI,8.0
199,WR,Darrell,Adams,Darrell Adams,LAR,0,0,0,0,475,28,492,164,True,0,0,0,0,42,0,0,14,0,0,0,0,0,0,0,5,11,10,0,23,0,Darrell,Adams,979.0,977.0,1.0,23.0,Signed,74.0,0.0,0.0,LAR,tier_5,965.4471544715448,1628.5714285714287,0.45454545454545453,10.16260162601626,LAR,4.0
231,WR,Moses,Ross,Moses Ross,NE,0,0,0,0,1067,32,1010,367,True,0,0,0,0,79,0,0,14,0,0,0,0,0,0,0,6,15,15,0,21,0,Moses,Ross,2070.0,2068.0,4.0,21.0,Signed,84.0,0.0,0.0,NE,tier_3,1056.4356435643565,1944.9113924050632,0.4,5.9405940594059405,NE,1.0
239,TE,Kavonte,Edwards,Kavonte Edwards,NE,0,0,5,0,565,29,1020,250,True,0,0,0,0,58,0,0,14,0,0,1,0,0,0,0,6,15,15,1,21,0,Kavonte,Edwards,511.0,509.0,7.0,21.0,Signed,72.0,0.0,0.0,NE,tier_5,553.921568627451,1402.7586206896551,0.4,5.88235294117647,NE,3.0
245,WR,Jerod,Felder Jr,Jerod Felder Jr,WAS,0,0,0,0,760,40,840,279,True,0,0,0,0,64,0,0,14,0,0,0,0,0,0,0,7,14,14,0,25,0,Jerod,Felder Jr,290.0,288.0,2.0,25.0,Signed,86.0,0.0,0.0,WAS,tier_2,904.7619047619048,1710.0,0.5,8.333333333333334,WAS,-2.0
268,QB,Dalton,Rothe,Dalton Rothe,CLE,155,4072,0,37,0,0,924,0,True,339,36,530,11,0,0,1,14,40,29,1,0,0,38,28,0,15,14,3,4,0,Dalton,Rothe,2588.0,2586.0,0.0,4.0,Signed,70.0,0.0,0.0,CLE,tier_5,167.74891774891776,1291.6666666666665,0.0,0.0,,
276,WR,DeMarcus,Thomas,DeMarcus Thomas,JAX,0,0,0,0,876,38,891,331,True,0,0,0,0,62,0,0,14,0,0,0,0,0,0,0,5,15,15,0,16,0,DeMarcus,Thomas,2384.0,2382.0,6.0,16.0,Signed,90.0,0.0,0.0,JAX,tier_1,983.1649831649831,2034.5806451612902,0.3333333333333333,5.611672278338944,JAX,-5.0
299,QB,Julian,Sayin,Julian Sayin,IND,92,3139,0,0,0,0,822,0,True,286,34,457,5,0,0,0,14,4,32,0,0,0,25,26,0,14,14,1,9,0,Julian,Sayin,228.0,226.0,8.0,9.0,Signed,82.0,0.0,0.0,IND,tier_3,111.92214111922141,811.764705882353,0.0,0.0,,
315,QB,Jamar,Stephenson,Jamar Stephenson,WAS,178,3061,0,64,0,0,734,0,True,283,34,412,3,0,0,1,14,56,40,4,0,0,26,24,0,12,12,2,25,0,Jamar,Stephenson,146.0,144.0,7.0,25.0,Signed,77.0,0.0,0.0,WAS,tier_4,242.5068119891008,1570.5882352941176,0.0,0.0,,
320,WR,Jaquaize,Pettaway,Jaquaize Pettaway,SF,0,0,0,0,397,27,308,156,True,0,0,0,0,33,0,0,14,0,0,0,0,0,0,0,0,15,4,0,14,0,Jaquaize,Pettaway,2040.0,2038.0,8.0,14.0,Signed,73.0,0.0,0.0,SF,tier_5,1288.9610389610389,1732.3636363636363,0.0,0.0,SF,2.0
328,WR,Garrett,Wilson,Garrett Wilson,PHI,0,0,7,0,523,49,597,182,True,0,0,0,0,27,0,0,14,0,0,0,0,0,0,0,3,12,12,0,12,0,Garrett,Wilson,3311.0,3309.0,13.0,12.0,Signed,83.0,0.0,0.0,PHI,tier_3,876.0469011725294,2789.3333333333335,0.25,5.025125628140704,PHI,-1.0
333,HB,Patrick,Northcutt,Patrick Northcutt,TEN,819,0,0,284,168,16,600,172,True,0,202,0,0,26,0,6,14,67,0,13,0,0,0,0,0,11,11,3,29,6,Patrick,Northcutt,428.0,426.0,0.0,29.0,Signed,79.0,0.0,0.0,TEN,tier_4,1645.0,1183.7368421052631,0.5454545454545454,10.0,TEN,3.0
343,TE,Marlon,Hawkins,Marlon Hawkins,WAS,0,0,0,0,552,26,1077,254,True,0,0,0,0,57,0,0,14,0,0,1,0,0,0,0,7,15,15,0,25,0,Marlon,Hawkins,748.0,746.0,6.0,25.0,Signed,76.0,0.0,0.0,WAS,tier_4,512.5348189415042,1394.5263157894738,0.4666666666666667,6.49953574744661,WAS,-1.0
367,QB,Austin,Burke,Austin Burke,MIN,99,1179,0,18,0,0,378,0,True,101,24,171,5,0,0,1,14,22,28,1,0,0,14,5,0,15,6,1,30,0,Austin,Burke,1867.0,1865.0,6.0,30.0,Signed,70.0,0.0,0.0,MIN,tier_5,261.9047619047619,1237.5,0.0,0.0,,
394,TE,Nick,McIntosh,Nick McIntosh,ATL,0,0,2,0,127,19,584,68,True,0,0,0,0,15,0,0,14,0,0,1,0,0,0,0,0,15,3,0,13,0,Nick,McIntosh,1199.0,1197.0,0.0,13.0,Signed,62.0,0.0,0.0,ATL,tier_6,217.46575342465755,1219.2,0.0,0.0,ATL,-2.0
