Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
3,DT,Emmett,Scott,Emmett Scott,KC,True,4,0,578,1,12,23,32,0,14,0,0,0,0,0,0,0,0,8,12,1,5,1,11,1,Emmett,Scott,3133.0,3131.0,1.0,8.0,Signed,74.0,0.0,0.0,KC,tier_5,29.41176470588235,5.190311418685121,29.41176470588235,76.12456747404845,0.0,0.0,0.0,KC,6
12,DT,Leo,Blackwell,Leo Blackwell,LAC,True,0,0,882,0,20,28,36,1,14,1,0,0,0,0,0,0,0,7,8,1,3,0,14,14,Leo,Blackwell,420.0,418.0,7.0,7.0,Signed,84.0,0.0,0.0,LAC,tier_3,12.471655328798187,1.1337868480725624,12.471655328798187,63.49206349206349,0.0,0.11337868480725624,0.07142857142857142,LAC,-7
23,ROLB,Isaiah,Crawford,Isaiah Crawford,LAR,True,0,0,419,0,11,11,13,0,14,5,0,0,0,0,0,0,0,23,0,0,0,0,15,8,Isaiah,Crawford,801.0,799.0,9.0,23.0,Signed,71.0,0.0,0.0,LAR,tier_5,0.0,0.0,0.0,57.279236276849645,0.0,1.1933174224343674,0.3333333333333333,LAR,-5
26,DT,Shakim,Lambert,Shakim Lambert,CAR,True,10,0,807,1,22,20,27,1,14,0,0,0,0,0,0,0,0,20,8,1,1,0,13,13,Shakim,Lambert,1354.0,1352.0,1.0,20.0,Signed,80.0,0.0,0.0,CAR,tier_3,11.152416356877323,2.4783147459727384,11.152416356877323,60.718711276332094,0.0,0.0,0.0,CAR,-6
68,LOLB,George,Barton,George Barton,HOU,True,0,0,333,0,2,2,3,0,14,0,0,0,0,0,0,0,0,31,0,0,0,0,15,0,George,Barton,3073.0,3071.0,1.0,31.0,Signed,59.0,0.0,0.0,HOU,tier_6,0.0,0.0,0.0,15.015015015015015,0.0,0.0,0.0,HOU,-4
71,MLB,C.J.,Washington,C.J. Washington,NYG,True,0,0,650,0,21,43,57,0,14,31,0,0,0,0,0,12,0,15,2,0,2,0,12,12,C.J.,Washington,2498.0,2496.0,8.0,15.0,Signed,76.0,0.0,0.0,NYG,tier_4,6.153846153846154,0.0,24.615384615384617,120.0,18.461538461538463,4.769230769230769,1.5833333333333333,NYG,3
77,LOLB,Henry,To'o To'o,Henry To'o To'o,NYJ,True,0,0,668,0,25,21,30,0,14,8,0,0,0,0,0,3,0,17,6,0,1,0,15,15,Henry,To'o To'o,3386.0,3384.0,13.0,17.0,Signed,72.0,0.0,0.0,NYJ,tier_5,10.479041916167663,0.0,14.970059880239521,82.33532934131736,4.491017964071856,1.1976047904191618,0.3333333333333333,NYJ,1
97,CB,Chris,Dawkins,Chris Dawkins,MIA,True,36,23,939,1,33,43,55,0,14,32,23,0,1,0,0,12,0,11,0,1,0,0,15,15,Chris,Dawkins,42.0,40.0,5.0,11.0,Signed,78.0,0.0,0.0,MIA,tier_4,0.0,3.1948881789137378,12.779552715654951,93.716719914803,12.779552715654951,3.407880724174654,1.3333333333333333,MIA,2
98,LOLB,Nolan,Henley,Nolan Henley,CIN,True,55,0,646,2,21,34,41,0,14,20,0,0,0,0,0,0,0,1,3,2,2,2,14,14,Nolan,Henley,926.0,924.0,4.0,1.0,Signed,79.0,0.0,0.0,CIN,tier_4,7.739938080495356,9.287925696594426,7.739938080495356,95.97523219814241,0.0,3.0959752321981426,1.4285714285714286,CIN,6
104,CB,A.J.,Bradford,A.J. Bradford,NYG,True,34,56,933,1,24,42,50,0,14,40,25,0,4,0,0,14,0,15,0,1,0,1,15,15,A.J.,Bradford,257.0,255.0,7.0,15.0,Signed,88.0,0.0,0.0,NYG,tier_2,0.0,7.502679528403001,15.005359056806002,79.31404072883171,15.005359056806002,4.287245444801715,1.7333333333333334,NYG,4
