FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,NYG,1
A.J. Yates,DT,DAL,-1
Aaron Kelly,ROLB,LV,-2
Addison Means,LOLB,ATL,-4
Ahmad Gardner,CB,NYJ,1
Akeem Harris,LE,CHI,1
Akeem Tatum,CB,DEN,-4
Alani Burke,CB,JAX,-4
Alani Ellison,FS,NO,2
Alani Huff,SS,LAC,0
Alex Clay,FS,CIN,-2
Alex Hayward,FS,ARI,9
Alex Lawrence,MLB,MIA,2
Alex Wilbur,LOLB,LAC,0
Alonzo Barnes,DT,PIT,3
Alton Hawkins,LOLB,CHI,0
Andre Devlin,ROLB,PIT,0
Andre Stewart,CB,PHI,4
Andrew Bassey,LE,DET,2
Andrew Swain Jr,ROLB,WAS,-1
Andy Kolton,RE,MIN,-2
Anthony Clarke,CB,DEN,2
Anthony Downing,MLB,CHI,7
Anthony Hill,MLB,WAS,0
Anthony Roberts,MLB,LAC,4
Anthony Wilkins,CB,CLE,-2
Antoine Felix,SS,IND,-2
Antoine Flowers,CB,CHI,8
Asa Turner,SS,JAX,4
Ashton Farrell,ROLB,PHI,3
Bakari Wilson,CB,JAX,2
Barrett Carter,ROLB,LAC,8
Ben Carraway,CB,GB,7
Benji Hawkins,CB,BAL,3
Blake Jones,MLB,CLE,0
Bo Porter,LOLB,NO,-1
Bojan Billups,LE,LAR,-4
Brandon Bradshaw,LOLB,TEN,0
Brandon Edgeton,CB,MIN,1
Brandon Gholston,ROLB,NYG,-4
Brandon Hardwick,DT,DET,1
Brandon Overstreet,FS,DAL,1
Braxton Franklin,CB,HOU,-3
Braxton Manning,CB,BUF,-1
Brenan Vernon,ROLB,CAR,0
Brendan Humphrey,SS,ATL,-5
Bret Logan,LOLB,DAL,1
Brian Forbes,MLB,DET,-3
Brian Mills,FS,KC,-3
Brian Thompson,DT,DEN,-2
Bruce Barrington,ROLB,LAR,-2
Bryan Bresee,DT,PHI,4
Bryan Moore,ROLB,DET,-1
Bryce Widmer,CB,NO,0
C.J. Hicks,LOLB,KC,3
C.J. Washington,MLB,NYG,0
Cade Denhoff,LE,JAX,3
Caleb Downs,SS,MIN,0
Caleb Presley,CB,PIT,-4
Calen Bullcok,FS,CHI,5
Calvin Bates,LOLB,LAR,0
Cam Hancock,MLB,TEN,1
Cam Holmes,MLB,ATL,-2
Cam'Ron Kelly,FS,TB,-3
Cameron Jenkins,FS,IND,-3
Carlos Clements,CB,LAC,1
Carlos Lacy,ROLB,BAL,-6
Carlos Lowry,ROLB,MIN,-1
Carson Baker,LOLB,NO,3
Carter Allman,MLB,CLE,0
Carter Wyatt,MLB,BUF,4
Ceyair Wright,CB,WAS,-1
Chad Howard,FS,JAX,5
Chad Mathis,LOLB,CIN,-4
Chance Biddle,SS,TEN,4
Chandler Gleason,ROLB,CHI,-2
Chandler Lane,CB,PIT,0
Chase Gardner,MLB,PIT,0
Chauncey Fitzpatrick,MLB,MIA,-3
Chauncey Ford,RE,NE,-5
Chauncey Sims,LOLB,KC,0
Chester Pinkins,CB,NE,-4
Chris Henderson,CB,ATL,0
Chris Lindsay,MLB,DAL,0
Chris Sheppard,RE,CAR,-2
Christopher Blue,CB,LAR,1
Clayton Miles,DT,NE,-1
Clyde Kellum,DT,TEN,-3
Cole Hayes,MLB,DEN,1
Cole Jackson,RE,SEA,-2
Cole Otten,LOLB,JAX,-2
Connor Kent,RE,WAS,-4
Cormani McClain,CB,MIA,2
Craig Mann,MLB,KC,-5
D'Andre Forsett,SS,ATL,2
D.J. Spencer,MLB,JAX,2
DaWann Boswell,CB,BUF,4
Daeh McCullough,SS,SEA,-2
Dalton Brooks,FS,MIA,0
Damarious Harmon,CB,DAL,5
Damarr Wilkinson,MLB,LAC,-2
Damian Peterson,RE,LV,3
Damien Henderson,DT,CIN,-5
Damien Parris,SS,CAR,2
Damon Combs,DT,GB,-2
Daniel Harris,ROLB,DAL,1
Daniel Johnson,SS,GB,1
Danny McCoy,CB,LAC,-2
Darin Williams Jr,CB,CIN,-1
Darrell Benedict,MLB,LV,1
Darren Ryan,LOLB,BAL,-2
Darren Wallace,DT,LAC,-1
Darrius Phillips,RE,NO,2
