Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
1,K,Nathan,Porter,Nathan Porter,LV,0,0,0,1,0,0,107,24,0,13,57,False,0,0,25,22,0,10,6,7,2,0,7,2,17,50,15,22,32,2,6,0,15,Nathan,Porter,333.0,331.0,7.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,0.68,0.9166666666666666,0.5,,,,LV,-8
9,K,Chris,Ross,Chris Ross,TB,0,0,0,1,0,0,68,36,0,13,0,False,0,0,36,34,0,7,11,15,3,0,15,3,33,54,14,5,0,4,11,0,15,Chris,Ross,2930.0,2928.0,4.0,5.0,Signed,78.0,0.0,0.0,TB,tier_4,0.9166666666666666,0.9444444444444444,0.8333333333333334,,,,TB,4
17,P,Lane,Decker,Lane Decker,LAR,0,2949,3179,0,74,22,77,0,44,13,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,2,15,Lane,Decker,659.0,657.0,0.0,23.0,Signed,71.0,0.0,0.0,LAR,tier_5,,,,0.09090909090909091,42.95945945945946,0.9276502044668135,LAR,-3
28,P,Carter,Abraham,Carter Abraham,BAL,0,3011,3266,0,74,25,77,0,45,13,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,15,Carter,Abraham,746.0,744.0,1.0,24.0,Signed,74.0,0.0,0.0,BAL,tier_5,,,,0.0,44.13513513513514,0.9219228413962033,BAL,2
31,P,Tommy,Townsend,Tommy Townsend,GB,0,2595,2752,0,59,25,135,0,52,13,76,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,42,0,0,0,15,Tommy,Townsend,2653.0,2651.0,14.0,19.0,Signed,81.0,0.0,0.0,GB,tier_3,,,,0.0,46.644067796610166,0.9429505813953488,GB,3
32,P,Michael,Turk,Michael Turk,TEN,0,2679,2768,0,61,27,148,0,46,13,86,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,29,54,0,0,1,15,Michael,Turk,3552.0,3550.0,12.0,29.0,Signed,77.0,0.0,0.0,TEN,tier_4,,,,0.07407407407407407,45.377049180327866,0.9678468208092486,TEN,3
33,P,Paul,Robbins,Paul Robbins,NO,0,3433,3688,0,84,32,87,0,45,13,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,1,15,Paul,Robbins,1492.0,1490.0,4.0,26.0,Signed,73.0,0.0,0.0,NO,tier_5,,,,0.15625,43.904761904761905,0.9308568329718004,NO,0
35,P,Jack,Fox,Jack Fox,CLE,0,2731,2888,0,65,25,61,0,52,13,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,15,Jack,Fox,858.0,856.0,16.0,4.0,Signed,75.0,0.0,0.0,CLE,tier_4,,,,0.2,44.43076923076923,0.9456371191135734,CLE,-1
38,K,Evan,McPherson,Evan McPherson,CIN,0,0,0,1,0,0,163,43,0,13,81,False,0,0,28,40,0,11,7,7,3,0,7,3,23,54,15,1,54,6,7,0,15,Evan,McPherson,1777.0,1775.0,13.0,1.0,Signed,80.0,0.0,0.0,CIN,tier_3,0.8214285714285714,0.9302325581395349,0.7222222222222222,,,,CIN,-2
40,K,Charlie,Copeland,Charlie Copeland,CAR,0,0,0,1,0,0,59,31,0,13,0,False,0,0,26,26,0,13,6,4,3,0,4,3,20,55,15,20,0,8,5,0,15,Charlie,Copeland,33.0,31.0,0.0,20.0,Signed,74.0,0.0,0.0,CAR,tier_5,0.7692307692307693,0.8387096774193549,0.6842105263157895,,,,CAR,-5
