Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
139,CB,Luq,Barcoo,Luq Barcoo,KC,True,0,18,354,0,8,4,8,0,2,4,18,0,2,0,0,2,0,8,0,0,0,0,15,3,Luq,Barcoo,131.0,129.0,3.0,8.0,Signed,65.0,0.0,0.0,KC,tier_6,0.0,5.649717514124294,5.649717514124294,45.19774011299435,5.649717514124294,1.1299435028248588,0.13333333333333333,KC,3
199,LE,Da'Shawn,Hand,Da'Shawn Hand,TEN,True,0,0,990,0,30,26,34,0,2,0,0,1,0,0,0,0,0,29,10,0,3,0,15,15,Da'Shawn,Hand,1060.0,1058.0,5.0,29.0,Signed,73.0,0.0,0.0,TEN,tier_5,13.131313131313131,1.0101010101010102,13.131313131313131,64.64646464646465,0.0,0.0,0.0,TEN,-2
212,RE,Chantz,Williams,Chantz Williams,KC,True,0,0,738,0,16,24,40,0,2,0,0,0,0,0,0,1,0,8,10,0,4,0,15,6,Chantz,Williams,3464.0,3462.0,0.0,8.0,Signed,69.0,0.0,0.0,KC,tier_6,18.970189701897016,0.0,20.32520325203252,75.88075880758807,1.3550135501355014,0.0,-0.06666666666666667,KC,-2
259,MLB,T.J.,Edwards,T.J. Edwards,CAR,True,0,14,989,0,29,57,79,0,2,42,14,0,1,1,0,3,1,20,1,0,1,0,14,14,T.J.,Edwards,735.0,733.0,4.0,20.0,Signed,77.0,0.0,0.0,CAR,tier_4,2.0222446916076846,3.033367037411527,5.055611729019211,109.20121334681497,3.033367037411527,4.246713852376137,2.7857142857142856,CAR,0
317,MLB,David,Long Jr,David Long Jr,TEN,True,0,21,1035,0,37,40,67,1,2,39,21,0,1,0,0,6,0,29,0,1,1,0,15,6,David,Long Jr,1628.0,1626.0,4.0,29.0,Signed,75.0,0.0,0.0,TEN,tier_4,0.966183574879227,1.932367149758454,6.76328502415459,100.4830917874396,5.797101449275362,3.768115942028986,2.2,TEN,-1
391,ROLB,Damone,Clark,Damone Clark,DAL,True,0,0,427,0,14,21,27,1,2,13,0,0,0,0,0,3,0,10,1,0,0,0,15,15,Damone,Clark,3653.0,3651.0,1.0,10.0,Signed,74.0,0.0,0.0,DAL,tier_5,2.34192037470726,0.0,9.36768149882904,96.01873536299766,7.02576112412178,3.0444964871194378,0.6666666666666666,DAL,2
405,LE,Will,Anderson Jr.,Will Anderson Jr.,CAR,True,48,0,853,2,18,34,41,0,2,3,0,0,0,0,0,2,0,20,11,4,8,0,14,14,Will,Anderson Jr.,2815.0,2813.0,0.0,20.0,Signed,81.0,0.0,0.0,CAR,tier_3,22.274325908558033,7.033997655334115,24.6189917936694,69.16764361078546,2.3446658851113713,0.3516998827667058,0.07142857142857142,CAR,2
497,FS,Kevin,Byard,Kevin Byard,TEN,True,0,27,1148,0,37,42,47,0,2,21,27,0,1,0,0,8,0,29,0,0,0,0,15,15,Kevin,Byard,371.0,369.0,7.0,29.0,Signed,84.0,0.0,0.0,TEN,tier_3,0.0,0.8710801393728222,6.968641114982578,73.17073170731707,6.968641114982578,1.8292682926829267,0.8666666666666667,TEN,-1
539,ROLB,Harold,Landry III,Harold Landry III,TEN,True,20,0,1119,1,21,43,52,1,2,0,0,0,0,0,0,0,1,29,13,2,8,1,15,15,Harold,Landry III,1544.0,1542.0,5.0,29.0,Signed,86.0,0.0,0.0,TEN,tier_2,18.766756032171582,4.468275245755138,18.766756032171582,65.23681858802502,0.0,0.0,0.0,TEN,0
614,LE,Chase,Winovich,Chase Winovich,CAR,True,26,0,632,1,15,15,16,1,2,0,0,0,0,0,0,1,0,20,5,1,4,1,12,2,Chase,Winovich,2907.0,2905.0,4.0,20.0,Signed,74.0,0.0,0.0,CAR,tier_5,14.240506329113924,4.746835443037975,15.822784810126583,49.050632911392405,1.5822784810126582,0.0,-0.08333333333333333,CAR,1
