FullName,Position,TeamName,SkillPointOL
A.J. Dickinson,RG,PHI,12
Ahmad Ezeani,LT,CHI,12
Ajani Cornelius,RG,DEN,10
Alex Alfaro,C,CHI,1
Alfonso Charles,RT,MIA,4
Andre Westbrook,RG,NYJ,-6
Andrew Beyer,RG,WAS,-6
Andrew Chamblee,LT,DAL,-1
Andrew Page,C,CLE,4
Andrew Thomas,LT,PIT,4
Anthony Parrish,LT,TB,-6
Anton Harrison,LT,CAR,2
Antone Faulk Sr,LT,LAR,-6
Asante Nalbone,LT,CIN,-7
Ashton Stuckey,RT,TEN,4
Austin Posey,RT,CAR,2
Ayton Burgess,RG,ARI,-6
Baxter Durbin,RG,DAL,-2
Ben Christman,LG,PIT,-10
Benjamin Meander-Camp,C,DET,4
Billy Schrauth,LG,SEA,-5
Blake Jenkins,RT,NYJ,-5
Bo McGhee,LG,TB,-1
Brandon Baker,LT,NE,4
Brayden Phillips,C,NYG,0
Brett McDaniel,RG,SEA,4
Bryan McDaniel,LT,SF,-7
Bryce Foster,C,PIT,13
Caleb Siech,RT,TEN,-7
Calvin Clements,LT,NE,-6
Calvin Joseph Jr,LG,TB,2
Cam'Ron Johnson,LG,ARI,-1
Carson Hinzman,C,BAL,4
Cayden Sweatt,C,LAC,4
Chauncey Posey,LT,BAL,-6
Clyde Hackett,RG,DET,0
Cody Dunn,LT,IND,-3
Colt Jackson,LT,NE,0
Colton Lang,RT,JAX,2
Conner Forristall,C,PHI,-5
Connor Lew,C,NYG,8
Cooper Patterson,RG,CAR,2
Cordale Poindexter,LG,BAL,0
Curtis Rivers,C,ARI,3
D.J. Smith-Morris,RT,ARI,-2
Darius Woodbury,RG,LV,-1
Darren Spencer,LG,HOU,-6
Darren Stephenson,RG,HOU,1
Deion Brock,LT,ARI,-5
Deorius Hill,LT,MIA,-5
Derek Campbell,LG,CHI,0
Derek Irons,RG,NYG,13
Devin Russo,RG,GB,1
Donte Harris,C,CAR,0
Duane Fenderson,RT,WAS,1
Duce Dowdle,RG,SF,5
E.J. Harris,RG,MIN,2
Ekene Ogboko,RT,DAL,2
Elija Boyce,C,SEA,1
Elijah Pritchett,LT,NYG,4
Emmett Charles,C,IND,10
Emmett Harper,RT,MIN,-3
Eric Tucker,C,KC,-5
Ethan McCoy,RT,GB,-5
Evan Lampman,C,ATL,-5
Francis Mauigoa,RT,DET,-5
Garrett Armstrong,LT,CLE,0
Gavin Ellis,RT,NYG,1
George Stevenson,RT,NYJ,4
Graham Holt,LG,MIA,-1
Grayland Nichols,LG,BUF,-1
Greg Feeny,LT,CAR,3
Harris Sewell,LG,LAC,2
Hayden Whittington,C,CIN,-1
Hudson Perroni,RG,KC,0
Hunter Nagel,LT,CLE,5
Ian Dickinson,C,JAX,-1
Iapani Laloulu,C,LV,13
Immanuel Iheanacho,RT,LAR,1
Isacc Olson,C,DAL,-5
Isendre Ahfua,RG,MIN,-6
J'ven Williams,LT,BUF,-5
JacQawn McRoy,RT,PHI,-1
Jack Hollifield,C,WAS,-3
Jackson Powers-Johnson,C,TEN,10
Jahmeek Forbes,LG,NYJ,0
Jalen Payton,RT,HOU,2
Jalyn Peterson,C,HOU,12
Jameel Smith Jr,LG,NO,4
James Johnson,LG,LAR,-5
James Parrish,C,BUF,1
James Skillin,C,NO,7
Jared Peterson,RT,DET,2
Jaylen Early,RG,WAS,-3
Jeremiah Doherty,RG,PIT,-4
Jeremy Halterman,C,LAR,4
Jeremy Jones,C,CLE,-6
Joel Thomas,C,NE,2
John Chamberlain,LT,LV,-4
John O'Rourke,RT,LV,1
Jonathan Crawford,C,MIA,4
Jordan McCain,LG,LAC,2
