FullName,Position,TeamName,SkillPointDef
A'Zion Buckley,CB,NYG,2
A.J. Harris,CB,HOU,1
A.J. Schwartz,FS,NO,1
A.J. Tulloch,SS,CLE,0
Aakil Harris,RE,TEN,-1
Aaron Benson,SS,GB,12
Aaron Flowers,FS,WAS,0
Aaron Gibson,LE,CHI,-1
Aaron Lawrence,RE,DEN,1
Aaron Olsen,RE,NE,0
Aaron Werner,RE,CAR,-1
Abduall Sanders Jr,ROLB,JAX,-3
Abdul Carter,LOLB,CAR,12
Abdul Howard,FS,LAC,-1
Abe Willekes,SS,SEA,-2
Abu Tarawallie,DT,IND,0
Adonis Hodge,CB,SEA,0
Adonis Woodson,LE,MIN,-5
Adrian Walsh,RE,IND,2
Adrien Martin,DT,DAL,5
Ahmad Brown,FS,BUF,-3
Aidan Hutchinson,RE,DET,-3
Alex Bray,RE,BUF,1
Alex Clemons,LOLB,ARI,1
Alex Dawson,CB,JAX,4
Alex Peters,CB,WAS,-2
Alex Underwood,FS,WAS,7
Alijah McGhee,FS,MIN,-3
Allen Finney,CB,NYG,-1
Allen McGee,FS,TEN,1
Amar'e Woodbury,LE,HOU,-5
Amari Fells,LE,TEN,0
Amir Dupree,CB,JAX,1
Andrew Booker,MLB,BUF,1
Andrew Elliott,CB,PHI,1
Andrew Hankins,FS,PHI,8
Andrew Martin,RE,NYJ,-3
Andrew Warner,SS,LAR,-1
Andrew White,DT,DET,-4
Andrew Zimmerman,DT,IND,-2
Anquon Fegans,FS,PIT,6
Anthony Hill Jr,ROLB,DAL,3
Anthony Jones,LE,DAL,-4
Anthony Kennedy Jr,DT,BUF,-2
Anton Hobson,LE,NYG,-3
Antonio McQueen,CB,LAR,-3
Antonio Rutledge,FS,SF,-6
Antonio Shepard,CB,KC,0
Antwan Brewer,RE,MIA,-3
Antwane Newsome,LE,HOU,3
Antwon Staley,MLB,SF,-3
Antwuan Alexander,DT,TEN,-4
Arion Carter,LOLB,GB,-2
Asaad Slayton,DT,HOU,10
Austin Jackson,RE,ARI,3
Austin Middlebrooks,FS,NO,0
Austin Romaine,MLB,LV,0
Avery Van Lanen,RE,LV,0
BJ Allen Jr,LOLB,PHI,2
Bakarius Toone,DT,BUF,-2
Barrett Carter,MLB,LAC,-3
Bear Alexander,DT,ARI,-2
Beau Atkinson,RE,NYJ,-2
Ben Clavijo,LOLB,LAC,-6
Ben Cutter,ROLB,NE,4
Benjamin Bryant,DT,CIN,6
Beval Massey,CB,MIN,-2
Blake Brewer,FS,MIN,5
Bo Chamberlain,SS,NYG,13
Bo Winters,RE,KC,-3
Brad Fitzgibbon,DT,MIN,0
Bralan Womack,FS,CIN,12
Branden Ali,SS,BUF,2
Brandon Best,LOLB,PIT,6
Brandon Greenard Sr,FS,HOU,0
Brandon McKnight,CB,GB,4
Brandon Odom,MLB,NO,5
Brandon Wright,MLB,JAX,-3
Brayden Cooper,CB,IND,3
Brayden Platt,MLB,KC,2
Brayden Trent,MLB,SEA,-1
Brayln Sheldon,SS,ATL,-1
Brendan Cunningham,CB,CIN,-1
Brett McCollum,CB,DEN,-1
Brian Barnett,SS,LAC,9
Brian Borden,CB,BAL,3
Brian Moore,FS,SEA,-1
Brian Villarreal,ROLB,CHI,-4
Britton Holliday,LOLB,CIN,-2
Bryce Thurman,FS,WAS,-3
Bryson Bush,MLB,TB,-3
C.J. Clifford,ROLB,LAR,3
C.J. Hicks,LOLB,ATL,5
CJ Meyers,MLB,MIA,-5
CJ Nickson,RE,MIN,-4
Caden McDowell Jr,DT,DEN,7
Caden VerMaas,FS,DET,10
Caleb Downs,FS,NE,-1
Calen Bullock,SS,GB,0
Calvin McPhee,CB,WAS,3
Calvin Reed,SS,TEN,-5
Calvin Taylor Jr,SS,IND,11
Cam Aldridge,LE,NYG,6
Camani Cobbs,CB,NE,6
Cameren Jenkins,DT,LAR,-2
Cameron Smith,ROLB,TEN,3
Cannon Hughes,FS,TB,-2
Carlo Burke,DT,TEN,-3
Carlos Hildago,RE,CIN,5
Carlos Knight,CB,SEA,-2
Cary Ward,FS,BAL,-7
Cassh Schroeder,MLB,TEN,4
Cedric Brown,FS,CHI,1
Cedric Fitzgerald III,LE,BUF,0
Chandavian Bradley,ROLB,MIN,2
Chandler Pratt,FS,DAL,4
Channing McLean,MLB,NE,-1
Charleston Minor,DT,MIN,-1
Chauncey Rice,RE,LAR,-1
Chauncey Tolbert,CB,ATL,-1
Chidike Edochie,CB,CIN,0
Chris Ancrum,DT,TEN,1
Chris Durant,LOLB,NO,-4
Chris Feliz,ROLB,CIN,-3
Chris McLeod,RE,PIT,5
Chris Peralta,ROLB,LV,-3
Chris Ware,DT,TB,-2
Christen Miller,DT,ATL,0
Christian Gray,CB,JAX,-1
Christian Jones,LOLB,MIA,4
Christopher Spence,CB,TEN,-1
Chrystyile Blaylock,LE,CLE,7
Clayton Roosevelt,LOLB,DEN,-2
Clifton Dobson Jr,RE,LV,1
Clifton Hamilton,DT,MIA,11
Cody Mercer,MLB,TEN,1
Cole Robinson,FS,DEN,0
Cole Sambucci,MLB,GB,-2
Connor Phillips,SS,LAR,0
Cooper Catalano,LOLB,CLE,-3
Cooper Silver,LE,ATL,5
Cordell Boston,ROLB,DAL,-1
Corey McAlister,MLB,NE,6
Cory Ingram,CB,MIN,-4
Cory Truman,RE,MIN,-3
Courtland Brooks,FS,ATL,-3
Curlee Tyson,RE,WAS,4
D'Angelo Ponds,CB,MIN,1
D'Angelo Roberson,DT,PIT,12
D.J. Davidson,LE,GB,1
DQ Smith,SS,CAR,-2
DaQuan Bullock,ROLB,BUF,-1
DaShawn Simmons,DT,MIA,7
DaWann Huff Jr,ROLB,IND,2
Daeh McCullough,FS,SEA,0
Dakota McElroy,FS,LAR,1
Dalton Franklin,MLB,NYJ,5
Damarious Wooden,CB,NYJ,0
Damian Turner,CB,ARI,0
Damien Cheeks,MLB,CHI,4
Damien Shanklin,LE,KC,-2
Damion Ward,LE,HOU,-1
Daniel Flynn,RE,BAL,-3
Daniel McPherson Jr,ROLB,CAR,-2
Daniel Trapp,MLB,DEN,-2
Danny Brown,DT,NYG,-4
Dante McClellan,MLB,ARI,10
Darin Holmes,LE,CAR,-5
Darnell Edwards Jr,ROLB,MIA,-6
Darrell Robinson II,CB,BUF,1
Darrelle Staley,CB,BUF,1
Darren Harrison,LE,CLE,-1
Darren Ikinnagbon,RE,SEA,-2
Darren Smallwood,CB,MIA,2
Darrius Bridges,DT,CHI,6
Daryl Whiteside,MLB,HOU,2
Dashawn McBryde,FS,CLE,6
Dashawn Womack,RE,DET,-4
Davante Claiborne,MLB,BAL,-1
David Lampman,DT,NYJ,8
David Onuoha,RE,BUF,-1
David Singleton,SS,KC,-1
David Stone,DT,MIA,-1
Davion Brown,CB,HOU,-3
Davon Benjamin,FS,DAL,-2
Daxton Hill,FS,PIT,7
Daylen Austin,CB,MIA,3
Daylen Everette,CB,ATL,2
Daylon McMichael,CB,NO,4
De'Angelo Gooden,ROLB,SF,0
De'Kwon Burton,CB,CLE,4
De'Veon Leslie,ROLB,ARI,2
De'ron McIntosh,RE,DET,-1
De'zie Russell,CB,NE,-3
DeAndre Clayborn,MLB,WAS,-2
DeAngelo Newman,CB,CIN,-1
DeMarcus Gaffney,DT,TEN,13
DeMontre Sweat,DT,NE,-1
DeSean Cooper,MLB,NYJ,5
Deacon Adams,LE,JAX,-1
Deacon Commings,RE,MIA,0
Dee Bigsby,MLB,KC,-2
Deion Myrick,DT,CHI,-3
Delarrin Aguayo,MLB,LAR,8
Delonte Callahan,MLB,GB,-6
Delvin Gerard,CB,PHI,-3
Delvin Marshall Jr,CB,NYJ,-3
Demarcus Riddick,LOLB,JAX,10
Demario Knight,RE,ATL,-3
Demello Jones,FS,ATL,3
Demetrius Hodgins,RE,NO,-5
Deon Davenport,CB,JAX,-4
Deon George,LOLB,CIN,-4
Derek Grubbs,LOLB,LAR,6
Derek Reece,CB,BAL,0
Derek Williams Jr,FS,TEN,-1
Derrick Wilburn,SS,DAL,5
Derron Covington,DT,NYG,8
Desmond Kelly,FS,NYJ,-4
Deuce Howard,LE,NYJ,6
Devan Houstan,DT,LAR,-1
Devin Sharp,LOLB,NYG,5
Devin Williams,CB,NYJ,4
Devon Davis,SS,MIA,7
Devon Spencer,CB,WAS,-5
Devon Stevenson,CB,DET,-1
Devontae Ferguson,CB,ARI,2
Devontae Jackson,LE,BUF,2
Dezz Ricks,CB,LV,2
Dillon Wheeler,DT,PHI,0
Dion Borden,SS,NE,0
Dishawn Misa,MLB,NYG,-3
Dison Gray,CB,BUF,-1
Divine Eddins,ROLB,DEN,-2
Domani Jackson,CB,KC,2
Dominick Fitzgerald,CB,DEN,2
Dominick McKinley,DT,MIN,3
Dominick Nash,CB,IND,-1
Dorian Ford-Towns,LE,ARI,-3
Dorian Kennard,CB,MIN,-3
Doug Lowell,SS,CLE,0
Drayk Bowen,ROLB,NE,-1
Drew Durant,MLB,ATL,-3
Dudley Cummins,LE,TB,-3
Dudley Hall,CB,WAS,-5
Duke Aldridge,LE,DET,-6
Duron McClain,RE,CIN,-4
Dwayne Byrd,SS,MIN,8
Dylan Stewart,RE,ATL,-1
Earl Hunt,CB,NYJ,4
Eddie Gibson,LOLB,LAC,0
Eddrick Houston,LE,ARI,-3
Ekene Shelton,RE,PIT,4
Elbert Hill,CB,DEN,1
Eli Brockers,CB,PHI,2
Eli Winters,ROLB,NYG,-4
Elijah Gardiner,LOLB,HOU,2
Elijah Griffin,DT,KC,-3
Ellis Robinson IV,CB,CLE,4
Emanuel Roberts,LOLB,HOU,3
Emanuel Watson,MLB,ARI,4
Emmett Bullard,CB,LAR,0
Emmett Dobson,CB,MIA,0
Emmett Kamara,SS,HOU,2
Eric Wall,DT,SEA,3
Evan Barlow,LE,WAS,-5
Ezekiel Yancey,ROLB,WAS,-4
Frazier Hackett,MLB,SEA,5
Fred Gaskin III,SS,BAL,4
Gehrig Hood-Teller,LOLB,DAL,4
George Hitchens,RE,ATL,0
George Ingram,MLB,ATL,3
Grant Pierce,ROLB,HOU,-4
Greg Denney,MLB,NE,1
Greg Pritchett,RE,WAS,-3
Gregory Harding,CB,CHI,7
Gregory Patterson,CB,LAC,-2
Hakeem Calhoun,RE,CHI,-3
Harold Perkins,LE,LAR,-4
Harrison Lashley,RE,NO,1
Hemi Ngata,DT,KC,-4
Holdon Crayton,LOLB,CAR,-3
Ify Obidegwu,CB,SF,4
Immanuel Reece,ROLB,GB,2
Isaac Allen,LE,LV,0
Isaac Johnston,DT,NE,2
Isaac Pickens,CB,TEN,-2
Isaac Smith,SS,NE,9
Isaia Faga,DT,KC,-5
Isaiah Bryson Sr,RE,LAC,5
Isaiah Coleman,FS,NYJ,15
J'Vari Cunningham,LE,IND,-3
J'Vari Flowers,CB,DET,3
J'Vari Myers,DT,BAL,1
J.D. Garrison,LE,TB,-2
J.T. Knighton,CB,SF,8
Ja'Bree Hamlin,ROLB,CLE,5
Ja'Keem Jackson,CB,NE,-1
JaReylan Clark,DT,DAL,5
Jabari Posey,CB,CIN,-1
Jabreal Porter,CB,LAR,4
Jace Stein,DT,CHI,1
Jack Patterson,DT,DET,-3
Jackson Schultz,LE,LAC,-2
Jackson Wilber,ROLB,ATL,-3
Jacobe Johnson,CB,CHI,-4
Jacoby Mathews,SS,NO,7
Jacoby Nwachukwu,LE,JAX,0
Jadaan Allen,LE,MIA,2
Jaden Hicks,SS,SF,11
Jahkeem Stewart,DT,LV,1
Jahlil Smart,LOLB,KC,-3
Jake McGhee,ROLB,SEA,-7
Jakon Warmack,LE,BUF,-1
Jalen Allen Jr,RE,JAX,-2
Jalen Holliday,SS,NO,2
Jalon Kilgore,SS,SF,-3
Jameel Bennett,CB,DET,-3
James Ferrell,SS,MIN,-6
James Graham,CB,ATL,-1
James Orton,ROLB,WAS,1
James Pearce Jr.,RE,TB,-2
James Winston,LE,LV,-1
Jamon Foote,CB,SF,-2
Jared Smith,LE,BAL,0
Jarred Andrews,DT,ATL,0
Jarrick Heyward Sr,SS,KC,6
Jarrid McBride,SS,WAS,-1
Jason Carr,SS,NYJ,-4
Jason Dowell,DT,LAC,-2
Jason Gatewood,CB,NE,-2
Jason Hunter,RE,NYJ,-5
Javarian Way,SS,HOU,3
Javien Toviano,CB,SEA,2
Jayce Strong,CB,NE,2
Jayden Durham,FS,ARI,2
Jayden Harrison,SS,TB,-1
Jaylen Kinney,ROLB,DET,8
Jaylin Davies,CB,MIA,-1
Jaylin Simpson,FS,TB,3
Jeff Woodson,LE,TB,3
Jeffrey M'ba,DT,JAX,5
Jelani Zuniga,LOLB,TB,-4
Jer'Vohn St. Clair,FS,DET,1
Jer'Zhan Newton,DT,CLE,6
Jeremiah Thompson,RE,DAL,-1
Jeremiah Trotter Jr.,LOLB,SEA,-3
Jeremiah Williams,ROLB,BAL,5
Jeremy Lawry,FS,NE,-3
Jeremy Mboup,DT,PIT,-1
Jermaine Canty,LE,GB,-1
Jermaine Harris,LOLB,PHI,-5
Jermaine Vannett,DT,SEA,2
Jett White,CB,NYG,-2
Jevon Holland,FS,CAR,-3
Joe Hall III,SS,MIN,0
Joe Long,ROLB,MIN,3
John Colvin,CB,DAL,9
John Powell,DT,MIN,-5
Jonathan Barber,DT,CIN,2
Jonathan Woodard,SS,MIA,-3
Jonathon Bayo,SS,CIN,-6
Jont'e Lashley Sr,DT,DEN,-1
Jontae Gilbert,CB,WAS,1
Jontae Russell Jr,RE,BUF,-4
Jordan Campbell,MLB,LAR,0
Jordan Carter,LE,MIA,8
Jordan Leonard,RE,JAX,1
Jordan Wyatt,ROLB,DAL,-3
Jordin Smallwood,FS,JAX,7
Jose Williams,DT,DET,2
Josh Keyes,CB,PHI,0
Josh Kincade,RE,WAS,4
Josh Morgan,CB,ATL,3
Josh Nestor,SS,NYG,-2
Josh Thurmond,CB,TEN,-4
Joshua Gibson,CB,CAR,-1
Joshua Penn III,CB,SF,0
Ju'jey Woods,RE,MIN,-4
Julian Spearman,SS,JAX,-3
Julius Grant,DT,WAS,-1
Julius Stoudemire,SS,PIT,-5
Julius Taylor Jr,MLB,DET,2
Julius Vanover,CB,MIA,-2
Junior Colson,MLB,LV,10
Justin Thomas,LOLB,LV,-3
Justin Williams,ROLB,LAR,-2
Kai Lincoln,DT,SEA,1
