FullName,Position,TeamName,SkillPointOff
Aaron Redding,TE,CLE,2
Abu Sama III,HB,LAR,8
Addison Sullivan,HB,DAL,5
Adonis Coates,HB,GB,1
Aeeron LeCounte,WR,SF,-3
Aidan Chambers,WR,NO,-4
Alex Stephenson,HB,KC,-5
Alonzo McGowan,HB,LAR,-4
Amare Thomas,WR,CLE,1
Amarion Johnson,HB,BUF,1
Andrew Williamson,HB,CIN,0
Anthony Hillhouse,HB,NE,4
Anthony Lynch,WR,IND,4
Antwan Rushing Jr,WR,LAR,-6
Ben Foster,TE,DEN,-2
Benjamin Brahmer,TE,SEA,-4
Bishop Wallace Jr,WR,JAX,2
Branden Northcutt,TE,CHI,-3
Brandon Billingsley,HB,BUF,0
Brandon Johnson,HB,PIT,-2
Brandon McCune,WR,PIT,2
Brandon Mitchell,HB,CAR,9
Brandon Polk,TE,NYJ,1
Braxton Taylor,TE,CIN,10
Brayden Winslow,TE,PHI,-3
Braylon Holt,WR,JAX,0
Brian Bonner,HB,LV,2
Brice Rutledge,TE,IND,-4
Brock Bowers,TE,LAC,1
Broderick Culliver,HB,JAX,1
Bryant Wesco,WR,DEN,2
Bryce Colbert,HB,NYG,-3
Caden Prieskorn,TE,MIA,0
Caleb Bates,HB,CHI,0
Caleb Cunningham,WR,PIT,-6
Caleb Williams,WR,BAL,-5
Calvin Russell,WR,DET,-2
Camden Jennings,WR,TEN,3
Cameron Hayes,WR,DEN,-7
Cassius Parrish,WR,PIT,2
Cedric Baxter,HB,GB,0
Cha'ce McKnight,WR,MIN,-2
Chastyn Bennett,TE,JAX,-3
Chauncey Williams,WR,IND,4
Chris Henry Jr,WR,NYJ,2
Cobey Borden,HB,NO,3
Collin Fowler,TE,MIN,-4
Connor Hillman,TE,NYG,-2
Corri Bayless,WR,NE,9
Courage Shaw,WR,KC,2
Craig Brown,HB,PIT,2
Da'Saahn Brame,TE,TB,-2
Da'Shawn Bradshaw,TE,CAR,-4
Dakota Prysock,WR,KC,-7
Damarius Yates,HB,IND,8
Darien Williams,WR,MIA,2
Darren Barker,WR,CLE,-5
Darren Freeman,HB,PHI,-5
Darren Mays,HB,WAS,-1
Dashaun Carter Jr,HB,NYG,-5
Davian Groce,HB,SEA,-1
David Reddick,HB,NYJ,-4
De'Angelo Booker,WR,ATL,3
DeAngelo McKee,WR,CAR,0
Deacon Telfer,WR,ARI,0
Dee Wallace,WR,DET,-3
Dell Virgil,WR,CAR,-4
Delroy Crocker III,TE,CHI,-4
Deshay McNeil,WR,NE,5
Devin Anthony,TE,HOU,-3
Devin Mullins,WR,WAS,-3
Dontrell Kitchens Jr,WR,WAS,2
Dorian Edwards,WR,CIN,16
Doug Pryor III,HB,BAL,0
Dwayne Davis Jr,HB,TB,-4
