FullName,Position,TeamName,SkillPointDef
A.J. Harris,CB,LV,-4
A.J. Haulcy,SS,CHI,-2
A.J. Pena,MLB,LAR,-10
A.J. Terrell Jr,CB,LAC,-2
AJ Cottrill,ROLB,HOU,-4
Aaron Armitage,LE,WAS,-1
Aaron Chiles,MLB,KC,-3
Aaron Flowers,FS,SF,5
Aaron Lewis,RE,SF,-1
Abdul Carter,LOLB,CHI,-1
Abraham Williams,CB,CLE,-2
Adepoju Adebawore,RE,DAL,-1
Aidan Hutchinson,RE,DET,4
Akeem Dent,FS,ATL,5
Akheem Mesidor,LE,DAL,-2
Akili Calhoun,LE,MIA,4
Alex Bray,RE,JAX,1
Alex Highsmith,RE,MIN,5
Alim McNeill,DT,DET,-1
Alphonse Oywak,CB,DEN,2
Amani Hooker,SS,TEN,3
Amare Adams,DT,NYG,-5
Amare Ferrell,SS,NYJ,3
Amorion Walker,CB,SEA,-1
Andre Cisco,FS,GB,-8
Andreas Keaton,FS,BAL,1
Andrew Mukuba,SS,BUF,-4
Anthony Dunn Jr,ROLB,NO,-4
Anthony Hill Jr,ROLB,CAR,-2
Anthony Lucas,RE,IND,7
Antoine Sampah,ROLB,NE,-6
Antoine Winfield Jr,FS,PHI,-3
Arion Carter,LOLB,CHI,0
Armondo Blount,RE,LV,2
Asante Samuel Jr,CB,LAC,4
Aydin Breland,DT,ATL,-4
BJ Canady,LE,LV,-1
BJ Thompson,LE,KC,7
Barrett Carter,MLB,LAC,3
Barryn Sorrell,LE,CHI,-5
Bear Alexander,DT,NE,0
Beau Atkinson,RE,GB,5
Ben Cutter,MLB,CAR,-3
Billy Bowman Jr.,SS,DET,3
Blake Purchase,RE,LAC,3
Blake Ruffin,FS,LAC,22
Bobby Okereke,MLB,MIN,0
Boye Mafe,LE,ARI,6
Braden Fiske,DT,CAR,-9
Bradley Weaver,LE,MIN,-4
Brandon Davis-Swain,RE,NO,4
Brandon Johnson,CB,KC,7
Bravion Rogers,CB,NO,-2
Brayden Platt,MLB,DAL,-3
Brenan Vernon,RE,ARI,-1
Brenden Jordan,FS,MIA,-1
Brian Branch,SS,DET,-3
Brian Burns,RE,HOU,6
Bryan Bresee,DT,CLE,-4
Bryce Anderson,SS,KC,1
Bud Clark,FS,DAL,-5
Budda Baker,SS,LV,7
Byron Young,RE,LAR,1
C.J. Hicks,LOLB,NYG,6
C.J. Madden,LOLB,ARI,-6
Cade Denhoff,LE,SEA,2
Caden Curry,RE,DET,-7
Caden Story,DT,BUF,-4
Cai Mayowa,FS,IND,-3
Cal Haladay,ROLB,PHI,8
Caleb Downs,FS,PIT,4
Caleb Woodson,SS,ATL,-1
Calen Bullock,SS,PIT,-1
Calijah Kancey,DT,TB,-6
Cam Hart,CB,DAL,3
Cam Taylor-Britt,CB,LAR,-3
Cameron Dantzler Sr,CB,IND,2
Cameron Lenhardt,RE,BAL,3
Cannon Butler,RE,JAX,-6
Carl Granderson,RE,LV,-2
Carlos Mack Jr,SS,NE,-5
Carrington Valentine,CB,CAR,-1
Carson Casteel,LOLB,WAS,-8
Cedric Gray,MLB,TB,-2
Cedric Johnson,RE,NE,-2
Ceyair Wright,CB,TEN,0
Chace Biddle,FS,NE,-4
Chamarri Conner,FS,WAS,-5
Charles Lester III,CB,SEA,-1
Chase Young,RE,PHI,-1
Chop Robinson,RE,WAS,8
Chris Ewald,CB,ARI,0
Christen Miller,DT,PIT,-4
Christian Barmore,DT,NE,-2
Christian Gonzalez,CB,NE,0
Christian Gray,CB,JAX,-2
Christian Harris,LOLB,HOU,10
Christopher Smith II,SS,PHI,-1
Clint Stephens,FS,NE,1
Cobee Bryant,CB,GB,-1
Cody Goatley,ROLB,NYG,-4
Colin Simmons,RE,TEN,2
Collin Oliver,RE,ARI,5
Cooper DeJean,CB,NE,-6
Corey Coley Jr.,CB,HOU,1
Corey Walker,RE,DEN,2
Corian Gipson,CB,PIT,3
Cormani McClain,CB,LV,0
Croix Stewart,CB,WAS,4
Curlee Thomas IV,LE,MIN,-1
D'Angelo Ponds,CB,BUF,3
D.J. James,CB,ATL,-2
DJ Hicks,RE,SEA,-5
DJ Pickett,CB,ARI,2
DJ Turner,CB,LV,-5
DJ Waller Jr,CB,KC,-3
DQ Smith,SS,IND,-1
Da'Ron Payne,DT,NO,5
DaRon Bland,CB,TB,-5
Daeh McCullough,FS,LAR,9
Daiyan Henley,ROLB,LAC,7
Dallas Turner,RE,SEA,-1
Damarius McGhee,CB,CHI,-1
Damone Clark,ROLB,GB,5
Damonic Williams,DT,ARI,-5
Dani Dennis-Sutton,LE,NE,2
Daniel Grobe,RE,BUF,-3
Danny Okoye,RE,CIN,0
Darien Mayo,RE,LAC,-1
Darius Muasau,LOLB,LV,-9
Dasan McCullough,ROLB,PHI,6
Dashawn Womack,RE,NO,1
David Long Jr,ROLB,NE,-3
David Stone,DT,MIA,-1
Davison Igbinosun,CB,PHI,2
