FullName,Position,TeamName,SkillPointOL
Ajani Cornelius,RG,DET,10
Alex Birchmeier,LG,DAL,-3
Alex Birchmeier,LG,NO,-8
Alijah Vera-Tucker,RT,LAR,-3
Aliou Bah,RG,ARI,10
Amarius Mims,LT,LAR,0
Andrew Babalola,RT,MIA,0
Andrew Chamblee,LT,DAL,2
Andrew Page,C,CLE,6
Andrew Raym,C,CIN,2
Andrew Vorhees,LG,NYG,0
Anthony Bradford,LG,TB,-3
Anton Harrison,LT,TEN,-1
Austin Corbett,RG,NO,5
Beaux Limmer,C,WAS,4
Ben Christman,LG,ARI,1
Billy Schrauth,LG,MIA,-3
Blake Fisher,LT,IND,-2
Braden Smith,RT,HOU,5
Brandon Baker,LT,TB,-8
Brandon Coleman,LT,LV,-8
Brian O'Neill,RT,CAR,0
Broderick Jones,LT,PIT,4
Bryce Foster,C,CAR,-4
Caleb Rodkey,C,CAR,-2
Caleb Siech,RT,LV,-3
Calvin Clements,RT,CHI,2
Cam Robinson,LT,KC,10
Cam'Ron Johnson,RG,SF,4
Carson Hinzman,C,SEA,0
Cayden Sweatt,C,PHI,2
Cesar Ruiz,RG,SEA,-4
Charles Cross,LT,SEA,1
Chase Bisontis,RG,LAR,5
Chris Hood,RT,LV,-2
Chris Lindstrom,RG,ATL,2
Christian Darrisaw,LT,MIN,-4
Cole Hutson,LG,BAL,12
Collin Sadler,RT,CLE,-3
Connor Lew,C,ARI,3
Connor Robertson,C,NO,-6
Cooper Beebee,LG,JAX,2
Creed Humphrey,C,KC,-4
DJ Campbell,RG,CLE,6
Darnell Wright,RT,CHI,2
Delmar Glaze,RT,BAL,0
Dion Dawkins,LT,ATL,3
Dominic Rulli,C,MIA,4
Donovan Jackson,RG,LV,2
Drake Nugent,C,TB,2
Drew Azzopardi,LT,NO,-6
Drew Dalman,C,ATL,1
Drew Kendall,C,TEN,0
E'Marion Harris,LT,SF,-2
Earnest Greene III,LG,NYJ,0
Ed Ingram,RG,CHI,8
Elgton Jenkins,LG,WAS,4
Elijah Paige,LT,HOU,7
Elijah Pritchett,LT,NYG,1
Emery Jones Jr,RT,NO,-5
Ethan Pocic,C,LV,-3
Ezra Cleveland,LG,JAX,0
Ezra Dotson-Oyetade,C,CHI,1
Francis Mauigoa,RT,JAX,-4
Frank Ragnow,C,DET,2
Garret Greenfield,LT,ARI,3
Garrett Dellinger,RG,CAR,6
Garrett Schwiebert,LG,BUF,3
George Fitzpatrick,LT,CAR,0
Gerad Christian-Lichtenhan,RT,DEN,1
Graham Barton,LG,WAS,-2
Harris Sewell,LG,LAC,-1
Hjalte Froholdt,C,DAL,0
Iapani Laloulu,C,PIT,-6
Isendre Ahfua,RG,MIN,-8
J'ven Williams,LT,GB,2
Jack Conklin,RT,PIT,6
Jack Hollifield,C,DEN,-2
Jack Nelson,RT,DAL,0
Jackson Powers-Johnson,C,BUF,-4
Jacob Allen,RG,IND,-3
Jacob Gideon,C,LAC,1
Jacob Hood,RT,GB,6
Jager Burton,C,GB,5
Jake Renfro,C,NE,-3
Jamaree Salyer,RG,NYJ,1
James Durand,LG,CIN,1
Jared Penning,LT,DEN,1
Jaylen Early,RG,LAC,12
Jedrick Wills Jr,LT,ARI,5
Joe Huber,RG,JAX,4
Joe Tippmann,C,NYJ,0
Joel Bitonio,LG,DET,2
Jonah Savaiinaea,LG,KC,6
Jonathan Denis,C,SF,0
Jordan Mailata,LT,PHI,2
Jordan Seaton,LT,NYJ,-6
Josh Myers,C,NYG,11
Josh Petty,LT,SEA,0
Josh Simmons,RT,MIN,5
Josiah Thompson,RT,TB,3
Juice Scruggs,C,IND,2
Justin Evans-Jenkins,C,MIN,7
Kadyn Proctor,LT,CLE,0
Kam Dewberry,RG,NYG,-6
Keaton Bills,LG,TEN,6
Kelvin Banks Jr,LG,LV,0
Kenyon Green,LG,HOU,1
Kevin Dotson,RG,TEN,1
Kinglsey Suamataia,RT,SF,0
Kiran Amegadjie,RG,GB,-4
Knijeah Harris,LG,CHI,-3
LaDarius Henderson,LG,ATL,0
Lamar Robinson,C,LAR,1
Lance Heard,RG,HOU,10
Landon Dickerson,LG,PHI,6
Lane Johnson,RT,PHI,-4
Laremy Tunsil,LT,HOU,0
Logan Taylor,RT,KC,-2
Mackey Maillho,RT,TEN,0
Marcus Henderson,LG,PHI,-1
Masai Reddick,RG,DAL,3
Matthew Bergeron,LG,SEA,0
Matthew Jones,LG,NO,-6
Mekhi Becton Sr,RT,IND,-3
Michael Jurgens,C,HOU,-7
Mike Onwenu,RG,TB,2
Monroe Freeling,LT,NE,-2
Nick Gargiulo,LG,IND,-1
Nolan Potter,LT,DET,2
O'Cyrus Torrence,RG,BUF,2
Olumuyiwa Fashanu,LT,WAS,-1
Orlando Brown,LT,CIN,6
Paris Johnson Jr,RT,NYG,6
Parker Brailsford,C,NYJ,-7
Pat Coogan,RG,CIN,0
Patrick Paul,RT,NE,-1
Payton Collins,RT,ATL,1
Penei Sewell,RT,DET,3
Peter Skoronski,LG,BAL,-3
Quenton Nelson,LG,DEN,0
Quinn Meinerz,RG,DEN,-4
Rashawn Slater,LT,LAC,1
Raymond Pulido,RG,NE,0
Reuben Fatheree II,RT,NYJ,-4
Robert Hunt,RG,MIA,5
Rod Orr,LT,BAL,0
Ryan Brubaker,C,DAL,1
Ryan Ramczyk,RT,CAR,-3
Samson Okunlola,RT,CIN,4
Sean Rhyan,RG,ARI,1
Sedrick Van Pran,C,JAX,2
Solomon Thomas,RG,LAC,-3
Steve Avila,LG,LAR,2
Taliese Fuaga,RT,MIA,-2
Taylor Moton,RT,ARI,-3
Teven Jenkins,LG,CAR,0
Tree Babalade,LT,JAX,-3
Trey Smith,RG,KC,4
Trey Zuhn III,LG,NE,-1
Tyler Guyton,RT,WAS,5
Tyler Linderbaum,C,BAL,-2
Tyler Smith,LG,CLE,-2
Tyree Adams,RT,LAC,0
Walter Rouse,RT,BUF,2
