Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
22,C,Andy,Jenkins,Andy Jenkins,ARI,14,0,3,926,False,14,6,0,17,Andy,Jenkins,99.0,97.0,1.0,6.0,Signed,79.0,0.0,0.0,ARI,tier_4,3.239740820734341,ARI,-2
23,LT,Matthias,Winters,Matthias Winters,ATL,13,0,15,909,False,13,13,0,17,Matthias,Winters,1363.0,1361.0,7.0,13.0,Signed,76.0,0.0,0.0,ATL,tier_4,16.5016501650165,ATL,-4
38,RT,Dalton,Russell,Dalton Russell,LAR,15,0,9,1083,False,15,23,0,17,Dalton,Russell,986.0,984.0,5.0,23.0,Signed,86.0,0.0,0.0,LAR,tier_2,8.310249307479225,LAR,1
40,RT,Joe,Brunner,Joe Brunner,LAC,10,0,4,720,False,10,7,0,17,Joe,Brunner,2698.0,2696.0,11.0,7.0,Signed,74.0,0.0,0.0,LAC,tier_5,5.555555555555555,LAC,0
61,LG,Earl,Kendricks II,Earl Kendricks II,DEN,15,0,2,1002,False,15,3,0,17,Earl,Kendricks II,377.0,375.0,2.0,3.0,Signed,67.0,0.0,0.0,DEN,tier_6,1.996007984031936,DEN,12
72,C,Zhaire,Guyton,Zhaire Guyton,GB,15,0,3,929,False,15,19,0,17,Zhaire,Guyton,2560.0,2558.0,9.0,19.0,Signed,85.0,0.0,0.0,GB,tier_2,3.2292787944025836,GB,-1
90,C,Jeff,Russo,Jeff Russo,BAL,15,0,2,920,False,15,24,0,17,Jeff,Russo,3166.0,3164.0,1.0,24.0,Signed,66.0,0.0,0.0,BAL,tier_6,2.1739130434782608,BAL,1
110,RT,Brian,Shaw,Brian Shaw,SEA,15,0,13,1050,False,15,27,0,17,Brian,Shaw,1534.0,1532.0,1.0,27.0,Signed,68.0,0.0,0.0,SEA,tier_6,12.380952380952381,SEA,-3
163,RG,Logan,Starkey,Logan Starkey,NYJ,14,0,1,1015,False,14,17,0,17,Logan,Starkey,845.0,843.0,6.0,17.0,Signed,78.0,0.0,0.0,NYJ,tier_4,0.9852216748768472,NYJ,9
180,RT,Steven,Reynolds,Steven Reynolds,NO,15,0,2,1069,False,15,26,0,17,Steven,Reynolds,3087.0,3085.0,1.0,26.0,Signed,74.0,0.0,0.0,NO,tier_5,1.8709073900841908,NO,10
191,LT,Brenton,Mayes,Brenton Mayes,BUF,14,0,10,998,False,14,2,0,17,Brenton,Mayes,987.0,985.0,9.0,2.0,Signed,72.0,0.0,0.0,BUF,tier_5,10.02004008016032,BUF,1
219,C,Matt,Kendricks,Matt Kendricks,IND,12,0,3,904,False,12,9,0,17,Matt,Kendricks,278.0,276.0,8.0,9.0,Signed,97.0,0.0,0.0,IND,tier_0,3.3185840707964602,IND,-3
254,RT,Dre,Windsor-Malone,Dre Windsor-Malone,MIN,15,0,10,1034,False,15,30,0,17,Dre,Windsor-Malone,3096.0,3094.0,0.0,30.0,Signed,79.0,0.0,0.0,MIN,tier_4,9.671179883945841,MIN,-2
258,LT,Roy,Babineaux,Roy Babineaux,LAC,15,0,10,1012,False,15,7,0,17,Roy,Babineaux,1681.0,1679.0,0.0,7.0,Signed,75.0,0.0,0.0,LAC,tier_4,9.881422924901186,LAC,1
266,RT,Andrew,Knorr,Andrew Knorr,CAR,15,0,9,1091,False,15,20,0,17,Andrew,Knorr,2567.0,2565.0,3.0,20.0,Signed,73.0,0.0,0.0,CAR,tier_5,8.249312557286892,CAR,0
273,RT,Jaren,Moore,Jaren Moore,NYG,12,0,17,754,False,12,15,0,17,Jaren,Moore,2292.0,2290.0,6.0,15.0,Signed,91.0,0.0,0.0,NYG,tier_1,22.546419098143236,NYG,-10
280,LT,Jeremiah,Cobbs,Jeremiah Cobbs,LAR,15,0,14,1100,False,15,23,0,17,Jeremiah,Cobbs,2381.0,2379.0,6.0,23.0,Signed,86.0,0.0,0.0,LAR,tier_2,12.727272727272728,LAR,0
281,RT,Anthony,Malone,Anthony Malone,BUF,15,0,5,1079,False,15,2,0,17,Anthony,Malone,935.0,933.0,2.0,2.0,Signed,77.0,0.0,0.0,BUF,tier_4,4.633920296570898,BUF,4
288,RG,Jacob,Rushing,Jacob Rushing,KC,13,0,2,925,False,13,8,0,17,Jacob,Rushing,443.0,441.0,0.0,8.0,Signed,65.0,0.0,0.0,KC,tier_6,2.1621621621621623,KC,1
312,LT,Nick,Gardner,Nick Gardner,NE,14,0,14,925,False,14,21,0,17,Nick,Gardner,2140.0,2138.0,5.0,21.0,Signed,68.0,0.0,0.0,NE,tier_6,15.135135135135135,NE,-3
313,RT,Martin,Lewis,Martin Lewis,ARI,14,0,12,971,False,14,6,0,17,Martin,Lewis,572.0,570.0,3.0,6.0,Signed,84.0,0.0,0.0,ARI,tier_3,12.358393408856848,ARI,-3
327,LG,Will,Whittington,Will Whittington,BUF,14,0,5,1012,False,14,2,0,17,Will,Whittington,3487.0,3485.0,0.0,2.0,Signed,72.0,0.0,0.0,BUF,tier_5,4.940711462450593,BUF,1
331,C,Curtis,Nicholson,Curtis Nicholson,LV,15,0,4,997,False,15,22,0,17,Curtis,Nicholson,1648.0,1646.0,1.0,22.0,Signed,73.0,0.0,0.0,LV,tier_5,4.012036108324975,LV,-3
344,LT,Khalon,Davis,Khalon Davis,TEN,15,0,6,1002,False,15,29,0,17,Khalon,Davis,2893.0,2891.0,8.0,29.0,Signed,88.0,0.0,0.0,TEN,tier_2,5.9880239520958085,TEN,6
