Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
9,FS,Eddie,Rhodes Jr,Eddie Rhodes Jr,NYG,True,0,0,310,0,3,5,8,0,17,3,0,0,0,0,0,2,0,15,0,0,0,0,15,1,Eddie,Rhodes Jr,2842.0,2840.0,1.0,15.0,Signed,68.0,0.0,0.0,NYG,tier_6,0.0,0.0,6.451612903225806,35.483870967741936,6.451612903225806,0.967741935483871,0.06666666666666667,NYG,-3
25,ROLB,Marcus,Tatum,Marcus Tatum,DEN,True,0,0,370,0,0,6,9,0,17,3,0,0,0,0,0,0,0,3,1,0,0,0,15,1,Marcus,Tatum,1300.0,1298.0,2.0,3.0,Signed,67.0,0.0,0.0,DEN,tier_6,2.7027027027027026,0.0,2.7027027027027026,24.324324324324326,0.0,0.8108108108108109,0.2,DEN,-4
32,MLB,Don,Rivers,Don Rivers,CAR,True,0,0,375,0,8,3,8,0,17,3,0,0,0,0,0,0,0,20,0,0,0,0,15,1,Don,Rivers,1185.0,1183.0,0.0,20.0,Signed,66.0,0.0,0.0,CAR,tier_6,0.0,0.0,0.0,42.666666666666664,0.0,0.8,0.2,CAR,-6
40,DT,Shonn,Killings,Shonn Killings,HOU,True,0,0,915,0,27,36,40,1,17,1,0,0,0,0,0,1,0,31,13,0,6,0,15,15,Shonn,Killings,2143.0,2141.0,6.0,31.0,Signed,81.0,0.0,0.0,HOU,tier_3,20.76502732240437,0.0,21.85792349726776,73.22404371584699,1.092896174863388,0.1092896174863388,0.0,HOU,-2
51,SS,Troy,Benford,Troy Benford,LAC,True,35,30,1167,1,37,43,51,0,17,25,16,0,3,0,0,8,0,7,0,1,0,1,15,15,Troy,Benford,3725.0,3723.0,3.0,7.0,Signed,83.0,0.0,0.0,LAC,tier_3,0.0,5.141388174807197,6.8551842330762645,75.40702656383891,6.8551842330762645,2.1422450728363325,1.1333333333333333,LAC,1
57,ROLB,Joshua,Edwards,Joshua Edwards,JAX,True,0,0,427,0,8,9,13,0,17,2,0,0,0,0,0,0,0,16,0,0,0,0,15,4,Joshua,Edwards,468.0,466.0,5.0,16.0,Signed,69.0,0.0,0.0,JAX,tier_6,0.0,0.0,0.0,49.18032786885246,0.0,0.468384074941452,0.13333333333333333,JAX,-1
58,CB,Bryce,Widmer,Bryce Widmer,DAL,True,28,23,965,1,29,36,56,0,17,25,23,0,1,0,0,4,0,10,3,1,0,0,15,15,Bryce,Widmer,898.0,896.0,6.0,10.0,Signed,81.0,0.0,0.0,DAL,tier_3,3.1088082901554404,3.1088082901554404,7.253886010362694,88.08290155440415,4.1450777202072535,2.5906735751295336,1.4,DAL,-3
67,CB,John,Tomlinson,John Tomlinson,CIN,True,0,0,645,0,15,27,35,0,17,21,0,0,0,0,0,3,0,1,1,0,1,0,11,1,John,Tomlinson,1236.0,1234.0,0.0,1.0,Signed,76.0,0.0,0.0,CIN,tier_4,3.10077519379845,0.0,7.751937984496124,77.51937984496124,4.651162790697675,3.255813953488372,1.6363636363636365,CIN,-4
85,DT,Deontay,Hillman,Deontay Hillman,PHI,True,0,0,535,0,11,0,13,0,17,0,0,0,0,0,0,0,0,12,2,0,2,0,14,14,Deontay,Hillman,3363.0,3361.0,1.0,12.0,Signed,72.0,0.0,0.0,PHI,tier_5,7.4766355140186915,0.0,7.4766355140186915,44.85981308411215,0.0,0.0,0.0,PHI,-4
107,FS,Chad,Howard,Chad Howard,JAX,True,0,57,1106,0,34,32,40,0,17,19,24,0,3,0,0,6,0,16,1,1,0,0,15,15,Chad,Howard,2419.0,2417.0,7.0,16.0,Signed,81.0,0.0,0.0,JAX,tier_3,0.9041591320072332,3.6166365280289328,6.329113924050633,66.90777576853526,5.424954792043399,1.7179023508137432,0.8666666666666667,JAX,3
116,CB,Johnny,Reynaud,Johnny Reynaud,JAX,True,0,51,595,0,12,18,21,1,17,11,30,0,2,0,0,4,0,16,0,0,0,0,15,1,Johnny,Reynaud,477.0,475.0,4.0,16.0,Signed,76.0,0.0,0.0,JAX,tier_4,0.0,3.361344537815126,6.722689075630252,55.462184873949575,6.722689075630252,1.8487394957983194,0.4666666666666667,JAX,1
124,CB,Jalen,Peterson,Jalen Peterson,NYJ,True,0,25,1076,0,31,37,53,1,17,39,25,0,1,0,0,13,1,17,0,0,1,0,15,6,Jalen,Peterson,518.0,516.0,1.0,17.0,Signed,79.0,0.0,0.0,NYJ,tier_4,0.929368029739777,1.858736059479554,13.011152416356877,78.06691449814126,12.081784386617102,3.62453531598513,1.7333333333333334,NYJ,0
134,CB,Nate,Stuckey,Nate Stuckey,BUF,True,0,123,944,0,20,30,39,0,17,40,40,0,5,0,0,7,0,2,0,0,0,0,15,15,Nate,Stuckey,1407.0,1405.0,5.0,2.0,Signed,83.0,0.0,0.0,BUF,tier_3,0.0,5.296610169491525,7.415254237288136,62.5,7.415254237288136,4.23728813559322,2.2,BUF,0
139,CB,Tyreke,Joyner-Offord,Tyreke Joyner-Offord,DAL,True,0,32,810,0,21,20,33,1,17,12,26,0,2,0,0,5,0,10,0,0,0,0,13,2,Tyreke,Joyner-Offord,2374.0,2372.0,1.0,10.0,Signed,76.0,0.0,0.0,DAL,tier_4,0.0,2.4691358024691357,6.172839506172839,66.66666666666667,6.172839506172839,1.4814814814814816,0.5384615384615384,DAL,0
169,LOLB,Patrick,Bayer,Patrick Bayer,DET,True,19,11,363,1,6,14,21,0,17,8,11,0,1,0,0,1,0,18,3,1,0,0,15,15,Patrick,Bayer,1716.0,1714.0,3.0,18.0,Signed,76.0,0.0,0.0,DET,tier_4,8.264462809917356,8.264462809917356,11.019283746556475,74.3801652892562,2.7548209366391188,2.203856749311295,0.4666666666666667,DET,2
178,CB,Tyrone,Gbaja-Biamila,Tyrone Gbaja-Biamila,CAR,True,0,17,909,0,24,21,35,0,17,16,17,0,1,0,0,9,0,20,0,0,1,0,14,14,Tyrone,Gbaja-Biamila,2346.0,2344.0,3.0,20.0,Signed,81.0,0.0,0.0,CAR,tier_3,1.1001100110011,1.1001100110011,11.001100110011002,64.9064906490649,9.900990099009901,1.76017601760176,0.5,CAR,0
199,MLB,Eric,Estrada,Eric Estrada,SF,True,0,0,875,0,33,45,67,1,17,37,0,0,0,0,0,1,0,14,0,0,2,0,14,1,Eric,Estrada,1797.0,1795.0,1.0,14.0,Signed,68.0,0.0,0.0,SF,tier_6,2.285714285714286,0.0,3.4285714285714284,114.28571428571428,1.142857142857143,4.228571428571429,2.5714285714285716,SF,0
208,LOLB,Rueben,Peterson,Rueben Peterson,BAL,True,0,0,457,0,6,15,18,1,17,13,0,0,0,0,0,0,0,24,0,0,0,0,15,0,Rueben,Peterson,2156.0,2154.0,0.0,24.0,Signed,67.0,0.0,0.0,BAL,tier_6,0.0,0.0,0.0,52.516411378555794,0.0,2.8446389496717726,0.8666666666666667,BAL,-1
223,CB,Nolan,LaMontagne,Nolan LaMontagne,SF,True,0,0,427,0,9,9,14,1,17,6,0,0,0,0,0,4,0,14,0,0,0,0,15,1,Nolan,LaMontagne,1972.0,1970.0,2.0,14.0,Signed,67.0,0.0,0.0,SF,tier_6,0.0,0.0,9.36768149882904,53.86416861826697,9.36768149882904,1.405152224824356,0.13333333333333333,SF,1
274,CB,Jermaine,McFadden,Jermaine McFadden,BUF,True,25,2,522,1,10,15,24,1,17,10,2,0,1,0,0,3,0,2,0,1,0,1,15,0,Jermaine,McFadden,2849.0,2847.0,1.0,2.0,Signed,68.0,0.0,0.0,BUF,tier_6,0.0,7.662835249042145,5.747126436781609,65.13409961685824,5.747126436781609,1.9157088122605364,0.4666666666666667,BUF,7
307,RE,Josh,Hayes,Josh Hayes,PHI,True,5,0,381,2,12,0,13,0,17,0,0,0,0,0,0,0,0,12,3,1,3,0,13,13,Josh,Hayes,2388.0,2386.0,9.0,12.0,Signed,77.0,0.0,0.0,PHI,tier_4,15.748031496062993,7.874015748031496,15.748031496062993,65.61679790026247,0.0,0.0,0.0,PHI,0
327,ROLB,Tre,Yancey,Tre Yancey,WAS,True,0,0,372,0,5,11,16,0,17,5,0,0,0,0,0,0,0,25,0,0,0,0,15,2,Tre,Yancey,1463.0,1461.0,1.0,25.0,Signed,71.0,0.0,0.0,WAS,tier_5,0.0,0.0,0.0,56.45161290322581,0.0,1.3440860215053763,0.3333333333333333,WAS,-5
329,ROLB,Trevor,Fitzpatrick,Trevor Fitzpatrick,LV,True,3,0,1152,1,23,73,88,1,17,59,0,0,0,0,0,4,0,22,4,2,3,0,15,15,Trevor,Fitzpatrick,2730.0,2728.0,9.0,22.0,Signed,82.0,0.0,0.0,LV,tier_3,6.076388888888889,2.6041666666666665,9.548611111111112,96.35416666666667,3.472222222222222,5.121527777777778,3.6666666666666665,LV,-2
