Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
41,LT,Caleb,Holloway,Caleb Holloway,MIA,15,0,12,966,False,15,11,0,18,Caleb,Holloway,1976.0,1974.0,8.0,11.0,Signed,94.0,0.0,0.0,MIA,tier_1,12.422360248447204,MIA,1
43,C,Marquise,Goddard,Marquise Goddard,ATL,15,0,1,1127,False,15,13,0,18,Marquise,Goddard,1169.0,1167.0,5.0,13.0,Signed,82.0,0.0,0.0,ATL,tier_3,0.8873114463176576,ATL,8
54,C,Ryan,St. Clair,Ryan St. Clair,JAX,15,0,1,1034,False,15,16,0,18,Ryan,St. Clair,1098.0,1096.0,1.0,16.0,Signed,81.0,0.0,0.0,JAX,tier_3,0.9671179883945842,JAX,8
63,LT,Khalon,Davis,Khalon Davis,WAS,15,0,15,1026,False,15,25,0,18,Khalon,Davis,2893.0,2891.0,9.0,25.0,Signed,89.0,0.0,0.0,WAS,tier_2,14.619883040935672,WAS,0
64,C,Cody,Lovell,Cody Lovell,WAS,12,0,1,729,False,12,25,0,18,Cody,Lovell,1286.0,1284.0,11.0,25.0,Signed,71.0,0.0,0.0,WAS,tier_5,1.371742112482853,WAS,4
71,C,Lance,Spitzer,Lance Spitzer,CLE,13,0,3,763,False,13,4,0,18,Lance,Spitzer,3187.0,3185.0,2.0,4.0,Signed,69.0,0.0,0.0,CLE,tier_6,3.931847968545216,CLE,-2
89,LG,Russ,Morrison,Russ Morrison,NO,12,0,3,759,False,12,26,0,18,Russ,Morrison,2637.0,2635.0,3.0,26.0,Signed,90.0,0.0,0.0,NO,tier_1,3.952569169960474,NO,0
95,RG,Damon,Alexander,Damon Alexander,IND,15,0,2,1137,False,15,9,0,18,Damon,Alexander,1914.0,1912.0,8.0,9.0,Signed,99.0,0.0,0.0,IND,tier_0,1.759014951627089,IND,-1
104,RG,Harold,Crayton,Harold Crayton,NE,15,0,3,1018,False,15,21,0,18,Harold,Crayton,3625.0,3623.0,2.0,21.0,Signed,67.0,0.0,0.0,NE,tier_6,2.9469548133595285,NE,0
106,LG,Darrell,Rose,Darrell Rose,BAL,14,0,5,964,False,14,24,0,18,Darrell,Rose,792.0,790.0,1.0,24.0,Signed,71.0,0.0,0.0,BAL,tier_5,5.186721991701245,BAL,-1
