FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,SEA,6
A.J. McLean,FS,BAL,2
Aalante Bennett,FS,ATL,-5
Aamaal Ahmed-Hakim,ROLB,CIN,-2
Abdul Davis,MLB,NE,1
Addison Alston,CB,LAC,3
Akayleb Richardson,FS,ARI,-4
Akeem Golston,SS,NYG,2
Akeem Harris,LE,CHI,0
Akeem Tatum,CB,DEN,-5
Alan Harris,CB,HOU,0
Alex Clay,FS,TEN,0
Alex Mahone,RE,DEN,3
Alex Ross,LOLB,BAL,2
Alex Ross,SS,WAS,6
Alex Stanton,RE,KC,1
Alex Wilbur,LOLB,CIN,4
Alonzo Davidson,CB,DET,2
Alton Hawkins,LOLB,CHI,2
Amari Middleton,RE,JAX,3
Amir Thompson,DT,MIA,-1
Andrew Jackson,LOLB,PHI,10
Andrew Willis,MLB,NYG,-1
Anquan Riles Jr,FS,CIN,1
Anthony Barnett,LOLB,MIA,4
Anthony Wilkins,CB,BUF,-2
Anthony Wilson,CB,LV,-2
Antoine Beachum,CB,PIT,0
Antwan Monroe,CB,KC,1
Antwaun Evans,ROLB,TB,1
Austin Anderson,LOLB,TB,-1
Bakari Cox Jr,RE,SF,2
Bakari Wilson,CB,SF,1
Ben Anthony,MLB,IND,0
Ben Carraway,CB,ATL,2
Ben Evans,MLB,CAR,4
Ben Jenkins,ROLB,NYG,0
Ben Pickens,DT,NO,-1
Benji Hawkins,CB,DET,2
Blessuan Burke,LE,KC,-5
Bobby Johnson,MLB,TEN,-7
Bobby Newkirk,CB,TEN,1
Bojan Billups,RE,ATL,-7
Bradley Young,CB,HOU,0
Brandon Collins,LOLB,KC,-2
Brandon Davison,MLB,GB,-1
Brandon Edgeton,CB,PHI,3
Braun Metcalf,CB,LAC,4
Braydon Grimes,MLB,KC,-5
Brendan Dillard,LE,JAX,0
Brock White,LOLB,HOU,-8
Bruce McIntosh,CB,NE,-1
Bryce Widmer,CB,DAL,1
Byron Bynes,FS,GB,3
Byron Hodges,MLB,DEN,3
Byron Howard,SS,BAL,0
C.J. Washington,MLB,ARI,-6
Cajun Virgil,CB,PIT,-1
Calvin Mayweather,DT,NE,0
Cam Atkinson,CB,CLE,0
Cameron Garrard,CB,SEA,6
