FullName,Position,TeamName,SkillPointOL
Alex Oliver,LG,MIA,1
Alfonso Wilkinson,LT,TEN,-1
Andy Jenkins,C,ARI,-4
Andy Jenkins,C,NO,-1
Anthony Calhoun,LT,DET,-5
Anthony Malone,RT,BUF,4
Ben Robinson,LT,GB,-4
Benjamin Eppard,C,MIN,4
Blidi Webber,LT,SEA,-2
Brandon Paulsen,LT,CHI,8
Braxton Williams-Motley,C,LAR,4
Bret Spiegel,C,CHI,-3
Brian Aldridge,LT,SF,1
Bryce Rollins,C,HOU,-3
Caleb Holloway,LT,MIA,1
Caleb Radovich,RG,LAC,0
Callum Collins Jr,LT,DEN,-7
Carson MacKenzie,LT,MIA,4
Charlie Dodson,C,DEN,-7
Charlie Hughes,LT,LV,-2
Chris Winslow,RG,SF,-5
Christian Perkins,RT,PHI,-1
Chuck Garfield,RT,HOU,1
Cody Lovell,C,WAS,4
Collin Gordon,LG,SF,4
Craig McQueen,RT,WAS,0
Damon Alexander,RG,IND,-1
Danny McCullers,RT,LAC,-4
Darnell Hairston-Barnes,RT,GB,-4
Darrell Rose,LG,BAL,-1
DeVante Harris,LT,CLE,-7
DeVante Stoudemire,LG,GB,-2
Derek Price,LG,ARI,1
Devin Middleton,C,PHI,10
Dextrell Irving,LT,TB,-6
Dominique Metcalf,LG,CLE,-1
Dontrell Ingram Sr,RT,SF,9
Douglas White Jr,RT,JAX,-4
Dre Windsor-Malone,RT,MIN,1
Dylan Messina,LG,NYJ,-2
Earl Kendricks II,LG,DEN,-4
Edward Sands,C,NYG,4
Eric Roseman,C,PIT,-5
Garth Brewer,LT,JAX,-2
Gerald Stephens,RG,PHI,-2
Gordon Bowden,C,TEN,-6
Gordon Parks,LG,KC,-9
Grant Wallner,RG,MIN,0
Gregory Andrews,RG,HOU,0
Harold Crayton,RG,NE,0
Hayden Dye,RG,WAS,0
Isendre Ahfua,LG,CHI,12
J.D. Price,LT,NYJ,-1
Jachai Malone,RT,SEA,-6
Jacob Davis,LG,DET,0
Jacob Rushing,RG,KC,0
Jahlil Barnett,RT,NE,-2
James Matthews,LG,IND,1
Jamie McLean,RG,MIA,3
Jamin Ortiz,LT,DAL,-2
Jaren Moore,RT,CHI,9
Jason Jones,RG,BUF,4
Jay Scott,RG,JAX,-6
Jeff Russo,C,BAL,4
Jeremiah Cobbs,LT,LAR,4
Jeremiah Mason,C,NYJ,4
Jerry Crothers,RT,CLE,-2
Jevonte Barnett,C,BUF,-1
Joe Tomlinson,RT,BAL,1
Joel Aiken,LG,PIT,-1
Joey Wallace,RG,BAL,9
Johnny Allison,LT,NYG,1
Josh Abraham,C,DAL,-1
Josh Bronner,RT,KC,-1
Joshua Sapp,RG,DET,-1
Justin Foster,RG,NO,-1
K.C. Clarke,LT,IND,1
Kamu Mata'afa,LG,MIN,-4
Keenen Ballard,LG,DAL,4
Keith Devine,RT,PIT,-4
Kelvin Miller,LG,LAC,1
Kenya Richardson,RG,LV,4
Khalon Davis,LT,WAS,0
Klay Donaghy,C,KC,4
LaDarius Combs,RT,ARI,-4
LaMonte Stanley,LT,ARI,-3
Lance Spitzer,C,CLE,-2
Logan Starkey,RG,NYJ,0
Luke Darby,RT,LV,0
Marcell Bush,LT,HOU,1
Marcus Butler,LG,TB,-3
Marcus Dailey,RT,ATL,10
Marcus Kendricks,RG,SEA,0
Mark McLaughlin,LG,CIN,-5
Marquise Goddard,C,ATL,8
Martin Lewis,RT,CIN,0
Martin Nsekhe-Holt,LG,NE,-2
Mateo Camarillo,LT,PHI,1
Matt Kendricks,C,IND,4
Matt Nickerson,LG,PHI,0
Mazzi Duckworth,C,DET,-7
Mykin Greenard,LT,CAR,-7
Neil Howard,C,SF,0
Nigel Poole,RT,NYJ,-2
Oscar Kramer,LG,SEA,-4
Owen Holliday,RT,TB,1
Phillip Koerner,RT,DAL,4
Phillip Rose-Williams,LG,TEN,-2
Quinn Webster,LT,ATL,9
Raheem Adkins,RG,CIN,-9
Randy Berry,RG,DAL,1
Richard Schaub,RG,LAR,12
Roy Babineaux,LT,LAC,-4
Russ Morrison,LG,NO,0
Russel Forsett,RG,ATL,0
Ryan St. Clair,C,JAX,8
Sal Rowe,C,CIN,-9
Sammy Clifford,C,LV,4
Sammy Devine,C,LAC,-3
Scott Owens,RG,DEN,1
Sean McCormick,RG,CAR,-6
Stephon Owens,RT,DET,-1
Steven Douglas,LG,JAX,1
Steven Reynolds,RT,NO,0
T.J. Shirley,LT,BAL,4
TJ Capps,RG,PIT,-3
Tashaun Wimbley,RG,TEN,-1
Tavares Horne Sr,RT,NE,-6
Ted Baldwin,RT,NYG,-4
Ted McLean,LT,BUF,12
Thad Barber,C,NE,-3
Tremaine Green,RG,TB,-1
Troy Stearn,C,MIA,4
Troy Tatum,RG,GB,-2
Tyler Diarse,C,SEA,0
Tyree Brooks,RG,CHI,4
Tyval Sheppard,LG,WAS,0
Ukeme Ogbah-Kongbo,RG,NYG,0
Vantrise Rice,C,TB,-1
Von Jefferson,C,CAR,-9
Walter Lewis,LG,LV,-2
Will Langford,LT,MIN,1
Will Whittington,LG,BUF,-2
Zac Hankins,RG,CLE,-2
Zac Peerman,LG,HOU,10
Zach Ferguson,RG,ARI,-6
