Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
11,DT,Jeremy,Mboup,Jeremy Mboup,PIT,True,0,0,516,0,13,0,12,1,10,0,0,0,0,0,0,1,0,28,12,1,4,0,17,17,Jeremy,Mboup,JeremyMboup_34437,1809.0,1807.0,0.0,22.0,4.0,28.0,Signed,Normal,76.0,0.0,0.0,PIT,tier_4,38.75968992248062,42.63565891472868,1.937984496124031,32.94573643410853,48.44961240310078,1.937984496124031,0.0,-0.058823529411764705,PIT,3
15,MLB,Delarrin,Aguayo,Delarrin Aguayo,LAR,True,0,0,514,0,18,40,53,0,10,27,0,0,0,0,0,0,0,23,2,0,1,0,10,10,Delarrin,Aguayo,DelarrinAguayo_32319,1079.0,1077.0,2.0,23.0,3.0,23.0,Signed,Star,87.0,0.0,0.0,LAR,tier_2,7.782101167315175,8.754863813229573,0.0,5.836575875486381,138.13229571984436,0.0,5.252918287937743,2.7,LAR,-4
23,CB,Marcus,Gresham,Marcus Gresham,NYJ,True,0,33,853,0,4,37,46,0,10,28,33,0,1,0,0,8,0,17,0,0,0,0,13,12,Marcus,Gresham,MarcusGresham_30117,334.0,332.0,4.0,25.0,1.0,17.0,Signed,Star,78.0,0.0,0.0,NYJ,tier_4,0.0,0.0,1.1723329425556857,9.378663540445485,58.61664712778429,9.378663540445485,3.2825322391559206,1.5384615384615385,NYJ,-1
25,MLB,Keith,Fiore,Keith Fiore,NYJ,True,13,0,467,1,8,16,22,1,10,2,0,0,0,0,0,0,0,17,0,1,0,0,15,4,Keith,Fiore,KeithFiore_3463250,2215.0,2213.0,0.0,22.0,63.0,17.0,Signed,Normal,67.0,0.0,0.0,NYJ,tier_6,0.0,0.0,4.282655246252677,0.0,64.23982869379014,0.0,0.4282655246252677,0.13333333333333333,NYJ,1
37,ROLB,Alex,Lowry,Alex Lowry,LAC,True,0,0,469,0,4,17,20,0,10,6,0,0,0,0,0,0,0,7,0,0,0,0,17,2,Alex,Lowry,AlexLowry_3163370,2744.0,2742.0,3.0,25.0,63.0,7.0,Signed,Normal,60.0,0.0,0.0,LAC,tier_6,0.0,0.0,0.0,0.0,51.172707889125796,0.0,1.279317697228145,0.35294117647058826,LAC,-4
40,DT,Ta'ita'i,Kekoa,Ta'ita'i Kekoa,NO,True,0,0,637,0,13,23,32,1,10,0,0,0,0,0,0,1,0,26,15,0,3,0,15,1,Ta'ita'i,Kekoa,,543.0,541.0,4.0,26.0,3.0,26.0,Signed,Star,72.0,0.0,0.0,NO,tier_5,32.96703296703297,35.321821036106755,0.0,29.82731554160126,70.64364207221351,1.5698587127158556,0.0,-0.06666666666666667,NO,-2
76,LOLB,Gehrig,Hood-Teller,Gehrig Hood-Teller,DAL,True,0,0,332,0,4,4,7,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,15,2,Gehrig,Hood-Teller,GehrigHood-Teller_3363365,1353.0,1351.0,1.0,23.0,63.0,10.0,Signed,Normal,60.0,0.0,0.0,DAL,tier_6,0.0,0.0,0.0,0.0,33.13253012048193,0.0,0.0,0.0,DAL,-5
78,LE,Harold,Perkins,Harold Perkins,LAR,True,0,0,698,0,12,28,34,0,10,0,0,0,0,0,0,0,0,23,16,2,4,0,17,17,Harold,Perkins,,1058.0,1056.0,9.0,30.0,1.0,23.0,Signed,Star,79.0,0.0,0.0,LAR,tier_4,34.383954154727796,37.249283667621775,2.865329512893983,28.65329512893983,65.9025787965616,0.0,0.0,0.0,LAR,0
137,ROLB,Joe,Long,Joe Long,MIN,True,0,0,400,0,4,9,12,0,10,1,0,0,0,0,0,0,0,30,0,0,0,0,17,2,Joe,Long,JoeLong_34532,604.0,602.0,0.0,23.0,5.0,30.0,Signed,Normal,67.0,0.0,0.0,MIN,tier_6,0.0,0.0,0.0,0.0,40.0,0.0,0.25,0.058823529411764705,MIN,-6
220,RE,Austin,Jackson,Austin Jackson,ARI,True,0,0,686,0,9,18,23,1,10,0,0,0,0,0,0,1,0,6,6,0,3,0,15,2,Austin,Jackson,AustinJackson_33620,3375.0,3373.0,1.0,23.0,6.0,6.0,Signed,Normal,71.0,0.0,0.0,ARI,tier_5,17.49271137026239,19.67930029154519,0.0,14.577259475218659,46.647230320699705,1.4577259475218658,0.0,-0.06666666666666667,ARI,-3
222,FS,Markelle,Rodgers,Markelle Rodgers,CHI,True,0,36,903,0,35,36,59,0,10,24,36,0,1,0,0,3,0,0,0,0,0,0,15,15,Markelle,Rodgers,MarkelleRodgers_34319,2306.0,2304.0,0.0,23.0,3.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,0.0,0.0,1.1074197120708749,3.3222591362126246,104.09745293466224,3.3222591362126246,2.6578073089700998,1.4,CHI,2
228,MLB,Barrett,Carter,Barrett Carter,LAC,True,0,0,1008,0,24,75,102,0,10,51,0,0,0,0,0,5,0,7,5,0,3,0,16,16,Barrett,Carter,,3242.0,3240.0,10.0,31.0,1.0,7.0,Signed,Star,83.0,0.0,0.0,LAC,tier_3,10.912698412698411,12.40079365079365,0.0,12.896825396825395,125.0,4.9603174603174605,5.059523809523809,2.875,LAC,-3
282,SS,Brian,Barnett,Brian Barnett,LAC,True,13,12,421,1,10,16,25,0,10,8,12,0,1,0,0,5,0,7,0,1,0,0,17,0,Brian,Barnett,BrianBarnett_32214,818.0,816.0,2.0,23.0,2.0,7.0,Signed,Normal,72.0,0.0,0.0,LAC,tier_5,0.0,0.0,7.125890736342043,11.876484560570072,83.1353919239905,11.876484560570072,1.9002375296912115,0.17647058823529413,LAC,11
295,LOLB,Demarcus,Riddick,Demarcus Riddick,DET,True,0,37,1105,0,27,78,110,1,10,39,21,0,2,0,0,0,0,18,3,1,0,0,17,17,Demarcus,Riddick,,1811.0,1809.0,6.0,28.0,1.0,18.0,Signed,Star,77.0,0.0,0.0,DET,tier_4,2.7149321266968323,2.7149321266968323,2.7149321266968323,2.7149321266968323,123.98190045248869,0.0,3.5294117647058822,2.2941176470588234,DET,-1
