FullName,Position,TeamName,SkillPointOL
Abdul Clement,LT,BAL,-4
Ahmad Cyprien,RG,TEN,-7
Ajani Cornelius,RG,DEN,1
Al Russell,C,ATL,-2
Alex Alfaro,C,CHI,1
Aliou Bah,RG,KC,-3
Andre Westbrook,RG,KC,7
Andrew Chamblee,LT,DAL,4
Andrew Moon,LG,CHI,1
Andrew Page,C,CLE,1
Andrew Thomas,LT,LAR,1
Andy Chambers,C,TB,-6
Angelo Barnett,LG,KC,-2
Anton Harrison,LT,CAR,1
Asante Nalbone,LT,CIN,6
Ashton Beers,LT,MIN,-7
Austin Posey,RT,PHI,1
Baxter Durbin,RG,DAL,-2
Ben Christman,LG,PIT,4
Benjamin Meander-Camp,C,DET,1
Billy Schrauth,LG,SEA,1
Blake Jenkins,RT,NYJ,5
Brandon Burke,C,CAR,-2
Broderick Jones,LT,PIT,-5
Bryan McDaniel,LT,GB,2
Caleb Siech,RT,TEN,1
Calvin Joseph Jr,LG,TB,-1
Cam'Ron Johnson,LG,DAL,2
Cayden Sweatt,C,SF,12
Charlie Phillips,C,NYJ,-5
Charlie Randolph,LG,LAC,3
Chase Bisontis,RG,LAR,-4
Chester Sheppard,LG,IND,-2
Colt Jackson,LT,NE,-4
Colton Lang,RT,JAX,6
Conner Forristall,C,PHI,-5
Connor Lew,C,NYG,12
Cooper Beebee,LG,MIN,4
Cooper Patterson,RG,CAR,2
Curt Peralta,LG,LAR,-2
Curtis Rivers,C,ARI,-3
D.J. Smith-Morris,RT,ARI,4
Dakota Mooney,LG,JAX,1
Daniel Rhodes,C,JAX,1
Darius Woodbury,RG,LV,-1
Darnell Wright,RT,DET,0
Darren Stephenson,RG,HOU,6
Daymond McCleod,LT,WAS,-4
DeAndre Martin,RG,JAX,0
Deion Monroe,LT,ATL,4
Delmar Glaze,RT,LAC,4
Deorius Hill,LT,MIA,2
Derek Irons,RG,NYG,4
Devin Nicholson,C,NO,0
Dexter Holcomb,RT,ARI,1
Donnell Derby,LT,BUF,1
Donte Harris,C,SF,3
Douglas Utu,C,PIT,1
Duane Fenderson,RT,BAL,4
Duce Dowdle,RG,SF,-1
E.J. Harris,RG,NYG,2
Ekene Ogboko,RT,DAL,6
Elijah Pritchett,LT,NYG,-1
Emmett Charles,C,IND,1
Emmett Harper,RT,MIN,5
Enzo DePaola,RT,NO,1
Eric Tucker,C,KC,4
Erik Hartwig,RG,MIA,-1
Ezra Dotson-Oyetade,C,WAS,-3
Francis Mauigoa,RT,JAX,1
Gavin Ellis,RT,NYG,5
Glen Childress,RG,DET,3
Graham Barton,RG,PIT,-5
Greg Feeny,LT,CAR,0
Guerby Lambert,RT,MIA,4
Hayden Whittington,C,CIN,8
Hudson Perroni,RG,NYJ,3
Hunter Nagel,LT,CLE,6
Immanuel Iheanacho,RT,LAR,-1
Isendre Ahfua,RG,MIN,10
J'ven Williams,LT,SF,-6
JP Benzschawel,RT,GB,3
JacQawn McRoy,RT,CHI,2
Jack Lange,RT,BUF,2
Jackson Powers-Johnson,C,TEN,2
Jacob Krueger,LG,GB,-2
Jahdae Smith,LT,SEA,1
Jake Batson,RG,SEA,5
Jalen Payton,RT,HOU,3
Jalyn Peterson,C,HOU,1
Jameel Lucas,RT,NYG,7
Jameel Smith Jr,LG,NO,-2
James Durand,LG,BAL,0
James Skillin,C,LV,0
Jared Peterson,RT,DET,3
Jayden Williams,RT,NE,0
Jaylen Early,RG,WAS,-1
Jeremy Washington,RG,ATL,13
Joe Alt,LT,KC,3
Joel Thomas,C,NE,10
John Chamberlain,LT,LV,-1
John O'Rourke,RT,LV,-1
John Uwaezuoke,LG,BUF,0
Jonathan Crawford,C,MIA,4
Jordan McCain,LG,LAC,6
Jordan Tonga,RG,CAR,-6
Josh Parks,RT,NO,6
Josiah Thompson,RT,WAS,-1
Junior Hines,LG,TEN,2
Justin Hasenhuetl,RG,GB,-1
Kadyn Proctor,LT,CLE,-2
Kasey Taylor,RT,CHI,7
Keegan Silva,C,SEA,-2
Kelvin Banks Jr,LG,WAS,-1
Kennyi Jarrel,RG,BAL,10
Kevin Norris,LT,DAL,1
Keyshawn Downing,LG,LV,6
Kinglsey Suamataia,RT,SF,0
Kingtriton Samuela,LG,JAX,-6
Knijeah Harris,LG,LV,13
Knox Ward,RG,ARI,2
Korbett Howard,LG,PHI,3
Lamar Brown,LG,CIN,4
Lance Heard,RG,HOU,-1
Landon Dickerson,LG,CAR,12
Leati Alofaituli,LG,CLE,-3
Lincoln Byron,LT,HOU,3
Logan Taylor,RT,KC,-2
Lonnie Bulluck,LT,IND,-7
Lucas Pollard,LG,NYG,5
Mackey Maillho,RT,TB,-1
Marcell Coleman,RT,IND,3
Marcus Henderson,RG,BUF,8
Marlon Russell,RG,PHI,-4
Masai Kalawaia,RT,MIA,2
Matthew Raymond,LT,JAX,3
Melvin Patton,RT,IND,-2
Michael Carroll,LG,NO,5
Michael Fasusi,LT,TEN,-5
Michael Pearson,LG,SF,4
Mike Milner,RG,SEA,-6
Mitch Carrington,RG,LAR,2
Monroe Freeling,LT,LAC,4
Morgan Sheldon,RT,DEN,-4
Nathan Anderson,LT,DET,0
Nolan Potter,LT,HOU,-1
Nolan Robbins,RG,TB,0
Odion Abdoulaye,LT,NYJ,-5
Oladayo Momodu,RT,ATL,2
Owen Hollenbeck,RG,PIT,-7
Parker Wesevich,RG,ATL,-1
Penei Sewell,RT,SEA,4
Quinci Ferguson,RG,CHI,-3
Raymond Pulido,RG,DET,8
Roshawn Holt,RT,PIT,1
Ryan Brubaker,C,DAL,-1
Ryder Lucas,LG,CIN,2
Rylan Harrell,LG,DEN,-2
Samson Okunlola,RT,CIN,1
Sean Parsons,RG,TEN,13
Shawn Holcomb,C,MIN,6
Simione Pale,LG,ARI,-4
Sione Auva'a,LG,NE,0
Steven Stogner,LG,MIA,-1
Tevaughn Wilkins,LT,KC,4
Trey Smith,RG,LAC,13
Trey Thurman,LT,PHI,2
Ty'quan Maye,LG,NYJ,0
Tye McCloud,LT,TB,-6
Tyler Cavanaugh,C,GB,4
Tyler Holliday,C,LAR,6
Tyler Linderbaum,C,BAL,0
Tyler Smith,LG,CLE,-1
Victor Smith,LT,ATL,4
Vince Clinton,C,BUF,4
Walter Nash,C,PIT,4
Walter Samuel,RG,NE,0
Will Alexander,C,DEN,8
Will Newton,RG,IND,-2
Will Olsen,RT,NO,0
Zach McClain,RT,DEN,10
Zach Weston,C,NE,1
