FullName,Position,TeamName,SkillPointOff
A'Shawn Boyce,TE,NYG,-2
Aaron Redding,TE,CLE,1
Abu Sama III,HB,LAR,3
Addison Sullivan,HB,DAL,-1
Adonis Coates,HB,GB,-1
Aeeron LeCounte,WR,SF,8
Aidan Chambers,WR,NO,-5
Alex Stephenson,HB,PIT,-4
Allen Massie,WR,BAL,0
Alvin Henderson,HB,ARI,-2
Amare Thomas,WR,CLE,12
Amarion Johnson,HB,BUF,1
Amir Campbell,WR,ARI,-8
Andrew Williamson,HB,CIN,-2
Andrew Wright,WR,KC,-1
Anthony Hillhouse,HB,NE,6
Anthony Keenan III,HB,CLE,0
Anthony Lynch,WR,LAC,-5
Antonio Williams,WR,SF,0
Antonio Yancey Jr,HB,CAR,-4
Antwan Rushing Jr,WR,LAR,-4
Benjamin Brahmer,TE,BAL,1
Bishop Wallace Jr,WR,JAX,2
Bo Jackson,HB,PHI,3
Brandon Billingsley,HB,BUF,-3
Brandon Inniss,WR,GB,-2
Brandon Johnson,HB,PIT,-1
Brandon Polk,TE,NYJ,10
Brayden Winslow,TE,PHI,-3
Braylon Holt,WR,JAX,-3
Brett Norfleet,TE,DET,-1
Brian Bonner,HB,MIN,-4
Brian Thomas Jr,WR,MIA,-7
Brock Bowers,TE,LAC,8
Brock Harris,TE,LAC,-1
Broderick Culliver,HB,JAX,3
Bryant Wesco,WR,DEN,0
Bryce Colbert,HB,NYG,4
Caden Durham,HB,NYJ,-1
Caden Prieskorn,TE,MIA,2
Caleb Cunningham,WR,PIT,-2
Caleb Williams,WR,CAR,-8
Calvin Russell,WR,DET,-2
Cam Driscoll,WR,NYG,-4
Camden Jennings,WR,TEN,-4
Cameron Hayes,WR,BAL,0
Cassius Parrish,WR,PIT,10
Cedric Baxter,HB,DEN,10
Cha'ce McKnight,WR,MIN,-1
Chris Henry Jr,WR,NYJ,2
Chris Ryans,HB,DAL,-6
Collin Fowler,TE,MIN,-3
Cordale Russell,WR,NE,-1
Da'Saahn Brame,TE,NE,1
Daithan Faulkner,WR,MIA,-7
Dakorien Moore,WR,NO,-4
Daniel Powell,WR,KC,-8
Darien Williams,WR,NYJ,4
Darren Barker,WR,CLE,6
Dashaun Carter Jr,HB,NYG,-5
Davian Groce,HB,TB,0
David Reddick,HB,NYJ,-3
De'Angelo Booker,WR,ATL,6
DeAngelo McKee,WR,SF,4
Dee Barker,HB,CHI,10
Dee Wallace,WR,DET,2
Delroy Crocker III,TE,CHI,-3
Derek Meadows,WR,NYG,0
Deshonne Redeaux,HB,LAC,-3
Devin Mullins,WR,WAS,1
Doug Pryor III,HB,BAL,0
Dwayne Davis Jr,HB,SEA,0
Elic Ayomanor,WR,ARI,-4
Emmett Lincoln,HB,LV,6
Evan Hamlin,WR,SEA,-5
Everett Sharper,TE,JAX,-2
Ezekiel Burton,WR,PHI,10
Fluff Thomas,HB,HOU,3
Gabe Woods,HB,KC,6
Gatlin Bair,WR,LV,-3
Gerrad Butler,WR,CIN,3
Harper Stevenson,WR,SF,-4
Hendon Villa,TE,TEN,0
J'Shawn Gaffney Jr,HB,DEN,5
Ja'Marr Chase,WR,CHI,-2
Jabari Brady,WR,TB,3
Jackson Lacy,WR,HOU,7
Jaden Hamm,TE,WAS,-5
Jadon Stephens,HB,WAS,-5
Jaime Ffrench,WR,SEA,1
Jalin Conyers,TE,LAR,2
Jamari Hopkins,HB,ATL,0
Jarrad Pippens,HB,WAS,-3
Javier Allen,HB,SEA,7
Jaxon Smith-Njigba,WR,KC,7
Jayon Mathis,HB,WAS,-3
Jayvon Blaylock,HB,MIA,3
Jeff Parks,WR,NE,-3
Jeremiah Smith,WR,DAL,1
Jerome Myles,WR,CHI,4
Jerrick Gibson,HB,CAR,1
Joe Burney,WR,TEN,-3
Joe Kennard,WR,BUF,8
Joel Dugans,WR,LV,4
John Fitzgerald Jr,HB,LAC,3
Johnnie Davis Jr,WR,CHI,11
Johntay Cook II,WR,NYG,12
Jordin Pettis,WR,ATL,-2
Josh Bowman,TE,CLE,-1
Josh Crawford,HB,ATL,-1
Josh Gilmore,WR,LAC,2
Josh McKenzie,WR,LAR,-3
Junior Clayborn,WR,DAL,0
Justin Broyles,HB,TB,2
K'Vonte Donnell,WR,IND,-4
Kaleb Edwards,TE,DET,3
Kaliq Lockett,WR,MIA,-2
Kamron Mikell,WR,LAR,-1
Kareem Nelson Jr,WR,MIN,6
Karmello English,WR,SEA,2
Kenton Valentine Jr,WR,TEN,-3
Kentrell Davenport,HB,LV,5
Kenya Lippett,HB,LAR,7
Keon Coleman,WR,DAL,3
Kiotti Armstrong,TE,BUF,-4
Kyndall Young,HB,SF,1
LaMarcus Clinton,HB,BAL,0
Lamar Ivy,WR,BUF,5
Li'dre Jenkins,WR,HOU,-2
Linkon Cure,TE,SF,-3
Logan Daniels,HB,DET,-3
Lucky Aldridge,HB,IND,1
Luther Burden III,WR,DET,-1
Malik Nabers,WR,CLE,-6
Marcus Lamb,WR,NYJ,1
Marcus Ware,HB,NYJ,-2
Marquez Pearman,HB,DAL,-2
Martin Leyva,WR,ARI,2
Marvin Harrison Jr,WR,WAS,-1
Matrell Carter,HB,DET,-2
