Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
36,P,David,Foster,David Foster,NYG,0,3145,3462,0,79,28,71,0,52,10,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,15,David,Foster,400.0,398.0,1.0,15.0,Signed,73.0,0.0,0.0,NYG,tier_5,,,,0.0,43.822784810126585,0.9084344309647603,NYG,1
49,K,Riley,Rogers,Riley Rogers,PHI,0,0,0,0,0,0,81,40,0,10,81,False,0,0,36,39,0,14,11,6,5,0,6,5,29,59,15,12,55,9,9,0,15,Riley,Rogers,2343.0,2341.0,3.0,12.0,Signed,82.0,0.0,0.0,PHI,tier_3,0.8055555555555556,0.975,0.72,,,,PHI,-1
52,P,Tory,Taylor,Tory Taylor,LAR,0,2861,3162,0,72,21,74,0,45,10,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,15,Tory,Taylor,2940.0,2938.0,7.0,23.0,Signed,73.0,0.0,0.0,LAR,tier_5,,,,0.19047619047619047,43.916666666666664,0.9048070841239721,LAR,-2
79,P,Jack,Fox,Jack Fox,SEA,0,2879,3139,0,70,25,70,0,46,10,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0,0,0,15,Jack,Fox,858.0,856.0,13.0,27.0,Signed,76.0,0.0,0.0,SEA,tier_4,,,,0.0,44.84285714285714,0.9171710735903154,SEA,2
85,K,Joey,Slye,Joey Slye,MIN,0,0,0,0,0,0,37,23,0,10,0,False,0,0,18,20,0,7,6,2,3,0,2,3,16,53,14,30,0,5,6,0,15,Joey,Slye,2409.0,2407.0,12.0,30.0,Signed,73.0,0.0,0.0,MIN,tier_5,0.8888888888888888,0.8695652173913043,0.8461538461538461,,,,MIN,3
109,K,Artie,Markham,Artie Markham,CHI,0,0,0,0,0,0,53,33,0,10,0,False,0,0,24,32,0,7,7,6,4,0,6,4,17,49,14,0,0,0,7,0,15,Artie,Markham,405.0,403.0,1.0,0.0,Signed,71.0,0.0,0.0,CHI,tier_5,0.7083333333333334,0.9696969696969697,0.5,,,,CHI,-4
118,K,Gabe,Brkic,Gabe Brkic,BUF,0,0,0,0,0,0,138,40,0,10,81,False,0,0,25,39,0,9,12,4,0,0,4,0,22,57,15,2,53,6,12,0,15,Gabe,Brkic,2411.0,2409.0,8.0,2.0,Signed,81.0,0.0,0.0,BUF,tier_3,0.88,0.975,0.8571428571428571,,,,BUF,2
125,P,Joshua,Conwell,Joshua Conwell,PHI,0,1934,2266,0,47,19,1,0,62,10,1,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,15,Joshua,Conwell,1120.0,1118.0,2.0,12.0,Signed,79.0,0.0,0.0,PHI,tier_4,,,,0.42105263157894735,48.212765957446805,0.853486319505737,PHI,-3
129,P,Alan,Brackett,Alan Brackett,CLE,0,2931,3146,0,71,29,151,0,46,10,77,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,4,37,0,0,0,15,Alan,Brackett,1771.0,1769.0,2.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,,,,0.3103448275862069,44.309859154929576,0.9316592498410681,CLE,-4
160,P,Jake,Camarda,Jake Camarda,NYJ,0,2793,3134,0,68,19,147,0,52,10,79,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,17,52,0,0,0,15,Jake,Camarda,3744.0,3742.0,9.0,17.0,Signed,80.0,0.0,0.0,NYJ,tier_3,,,,0.3157894736842105,46.088235294117645,0.891193363114231,NYJ,-5
