FullName,Position,TeamName,SkillPointOL
Aaron Banks,LG,SF,5
Abraham Lucas,RT,SEA,-7
Alex Cappa,RG,CIN,-3
Alijah Vera-Tucker,RT,NYJ,5
Amarius Mims,LT,DAL,10
Andre James,C,TEN,-3
Andrew Thomas,LT,NYG,-10
Andrew Vorhees,LG,BAL,6
Anthony Bradford,LG,SEA,0
Anton Harrison,RT,JAX,-3
Austin Corbett,RG,CAR,0
Austin Jackson,RT,LV,-3
Ben Cleveland,RG,BAL,-2
Ben Jones,C,PIT,-2
Ben Powers,LG,DEN,-3
Braden Smith,RT,IND,-8
Bradley Bozeman,C,CAR,-5
Brady Christensen,LG,CAR,10
Brandon Coleman,LT,LAC,6
Brandon Scherff,RG,JAX,3
Braxton Jones,LT,CHI,5
Brian Allen,C,LAR,0
Brian O'Neill,RT,MIN,0
Broderick Jones,RT,PIT,2
Cam Jurgens,RG,PHI,2
Cam Robinson,LT,KC,0
Charles Cross,LT,SEA,2
Charles Leno Jr,LT,WAS,6
Chris Lindstrom,RG,ATL,-5
Christian Darrisaw,LT,MIN,-4
Christian Mahogany,RG,MIA,3
Cody Ford,RG,IND,1
Cody Mauch,RG,TB,0
Cody Whitehair,LG,PIT,-2
Cole Strange,LG,NE,-3
Connor McGovern,LG,BUF,2
Connor Williams,C,MIA,1
Cordell Volson,LG,CIN,1
Corey Linsley,C,LAC,4
Creed Humphrey,C,KC,4
D.J. Humphries,LT,ARI,-3
Damien Lewis,LG,ARI,5
Dan Moore Jr,LT,PIT,10
Darnell Wright,RT,CHI,2
David Andrews,C,NE,-3
David Edwards,LG,NYJ,-2
Dion Dawkins,LT,BUF,2
Donovan Jackson,RG,LV,-7
Donovan Smith,LT,PHI,0
Drew Dalman,C,ATL,2
Dylan McMahon,C,DEN,-6
Dylan Parham,LG,LV,-6
Ed Ingram,RG,MIN,6
Erik McCoy,C,NO,-3
Ethan Pocic,C,CLE,5
Evan Brown,C,GB,6
Ezra Cleveland,LG,JAX,5
Frank Ragnow,C,DET,1
Garett Bolles,LT,DEN,4
Garret Greenfield,LT,NO,-2
Garrett Bradbury,C,MIN,-8
Graham Barton,LG,WAS,-2
Graham Glasgow,RG,NYJ,10
Gunner Britton,RT,NYG,6
Gus Hartwig,C,CHI,1
Hjalte Froholdt,C,ARI,6
Ikem Ekwonu,LT,CAR,-6
JC Latham,RT,GB,0
Jack Conklin,RT,CLE,0
Jake Brendel,C,SF,2
Jake Matthews,LT,ATL,2
Jamaree Salyer,RG,LAC,5
James Daniels,RG,PIT,-8
James Hurst,LG,NYG,12
Jason Kelce,C,PHI,0
Javion Cohen,LG,MIN,1
Jawaan Taylor,RT,KC,2
Jedrick Wills Jr,LT,CLE,0
Joe Alt,LT,NYJ,-6
Joe Thuney,LG,KC,0
Joe Tippmann,C,NYJ,2
Joel Bitonio,LG,CLE,1
John Michael Schmitz Jr,C,NYG,-2
John Simpson,LG,GB,-2
Jon Runyan,RG,SEA,-2
Jonah Jackson,LG,LAR,2
Kaleb McGary,RT,ATL,-3
Kevin Dotson,RG,TEN,9
Kevin Zeitler,RG,DET,0
Kinglsey Suamataia,RT,SF,8
Kiran Amegadjie,RG,GB,2
Kolton Miller,LT,LV,-2
La'el Collins,RT,NE,-7
LaDarius Henderson,LG,MIA,1
Landon Dickerson,LG,PHI,1
Lane Johnson,RT,PHI,3
Laremy Tunsil,LT,HOU,-2
Matthew Bergeron,LG,ATL,0
Mekhi Becton Sr,RT,TB,0
Mike McGlinchey,RT,DEN,2
Mike Onwenu,RG,NE,-9
Morgan Moses,RT,BAL,2
Nate Davis,RG,CHI,6
Netane Muti,LG,DET,-2
Nicholas Petit-Frere,RT,TEN,-5
Nick Saldiveri,LG,NO,2
O'Cyrus Torrence,RG,BUF,10
Olumuyiwa Fashanu,LT,WAS,-7
Olusegun Oluwatimi,C,SEA,-5
Orlando Brown,LT,CIN,5
Paris Johnson Jr,RT,ARI,-7
Patrick Paul,RT,CIN,3
Penei Sewell,RT,DET,3
Peter Skoronski,LG,TEN,0
Quinn Meinerz,RG,DEN,8
Rob Havenstein,RT,LAR,-3
Robert Hunt,RG,LAR,9
Ronnie Stanley,LT,BAL,1
Ryan Jensen,C,TB,6
Ryan Kelly,C,IND,0
Sam Cosmi,RG,WAS,-3
Sedrick Van Pran,C,JAX,0
Shaq Mason,RG,HOU,-3
Spencer Brown,RT,BUF,2
Taliese Fuaga,RT,MIA,2
Taylor Decker,LT,DET,2
Taylor Moton,RT,CAR,4
Terence Steele,RT,DAL,9
Terron Armstead,LT,MIA,-1
Teven Jenkins,LG,CHI,0
Trent Brown,LT,LAR,-7
Trent Williams,LT,SF,2
Trevor Penning,LT,NO,6
Trey Smith,RG,KC,-2
Tristan Wirfs,LT,TB,-3
Troy Fautanu,LG,NYG,-6
Tyler Biadasz,C,DAL,-2
Tyler Linderbaum,C,BAL,2
Tyler Shatley,C,LV,1
Tyler Smith,LG,DAL,-2
Tyron Smith,LT,NE,4
Tytus Howard,LG,HOU,6
Walker Little,LT,JAX,0
Will Fries,RG,IND,-6
Will Hernandez,RG,ARI,9
Wyatt Teller,RG,CLE,6
Zach Tom,LT,GB,0
Zack Martin,RG,DAL,3
Zak Zinter,LG,SF,6
Zion Johnson,LG,LAC,6
