FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,PHI,-6
A.T. Perry,WR,NO,4
Adam Thielen,WR,ATL,3
Adonai Mitchell,WR,CHI,2
Ainias Smith,WR,CAR,-3
Alexander Mattison,HB,DEN,-4
Alvin Kamara,HB,LV,-3
Amari Cooper,WR,WAS,0
Amon-Ra St. Brown,WR,DET,1
Austin Ekeler,HB,MIN,-1
Barion Brown,WR,NYJ,-4
Bijan Robinson,HB,ATL,0
Blake Corum,HB,PHI,4
Braelon Allen,HB,IND,-4
Brandin Cooks,WR,DAL,-3
Brandon Aiyuk,WR,SF,6
Breece Hall,HB,NYJ,1
Brock Bowers,TE,LAC,1
Bryson Nesbit,TE,ARI,-4
Cade Otton,TE,TB,-7
Caden Prieskorn,TE,MIA,4
Calvin Ridley,WR,CLE,-1
Cameron Latu,TE,SF,-3
Cedric Tillman,WR,CLE,-2
CeeDee Lamb,WR,LAC,-4
Charlie Jones,WR,CIN,5
Chigoziem Okonkwo,TE,TEN,-6
Chris Olave,WR,NO,1
Christian Kirk,WR,JAX,4
Christian McCaffrey,HB,SF,1
Christian Watson,WR,GB,-1
Cole Kmet,TE,CHI,5
Colston Loveland,TE,IND,-7
Cooper Kupp,WR,LAR,-2
Curtis Samuel,WR,PIT,-4
D'Andre Swift,HB,CHI,0
D.J. Moore,WR,CHI,-1
D.K. Metcalf,WR,SEA,-1
Dae Dae Hunter,HB,BAL,3
Dallas Goedert,TE,PHI,-3
Dalton Kincaid,TE,BUF,0
Dalton Schultz,TE,HOU,-2
Dameon Pierce,HB,DAL,-1
Damien Martinez,HB,PIT,-6
Daniel Bellinger,TE,NYG,3
Darnell Mooney,WR,TB,1
David Montgomery,HB,DET,-5
David Njoku,TE,NE,-1
Dawson Knox,TE,LAR,2
DeAndre Hopkins,WR,BUF,-2
DeCorian Clark,WR,MIA,0
DeVonta Smith,WR,PHI,2
Demario Douglas,WR,NE,-3
Derrick Henry,HB,HOU,-4
Devin Duvernay,WR,BUF,-4
Devin Singletary,HB,HOU,-2
Diontae Johnson,WR,CAR,-5
Donovan Edwards,HB,NYG,6
Donovan Peoples-Jones,WR,DET,0
Dontayvion Wicks,WR,GB,2
Drake London,WR,ATL,-1
Dylan Laube,HB,DET,11
Elijah Mitchell,HB,MIA,3
Elijah Moore,WR,CLE,-1
Erick All,TE,DEN,-1
Evan Engram,TE,JAX,-5
Evan Stewart,WR,MIN,-6
Foster Moreau,TE,NO,3
Gabe Davis,WR,TEN,1
Garrett Wilson,WR,NYJ,2
Gary Bryant Jr.,WR,MIA,-1
George Pettaway,HB,CAR,-3
George Pickens,WR,LV,8
Hunter Henry,TE,CIN,3
Isaiah Bond,WR,TEN,-4
Isaiah Davis,HB,LAR,3
Isaiah Likely,TE,BAL,0
Isaiah Spiller,HB,LAC,-4
Isiah Pacheco,HB,KC,7
J.Michael Sturdivant,WR,BAL,-2
