FullName,Position,TeamName,SkillPointDef
A.J. Terrell Jr,CB,ATL,-2
AJ Finley,FS,LAC,1
Aaron Beasley,MLB,MIA,4
Aaron Lewis,RE,SF,-1
Abdul Carter,LOLB,CHI,7
Adoree' Jackson,CB,LAC,9
Aidan Hutchinson,RE,DET,-1
Akayleb Evans,CB,MIN,1
Akeem Davis-Gaither,LOLB,NE,-1
Akeem Dent,FS,LV,-1
Akheem Mesidor,LE,DAL,7
Alakai Gilman,FS,TEN,-4
Alex Highsmith,RE,PIT,3
Alim McNeill,DT,DET,1
Amani Hooker,SS,TEN,5
Amare Barno,RE,CAR,-2
Amari Burney,MLB,LV,1
Ambry Thomas,CB,GB,-5
Amorion Walker,CB,SEA,0
Andre Carter II,RE,NYG,-3
Andre Cisco,FS,JAX,6
Andre Jones Jr,LE,WAS,-3
Andre White,MLB,DEN,-3
Andrew Mukuba,SS,LV,-4
Andrew Wingard,SS,JAX,-7
Anthony Walker Jr,MLB,ATL,-2
Antoine Winfield Jr,FS,TB,-3
Antonio Johnson,FS,JAX,-8
Arden Key,LE,TEN,-5
Arik Armstead,DT,MIN,2
Arron Mosby,LOLB,MIA,-4
Avonte Maddox,CB,HOU,2
Azeez Ojulari,LE,MIN,-1
BJ Thompson,RE,KC,5
Barrett Carter,MLB,ARI,8
Barryn Sorrell,LE,CHI,-3
Baylon Spector,LOLB,BUF,8
Bear Alexander,DT,NE,6
Beau Brade,FS,LAR,-3
Benjamin Morrison,CB,ARI,-3
Benjamin St-Juste,CB,WAS,-2
Blake Cashman,LOLB,WAS,-5
Bobby Okereke,MLB,IND,2
Boogie Basham Jr,RE,TEN,-2
Braden Fiske,DT,CAR,6
Bradley Chubb,RE,MIA,0
Braiden McGregor,LE,NE,2
Bralen Trice,RE,CHI,-3
Brandon Graham,LE,KC,5
Brandon Jones,SS,GB,0
Brian Asamoah II,MLB,MIN,-1
Brian Branch,SS,DET,11
Brian Burns,RE,HOU,2
Broderick Washington Jr,DT,BAL,-4
Brodric Martin,DT,DET,-3
Bryan Addison,FS,GB,-5
Bryan Cook,FS,SEA,0
Bryce Gallagher,MLB,SEA,-3
Bryce Huff,LE,NYJ,2
Bud Clark,FS,DAL,3
Budda Baker,SS,DAL,-5
Buddy Johnson,ROLB,LV,-5
Byron Murphy II,DT,HOU,-2
Byron Murphy Jr,CB,MIN,2
Byron Young,DT,LV,-3
Byron Young,RE,LAR,1
C.J. Gardner-Johnson,FS,CHI,0
C.J. Mosley,MLB,NYJ,9
Caelen Carson,CB,CAR,0
Caleb Murphy,RE,TEN,-4
Calen Bullock,SS,PIT,6
Calijah Kancey,DT,TB,10
Cam Hart,CB,SF,5
Cam Smith,CB,MIA,0
Cam Taylor-Britt,CB,CIN,6
Cameron Goode,LE,MIA,-3
Cameron Heyward,DT,KC,-5
Cameron Mitchell,CB,CLE,0
Cameron Sutton,CB,DET,-3
Cameron Thomas,LE,ARI,2
Camryn Bynum,FS,IND,-5
Carl Granderson,RE,NO,2
Carlton Davis III,CB,DEN,1
Carrington Valentine,CB,GB,4
Cedric Gray,MLB,TB,0
Cedric Johnson,RE,DET,6
Chad Muma,ROLB,JAX,0
Chamarri Conner,FS,KC,7
Chance Campbell,LOLB,KC,-8
Channing Tindall,LOLB,CAR,0
Charvarius Ward,CB,MIN,-3
Chase Williams,FS,NE,-5
Chase Young,RE,NE,-1
Chauncey Golston,DT,IND,4
Chop Robinson,RE,WAS,3
Chris Jones,DT,ARI,3
Chris Russell Jr.,MLB,LAR,1
Christian Barmore,DT,NE,-4
Christian Benford,CB,BUF,1
Christian Gonzalez,CB,NE,-3
Christian Harris,LOLB,HOU,3
Christian Wilkins,DT,MIA,-4
Christopher Smith II,SS,LV,9
Clark Phillips III,CB,ATL,-3
Claudin Cherelus,MLB,CAR,1
Clayton Smith,LE,LAC,-5
Cobee Bryant,CB,GB,-5
Cobie Durant,CB,LAR,1
Coby Bryant,CB,SEA,-1
Cody Lindenberg,ROLB,LAC,-8
Cole Bishop,FS,GB,-2
Cole Holcomb,MLB,PIT,8
Collin Oliver,RE,ARI,0
Cooper DeJean,CB,LAC,0
Cordale Flott,CB,NYG,-2
Corey Coley Jr.,CB,HOU,-1
Curtis Jacobs,LOLB,LAC,1
D'Marco Jackson,MLB,NO,2
D.J. James,CB,ATL,6
D.J. Reed Jr,CB,NYJ,0
DJ Johnson,LE,CAR,-1
DJ Turner,CB,CIN,2
Da'Ron Payne,DT,WAS,1
DaRon Bland,CB,DAL,-4
Daiyan Henley,ROLB,LAC,7
Dallas Gant,ROLB,MIN,-6
Dallas Turner,RE,SEA,-2
Damone Clark,ROLB,DAL,2
Dani Dennis-Sutton,LE,NE,2
Daniel Scott,SS,IND,-3
Danielle Hunter,LE,CIN,0
Danny Stutsman,LOLB,DAL,6
Darien Butler,MLB,TEN,-3
Darious Williams,CB,NYG,-3
Darius Muasau,LOLB,MIA,1
Darrell Luter Jr,CB,SF,0
Darren Agu,LE,HOU,-1
Darrian Beavers,LOLB,ATL,-6
Dasan McCullough,ROLB,PHI,-5
David Bailey,RE,ATL,1
David Long Jr,ROLB,SEA,5
David Ojabo,RE,BAL,-2
David Onyemata,DT,ATL,8
David Reese,ROLB,CHI,-8
David Ugwoegbu,LOLB,ARI,-8
David Walker,RE,DAL,0
Davison Igbinosun,CB,PHI,-3
Daxton Hill,FS,CIN,2
Daylan Dotson,RE,MIA,-3
Daylen Everette,CB,PIT,0
Dayo Odeyingbo,LE,IND,-1
De'Vondre Campbell,MLB,GB,3
DeMarvion Overshown,MLB,DAL,8
DeShon Elliott,SS,LAR,-2
DeWayne Carter,DT,NYJ,10
Deantre Prince,CB,ARI,-2
Decorian Patterson,CB,LV,0
Dee Winters,ROLB,SF,-4
Demani Richardson,SS,JAX,-1
Demouy Kennedy,LOLB,DET,-3
Denzel Burke,CB,PIT,1
Denzel Ward,CB,CLE,1
Deone Walker,DT,WAS,2
Deontae Craig,LE,BUF,-1
Deonte Banks,CB,NYG,-2
Derek Stingley Jr,CB,HOU,-1
Derick Hall,LE,SEA,-3
Derion Kendrick,CB,LAR,6
Derrick Brown,DT,CAR,-2
Derrick Moore,LE,ATL,-2
Derrick Nnadi,DT,MIA,-2
Derwin James Jr,SS,HOU,2
Deshawn Holt,LOLB,SEA,-3
Desmond Evans,RE,BAL,-5
Devin Bush,ROLB,IND,1
Devin Lemear,FS,DEN,1
Devin Lloyd,LOLB,JAX,5
Devin White,MLB,HOU,-1
Devon Witherspoon,CB,SEA,-2
Devonte Wyatt,DT,GB,-5
Dexter Lawrence II,DT,NYG,-6
Dezjhon Malone,CB,KC,-1
Divine Deablo,MLB,LV,1
Dominick Poole,CB,TB,-3
Donovan Wilson,SS,SF,6
Dontae Manning,CB,LAR,4
Dontay Corleone,DT,SEA,0
Dorance Armstrong,RE,ATL,-4
Dorian Williams,LOLB,BUF,3
Drake Jackson,LE,SF,-2
Drake Thomas,ROLB,SEA,3
Dre Greenlaw,ROLB,SF,-5
Dre'Mont Jones,LE,TB,-1
Drew Sanders,ROLB,DEN,2
Drue Tranquill,LOLB,IND,3
Durante Jones,FS,PHI,-8
Dwight McGlothern,CB,JAX,-4
E.J. Speed,ROLB,TB,8
Easton Gibbs,ROLB,TEN,-2
Easton Mascarenas-Arnold,LOLB,DEN,-3
Ed Oliver,DT,BUF,-4
Edgerrin Cooper,LOLB,JAX,-9
Emmanuel Forbes Jr,CB,WAS,0
Ennis Rakestraw Jr,CB,NE,-3
Eric Stokes,CB,HOU,6
Ernest Hausmann,ROLB,CAR,-5
Ernest Jones,MLB,LAR,-5
Eyioma Uwazurike,DT,DEN,-4
Fabien Lovett Sr.,DT,NO,3
Felix Anudike-Uzomah,LE,KC,2
Fentrell Cypress II,CB,BAL,1
Fletcher Cox,DT,LV,-3
Foyesade Oluokun,MLB,JAX,2
Francisco Mauigoa,MLB,ATL,-2
Frankie Luvu,LOLB,LV,10
Fred Warner,MLB,SF,1
Gabe Jacas,LE,CAR,-5
Gabriel Murphy,LE,BUF,-3
Gaethan Bernadel,LOLB,CAR,-8
Garrett Williams,CB,ARI,1
Geno Stone,FS,BAL,6
Gervarrius Owens,FS,NYG,-6
Gervon Dexter,DT,CHI,6
Grady Jarrett,DT,ATL,-4
Grant Delpit,SS,CLE,1
Greg Newsome II,CB,LAC,-3
Greg Rousseau,LE,BUF,-2
Haason Reddick,LE,DEN,-5
Hamsah Nasirildeen,ROLB,WAS,-2
Harold Perkins,LE,TB,1
Harrison Phillips,DT,JAX,2
Harrison Smith,SS,BUF,4
Henry To'oTo'o,MLB,HOU,-7
Isaiah Foskey,RE,NO,-5
Isaiah Simmons,LOLB,PIT,16
Ivan Pace Jr,LOLB,MIN,-4
J.J. Weaver,LE,HOU,-1
JC Jackson,CB,IND,-1
JD Bertrand,MLB,JAX,-4
JL Skinner,SS,DEN,-4
JT Tuimoloau,RE,PHI,-4
Ja'Quan McMillian,CB,DEN,-3
Ja'Sir Taylor,CB,LAC,0
Jabril Cox,LOLB,NO,7
Jack Campbell,MLB,DET,-1
Jack Gibbens,LOLB,TEN,5
Jack Howell,FS,NO,1
Jack Kiser,ROLB,DAL,-8
Jack Sanborn,LOLB,CHI,-9
Jack Sawyer,RE,MIN,-3
Jackson Mitchell,MLB,PHI,-7
Jacob Dobbs,MLB,SEA,-7
Jacoby Mathews,SS,NO,-2
Jaden Hicks,SS,MIA,2
Jadeveon Clowney,LE,MIA,6
Jaheim Thomas,ROLB,CLE,-8
Jahlani Tavai,ROLB,ATL,6
Jaire Alexander,CB,BAL,3
Jaishawn Barham,MLB,NE,2
Jakorian Bennett,CB,LV,5
Jalan Catalon,SS,NYJ,-1
Jalen Carter,DT,PHI,-2
Jalen Graham,LOLB,SF,-3
Jalen Pitre,FS,HOU,0
Jalen Ramsey,CB,MIA,-1
Jamel Dean,CB,TB,0
James Bradberry IV,CB,PHI,1
James Houston IV,RE,CHI,2
James Williams,SS,ARI,-3
Jamien Sherwood,LOLB,ARI,1
Jamin Davis,ROLB,MIN,0
Jammie Robinson,SS,CAR,-3
Jamon Dumas-Johnson,MLB,GB,-3
Jaquan Brisker,SS,CHI,-4
Jaquan Sheppard,CB,BUF,-1
Jared Ivey,LE,NYG,-3
Jared Verse,LE,LAR,-6
Jarrick Bernard-Converse,CB,NYJ,-2
Jartavius Martin,CB,WAS,-5
Jason Henderson,MLB,MIA,0
Javon Bullard,FS,CAR,-2
Javon Hargrave,DT,SF,5
Jaycee Horn,CB,CAR,3
Jaylan Ford,MLB,CLE,8
Jaylen Harrell,LE,SEA,4
Jaylen Reed,FS,SF,9
Jaylen Watson,CB,ATL,3
Jaylin Simpson,FS,CIN,4
Jaylon Carlies,SS,GB,-4
Jaylon Johnson,CB,CHI,-2
Jayson Jones,DT,GB,0
Jeff Okudah,CB,IND,2
Jeffery Simmons,DT,TEN,-2
Jeffrey Bassa,MLB,CHI,8
Jeffrey M'ba,DT,MIN,5
Jer'Zhan Newton,DT,NYG,3
Jeremiah Owusu-Koramoah,ROLB,CLE,1
Jeremiah Trotter Jr.,LOLB,NE,4
Jeremy Chinn,CB,CAR,0
Jermaine Johnson II,RE,NYJ,-2
Jerome Baker,MLB,MIN,1
Jerrin Thompson,FS,MIA,-2
Jerry Jacobs,CB,NYG,0
Jestin Jacobs,MLB,DEN,2
Jevon Holland,FS,MIA,3
Jihaad Campbell,LOLB,CLE,7
Joe Tryon-Shoyinka,LE,BAL,-1
