FullName,Position,TeamName,SkillPointOL
Aaron Banks,LG,DET,-4
Aireontae Ersery,LT,JAX,-5
Ajani Cornelius,RG,DET,2
Alex Forsyth,C,DEN,3
Andrew Thomas,LT,NYG,-1
Anthony Bradford,LG,SEA,-3
Anton Harrison,RT,JAX,2
Austin Corbett,RG,CAR,5
Austin Jackson,RT,LV,-7
Ben Powers,LG,DEN,-3
Bernhard Raimann,LT,IND,-6
Blake Fisher,LT,IND,-3
Braden Smith,RT,HOU,4
Brady Christensen,LG,CAR,2
Brandon Coleman,LT,LAC,6
Brandon Scherff,RG,CIN,1
Braxton Jones,LT,CHI,1
Brian Allen,C,LAR,-6
Brian O'Neill,RT,MIN,-2
Broderick Jones,RT,PIT,0
Bryce Foster,C,CAR,0
Cade Berseford,LT,BUF,3
Caedan Wallace,LT,CLE,-6
Cam Jurgens,RG,PHI,-7
Cam Robinson,LT,KC,9
Cam'Ron Johnson,RG,SF,-6
Cesar Ruiz,RG,NO,-4
Charles Cross,LT,SEA,2
Chris Lindstrom,RG,ATL,3
Christian Darrisaw,LT,MIN,-4
Christian Haynes,RG,SEA,0
Christian Mahogany,RG,MIA,-6
Cody Mauch,RG,TB,-6
Cole Strange,LG,CLE,0
Connor McGovern,C,PHI,3
Connor McGovern,LG,BUF,-3
Connor Williams,C,MIA,-5
Cooper Beebee,LG,JAX,5
Cordell Volson,LG,CIN,3
Corey Stewart,LT,MIA,-2
Creed Humphrey,C,KC,3
D.J. Humphries,LT,ARI,0
Damien Lewis,LG,ARI,-8
Darnell Wright,RT,CHI,-3
David Andrews,C,ARI,-6
David Bakhtiari,LT,PIT,6
Dawand Jones,RT,CLE,0
Delmar Glaze,RT,BAL,6
Dion Dawkins,LT,BUF,2
Donovan Jackson,RG,LV,6
Drake Nugent,C,DAL,3
Drew Dalman,C,ATL,1
Ed Ingram,RG,MIN,2
Elgton Jenkins,LG,GB,3
Erik McCoy,C,NO,2
Ethan Pocic,C,CLE,-1
Ezra Cleveland,LG,JAX,4
Frank Ragnow,C,DET,3
Garett Bolles,LT,DEN,-8
Garret Greenfield,LT,NO,12
Garrett Bradbury,C,MIN,6
Graham Barton,LG,WAS,0
Graham Glasgow,RG,NYJ,2
Gunner Britton,RT,NYG,-7
Gus Hartwig,C,CHI,-3
Hjalte Froholdt,C,SEA,2
Ikem Ekwonu,LT,MIA,-2
Jack Conklin,RT,KC,0
Jack Nelson,RT,DAL,0
Jacob Gideon,C,LAC,6
Jager Burton,C,GB,3
Jake Brendel,C,SF,-3
Jake Matthews,LT,ATL,-7
Jamaree Salyer,RG,LAC,-4
James Daniels,RG,PIT,-7
James Hurst,LG,BAL,2
Javion Cohen,LG,MIN,1
Joe Alt,LT,NYJ,2
Joe Thuney,LG,KC,6
Joe Tippmann,C,NYJ,1
Joel Bitonio,LG,NE,-1
John Ojukwu,RT,SEA,3
Jon Gaines II,LG,ARI,6
Jonah Jackson,LG,TB,-6
Jonah Savaiinaea,LG,PIT,-3
Jordan Mailata,LT,PHI,-1
Josh Myers,C,TEN,2
Juice Scruggs,C,HOU,12
Kaleb McGary,RT,ATL,9
Kelvin Banks Jr,LG,LV,-7
Kenyon Green,LG,HOU,2
Kevin Dotson,RG,TEN,-1
Kevin Zeitler,RG,IND,2
Kinglsey Suamataia,RT,SF,0
Kolton Miller,LT,LV,-1
LaDarius Henderson,LG,MIA,1
Landon Dickerson,LG,PHI,2
Laremy Tunsil,LT,HOU,1
Lloyd Cushenberry III,C,WAS,-6
Matt Waletzko,LT,DAL,1
Matthew Bergeron,LG,ATL,2
Mekhi Becton Sr,RT,TB,0
Michael Jurgens,C,LV,12
Mike McGlinchey,RT,DEN,-3
Mike Onwenu,RG,NYG,5
Mitch Morse,C,NE,2
Morgan Moses,RT,NE,0
Nate Davis,RG,CHI,2
Nick Harris,C,HOU,0
Nick Saldiveri,LG,NO,-3
Nolan Potter,LT,DET,0
O'Cyrus Torrence,RG,BUF,-1
Olumuyiwa Fashanu,LT,WAS,-3
Orlando Brown,LT,CIN,8
Paris Johnson Jr,RT,ARI,-2
Patrick Paul,RT,CIN,2
Penei Sewell,RT,DET,-3
