FullName,Position,TeamName,SkillPointOff
A.J. Brown,WR,PHI,2
A.J. Dillon,HB,GB,0
Aaron Jones,HB,GB,1
Adam Thielen,WR,CAR,1
Adam Trautman,TE,DEN,0
Alec Pierce,WR,IND,-6
Alexander Mattison,HB,MIN,5
Allen Lazard,WR,NYJ,-2
Allen Robinson II,WR,PIT,-6
Alvin Kamara,HB,NO,-2
Amari Cooper,WR,CLE,-1
Amon-Ra St. Brown,WR,DET,4
Antonio Gibson,HB,WAS,4
Austin Hooper,TE,LV,-3
Bijan Robinson,HB,ATL,0
Brandin Cooks,WR,DAL,-5
Brandon Aiyuk,WR,SF,2
Braxton Berrios,WR,MIA,-3
Breece Hall,HB,NYJ,-1
Brian Robinson Jr,HB,WAS,0
Cade Otton,TE,TB,1
Calvin Austin III,WR,PIT,0
Calvin Ridley,WR,JAX,-4
Cedrick Wilson Jr,WR,MIA,-2
CeeDee Lamb,WR,DAL,3
Chigoziem Okonkwo,TE,TEN,-1
Chris Godwin,WR,TB,-2
Chris Olave,WR,NO,0
Christian Kirk,WR,JAX,0
Christian McCaffrey,HB,SF,-1
Christian Watson,WR,GB,2
Chuba Hubbard,HB,CAR,-5
Cole Kmet,TE,CHI,2
Connor Heyward,TE,PIT,1
Cooper Kupp,WR,LAR,-3
Courtland Sutton,WR,DEN,4
Curtis Samuel,WR,WAS,-1
D'Andre Swift,HB,PHI,1
D.J. Chark Jr,WR,CAR,-3
D.J. Moore,WR,CHI,2
D.K. Metcalf,WR,SEA,-2
Dallas Goedert,TE,PHI,-3
Dalton Kincaid,TE,BUF,6
Dalton Schultz,TE,HOU,4
Dameon Pierce,HB,HOU,-4
Daniel Bellinger,TE,NYG,-4
Darius Slayton,WR,NYG,-8
Darnell Mooney,WR,CHI,-6
Darnell Washington,TE,PIT,1
Darrell Henderson Jr,HB,DAL,-1
Davante Adams,WR,LV,0
David Montgomery,HB,DET,-1
David Njoku,TE,CLE,-1
Dawson Knox,TE,BUF,-4
DeAndre Hopkins,WR,TEN,4
DeVante Parker,WR,NE,-7
DeVonta Smith,WR,PHI,-3
Deebo Samuel,WR,SF,2
Derrick Henry,HB,TEN,-6
Deven Thompkins,WR,TB,-2
Diontae Johnson,WR,PIT,2
Donovan Peoples-Jones,WR,DET,-3
Drake London,WR,ATL,1
Elijah Moore,WR,CLE,-6
Evan Engram,TE,JAX,0
Ezekiel Elliott,HB,NE,-5
Gabe Davis,WR,BUF,0
Garrett Wilson,WR,NYJ,-2
George Kittle,TE,SF,-2
George Pickens,WR,PIT,2
Gerald Everett,TE,LAC,-1
Gus Edwards,HB,BAL,5
Hayden Hurst,TE,CAR,-4
Hunter Henry,TE,NE,-4
Hunter Renfrow,WR,LV,-2
Ian Thomas,TE,CAR,-4
Irv Smith Jr,TE,CIN,-4
Isaiah Hodgins,WR,NYG,-3
Isaiah Likely,TE,BAL,-3
Isaiah McKenzie,WR,IND,3
Isaiah Spiller,HB,LAC,-3
Isiah Pacheco,HB,KC,-5
Ja'Marr Chase,WR,CIN,3
Jahan Dotson,WR,WAS,-1
Jahmyr Gibbs,HB,DET,2
Jake Bobo,WR,SEA,7
Jake Ferguson,TE,DAL,3
Jakobi Meyers,WR,LV,2
Jaleel McLaughlin,HB,DEN,11
James Conner,HB,ARI,-3
James Cook,HB,BUF,0
Jameson Williams,WR,DET,0
Jauan Jennings,WR,SF,-1
Javonte Williams,HB,DEN,-2
Jaxon Smith-Njigba,WR,SEA,7
Jayden Reed,WR,GB,6
Jaylen Waddle,WR,MIA,2
Jaylen Warren,HB,PIT,-3
Jerick McKinnon,HB,KC,0
Jerome Ford,HB,CLE,1
Jerry Jeudy,WR,DEN,0
Joe Mixon,HB,CIN,-5
Jonathan Mingo,WR,CAR,-2
Jonathan Taylor,HB,IND,1
Jonnu Smith,TE,ATL,1
Jordan Addison,WR,MIN,7
Josh Downs,WR,IND,4
Josh Jacobs,HB,LV,-10
Josh Reynolds,WR,DET,3
Joshua Kelley,HB,LAC,0
Joshua Palmer,WR,LAC,1
JuJu Smith-Schuster,WR,NE,1
Justice Hill,HB,BAL,4
Justin Jefferson,WR,MIN,1
Juwan Johnson,TE,NO,-3
K.J. Osborn,WR,MIN,1
Kadarius Toney,WR,KC,1
Kareem Hunt,HB,CLE,2
Keenan Allen,WR,LAC,8
Kenneth Gainwell,HB,PHI,1
Kenneth Walker III,HB,SEA,-1
Khalil Herbert,HB,CHI,3
Kyle Pitts,TE,ATL,6
Kylen Granson,TE,IND,5
Kyren Williams,HB,LAR,11
Latavius Murray,HB,BUF,-1
Laviska Shenault Jr,WR,CAR,-2
Logan Thomas,TE,WAS,3
Luke Musgrave,TE,GB,-3
Mack Hollins,WR,ATL,-4
Mark Andrews,TE,BAL,4
Marquez Valdes-Scantling,WR,KC,-2
Marquise Brown,WR,ARI,6
Marquise Goodwin,WR,CLE,-2
Marvin Mims Jr,WR,DEN,4
Matt Breida,HB,NYG,-6
Michael Gallup,WR,DAL,1
Michael Mayer,TE,LV,-2
Michael Pittman Jr,WR,IND,2
Michael Thomas,WR,NO,-2
Michael Wilson,WR,ARI,-1
Mike Evans,WR,TB,4
Mike Gesicki,TE,NE,-7
Najee Harris,HB,PIT,-3
Nelson Agholor,WR,BAL,-1
Nick Westbrook-Ikhine,WR,TEN,2
Nico Collins,WR,HOU,10
Noah Brown,WR,HOU,6
Noah Fant,TE,SEA,-2
Noah Gray,TE,KC,0
Odell Beckham Jr,WR,BAL,0
Olamide Zaccheaus,WR,PHI,-6
Parris Campbell,WR,NYG,-6
Puka Nacua,WR,LAR,4
Quentin Johnston,WR,LAC,-6
Rachaad White,HB,TB,1
Raheem Blackshear,HB,CAR,-1
Raheem Mostert,HB,MIA,5
Randall Cobb,WR,NYJ,-4
Rashee Rice,WR,KC,8
Rashid Shaheed,WR,NO,2
Rashod Bateman,WR,BAL,-3
Ray-Ray McCloud III,WR,SF,-4
Rhamondre Stevenson,HB,NE,-2
Robert Woods,WR,HOU,-2
Romeo Doubs,WR,GB,3
Rondale Moore,WR,ARI,-2
Sam LaPorta,TE,DET,6
Samaje Perine,HB,DEN,3
Saquon Barkley,HB,NYG,-3
Stefon Diggs,WR,BUF,0
Sterling Shepard,WR,NYG,-5
T.J. Hockenson,TE,MIN,-1
Tank Dell,WR,HOU,12
Taysom Hill,TE,NO,15
Tee Higgins,WR,CIN,0
Terrace Marshall Jr,WR,CAR,-1
Terry McLaurin,WR,WAS,-1
Tony Pollard,HB,DAL,-4
Travis Etienne Jr,HB,JAX,-3
Travis Kelce,TE,KC,1
Trent Sherfield,WR,BUF,-4
Trenton Irwin,WR,CIN,-4
Trey McBride,TE,ARI,1
Trey Palmer,WR,TB,-3
Treylon Burks,WR,TEN,-4
Tutu Atwell,WR,LAR,2
Ty Montgomery II,HB,NE,7
Tyjae Spears,HB,TEN,0
Tyler Boyd,WR,CIN,3
Tyler Conklin,TE,NYJ,-3
Tyler Higbee,TE,LAR,-3
Tyler Lockett,WR,SEA,-3
Tyler Scott,WR,CHI,-6
Tyreek Hill,WR,MIA,3
Van Jefferson,WR,ATL,-6
Wan'Dale Robinson,WR,NYG,-2
Zack Moss,HB,IND,3
Zay Flowers,WR,BAL,-2
Zay Jones,WR,JAX,2
