FullName,Position,TeamName,SkillPointDef
A'Shawn Robinson,DT,NYG,2
A.J. Epenesa,RE,BUF,13
A.J. Terrell Jr,CB,ATL,-1
Adam Butler,DT,LV,5
Adoree' Jackson,CB,NYG,-1
Adrian Amos,SS,NYJ,-7
Adrian Phillips,FS,NE,0
Ahkello Witherspoon,CB,LAR,4
Aidan Hutchinson,RE,DET,4
Akayleb Evans,CB,MIN,1
Alex Anzalone,ROLB,DET,2
Alex Highsmith,RE,PIT,4
Alex Singleton,LOLB,DEN,-2
Alim McNeill,DT,DET,0
Alohi Gilman,FS,LAC,2
Alontae Taylor,CB,NO,-4
Amani Hooker,SS,TEN,3
Amik Robertson,CB,LV,6
Andre Chachere,FS,ARI,-5
Andre Cisco,FS,JAX,3
Andrew Billings,DT,CHI,2
Andrew Van Ginkel,RE,MIA,-1
Andrew Wingard,SS,JAX,9
Anfernee Jennings,LE,NE,-1
Anthony Walker Jr,MLB,CLE,0
Antoine Winfield Jr,FS,TB,7
Antonio Hamilton,CB,ARI,-2
Arden Key,LE,TEN,-3
Arik Armstead,DT,SF,-1
Arnold Ebiketie,LE,ATL,0
Arthur Maulet,CB,BAL,-3
Asante Samuel Jr,CB,LAC,-2
Ashtyn Davis,FS,NYJ,7
Austin Johnson,DT,LAC,-2
Azeez Al-Shaair,MLB,TEN,1
B.J. Hill,DT,CIN,2
BJ Ojulari,RE,ARI,-4
Benjamin St-Juste,CB,WAS,3
Bilal Nichols,DT,LV,-2
Blake Cashman,LOLB,HOU,5
Bobby McCain,SS,NYG,1
Bobby Okereke,MLB,NYG,7
Bobby Wagner,MLB,SEA,2
Boye Mafe,LE,SEA,5
Bradley Chubb,RE,MIA,1
Brandon Graham,LE,PHI,-4
Brandon Jones,SS,MIA,3
Brandon Stephens,CB,BAL,-1
Brent Urban,DT,BAL,3
Brian Branch,SS,DET,5
Brian Burns,RE,CAR,-1
Bryan Bresee,DT,NO,-4
Bryan Cook,FS,KC,2
Bryce Hall,CB,NYJ,6
Bryce Huff,LE,NYJ,3
Bud Dupree,RE,ATL,-4
Budda Baker,SS,ARI,-4
Byron Murphy Jr,CB,MIN,3
Byron Young,RE,LAR,10
C.J. Gardner-Johnson,FS,DET,-6
C.J. Henderson,CB,CAR,-4
C.J. Mosley,MLB,NYJ,2
Calais Campbell,DT,ATL,2
Cam Sample,LE,CIN,5
Cam Taylor-Britt,CB,CIN,8
Cameron Heyward,DT,PIT,1
Cameron Jordan,LE,NO,-4
Cameron Sutton,CB,DET,0
Cameron Thomas,LE,ARI,0
Camryn Bynum,FS,MIN,7
Carl Granderson,RE,NO,0
Carl Lawson,RE,NYJ,6
Carlton Davis III,CB,TB,-3
Chad Muma,LOLB,JAX,-2
Charles Omenihu,RE,KC,1
Charvarius Ward,CB,SF,3
Chase Young,RE,SF,-2
Chidobe Awuzie,CB,CIN,0
Chris Jones,DT,KC,1
Christian Barmore,DT,NE,-3
Christian Benford,CB,BUF,-2
Christian Gonzalez,CB,NE,0
