FullName,Position,TeamName,SkillPointOff
A.T. Perry,WR,NO,-5
Aaron Anderson,WR,PIT,3
Abu Sama III,HB,KC,7
Akylin Dear,HB,DAL,3
Alvin Henderson,HB,JAX,-3
Amare Thomas,WR,CLE,9
Amon-Ra St. Brown,WR,DET,1
Andre Greene Jr,WR,SEA,-7
Anthony Carrie,HB,GB,-2
Anthony Evans III,WR,KC,-2
Antonio Williams,WR,BAL,-1
Barion Brown,WR,SF,-2
Beaux Collins,WR,DAL,0
Benjamin Brahmer,TE,IND,-3
Bijan Robinson,HB,CLE,-3
Bo Jackson,HB,HOU,2
Braelon Allen,HB,BUF,6
Brandon Aiyuk,WR,JAX,6
Brandon Inniss,WR,BUF,-4
Braylen Russell,HB,CLE,4
Breece Hall,HB,LAR,-4
Brian Bonner,HB,MIN,-7
Brian Thomas Jr,WR,MIA,-1
Brock Bowers,TE,LAC,-2
Brock Harris,TE,NE,-1
Bryant Wesco,WR,DEN,4
CJ Donaldson Jr,HB,TB,9
Caden Prieskorn,TE,MIA,2
Caleb Odom,TE,SF,-3
Calvin Russell,WR,LV,-5
Cam Williams,WR,LV,-4
Cameron Seldon,HB,WAS,-1
Cederian Morgan,WR,CHI,-2
Cedric Baxter,HB,MIN,-3
CeeDee Lamb,WR,TEN,-3
Chris Henry Jr,WR,NYJ,3
Christian Kirk,WR,NE,11
Cole Kmet,TE,WAS,-5
Cordale Russell,WR,NE,6
D.K. Metcalf,WR,MIN,-2
Dae Dae Hunter,HB,BAL,6
Dakorien Moore,WR,LV,3
Dallan Hayden,HB,DET,-2
Dalton Kincaid,TE,BUF,5
Damarius Yates,HB,DAL,9
Damien Martinez,HB,NO,-1
Dante Dowdell,HB,SEA,6
Darius Taylor,HB,PHI,0
Davian Groce,HB,TB,-4
David Washington Jr,WR,DET,5
Daylon Singleton,WR,ATL,-6
DeAndre Moore Jr,WR,KC,-2
Deshonne Redeaux,HB,WAS,1
Devin Mockobee,HB,HOU,-5
Dierre Hill,HB,ARI,3
Dilin Jones,HB,MIA,-1
Donovan Edwards,HB,NYG,8
Dontayvion Wicks,WR,IND,-1
Drake London,WR,JAX,-3
Dylan Edwards,HB,NYG,-2
Elic Ayomanor,WR,GB,5
Elijah Arroyo,TE,DEN,-3
Elyiss Williams,TE,NO,-4
Emeka Egbuka,WR,DET,1
Evan Stewart,WR,WAS,-4
Frank Gore Jr,HB,TEN,1
Fredrick Moore,WR,NYG,-7
Gabe Davis,WR,DAL,1
Garrett Wilson,WR,CAR,0
Gatlin Bair,WR,WAS,0
George Pickens,WR,BUF,1
Gideon Davidson,HB,LAC,0
Greg Dulcich,TE,WAS,-1
Harlem Berry,HB,NO,1
Holden Staes,TE,SEA,-2
Isaiah Likely,TE,TB,7
Isiah Pacheco,HB,LAR,-3
Israel Abanikanda,HB,GB,-6
Ja'Marr Chase,WR,CIN,-2
Jabari Brady,WR,ARI,-3
Jack Velling,TE,BAL,-1
Jaden Hamm,TE,PIT,2
Jaeden Skeete,WR,LAC,3
Jahan Dotson,WR,WAS,2
Jahmyr Gibbs,HB,SF,-4
Jai'Den Thomas,HB,DEN,2
Jaime Ffrench,WR,NE,4
Jaivian Thomas,HB,NYJ,1
Jake Johnson,TE,JAX,-3
Jakobi Meyers,WR,NO,-4
Jalen Brown,WR,PHI,0
Jalen Buckley,HB,BAL,-5
Jalen Hale,WR,TEN,-2
Jalen McMillian,WR,PIT,-6
Jalin Conyers,TE,NYG,2
Jamari Thrash,WR,LV,4
Jaxon Smith-Njigba,WR,SEA,4
Jayden Reed,WR,GB,1
Jaydn Ott,HB,IND,2
Jaylen Waddle,WR,NYG,-2
Jeremiah Smith,WR,NYJ,4
Jeremiyah Love,HB,NE,5
Jermaine Burton,WR,NYJ,-7
Jerome Myles,WR,SF,2
Jerrick Gibson,HB,LV,-1
Jimmy Horn Jr.,WR,KC,-4
Johntay Cook II,WR,BAL,3
JonAnthony Hall,WR,GB,1
Jonathan Brooks,HB,NE,3
Jonathan Taylor,HB,LAC,-5
Jordan Addison,WR,MIN,1
Jordan Marshall,HB,DET,-4
Jordin Thomas,HB,BUF,1
Jordon Gidron,WR,SEA,-5
Josh Cuevas,TE,CHI,-3
Josh Downs,WR,PHI,0
Joshua Palmer,WR,IND,4
Julian McMahan,HB,ATL,-2
Justin Jefferson,WR,SF,-3
Kahnen Daniels,HB,CAR,5
Kaleb Johnson,HB,NO,-5
Kaliq Lockett,WR,MIA,2
Kameron Davis,HB,SF,-5
Kamron Mikell,WR,HOU,-4
Kedren Young,HB,DET,-1
Kendre Harrison,TE,KC,-2
Keon Coleman,WR,CIN,2
Keonde Henry,WR,TB,-5
Kevin Coleman,WR,HOU,-11
Kevin Riley,HB,DEN,-2
Keyan Burnett,TE,MIN,3
Khalil Shakir,WR,TEN,0
Khamari Anderson,TE,CIN,0
Kobe Prentice,WR,WAS,-1
Kody Epps,WR,DEN,-4
Kyle Pitts,TE,ATL,2
Kyron Hudson,WR,CHI,-5
Ladd McConkey,WR,NYG,-3
Le'Veon Moss,HB,CHI,2
Leyton Stone,WR,DEN,-6
Linkon Cure,TE,LV,1
Luke Hasz,TE,CAR,1
Luke Reynolds,TE,LAR,-2
Luther Burden III,WR,PIT,4
Malik Nabers,WR,NYG,1
Mark Andrews,TE,TEN,6
Mark Fletcher Jr,HB,PIT,-2
Marvin Harrison Jr,WR,CLE,5
Marvin Mims Jr,WR,MIA,-1
Mekhi Collins,WR,TEN,-8
Micah Hudson,WR,LAC,-4
Michael Pittman Jr,WR,CAR,3
Michael Smith,TE,DAL,-1
Michael Terry III,WR,NYJ,-1
Michael Wilson,WR,CLE,2
Moose Muhammad III,WR,ARI,1
Najee Harris,HB,LV,10
Nate Frazier,HB,PIT,-2
NiTareon Tuggle,WR,CIN,4
Nicholas Singleton,HB,NYJ,-6
Nick Marsh,WR,IND,-6
Nico Collins,WR,LAC,-1
Noah Thomas,WR,TB,5
Nyck Harbor,WR,TB,0
Omarion Hampton,HB,CIN,1
Omarion Miller,WR,LAR,-6
Oscar Delp,TE,CLE,1
Parker Livingstone,WR,BAL,3
Pearce Spurlin III,TE,PHI,-1
Peyton Jones,HB,CAR,-9
Peyton Lewis,HB,ARI,3
Pofele Ashlock,WR,CAR,-1
Puka Nacua,WR,LAR,1
Quincy Porter,WR,PHI,4
Quinshon Judkins,HB,CIN,4
Quinten Joyner,HB,PHI,-3
Raheim Sanders,HB,ATL,0
Rashee Rice,WR,KC,5
Riley Williams,TE,ARI,0
Rivaldo Fairweather,TE,IND,1
Roman Hemby,HB,IND,6
Rome Odunze,WR,ATL,6
Romeo Doubs,WR,NO,-1
Rueben Owens,HB,TEN,-5
Ryan Williams,WR,JAX,8
Sam Franklin,HB,SF,-4
Sam LaPorta,TE,DET,-1
T.J. Hockenson,TE,NYJ,1
Tank Dell,WR,HOU,12
Taylor Tatum,HB,KC,2
Tee Higgins,WR,CHI,8
Terry Bussey,WR,MIN,-4
Tetairoa McMillan,WR,DAL,0
Tony Livingston,TE,HOU,1
Tradarian Ball,HB,SEA,4
TreVeyon Henderson,HB,CHI,3
Trey Benson,HB,MIA,1
Trey'Dez Green,TE,GB,-1
Treyaun Webb,HB,JAX,-1
Vernell Brown III,WR,CLE,-1
Xavier McDonald,WR,SEA,3
Xavier Worthy,WR,DEN,-6
Zachariah Branch,WR,BUF,-5
Zay Flowers,WR,ARI,-1
Zion Kearney,WR,LAR,-3
