FullName,Position,TeamName,SkillPointDef
A.J. Harris,CB,LV,-3
A.J. Haulcy,SS,CHI,-6
A.J. Terrell Jr,CB,LAC,-3
AJ Cottrill,ROLB,HOU,-1
AJ Rice,LOLB,ARI,0
Aaron Flowers,FS,SF,4
Aaron Willis,LOLB,CAR,-2
Abduall Sanders Jr,ROLB,JAX,4
Abdul Carter,LOLB,CHI,7
Abu Tarawallie,DT,PHI,7
Adepoju Adebawore,RE,DAL,2
Adonyss Currie,CB,TB,-3
Aidan Hutchinson,RE,DET,1
Akeem Dent,FS,ATL,-7
Akheem Mesidor,LE,CHI,2
Akili Calhoun,LE,MIA,-4
Alex Bray,RE,JAX,9
Alphonse Oywak,CB,DEN,-2
Amani Hooker,SS,NE,3
Amare Ferrell,SS,NYJ,-6
Amaris Williams,LE,PHI,2
Amorion Walker,CB,SEA,1
Andre Cisco,FS,GB,-2
Andrew Depaepe,RE,NO,1
Andrew Mukuba,SS,BUF,2
Anquon Fegans,FS,KC,5
Anthony Dunn Jr,ROLB,NO,-6
Anthony Hill Jr,ROLB,CAR,-3
Anthony Jones,LE,NE,-7
Anthony Kennedy Jr,DT,SF,-7
Anthony Lucas,LE,IND,-2
Anthony Sacca,ROLB,LAC,-4
Anthony Speca,MLB,ATL,-5
Antonio Kite,CB,KC,1
Aquavious Dunbar,ROLB,BUF,-3
Arion Carter,LOLB,CHI,-7
Asante Samuel Jr,CB,LAR,-3
Austin Romaine,MLB,LV,-3
Avian Rice,SS,SF,-1
Aydin Breland,DT,ATL,-2
BJ Canady,LE,LV,0
Barrett Carter,MLB,LAC,3
Bear Alexander,DT,NE,8
Beau Atkinson,RE,GB,7
Benjamin Alefaio,FS,WAS,3
Billy Bowman Jr.,SS,GB,-3
Blaine Bradford,SS,MIN,-6
Blake Purchase,RE,LAC,-5
Blake Ruffin,FS,LAC,-2
Bobby Okereke,MLB,MIN,3
Braden Fiske,DT,CAR,5
Bradley Weaver,RE,MIN,6
Brandon Davis-Swain,RE,NO,-3
Brandon Johnson,CB,CAR,-1
Bravion Rogers,CB,NO,0
Brenan Vernon,RE,ARI,4
Brenden Jordan,FS,CAR,-3
Brian Branch,SS,DET,-2
Brian Burns,RE,HOU,-2
Bryan Bresee,DT,CLE,-2
Bryce Anderson,SS,KC,0
Bryce Thornton,FS,DET,2
Budda Baker,SS,CIN,8
C.J. Allen,MLB,SEA,-2
C.J. Hicks,LOLB,NYG,-8
CJ May,RE,HOU,7
CJ Nickson,RE,GB,-1
Cade Denhoff,LE,SEA,-2
Cade Uluave,MLB,BUF,4
Caden Curry,RE,DET,7
Cai Mayowa,FS,IND,-3
Cal Haladay,ROLB,PHI,3
Caleb Downs,FS,PIT,2
Caleb Williams,MLB,CLE,1
Caleb Woodson,SS,ATL,-4
Calen Bullock,SS,PIT,-4
Calijah Kancey,DT,TB,-1
Cam Hart,CB,DAL,5
Cam Taylor-Britt,CB,CHI,2
Camani Cobbs,CB,LAC,-2
Cameron Epps,SS,CAR,-2
Cameron Lenhardt,RE,BAL,0
Cameron Smith,LOLB,IND,-4
Cannon Butler,RE,JAX,0
Carrington Valentine,CB,ARI,3
Cedric Gray,MLB,TB,-2
Cedric Johnson,RE,NE,-4
Ceyair Wright,CB,TEN,-3
Chace Biddle,FS,NE,-6
Chandavian Bradley,LOLB,MIA,-5
Chantz Johnson,ROLB,DEN,-1
Chapman Lewis,FS,TEN,-5
Chase Young,RE,PHI,1
Chief Borders,ROLB,KC,-3
Chop Robinson,RE,WAS,3
Chris Ewald,CB,ARI,-5
Chris Graves,CB,CHI,0
Chris King,DT,GB,3
Chris McCorkle,CB,DEN,2
Chris Paul Jr,MLB,ARI,-7
Christen Miller,DT,PIT,1
Christian Gray,CB,JAX,1
Christian Harris,LOLB,HOU,0
Christian Jones,MLB,CHI,8
Christian Thatcher,LOLB,DAL,-9
Christopher Spence,CB,TEN,1
Clay Oven,LOLB,BUF,-2
Clint Stephens,FS,NE,-1
Cobee Bryant,CB,HOU,-3
Colin Simmons,RE,TEN,-7
Collin Oliver,RE,ARI,-5
Conrad Hussey,FS,SEA,0
Cooper Catalano,LOLB,DET,-6
Cooper DeJean,CB,NE,-2
Corey Walker,RE,DEN,-1
Corian Gipson,CB,PIT,6
Cormani McClain,CB,LV,-3
Curtis Jacobs,LOLB,WAS,-2
D'Angelo Ponds,CB,BUF,1
D.J. Harris,RE,CLE,-4
DJ Hicks,LE,SEA,1
DJ Pickett,CB,ARI,-3
DJ Waller Jr,CB,KC,-2
DQ Smith,SS,IND,2
Da'Ron Payne,DT,NO,2
Daeh McCullough,FS,LAR,1
Daiyan Henley,ROLB,LAC,3
Dallas Turner,RE,SEA,-2
Damari Brown,CB,MIN,4
Damarrion White,LE,HOU,2
Damien Shanklin,LE,KC,8
Damon Payne Jr,DT,GB,4
Damon Wilson Jr,LE,JAX,-5
Damone Clark,ROLB,SEA,13
Dani Dennis-Sutton,LE,LV,-4
Darien Mayo,RE,LAC,4
Dasan McCullough,ROLB,NE,0
Dashawn McBryde,FS,BAL,11
Dashawn Womack,RE,NO,2
David Long Jr,ROLB,BUF,10
David Stone,DT,MIA,5
Davison Igbinosun,CB,GB,-1
Davon Benjamin,FS,MIA,0
Daxton Hill,FS,CIN,0
Daylen Austin,CB,JAX,2
Daylen Everette,CB,PIT,7
DeForest Buckner,DT,PIT,1
DeMarvion Overshown,MLB,NYG,2
DeShawn Stewart,FS,BUF,-2
DeShon Elliott,SS,NO,4
Demarcus Riddick,LOLB,DET,2
Demello Jones,FS,CLE,6
Denzel Ward,CB,NYG,0
Deone Walker,DT,WAS,-2
Deontae Lawson,MLB,PHI,-2
Deonte Anderson,LE,CAR,-2
Derek Stingley Jr,CB,HOU,5
Derion Gullette,ROLB,CLE,-3
Derion Kendrick,CB,LV,-1
Derrick Moore,LE,ATL,-4
Deshaun Lee,CB,DEN,1
Deshawn Holt,LOLB,SF,2
Deshawn Warner,LOLB,NYG,-1
Devan Houstan,DT,KC,5
Devin Lafayette,SS,SF,3
Devin Lloyd,LOLB,IND,6
Devin Moore,CB,MIA,-3
Devin Sanchez,CB,MIA,3
Devon Baxter,RE,NE,-4
Devon Witherspoon,CB,SEA,-7
Dexter Lawrence II,DT,HOU,-2
Deyjhon Pettaway,SS,TB,3
Deyvid Palepale,DT,PIT,-6
Dezjhon Malone,CB,IND,0
Dezz Ricks,CB,CIN,-2
Dezz Ricks,CB,CLE,-1
Dijon Lee,CB,BAL,-2
Divine Deablo,MLB,ARI,3
Domani Jackson,CB,WAS,2
Dominick McKinley,DT,CLE,-2
Donovan McIntosh,CB,MIA,0
Dontae Manning,CB,LAR,-1
Drayk Bowen,ROLB,KC,13
Dre Greenlaw,ROLB,JAX,-6
Drew Sanders,ROLB,LAR,1
Dwight Bootle II,CB,CAR,1
Dylan Brooks,LOLB,NYJ,-3
Dylan Spencer,LE,IND,7
Dylan Stewart,RE,NYG,-3
E'Maurion Banks,DT,NE,-2
Earl Little II,CB,NYJ,-1
Earl Miller Jr,DT,NO,3
Easton Gibbs,LOLB,TB,-2
Ed Oliver,DT,DET,-3
Eddrick Houston,LE,GB,-3
Elbert Hill,CB,GB,-2
Elijah Dotson,SS,WAS,-2
Elijah Griffin,DT,WAS,-4
Elijah Jackson,CB,NYJ,3
Elijah Newby,MLB,JAX,-5
Ellis Robinson IV,CB,CLE,-3
Enai White,RE,KC,4
Ephesians Prysock,CB,TB,-1
Eric Winters,SS,SEA,-3
Eriq George,DT,LAR,-2
Ethan Calvert,ROLB,TB,-1
Fabian Ross,CB,NO,-4
Faheem Delane,FS,DAL,-3
Fentrell Cypress II,CB,DAL,-3
Foyesade Oluokun,MLB,SEA,1
Frankie Luvu,LOLB,DAL,3
Fred Gaskin III,SS,LV,8
Gabe Tahir,CB,PHI,-1
Gavin Nix,MLB,CLE,-5
Geno Stone,FS,LAC,8
Gervon Dexter,DT,SEA,-2
Grayson Howard,MLB,SF,8
Greg Newsome II,CB,DET,-1
Greg Rousseau,LE,BUF,-4
Gregory Xavier Thomas,SS,LAC,-4
Harold Perkins,LE,TB,-1
Harrison Taggart,LOLB,JAX,-5
Helaman Ofahengaue,LOLB,LAC,-1
Hezekiah Harris,LE,MIN,-6
Hudson Clark,FS,PHI,-2
Hunter Washington,FS,HOU,-2
Ian Shewell,RE,CIN,-4
Ichmael Joseph,FS,DEN,-4
Ify Obidegwu,CB,SF,4
Isaac Smith,SS,BUF,6
Isaia Faga,DT,DAL,4
Isaiah Dunson,CB,MIA,-1
Isaiah Gibson,LE,NYJ,1
Isaiah Nixon,ROLB,SF,-6
Isaiah Shirley,LE,BUF,-1
Isaiah Simmons,MLB,LAC,-3
Ivan Pace Jr,ROLB,MIN,-6
J'Vari Flowers,CB,NYG,-1
JK Johnson,CB,CIN,2
Ja'Keem Jackson,CB,IND,-8
Jaboree Antoine,CB,LAR,-1
Jabrill Peppers,SS,CAR,-6
Jack Campbell,MLB,DAL,4
Jack Gibbens,LOLB,SEA,-4
Jacobe Johnson,CB,BAL,-1
Jacoby Mathews,SS,ARI,-3
Jaelen Waters,CB,TB,-3
Jaheim Singletary,CB,LV,-1
Jahkeem Stewart,DT,LV,0
Jahlil Florence,CB,NYG,4
Jahlil Hurley,CB,CIN,2
Jahmari DeLoatch,CB,LAR,2
Jaire Alexander,CB,NE,2
Jakaleb Faulk,RE,BUF,1
Jalen Carter,DT,SEA,3
Jalen Pitre,FS,WAS,-2
Jalen Wiggins,LE,CLE,-3
Jalen Woods,ROLB,DEN,6
Jalil Martin,CB,IND,-2
Jalon Kilgore,SS,DET,5
Jalon Walker,MLB,LV,5
Jamaal Whyce,DT,ATL,-2
Jamal Anderson,ROLB,NE,-3
Jameial Lyons,LE,CIN,-5
James Carrington,DT,ARI,-2
James Pearce Jr.,RE,CAR,-2
James Williams,SS,LV,-3
Jamier Johnson,CB,WAS,-2
Jamin Davis,ROLB,NYG,-1
Jaray Bledsoe,RE,ARI,-3
Jared Smith,LE,BAL,4
Jason Dowell,DT,LAC,-2
Jason Henderson,LOLB,LAR,8
Javien Toviano,CB,DAL,1
Javion Hilson,RE,BAL,-1
Javon Bullard,FS,TB,-2
Jaycee Horn,CB,NYJ,-4
Jayden Brown,ROLB,BAL,-6
Jayden Flaker,LOLB,SF,-1
Jayden Jackson,DT,HOU,-4
Jayden Montgomery,MLB,NYG,0
Jayden Rowe,SS,ATL,0
Jayden Wayne,LE,CAR,1
Jaylan Ford,MLB,CLE,-1
Jaylen Mbakwe,CB,NE,1
Jaylen Sneed,LOLB,SEA,-1
Jaylin Davies,CB,NYG,2
Jaylin Simpson,FS,NO,-5
Jaylon Braxton,CB,ATL,0
Jaylon Guilbeau,CB,ATL,1
Jayshawn Ross,RE,MIN,2
Jeffery Simmons,DT,TEN,4
Jeffrey Bassa,MLB,CHI,-2
Jeffrey M'ba,DT,MIN,0
Jer'Zhan Newton,DT,NYG,2
Jeremiah Alexander,RE,MIA,-3
Jeremiah Cooper,FS,ARI,-1
Jeremiah Moses,CB,ATL,2
Jeremiah Owusu-Koramoah,ROLB,BAL,2
Jeremiah Trotter Jr.,LOLB,NE,-1
Jessie Bates III,FS,DAL,2
Jevon Holland,FS,NYG,1
Jihaad Campbell,LOLB,CLE,8
Jo'Ziah Edmond,CB,GB,0
Joe Hall III,SS,DAL,1
Joe Tryon-Shoyinka,RE,BAL,-2
Joenel Aguero,SS,ATL,3
Joey Bosa,RE,LAR,1
Joey Porter Jr,CB,BUF,1
John Walker,DT,DEN,8
Jonah Lewis Jr,CB,NYJ,2
Jonathan Allen,DT,MIN,0
Jontae Gilbert,FS,HOU,-2
Jordan Bertagnole,DT,LAR,-6
Jordan Carter,LE,CIN,7
Jordan Lovett,FS,MIN,0
Jordan Phillips,DT,CIN,-5
Jordan Renaud,LE,SF,4
Jordan Riley,SS,CLE,1
Josh Allen,LE,PIT,6
Josh Horton,DT,CIN,-6
Josh Nestor,SS,IND,0
Josh Newton,CB,NO,-7
Josh Proctor,FS,TEN,-3
Josiah Sharma,DT,NE,9
Julien Simon,MLB,BUF,-3
Julius Brents,CB,LAC,0
Junior Colson,MLB,PIT,13
Junior Tafuna,DT,GB,-4
Justice Fitzpatrick,CB,ATL,0
Justin Bostic,CB,ATL,-2
Justin Hill,LE,LAC,-5
Justin Madubuike,DT,SF,7
Justin Williams,ROLB,NYJ,3
Justus Terry,DT,PHI,2
KJ Bolden,FS,CAR,-3
Kaleb Beasley,CB,CHI,5
Kaleb Blanton,LOLB,KC,-3
Kam Bizor,LE,GB,2
Kam Robinson,ROLB,DET,-3
Kamari Burns,RE,CHI,1
Kamari Wilson,SS,HOU,-6
Kamarion Franklin,DT,CIN,-2
Kamran James,RE,TB,-1
Kamren Curl,SS,JAX,5
Karene Reid,ROLB,HOU,1
Kaveion Keys,LOLB,LAR,-4
Kayden McDonald,DT,NYG,0
Keanu Tanuvasa,DT,LAR,-2
Keenan Nelson Jr,CB,BAL,-1
Keeshawn Silver,DT,DAL,-4
Keionte Scott,CB,CIN,0
Keith Brown,LOLB,GB,7
Keith Randolph Jr.,DT,ATL,1
Kendarius Reddick,FS,MIN,2
Kendy Charles,DT,DAL,4
Kenneth Murray Jr,ROLB,TB,4
Kenny Logan Jr.,SS,DEN,6
Kenyatta Watson II,CB,CIN,1
Keon Sabb,SS,MIN,1
Keon Young,SS,CHI,-4
Keona Wilhite,LE,DET,1
Kerby Joseph,SS,DEN,2
Kevin Oatis,DT,ARI,1
Kevyn Humes,CB,SEA,3
Keylan Moses,MLB,CIN,1
Keyshawn Flowers,ROLB,DAL,-4
Khalil Barnes,SS,MIA,-2
Khyree Jackson,CB,KC,-5
Knahlij Harrell,CB,WAS,1
Ko'o Kia,ROLB,TEN,-3
Koi Perich,SS,LAC,4
Kool-Aid McKinstry,CB,TEN,1
Krys Barnes,ROLB,ATL,4
Kyle Hamilton,SS,BAL,-8
Kyngstonn Viliamu-Asa,MLB,GB,10
Kyren Condoll,CB,JAX,1
LJ McCray,DT,BAL,5
LT Overton,LE,JAX,-3
LaMarion Pierce,CB,DAL,5
Lagonza Hayward,SS,PIT,-3
Laiatu Latu,RE,CHI,-2
Lance Jackson,RE,LV,-3
Lander Barton,MLB,TEN,2
Landon Rink,DT,MIA,2
Lavon Johnson,DT,CHI,-4
LeVar Thornton Jr,CB,DEN,-2
Leon Griffin III,SS,HOU,1
Leonard Taylor III,DT,MIA,1
Logan Wilson,ROLB,TEN,5
Lonnie McAllister,CB,GB,7
Lukas Van Ness,LE,GB,0
Maason Smith,DT,TB,8
Mac Uihlein,LOLB,MIA,-1
Madden Faraimo,MLB,PHI,3
Maison Dunn,CB,DET,3
Malachi Hood,ROLB,WAS,1
Malachi Moore,FS,SEA,-4
Malaki Starks,FS,KC,0
Malcolm Ziglar,SS,LAR,-5
Malik Autry,DT,BUF,-1
Malik Bryant,MLB,MIA,-5
Malik Muhammad,CB,MIN,0
Maliki Crawford,CB,MIN,-2
Marcus Allen,CB,CHI,-2
Marcus Harris,CB,SF,1
Marcus Jones,CB,JAX,-2
Marcus Upton,SS,JAX,0
Marcus Williams,FS,CLE,3
Mark Perry,SS,NYJ,10
Mark Zackery IV,CB,PHI,-1
Marlon Humphrey,CB,WAS,0
Martel Hight,CB,HOU,-2
Martin Emerson Jr,CB,ARI,0
Mason Graham,DT,SF,0
Matt Milano,ROLB,IND,7
Matthew Fobbs-White,LOLB,CLE,-3
Matthew Johnson,LE,SF,1
Max Melton,CB,TB,8
Micah Parsons,RE,TEN,3
Mickey Vaccarello,MLB,DET,-2
Mike Hall,DT,LV,0
Mike Jarvis,DT,CIN,-6
Mike Sainristil,CB,NO,-3
Minkah Fitzpatrick,FS,CHI,-2
Montez Sweat,LE,DAL,6
Moses Alexander,CB,PHI,-3
Moses Walker,MLB,NO,-4
Mykel Williams,LE,NYG,-2
Myles Garrett,RE,ATL,-2
Myles Murphy,LE,CIN,3
Myles Rowser,SS,PHI,0
Na'eem Offord,CB,PHI,-2
Nate Wiggins,CB,DET,1
Nathaniel Marshall,RE,DET,1
Neeo Avery,RE,MIA,-6
Nelson Ceaser,LE,NYJ,3
Nick Bosa,RE,BUF,1
Nick Cross,SS,NYG,-2
Nick Henrich,LOLB,NO,-2
Nigel Smith II,RE,PIT,-1
Nik Bonitto,RE,SF,-2
Nikai Martinez,FS,IND,1
Nolan Ziegler,MLB,TEN,0
Nyjalik Kelly,LE,LAC,0
Ondre Evans,CB,SF,-1
Owen Wafle,DT,BUF,-2
Patrick Queen,LOLB,ATL,3
Peyton Waters,SS,BUF,3
Peyton Woodyard,SS,GB,6
Powell Gordon,ROLB,GB,-4
Princewill Umanmielen,LE,BAL,2
Qua Russaw,LOLB,DEN,-5
Quay Walker,LOLB,NYJ,0
Quency Wiggins,RE,NYJ,3
Quindario Lee,LE,NO,-3
Quinnen Williams,DT,CHI,2
Quintavion Norman,ROLB,ARI,-9
Quinyon Mitchell,CB,TB,0
Rashan Gary,LE,CLE,-2
Raylen Wilson,LOLB,PIT,8
Rayquan Adkins,CB,BUF,-3
Reggie Powers,SS,TB,-6
Reid Carrico,ROLB,IND,-6
Rickey Gibson III,CB,SF,7
Riley Pettijohn,MLB,NYJ,-7
Rodney Dunham,LE,ARI,3
Roquan Smith,MLB,MIA,8
Rueben Bain Jr,LE,NE,-1
Ryan Neal,SS,PIT,4
Ryan Turner,CB,HOU,1
Ryan Yaites,FS,JAX,-1
Saboor Karriem,FS,DET,1
Sage Ryan,FS,NYJ,-4
Sam Mattingly,ROLB,MIA,-4
Sammy Brown,ROLB,CHI,-2
Samu Moala,LE,WAS,-1
Samuel Omosigho,LOLB,TEN,-1
Sauce Gardner,CB,PIT,5
Scooby Williams,MLB,ATL,-7
Scotty Edwards,SS,HOU,1
Sebastian Cheeks,ROLB,SEA,-3
Sed McConnell,LE,SF,2
Selman Bridges,CB,DET,2
Semaj Bridgeman,LE,WAS,-1
Shamari Earls,CB,CLE,3
Sharif Denson,CB,BUF,3
Shawn Murphy,MLB,HOU,2
Shemar Turner,DT,KC,1
Sheridan Jones,CB,CAR,-1
Simeon Barrow Jr.,DT,BAL,1
Simote Pepa,DT,LAC,5
SirVocea Dennis,LOLB,LV,3
Steele Chambers,ROLB,DAL,3
Stone Blanton,ROLB,CIN,0
Suntarine Perkins,LE,PIT,0
Sydir Mitchell,DT,NYJ,-4
Sylvester Smith,FS,KC,6
T.J. Edwards,ROLB,NO,3
TJ Crandall,CB,NE,2
TJ Metcalf,FS,TB,-6
Taariq Al-Uqdah,ROLB,SF,5
Tackett Curtis,MLB,BUF,4
Talanoa Hufanga,SS,TEN,-4
Talanoa Ili,MLB,JAX,4
Tarrion Grant,CB,NO,0
Tarvos Alford,MLB,HOU,-5
Tate Romney,LOLB,GB,-3
Tayon Holloway,CB,SEA,-2
Terrel Bernard,MLB,GB,7
Terrence Cooks Jr,MLB,LAR,-5
Terrion Arnold,CB,MIA,3
Tevarua Tafiti,LOLB,WAS,0
Tomiwa Durojaiye,LE,TB,7
Tony Cumberland,DT,NYJ,-7
Travis Hunter,CB,TEN,1
Tre Freeman,MLB,CIN,4
Tre'Quon Fegans,FS,ATL,-2
Tre'jon Lewis,RE,IND,-4
Tremaine Edmunds,MLB,CAR,2
Trent McDuffie,CB,KC,1
Trevin Wallace,ROLB,MIA,-7
Trey McNutt,SS,BAL,3
