Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
3086,C,Alex,Forsyth,Alex Forsyth,DEN,6,14,0,482,True,16,3,0,1,Alex,Forsyth,ForsythAlex_22875,850.0,848.0,3.0,27.0,7.0,3.0,Signed,Normal,65.0,0.0,0.0,DEN,tier_6,0.0,DEN,13
3087,C,Hunter,Nourzad,Hunter Nourzad,KC,8,31,4,559,True,17,8,0,1,Hunter,Nourzad,NourzadHunter_15025,1966.0,1964.0,2.0,26.0,5.0,8.0,Signed,Normal,65.0,0.0,0.0,KC,tier_6,7.155635062611807,KC,-2
3088,LT,Wanya,Morris,Wanya Morris,KC,13,87,14,985,True,17,8,0,1,Wanya,Morris,MorrisWanya_22869,1876.0,1874.0,3.0,25.0,3.0,8.0,Signed,Normal,72.0,0.0,0.0,KC,tier_5,14.213197969543147,KC,-6
3090,LT,Kolton,Miller,Kolton Miller,LV,13,52,7,768,True,13,22,0,1,Kolton,Miller,MillerKolton_13098,1816.0,1814.0,8.0,30.0,1.0,22.0,Signed,College_Impact,86.0,0.0,0.0,LV,tier_2,9.114583333333334,LV,-3
3092,LG,Sam,Mustipher,Sam Mustipher,NYJ,12,24,6,790,True,17,17,0,1,Sam,Mustipher,MustipherSam_20833,1919.0,1917.0,7.0,30.0,63.0,17.0,Signed,Normal,67.0,0.0,0.0,NYJ,tier_6,7.594936708860759,NYJ,-2
3094,C,Connor,Tollison,Connor Tollison,CIN,15,19,3,1075,True,17,1,0,1,Connor,Tollison,ConnorTollison_2673,3541.0,3539.0,0.0,24.0,7.0,1.0,Signed,Normal,65.0,0.0,0.0,CIN,tier_6,2.7906976744186047,CIN,4
3095,C,Tanor,Bortolini,Tanor Bortolini,IND,17,87,1,1119,True,17,9,0,1,Tanor,Bortolini,BortoliniTanor_14741,259.0,257.0,2.0,24.0,4.0,9.0,Signed,Normal,85.0,0.0,0.0,IND,tier_2,0.8936550491510277,IND,2
3096,RT,Taliese,Fuaga,Taliese Fuaga,NO,17,15,15,1133,True,17,26,0,1,Taliese,Fuaga,FuagaTaliese_14696,882.0,880.0,2.0,24.0,1.0,26.0,Signed,Normal,76.0,0.0,0.0,NO,tier_4,13.23918799646955,NO,-4
3097,LT,Broderick,Jones,Broderick Jones,PIT,10,30,7,636,True,13,28,0,1,Broderick,Jones,JonesBroderick_22849,1399.0,1397.0,3.0,25.0,1.0,28.0,Signed,Normal,70.0,0.0,0.0,PIT,tier_5,11.0062893081761,PIT,0
3099,LG,Dylan,Fairchild,Dylan Fairchild,CIN,17,42,6,1216,True,17,1,0,1,Dylan,Fairchild,FairchildDylan_15168,789.0,787.0,1.0,23.0,3.0,1.0,Signed,Normal,72.0,0.0,0.0,CIN,tier_5,4.934210526315789,CIN,0
3101,LT,Cody,Ford,Cody Ford,CIN,4,6,6,406,True,17,1,0,1,Cody,Ford,FordCody_20531,839.0,837.0,7.0,29.0,2.0,1.0,Signed,Normal,66.0,0.0,0.0,CIN,tier_6,14.778325123152708,CIN,-5
3102,RT,Francis,Mauigoa,Francis Mauigoa,CIN,14,22,5,900,True,14,1,0,1,Francis,Mauigoa,FrancisMauigoa_26112,3332.0,3330.0,0.0,21.0,1.0,1.0,Signed,College_Impact,80.0,0.0,0.0,CIN,tier_3,5.555555555555555,CIN,1
3103,RG,Kevin,Zeitler,Kevin Zeitler,CIN,16,16,6,1144,True,16,1,0,1,Kevin,Zeitler,ZeitlerKevin_11489,3034.0,3032.0,14.0,36.0,1.0,1.0,Signed,Normal,79.0,0.0,0.0,CIN,tier_4,5.244755244755245,CIN,-1
3117,C,Luke,Wattenberg,Luke Wattenberg,DEN,11,39,1,677,True,11,3,0,1,Luke,Wattenberg,WattenbergLuke_22435,2837.0,2835.0,4.0,28.0,5.0,3.0,Signed,College_Impact,80.0,0.0,0.0,DEN,tier_3,1.4771048744460857,DEN,4
3119,LG,Joel,Bitonio,Joel Bitonio,DEN,17,46,4,1177,True,17,3,0,1,Joel,Bitonio,BitonioJoel_10831,220.0,218.0,12.0,34.0,2.0,3.0,Signed,College_Impact,82.0,0.0,0.0,DEN,tier_3,3.3984706881903146,DEN,1
3121,LG,Kingsley,Suamataia,Kingsley Suamataia,KC,16,58,2,1126,True,16,8,0,1,Kingsley,Suamataia,SuamataiaKingsley_14705,2560.0,2558.0,2.0,23.0,2.0,8.0,Signed,Normal,75.0,0.0,0.0,KC,tier_4,1.7761989342806395,KC,2
3125,LT,Kadyn,Proctor,Kadyn Proctor,CLE,11,49,7,726,True,11,4,0,1,Kadyn,Proctor,KadynProctor_26124,3340.0,3338.0,0.0,21.0,1.0,4.0,Signed,Normal,74.0,0.0,0.0,CLE,tier_5,9.641873278236915,CLE,0
3126,C,Creed,Humphrey,Creed Humphrey,KC,10,57,0,631,True,10,8,0,1,Creed,Humphrey,HumphreyCreed_21551,1234.0,1232.0,5.0,28.0,2.0,8.0,Signed,College_Star,95.0,0.0,0.0,KC,tier_0,0.0,KC,3
3127,RG,Trey,Smith,Trey Smith,KC,17,49,2,1219,True,17,8,0,1,Trey,Smith,SmithTrey_21648,2474.0,2472.0,5.0,27.0,6.0,8.0,Signed,College_Star,88.0,0.0,0.0,KC,tier_2,1.6406890894175554,KC,2
3129,RT,Spencer,Fano,Spencer Fano,KC,17,74,10,1210,True,17,8,0,1,Spencer,Fano,SpencerFano_26110,3329.0,3327.0,0.0,21.0,1.0,8.0,Signed,College_Impact,89.0,0.0,0.0,KC,tier_2,8.264462809917356,KC,-3
3131,RG,Mike,Onwenu,Mike Onwenu,NE,17,29,3,1245,True,17,21,0,1,Mike,Onwenu,OnwenuMichael_21205,2022.0,2020.0,6.0,28.0,6.0,21.0,Signed,College_Impact,83.0,0.0,0.0,NE,tier_3,2.4096385542168677,NE,4
3132,RG,Ar'maj,Reed-Adams,Ar'maj Reed-Adams,NE,12,38,3,824,True,12,21,0,1,Ar'maj,Reed-Adams,Ar'majReed-Adams_26528,3509.0,3507.0,0.0,22.0,5.0,21.0,Signed,Normal,77.0,0.0,0.0,NE,tier_4,3.6407766990291264,NE,2
3134,LT,Garett,Bolles,Garett Bolles,DEN,15,85,5,1049,True,15,3,0,1,Garett,Bolles,BollesGarett_12545,244.0,242.0,9.0,34.0,1.0,3.0,Signed,College_Star,87.0,0.0,0.0,DEN,tier_2,4.7664442326024785,DEN,-1
3135,RT,Mike,McGlinchey,Mike McGlinchey,DEN,16,43,11,1039,True,16,3,0,1,Mike,McGlinchey,McGlincheyMike_13116,1747.0,1745.0,8.0,31.0,1.0,3.0,Signed,College_Impact,82.0,0.0,0.0,DEN,tier_3,10.587102983638113,DEN,-2
3137,RG,Quinn,Meinerz,Quinn Meinerz,DEN,14,44,1,914,True,14,3,0,1,Quinn,Meinerz,MeinerzQuinn_21842,1792.0,1790.0,5.0,27.0,3.0,3.0,Signed,College_Star,95.0,0.0,0.0,DEN,tier_0,1.0940919037199124,DEN,3
3138,LG,David,Edwards,David Edwards,LAC,17,75,7,1242,True,17,7,0,1,David,Edwards,EdwardsDavid_20532,727.0,725.0,7.0,29.0,5.0,7.0,Signed,Normal,77.0,0.0,0.0,LAC,tier_4,5.636070853462158,LAC,-1
3139,RG,Cole,Van Lanen,Cole Van Lanen,LAC,14,17,3,1034,True,14,7,0,1,Cole,Van Lanen,VanLanenCole_21932,2749.0,2747.0,5.0,28.0,6.0,7.0,Signed,Normal,77.0,0.0,0.0,LAC,tier_4,2.9013539651837523,LAC,2
3142,RG,James,Daniels,James Daniels,MIA,17,20,8,1168,True,17,11,0,1,James,Daniels,DanielsJames_13137,580.0,578.0,8.0,28.0,2.0,11.0,Signed,Normal,74.0,0.0,0.0,MIA,tier_5,6.8493150684931505,MIA,-3
3143,LT,Patrick,Paul,Patrick Paul,MIA,13,46,4,875,True,13,11,0,1,Patrick,Paul,PaulPatrick_14702,2071.0,2069.0,2.0,24.0,2.0,11.0,Signed,Normal,75.0,0.0,0.0,MIA,tier_4,4.571428571428572,MIA,2
3144,C,Zach,Frazier,Zach Frazier,PIT,13,91,0,903,True,13,28,0,1,Zach,Frazier,FrazierZach_14706,870.0,868.0,2.0,25.0,2.0,28.0,Signed,College_Impact,87.0,0.0,0.0,PIT,tier_2,0.0,PIT,6
3145,LG,Jonah,Savaiinaea,Jonah Savaiinaea,MIA,8,19,3,654,True,17,11,0,1,Jonah,Savaiinaea,SavaiinaeaJonah_15167,2350.0,2348.0,1.0,22.0,2.0,11.0,Signed,Normal,64.0,0.0,0.0,MIA,tier_6,4.587155963302752,MIA,1
3146,RT,Austin,Jackson,Austin Jackson,MIA,17,28,11,1145,True,17,11,0,1,Austin,Jackson,JacksonAustin_20965,1273.0,1271.0,6.0,27.0,1.0,11.0,Signed,Normal,71.0,0.0,0.0,MIA,tier_5,9.606986899563319,MIA,0
3147,C,Aaron,Brewer,Aaron Brewer,MIA,11,24,4,666,True,11,11,0,1,Aaron,Brewer,BrewerAaron_21365,295.0,293.0,6.0,28.0,63.0,11.0,Signed,Normal,78.0,0.0,0.0,MIA,tier_4,6.006006006006006,MIA,-1
3150,C,Iapani,Laloulu,Iapani Laloulu,MIA,6,13,2,504,True,17,11,0,1,Iapani,Laloulu,IapaniLaloulu_26327,3419.0,3417.0,0.0,22.0,3.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,3.968253968253968,MIA,0
3153,LT,Dion,Dawkins,Dion Dawkins,BUF,11,72,1,823,True,11,2,0,1,Dion,Dawkins,DawkinsDion_12622,621.0,619.0,9.0,32.0,2.0,2.0,Signed,College_Impact,84.0,0.0,0.0,BUF,tier_3,1.215066828675577,BUF,4
3159,RG,Sam,Cosmi,Sam Cosmi,WAS,11,23,4,708,True,11,25,0,1,Sam,Cosmi,CosmiSam_21533,538.0,536.0,5.0,27.0,2.0,25.0,Signed,College_Impact,83.0,0.0,0.0,WAS,tier_3,5.649717514124294,WAS,-2
3163,LG,Graham,Glasgow,Graham Glasgow,DET,14,61,3,984,True,14,18,0,1,Graham,Glasgow,GlasgowGraham_17700,941.0,939.0,10.0,34.0,3.0,18.0,Signed,Normal,74.0,0.0,0.0,DET,tier_5,3.048780487804878,DET,3
