Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
14,CB,Christian,Gonzalez,Christian Gonzalez,NE,True,0,75,596,0,13,19,22,0,1,15,41,0,3,1,0,10,0,21,3,0,1,0,11,11,Christian,Gonzalez,GonzalezChristian_23026,954.0,952.0,3.0,24.0,1.0,21.0,Signed,College_Star,91.0,0.0,0.0,NE,tier_1,8.389261744966444,9.228187919463087,6.7114093959731544,23.48993288590604,58.7248322147651,16.778523489932887,2.5167785234899327,0.45454545454545453,NE,4
124,LE,K'Lavon,Chaisson,K'Lavon Chaisson,BAL,True,0,0,486,0,7,13,19,1,1,0,0,0,0,0,0,1,0,24,4,0,5,0,13,13,K'Lavon,Chaisson,ChaissonKLavon_20991,451.0,449.0,6.0,27.0,1.0,24.0,Signed,Normal,76.0,0.0,0.0,BAL,tier_4,28.80658436213992,33.95061728395061,0.0,20.5761316872428,53.49794238683128,2.05761316872428,0.0,-0.07692307692307693,BAL,-4
146,CB,Christian,Gray,Christian Gray,IND,True,0,0,390,0,1,5,11,0,1,11,0,0,0,0,0,4,0,9,0,0,0,0,12,0,Christian,Gray,ChristianGray_26515,3448.0,3446.0,0.0,21.0,5.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,0.0,0.0,0.0,10.256410256410257,30.76923076923077,10.256410256410257,2.8205128205128207,0.5833333333333334,IND,-1
222,RE,David,Bailey,David Bailey,MIA,True,8,0,770,1,18,32,38,0,1,0,0,0,0,0,0,0,0,11,8,1,11,0,17,17,David,Bailey,DavidBailey_2618,3330.0,3328.0,0.0,22.0,1.0,11.0,Signed,College_Impact,87.0,0.0,0.0,MIA,tier_2,38.96103896103896,46.103896103896105,2.5974025974025974,24.675324675324678,72.72727272727272,0.0,0.0,0.0,MIA,0
254,RE,Brian,Burns,Brian Burns,NYG,True,24,0,515,2,14,12,12,0,1,0,0,0,0,0,0,1,0,15,6,3,4,0,11,11,Brian,Burns,BurnsBrian_20566,381.0,379.0,7.0,28.0,1.0,15.0,Signed,College_Star,86.0,0.0,0.0,NYG,tier_2,27.184466019417474,31.067961165048544,9.70873786407767,21.359223300970875,50.48543689320388,1.941747572815534,0.0,-0.09090909090909091,NYG,4
354,SS,Isaiah,Simmons,Isaiah Simmons,ATL,True,0,6,504,0,12,25,45,0,1,12,6,0,1,1,0,3,0,13,2,0,0,0,13,3,Isaiah,Simmons,SimmonsIsaiah_21000,2411.0,2409.0,6.0,28.0,1.0,13.0,Signed,Normal,70.0,0.0,0.0,ATL,tier_5,3.968253968253968,3.968253968253968,3.968253968253968,9.920634920634921,113.0952380952381,5.952380952380952,2.380952380952381,0.6923076923076923,ATL,8
487,RE,Micah,Parsons,Micah Parsons,GB,True,0,0,603,0,10,30,36,0,1,1,0,0,0,0,0,1,0,19,14,1,11,0,13,13,Micah,Parsons,ParsonsMicah_21476,2059.0,2057.0,5.0,27.0,1.0,19.0,Signed,College_Elite,96.0,0.0,0.0,GB,tier_0,59.701492537313435,68.82255389718077,1.658374792703151,43.117744610281925,76.28524046434494,1.658374792703151,0.16583747927031509,0.0,GB,-1
645,CB,Josh,Wallace,Josh Wallace,LAR,True,0,0,377,0,3,7,13,0,1,8,0,0,0,0,0,0,0,23,0,1,0,0,10,0,Josh,Wallace,WallaceJosh_1223,2793.0,2791.0,2.0,26.0,63.0,23.0,Signed,Normal,65.0,0.0,0.0,LAR,tier_6,0.0,0.0,2.6525198938992043,0.0,42.44031830238727,0.0,2.122015915119363,0.8,LAR,-1
755,LE,Keldric,Faulk,Keldric Faulk,DAL,True,5,0,566,1,9,13,24,0,1,1,0,0,0,0,0,1,0,10,8,1,5,0,12,12,Keldric,Faulk,KeldricFaulk_26117,3333.0,3331.0,0.0,20.0,1.0,10.0,Signed,Normal,81.0,0.0,0.0,DAL,tier_3,31.802120141342755,36.21908127208481,3.5335689045936394,24.734982332155475,58.30388692579505,1.7667844522968197,0.17667844522968199,0.0,DAL,-3
843,CB,Bilhal,Kone,Bilhal Kone,BAL,True,0,0,804,0,16,25,33,0,1,18,0,0,0,0,0,7,0,24,1,0,0,0,17,1,Bilhal,Kone,KoneBilhal_15304,1514.0,1512.0,1.0,24.0,6.0,24.0,Signed,Normal,70.0,0.0,0.0,BAL,tier_5,1.243781094527363,1.243781094527363,0.0,9.950248756218905,60.9452736318408,8.706467661691542,2.2388059701492535,0.6470588235294118,BAL,-1
844,CB,Matthew,McDoom,Matthew McDoom,DET,True,0,0,459,0,5,10,21,0,1,7,0,0,0,0,0,0,0,18,0,0,0,0,15,1,Matthew,McDoom,MatthewMcDoom_2671,3647.0,3645.0,0.0,22.0,7.0,18.0,Signed,Normal,66.0,0.0,0.0,DET,tier_6,0.0,0.0,0.0,0.0,56.644880174291934,0.0,1.5250544662309369,0.4666666666666667,DET,-3
849,FS,Jeremiah,Cooper,Jeremiah Cooper,CLE,True,0,0,619,0,11,12,26,0,1,8,0,0,0,0,0,0,0,4,1,0,0,0,13,13,Jeremiah,Cooper,JeremiahCooper_2654,3476.0,3474.0,0.0,22.0,5.0,4.0,Signed,Normal,66.0,0.0,0.0,CLE,tier_6,1.6155088852988693,1.6155088852988693,0.0,1.6155088852988693,59.77382875605816,0.0,1.2924071082390953,0.6153846153846154,CLE,-6
850,CB,Jonquis,Hardaway,Jonquis Hardaway,KC,True,0,66,664,0,7,17,28,1,1,13,31,0,3,1,0,2,0,8,1,0,0,0,15,15,Jonquis,Hardaway,JonquisHardaway_26410,3429.0,3427.0,0.0,22.0,4.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,1.5060240963855422,1.5060240963855422,6.024096385542169,4.518072289156627,52.71084337349398,3.0120481927710845,1.957831325301205,0.7333333333333333,KC,6
851,CB,Azareye'h,Thomas,Azareye'h Thomas,NYJ,True,0,0,614,0,6,15,23,0,1,9,0,0,0,0,0,2,0,17,0,0,0,0,17,0,Azareye'h,Thomas,ThomasAzareyeh_15329,2629.0,2627.0,1.0,22.0,3.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,0.0,0.0,0.0,3.257328990228013,47.23127035830619,3.257328990228013,1.4657980456026058,0.4117647058823529,NYJ,-2
852,CB,Mike,Hughes,Mike Hughes,WAS,True,0,34,718,0,8,16,28,1,1,10,29,0,2,0,0,4,0,25,2,0,0,0,17,2,Mike,Hughes,HughesMike_13148,1230.0,1228.0,8.0,29.0,1.0,25.0,Signed,Normal,72.0,0.0,0.0,WAS,tier_5,2.785515320334262,2.785515320334262,2.785515320334262,8.356545961002785,50.13927576601671,5.571030640668524,1.392757660167131,0.35294117647058826,WAS,2
853,CB,Marcus,Jones,Marcus Jones,NE,True,0,24,905,0,13,20,26,0,1,13,24,0,1,1,0,4,0,21,0,0,0,0,15,15,Marcus,Jones,JonesMarcus_22224,1425.0,1423.0,4.0,27.0,3.0,21.0,Signed,College_Impact,79.0,0.0,0.0,NE,tier_4,0.0,0.0,2.2099447513812156,4.419889502762431,43.0939226519337,4.419889502762431,1.4364640883977902,0.6,NE,-1
854,CB,Brandon,Codrington,Brandon Codrington,MIN,True,0,0,334,0,4,4,10,0,1,2,0,0,0,0,0,1,0,30,0,0,0,0,15,1,Brandon,Codrington,CodringtonBrandon_196,491.0,489.0,2.0,25.0,63.0,30.0,Signed,Normal,63.0,0.0,0.0,MIN,tier_6,0.0,0.0,0.0,2.9940119760479043,41.91616766467065,2.9940119760479043,0.5988023952095809,0.06666666666666667,MIN,0
856,CB,Jeremiah,Wilson,Jeremiah Wilson,LAC,True,0,17,384,0,1,9,13,0,1,6,17,0,1,0,0,2,0,7,0,0,0,0,16,16,Jeremiah,Wilson,JeremiahWilson_26521,3442.0,3440.0,0.0,22.0,5.0,7.0,Signed,Normal,69.0,0.0,0.0,LAC,tier_6,0.0,0.0,2.6041666666666665,5.208333333333333,36.458333333333336,5.208333333333333,1.5625,0.25,LAC,2
858,CB,Tarheeb,Still,Tarheeb Still,LAC,True,0,0,1080,0,29,49,73,1,1,29,0,0,0,0,0,13,0,7,2,1,0,0,17,0,Tarheeb,Still,StillTarheeb_1087,2529.0,2527.0,2.0,24.0,5.0,7.0,Signed,Normal,77.0,0.0,0.0,LAC,tier_4,1.8518518518518519,1.8518518518518519,0.9259259259259259,13.888888888888888,94.44444444444444,12.037037037037036,2.685185185185185,0.9411764705882353,LAC,0
859,CB,Marcus,Harris,Marcus Harris,TEN,True,0,45,890,0,11,31,48,0,1,22,23,0,2,0,0,10,0,29,0,0,0,0,17,1,Marcus,Harris,HarrisMarcus_15311,1074.0,1072.0,1.0,25.0,6.0,29.0,Signed,Normal,72.0,0.0,0.0,TEN,tier_5,0.0,0.0,2.247191011235955,11.235955056179774,66.29213483146069,11.235955056179774,2.4719101123595504,0.7058823529411765,TEN,2
860,CB,Billy,Bowman Jr,Billy Bowman Jr,ATL,True,0,29,1078,0,12,26,46,0,1,24,29,0,1,0,0,12,0,13,2,0,0,0,17,4,Billy,Bowman Jr,BowmanJrBilly_15332,266.0,264.0,1.0,23.0,4.0,13.0,Signed,Normal,74.0,0.0,0.0,ATL,tier_5,1.8552875695732838,1.8552875695732838,0.9276437847866419,12.987012987012989,53.80333951762523,11.131725417439704,2.2263450834879404,0.7058823529411765,ATL,-1
861,CB,Emmanuel,Forbes Jr,Emmanuel Forbes Jr,NYG,True,18,0,1034,1,15,31,42,1,1,20,0,0,0,0,0,12,0,15,0,1,0,0,17,0,Emmanuel,Forbes Jr,ForbesEmmanuel_23029,838.0,836.0,3.0,25.0,1.0,15.0,Signed,College_Impact,75.0,0.0,0.0,NYG,tier_4,0.0,0.0,1.9342359767891684,11.60541586073501,55.1257253384913,11.60541586073501,1.9342359767891684,0.47058823529411764,NYG,0
864,CB,Benjamin,Morrison,Benjamin Morrison,TB,True,0,0,789,0,3,22,29,0,1,13,0,0,0,0,0,8,0,5,0,0,0,0,17,3,Benjamin,Morrison,MorrisonBenjamin_15290,1877.0,1875.0,1.0,22.0,2.0,5.0,Signed,Normal,73.0,0.0,0.0,TB,tier_5,0.0,0.0,0.0,10.139416983523446,40.557667934093786,10.139416983523446,1.6476552598225602,0.29411764705882354,TB,-1
865,CB,Keisean,Nixon,Keisean Nixon,GB,True,0,0,1099,0,18,51,70,0,1,41,0,0,0,0,0,9,0,19,4,0,1,0,17,12,Keisean,Nixon,NixonKeisean_20723,1956.0,1954.0,7.0,29.0,63.0,19.0,Signed,College_Impact,74.0,0.0,0.0,GB,tier_5,5.45950864422202,5.914467697907188,0.0,12.738853503184714,80.07279344858962,8.18926296633303,3.7306642402183803,1.8823529411764706,GB,-2
6700,LOLB,Chad,Muma,Chad Muma,BAL,True,0,47,771,0,17,34,51,0,1,14,24,0,2,0,0,2,0,24,2,0,1,0,17,1,Chad,Muma,MumaChad_22186,1897.0,1895.0,4.0,27.0,3.0,24.0,Signed,Normal,69.0,0.0,0.0,BAL,tier_6,5.188067444876784,5.836575875486381,2.594033722438392,6.485084306095979,88.19714656290532,2.594033722438392,1.8158236057068744,0.7058823529411765,BAL,4
6702,CB,Cam,Hart,Cam Hart,LAC,True,0,0,576,0,12,17,27,1,1,11,0,0,0,0,0,5,0,7,0,0,0,0,15,0,Cam,Hart,HartCam_14960,1087.0,1085.0,2.0,25.0,5.0,7.0,Signed,Normal,75.0,0.0,0.0,LAC,tier_4,0.0,0.0,0.0,8.680555555555555,67.70833333333333,8.680555555555555,1.9097222222222223,0.4,LAC,-1
6703,FS,Jevon,Holland,Jevon Holland,NYG,True,0,0,780,0,28,45,60,0,1,20,0,0,0,0,0,6,0,15,0,1,0,0,15,15,Jevon,Holland,HollandJevon_21470,1190.0,1188.0,5.0,26.0,2.0,15.0,Signed,College_Impact,79.0,0.0,0.0,NYG,tier_4,0.0,0.0,1.2820512820512822,7.6923076923076925,112.82051282051282,7.6923076923076925,2.564102564102564,0.9333333333333333,NYG,4
6704,DT,Rayshaun,Benny,Rayshaun Benny,SF,True,17,0,559,1,14,22,32,0,1,0,0,0,0,0,0,0,0,14,10,1,1,0,17,3,Rayshaun,Benny,RayshaunBenny_26439,3468.0,3466.0,0.0,24.0,4.0,14.0,Signed,Normal,70.0,0.0,0.0,SF,tier_5,21.46690518783542,22.361359570661897,3.5778175313059033,19.67799642218247,82.28980322003578,0.0,0.0,0.0,SF,2
6705,RE,Jaelan,Phillips,Jaelan Phillips,CIN,True,0,0,713,0,13,18,20,1,1,1,0,1,0,0,0,0,0,1,9,0,3,0,17,17,Jaelan,Phillips,PhillipsJaelan_21512,2110.0,2108.0,5.0,27.0,1.0,1.0,Signed,Normal,75.0,0.0,0.0,CIN,tier_4,21.037868162692845,23.14165497896213,1.402524544179523,16.830294530154276,46.28330995792426,0.0,0.1402524544179523,0.058823529411764705,CIN,-2
6706,ROLB,Jahlani,Tavai,Jahlani Tavai,NE,True,0,0,731,0,17,30,45,1,1,7,0,0,0,0,0,0,0,21,4,0,0,0,17,17,Jahlani,Tavai,TavaiJahlani_20592,2588.0,2586.0,7.0,29.0,2.0,21.0,Signed,Normal,69.0,0.0,0.0,NE,tier_6,5.471956224350205,5.471956224350205,0.0,5.471956224350205,84.81532147742818,0.0,0.957592339261286,0.4117647058823529,NE,0
