FullName,Position,TeamName,SkillPointOL
Aaron Banks,LG,GB,-1
Aaron Brewer,C,MIA,-1
Abraham Lucas,RT,SEA,-2
Aireontae Ersery,LT,HOU,-2
Alaric Jackson,LT,LAR,2
Alex Forsyth,C,DEN,13
Alijah Vera-Tucker,RG,HOU,-2
Amarius Mims,RT,CIN,0
Andre James,C,DET,1
Andrew Thomas,LT,NYG,4
Andrew Vorhees,LG,BAL,0
Anthony Belton,LT,GB,-2
Anthony Bradford,RG,SEA,-3
Anton Harrison,RT,JAX,1
Ar'maj Reed-Adams,RG,NE,2
Armand Membou,RT,NYJ,1
Austin Barber,LT,CLE,-2
Austin Jackson,RT,MIA,0
Beaux Limmer,C,LAR,3
Ben Bredeson,LG,TB,10
Bernhard Raimann,LT,IND,-2
Blake Fisher,RT,HOU,1
Braden Smith,RT,IND,-1
Brandon Coleman,LG,WAS,4
Brian O'Neill,RT,MIN,-1
Brock Hoffman,C,ATL,1
Broderick Jones,LT,PIT,0
Bryce Foster,C,BAL,1
Carson Vinson,LT,BAL,4
Cesar Ruiz,RG,NO,3
Charles Cross,LT,SEA,1
Chris Lindstrom,RG,ATL,-2
Chris Paul,LG,LV,3
Christian Darrisaw,LT,MIN,2
Christian Haynes,RG,NYG,1
Cody Ford,LT,CIN,-5
Cody Mauch,RG,TB,2
Cole Van Lanen,RG,LAC,2
Colton McKivitz,RT,SF,1
Connor McGovern,C,BUF,-2
Connor Tollison,C,CIN,4
Cooper Beebe,C,DAL,5
Creed Humphrey,C,KC,3
Damien Lewis,LG,CAR,2
Dan Moore,RT,LV,0
Darnell Wright,RT,CHI,4
David Edwards,LG,LAC,-1
Dion Dawkins,LT,BUF,4
Dominick Puni,RG,SF,-3
Drew Dalman,C,CHI,2
Drew Kendall,C,PHI,-5
Drew Shelton,LT,LV,1
Dylan Fairchild,LG,CIN,0
Earnest Greene III,RG,NO,-4
Elgton Jenkins,C,GB,1
Emery Jones Jr,RT,BAL,1
Emmanuel Pregnon,LG,CLE,0
Erik McCoy,C,NO,1
Ezra Cleveland,LG,JAX,5
Fernando Carmona,LG,HOU,-2
Francis Mauigoa,RT,CIN,1
Garett Bolles,LT,DEN,-1
Giovanni Manu,LT,DET,-2
Graham Glasgow,LG,DET,3
Grey Zabel,LG,SEA,3
Gunnar Hansen,LT,DAL,1
Hunter Nourzad,C,KC,-2
Iapani Laloulu,C,MIA,0
Ikem Ekwonu,LT,TEN,2
Isaiah World,LT,PHI,0
JC Latham,RT,TEN,-2
Jack Conklin,RT,CLE,-3
Jackson Powers-Johnson,RG,LV,0
Jackson Slater,LG,TEN,3
Jacob Monk,C,GB,1
Jake Brendel,C,SF,2
Jake Matthews,LT,ATL,-2
Jalen Sundell,C,SEA,3
Jalen Travis,LT,IND,4
James Daniels,RG,MIA,-3
Jared Wilson,LG,NE,-2
Jarrett Patterson,C,HOU,0
Joe Alt,LT,LAC,6
Joe Tippmann,RG,NYJ,-1
Joel Bitonio,LG,DEN,1
John Michael Schmitz Jr,C,NYG,0
John Simpson,LG,BAL,0
Jon Runyan,LG,NYG,-3
Jonah Jackson,RG,CHI,2
Jonah Savaiinaea,LG,MIA,1
Jordan Mailata,LT,PHI,4
Jordan Morgan,RG,GB,3
Josh Conerly Jr,RT,WAS,-5
Josh Kreutz,C,CAR,1
Josh Myers,C,NYJ,-2
