FullName,Position,TeamName,SkillPointDef
A.J. Epenesa,LE,LV,3
A.J. Harris,CB,MIA,-4
A.J. Haulcy,FS,KC,-2
A.J. Terrell Jr,CB,ATL,0
Aaron Graves,DT,MIN,-1
Aaron Smith,MLB,TB,4
Abdul Carter,RE,NYG,5
Adetomiwa Adebawore,DT,IND,-2
Ahmaad Moses,FS,MIN,-2
Aidan Hutchinson,LE,DET,6
Aiden Fisher,ROLB,CLE,4
Akayleb Evans,CB,MIA,-2
Akheem Mesidor,DT,PHI,-2
Al-Quadin Muhammad,RE,DET,2
Ale Kaho,ROLB,WAS,-3
Alex Anzalone,ROLB,NYJ,9
Alex Highsmith,RE,PIT,-3
Alex Singleton,ROLB,DEN,4
Alex Wright,LE,CLE,-4
Alfred Collins,DT,SF,0
Alijah Clark,FS,DAL,1
Alohi Gilman,FS,NYJ,0
Alontae Taylor,CB,WAS,0
Amani Hooker,SS,TEN,-2
Amari Burney,MLB,GB,-2
Amik Robertson,CB,SEA,6
Andre Cisco,FS,NE,-3
Andrew Mukuba,SS,PHI,-1
Andrew Van Ginkel,RE,MIN,1
Andrew Wingard,FS,GB,0
Anfernee Jennings,RE,NE,-3
Anthony Hill Jr,MLB,MIN,4
Anthony Nelson,LE,TB,1
Anthony Walker Jr,LOLB,MIN,-1
Antoine Winfield Jr,FS,TB,0
Antonio Johnson,SS,JAX,-2
Arden Key,RE,WAS,-2
Arik Armstead,DT,KC,-3
Arion Carter,ROLB,DAL,-2
Arnold Ebiketie,LE,NYG,1
Arvell Reese,RE,NYJ,-2
Ashton Gillotte,RE,KC,-5
Austin Ajiake,ROLB,IND,1
Avieon Terrell,CB,HOU,-1
Azareye'h Thomas,CB,NYJ,-2
Azeez Al-Shaair,MLB,HOU,7
B.J. Hill,DT,CIN,5
BJ Green II,LE,JAX,0
Bam Martin-Scott,ROLB,CAR,2
Barrett Carter,MLB,CIN,7
Barryn Sorrell,RE,GB,1
Baylon Spector,LOLB,LAC,2
Beanie Bishop Jr,CB,CHI,0
Benjamin Morrison,CB,TB,-1
Benjamin St-Juste,CB,LAC,2
Bilhal Kone,CB,BAL,-1
Billy Bowman Jr,CB,ATL,-1
Blake Cashman,ROLB,MIN,9
Bobby Brown III,DT,CAR,-6
Bobby Wagner,MLB,WAS,3
Boye Mafe,RE,LV,-3
Bradley Chubb,RE,HOU,-5
Bradyn Swinson,LE,NE,6
Bralen Trice,RE,ATL,-1
Brandin Echols,CB,PIT,-2
Brandon Cisse,CB,DAL,-1
Brandon Codrington,CB,MIN,0
Brandon Dorlus,DT,ATL,-2
Brandon Jones,FS,DEN,-4
Brandon Stephens,CB,NYJ,-1
Braxton Fely,DT,IND,1
Brennan Jackson,LE,LV,-1
Brian Branch,SS,DET,0
Brian Burns,RE,NYG,4
Bryan Bresee,DT,NO,-4
Bryan Cook,FS,LAC,1
Bryce Huff,RE,TEN,-3
Bud Clark,FS,CHI,7
Budda Baker,SS,WAS,2
Byron Murphy Jr,CB,MIN,-3
Byron Young,RE,LAR,3
CJ Allen,MLB,DEN,3
Caelen Carson,CB,DAL,0
Caleb Bacon,LOLB,NYJ,2
Caleb Banks,DT,NYJ,-4
Caleb Downs,FS,LAR,6
Caleb Ransaw,FS,JAX,-2
Calen Bullock,FS,HOU,6
Calijah Kancey,DT,TB,-2
Cam Hart,CB,LAC,-1
Cam Jackson,DT,CAR,-3
Cam Riley,MLB,DET,1
Cam Taylor-Britt,CB,TEN,2
Cameron Heyward,DT,PIT,3
Cameron Mitchell,CB,BUF,-1
Camryn Bynum,SS,IND,-3
Carl Granderson,RE,NO,4
Carl Jones,MLB,CHI,-4
Carlton Davis III,CB,GB,0
Carrington Valentine,CB,GB,2
Carson Bruener,MLB,PIT,1
Carson Schwesinger,MLB,CLE,-2
Cashius Howell,RE,DET,-2
Cedric Gray,ROLB,TEN,4
Cedric Johnson,RE,CIN,-4
Chad Muma,LOLB,BAL,4
Chamarri Conner,SS,KC,2
Chandler Rivers,CB,LV,-1
Charvarius Ward Sr,CB,IND,-3
Chase Young,LE,NO,-2
Chidobe Awuzie,CB,DET,-1
Chigozie Anusiem,CB,CIN,5
Chop Robinson,LE,MIA,1
Chris Braswell,RE,TB,-5
Chris Johnson,CB,LAR,-2
Chris Jones,DT,KC,5
Chris McClellan,DT,DAL,-4
Chris Paul Jr,LOLB,BUF,6
Chris Roland-Wallace,FS,KC,4
Christian Barmore,DT,NE,-2
Christian Benford,CB,BUF,-1
Christian Gonzalez,CB,NE,4
Christian Gray,CB,IND,-1
Christian Izien,CB,TB,1
Christian Rozeboom,ROLB,WAS,3
Christopher Smith II,SS,MIA,15
Chuck Clark,FS,PIT,1
Clark Phillips III,CB,ATL,-3
Cobie Durant,CB,LAR,-3
Cody Barton,MLB,NYG,3
Cody Lindenberg,MLB,LV,8
Colby Wooden,DT,GB,14
Cole Bishop,FS,BUF,0
Cole Brevard,DT,JAX,-2
Collin Oliver,RE,GB,-4
Cooper McDonald,MLB,KC,3
Cor'Dale Flott,CB,NYG,-4
Corey Thornton,CB,CAR,0
Craig Woodson,SS,NE,6
D'Marco Jackson,ROLB,DET,2
D.J. James,CB,SEA,2
D.J. Jones,DT,DEN,-1
D.J. Reader,DT,CIN,-5
D.J. Reed Jr,CB,DET,0
DJ McKinney,CB,MIN,2
DJ Turner II,CB,CIN,0
DQ Smith,FS,DEN,-5
Da'Ron Payne,DT,WAS,-5
DaQuan Jones,DT,CHI,0
DaRon Bland,CB,DAL,3
DaVon Hamilton,DT,JAX,2
Daiyan Henley,ROLB,LAC,1
Dallas Turner,RE,MIN,-1
Dane Belton,SS,NYG,12
Daniel Scott,FS,IND,4
Danielle Hunter,RE,HOU,-2
Danny Stutsman,MLB,NO,13
Dante Trader Jr,FS,MIA,-1
Darien Porter,CB,LV,-2
Darious Williams,CB,LAR,0
Darius Muasau,LOLB,NYG,-5
Darrell Baker,CB,HOU,-1
Darrell Jackson Jr,DT,HOU,0
Darrell Luter Jr,CB,SF,1
Dasan McCullough,MLB,NO,-3
David Bailey,RE,MIA,0
David Walker,LE,TB,-5
Davison Igbinosun,CB,NE,-2
Davon Godchaux,DT,NO,-4
Dax Hill,CB,NO,2
Daylan Carnell,SS,DEN,-3
Daylen Everette,CB,JAX,2
De'Antre Prince,CB,CLE,0
DeMarcco Hellams,FS,ATL,-2
DeMarcus Lawrence,LE,SEA,8
DeMarvion Overshown,ROLB,DAL,5
DeMonte Capehart,DT,LV,1
DeShon Elliott,SS,PIT,-2
DeWayne Carter,DT,BUF,0
Dean Miller,RE,PIT,-4
Decamerion Richardson,CB,NYG,0
Dee Winters,ROLB,SF,4
Deion Jones,MLB,SEA,1
Dell Pettus,SS,NE,0
Demario Davis,MLB,TEN,5
Demetrius Knight Jr,ROLB,CIN,6
Dennis Gardeck,LOLB,CAR,8
Denzel Ward,CB,CLE,6
Deommodore Lenoir,CB,SF,2
Deontae Lawson,LOLB,IND,11
Deonte Banks,CB,MIN,1
Derek Stingley Jr,CB,HOU,-2
Derick Hall,RE,SEA,0
Derrick Barnes,LOLB,DET,-2
Derrick Brown,DT,CAR,-6
Derrick Harmon,DT,PIT,1
Derrick Moore,RE,JAX,5
Derwin James Jr,SS,LAC,5
Desmond Purnell,LOLB,JAX,-5
Devin Bush,ROLB,LAR,0
Devin Lloyd,MLB,JAX,4
Devin White,LOLB,LV,14
Devon Witherspoon,CB,SEA,1
Devonte Wyatt,DT,GB,0
Dexter Lawrence II,DT,NYG,0
Dillon Thieneman,SS,NYJ,0
Divine Deablo,ROLB,ATL,6
Domani Jackson,CB,PHI,-1
Donovan Ezeiruaku,RE,DAL,-3
Donte Jackson,CB,LAC,0
Donte Kent,CB,PIT,3
Dorance Armstrong,RE,WAS,-1
Dorian Williams,ROLB,BUF,-1
Drake Thomas,ROLB,SEA,4
Dre'Mont Jones,RE,BAL,1
Drue Tranquill,ROLB,KC,1
