Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
HB,tier_0,RBScrimmageYardsPer300Touches,1600-7500,tier_0,2,7501,1600
HB,tier_0,RBScrimmageYardsPer300Touches,1350-1599,tier_1,0,1600,1350
HB,tier_0,RBScrimmageYardsPer300Touches,1200-1349,tier_2,-3,1350,1200
HB,tier_0,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-5,1200,1100
HB,tier_0,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-9,1100,1000
HB,tier_0,RBScrimmageYardsPer300Touches,0-999,tier_5,-12,1000,0
HB,tier_0,RBScrimmageTDsPerGame,0.90-5.00,tier_0,2,5.01,0.90
HB,tier_0,RBScrimmageTDsPerGame,0.66-0.89,tier_1,0,0.9,0.66
HB,tier_0,RBScrimmageTDsPerGame,0.50-0.65,tier_2,-1,0.66,0.50
HB,tier_0,RBScrimmageTDsPerGame,0.33-0.49,tier_3,-3,0.5,0.33
HB,tier_0,RBScrimmageTDsPerGame,0.13-0.32,tier_4,-5,0.33,0.13
HB,tier_0,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-8,0.13,0.00
HB,tier_0,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_0,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_0,RUSHFUMBLES,2,tier_2,-2,2,2
HB,tier_0,RUSHFUMBLES,3,tier_3,-3,3,3
HB,tier_0,RUSHFUMBLES,4-5,tier_4,-4,6,4
HB,tier_0,RUSHFUMBLES,6-25,tier_5,-5,26,6
HB,tier_1,RBScrimmageYardsPer300Touches,1600-7500,tier_0,3,7501,1600
HB,tier_1,RBScrimmageYardsPer300Touches,1350-1599,tier_1,1,1600,1350
HB,tier_1,RBScrimmageYardsPer300Touches,1200-1349,tier_2,-2,1350,1200
HB,tier_1,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-4,1200,1100
HB,tier_1,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-8,1100,1000
HB,tier_1,RBScrimmageYardsPer300Touches,0-999,tier_5,-10,1000,0
HB,tier_1,RBScrimmageTDsPerGame,0.90-5.00,tier_0,3,5.01,0.90
HB,tier_1,RBScrimmageTDsPerGame,0.66-0.89,tier_1,1,0.9,0.66
HB,tier_1,RBScrimmageTDsPerGame,0.50-0.65,tier_2,-1,0.66,0.50
HB,tier_1,RBScrimmageTDsPerGame,0.33-0.49,tier_3,-2,0.5,0.33
HB,tier_1,RBScrimmageTDsPerGame,0.13-0.32,tier_4,-4,0.33,0.13
HB,tier_1,RBScrimmageTDsPerGame,0.00-0.12,tier_5,-6,0.13,0.00
HB,tier_1,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_1,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_1,RUSHFUMBLES,2,tier_2,-2,2,2
HB,tier_1,RUSHFUMBLES,3,tier_3,-3,3,3
HB,tier_1,RUSHFUMBLES,4-5,tier_4,-4,6,4
HB,tier_1,RUSHFUMBLES,6-25,tier_5,-5,26,6
