FullName,Position,TeamName,SkillPointDef
A'Mauri Washington,DT,MIN,-2
A.J. Harris,CB,LV,5
A.J. Schwartz,FS,NO,10
A.J. Terrell Jr,CB,DAL,-1
Aaron Chiles,MLB,KC,-3
Aaron Flowers,FS,SF,-2
Abduall Sanders Jr,ROLB,JAX,0
Abdul Carter,LOLB,MIN,-4
Abraham Williams,CB,BAL,5
Abu Tarawallie,DT,PHI,7
Adarius Hayes,MLB,DEN,-3
Addison Claiborne,DT,IND,-7
Addison Wilcoxson,LOLB,NYG,-3
Adepoju Adebawore,RE,DAL,-1
Adonis Woodson,LE,NE,-3
Adrian Walsh,RE,ATL,6
Aidan Hutchinson,RE,DET,-5
Akeem Odighizuwa,LE,CHI,-4
Akheem Mesidor,LE,CHI,8
Alex Bray,RE,JAX,0
Alex Highsmith,RE,LAR,-1
Alhassan Iddrissu,LE,NYJ,-2
Allen Monroe,SS,CLE,-1
Amaris Williams,LE,PHI,5
Amorion Walker,CB,SEA,3
Andre Cisco,FS,CHI,4
Andrel'e Garrison,SS,ARI,-3
Andrew Depaepe,LE,NO,4
Andrew Mukuba,SS,WAS,2
Anquon Fegans,FS,KC,4
Anthony Hill Jr,ROLB,CAR,6
Anthony Kennedy Jr,DT,SF,1
Anthony Kruah,ROLB,BAL,-3
Anthony Sacca,ROLB,LAC,-1
Anthony Speca,MLB,ATL,0
Antonio Coleman,DT,CAR,3
Antonio Kite,CB,KC,-2
Antwane Newsome,RE,DET,7
Antwaun Davis,RE,TB,-3
Arion Carter,LOLB,CHI,1
Armondo Blount,RE,SEA,-2
Asante Samuel Jr,CB,LAR,2
Austin Frye,LE,DAL,-1
Austin Romaine,MLB,MIN,0
Avion Carter,LE,NYG,0
BJ Canady,LE,LV,-1
Bailey Benson,LOLB,MIA,0
Barrett Carter,MLB,LAC,-5
Bashaud Elston,CB,SEA,4
Bear Alexander,DT,NE,-1
Beau Atkinson,RE,GB,-4
Ben Cutter,MLB,CAR,-1
Benjamin Alefaio,FS,WAS,-6
Benjamin Bryant,DT,TB,4
Benjamin Morrison,CB,CIN,2
Beval Massey,CB,DEN,-6
Billy Bowman Jr.,SS,GB,-2
Blaine Bradford,SS,MIN,7
Blake Herold,DT,NO,-4
Blake Purchase,RE,LAC,-1
Blake Ruffin,FS,IND,-2
Bobby Okereke,MLB,ATL,10
Braden Fiske,DT,CAR,7
Bradley Weaver,RE,MIA,-4
Bralan Womack,FS,LV,-1
Brandon Davis-Swain,RE,NO,-3
Brandon Johnson,CB,CAR,-1
Brandon Lockhart,CB,BAL,-1
Bravion Rogers,CB,NO,0
Brayden Platt,MLB,DAL,5
Braylan Lovelace,LOLB,KC,0
Braylen Fields,DT,ATL,-1
Brayln Sheldon,SS,IND,3
Brenan Vernon,RE,ARI,-3
Brian Branch,SS,DET,-2
Brian Burns,RE,LAR,2
Bryan Harrington,DT,NE,-4
Bryce Thornton,FS,DET,-1
Budda Baker,SS,CIN,7
C.J. Allen,MLB,SEA,-5
C.J. Hicks,LOLB,NYG,5
CJ May,RE,HOU,-4
CJ Nickson,RE,GB,-1
Cade Denhoff,LE,PHI,1
Cade Uluave,MLB,NE,3
Caden VerMaas,FS,IND,12
Caelen Carson,CB,HOU,-2
Cal Haladay,ROLB,PHI,-4
Caleb Downs,FS,PIT,4
Calen Bullock,SS,LAR,-5
Calijah Kancey,DT,TB,0
Cam Hart,CB,NE,-3
Cam Taylor-Britt,CB,CHI,-1
Camani Cobbs,CB,LAC,5
Cameron Dantzler Sr,CB,WAS,2
Cameron Epps,SS,CAR,1
Cameron Smith,LOLB,IND,-3
Carrington Valentine,CB,DET,0
Cassh Schroeder,MLB,ARI,-7
Cedric Gray,MLB,TB,0
Cedric Johnson,RE,NE,-1
Chad Woodfork,LE,MIN,2
Chandavian Bradley,LOLB,MIA,4
Charles Lester III,CB,SEA,-2
Charles Ross,LOLB,BUF,-1
Chase Carter,LE,SF,2
Chop Robinson,RE,WAS,-4
Chris Ewald,CB,ARI,0
Chris King,DT,GB,11
Chris McCorkle,CB,DEN,-4
Christen Miller,DT,PIT,2
Christian Gonzalez,CB,ATL,-1
Christian Gray,CB,JAX,5
Christian Harris,LOLB,HOU,3
Christopher Spence,CB,TEN,-2
Clayton Roosevelt,LOLB,SEA,1
Cobee Bryant,CB,HOU,0
Cole Bishop,FS,NE,4
Colin Simmons,RE,CIN,-3
Collin Oliver,RE,ARI,-4
Conrad Hussey,FS,SEA,-5
Cooper Catalano,LOLB,DET,3
Corey Amos,MLB,PIT,4
Corian Gipson,CB,PIT,4
Cormani McClain,CB,LV,3
Cortez Thomas,FS,LAR,-3
Croix Stewart,CB,WAS,-1
D'Angelo Ponds,CB,BUF,4
D.J. Hanna,ROLB,SF,5
D.J. James,CB,ATL,-1
D.J. Shepard,CB,LV,-2
DJ Hicks,LE,SEA,-1
DJ Pickett,CB,ARI,7
Da'Ron Payne,DT,DET,-4
DaWann Thompson,ROLB,NYG,-3
Daeh McCullough,FS,LAR,3
Daiyan Henley,ROLB,LAC,5
Dallas Turner,RE,SEA,0
Damari Brown,CB,MIN,-1
Damarrion White,LE,HOU,-3
Damien Shanklin,LE,KC,1
Damon Payne Jr,DT,JAX,2
Damone Clark,ROLB,SEA,-6
Dani Dennis-Sutton,LE,LV,4
Dante Snead,ROLB,PHI,-3
Darien Mayo,RE,LAC,2
Darrius Searcy,RE,KC,6
Dasan Brown,RE,NE,-3
Dasan McCullough,ROLB,NE,0
Dashawn McBryde,FS,BAL,-8
Dashawn Womack,RE,CLE,-3
David Long Jr,ROLB,MIN,-4
David Stone,DT,MIA,-3
Davon Benjamin,FS,MIA,-7
Dawson Merritt,ROLB,IND,-1
Daylen Austin,CB,JAX,1
Daylen Everette,CB,PIT,6
De'Joshua Hampton,CB,NE,-2
DeAndre Alston,LOLB,CLE,-2
DeForest Buckner,DT,PIT,-2
DeMarvion Overshown,MLB,IND,1
DeSean Cooper,MLB,LV,-1
Deidrick Stanley II,SS,SEA,-1
Demarcus Riddick,LOLB,DET,-1
Demello Jones,FS,CLE,4
Dennis Stewart,LE,CLE,-2
