Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
4,LOLB,TJ,Capers,TJ Capers,TB,True,20,0,612,1,18,24,39,1,15,14,0,0,0,0,0,3,0,5,2,1,0,0,11,3,TJ,Capers,1037.0,1035.0,9.0,5.0,Signed,71.0,0.0,0.0,TB,tier_5,3.2679738562091503,3.2679738562091503,8.169934640522877,93.13725490196079,4.901960784313726,2.287581699346405,1.0,TB,4
10,ROLB,Marcus,Tatum,Marcus Tatum,DEN,True,0,0,399,0,7,5,7,1,15,0,0,0,0,0,0,0,0,3,1,0,0,0,15,0,Marcus,Tatum,1300.0,1298.0,0.0,3.0,Signed,72.0,0.0,0.0,DEN,tier_5,2.506265664160401,0.0,2.506265664160401,35.08771929824561,0.0,0.0,0.0,DEN,-4
17,MLB,Keenan,Hawkins,Keenan Hawkins,BUF,True,22,0,990,3,39,85,99,1,15,75,0,0,0,0,0,0,0,2,2,3,2,1,15,15,Keenan,Hawkins,3338.0,3336.0,2.0,2.0,Signed,87.0,0.0,0.0,BUF,tier_2,4.040404040404041,7.070707070707071,4.040404040404041,139.3939393939394,0.0,7.575757575757576,5.0,BUF,2
18,CB,Nate,Stuckey,Nate Stuckey,SF,True,49,25,822,2,14,22,36,1,15,22,25,0,1,0,0,8,0,14,0,2,0,0,14,0,Nate,Stuckey,1407.0,1405.0,3.0,14.0,Signed,75.0,0.0,0.0,SF,tier_4,0.0,6.082725060827251,9.732360097323602,60.82725060827251,9.732360097323602,2.67639902676399,1.0,SF,5
22,ROLB,Raekwon,Smith,Raekwon Smith,ARI,True,0,0,564,0,16,37,52,1,15,25,0,0,0,0,0,1,1,6,2,0,0,0,12,12,Raekwon,Smith,2313.0,2311.0,6.0,6.0,Signed,80.0,0.0,0.0,ARI,tier_3,3.5460992907801416,1.7730496453900708,5.319148936170213,120.56737588652481,1.7730496453900708,4.432624113475177,2.0,ARI,-1
44,ROLB,Jerod,Walker,Jerod Walker,NYJ,True,0,0,345,0,11,1,3,0,15,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,Jerod,Walker,322.0,320.0,8.0,17.0,Signed,66.0,0.0,0.0,NYJ,tier_6,0.0,0.0,0.0,40.57971014492753,0.0,0.0,0.0,NYJ,-1
49,CB,Max,Kemp,Max Kemp,NYJ,True,88,28,990,2,15,31,46,0,15,26,28,0,1,0,0,6,0,17,0,2,0,1,15,1,Max,Kemp,451.0,449.0,2.0,17.0,Signed,78.0,0.0,0.0,NYJ,tier_4,0.0,6.0606060606060606,6.0606060606060606,61.61616161616162,6.0606060606060606,2.6262626262626263,1.3333333333333333,NYJ,4
52,LOLB,Alton,Hawkins,Alton Hawkins,CHI,True,0,0,897,0,28,50,73,0,15,51,0,0,0,0,0,3,0,0,0,0,0,0,14,14,Alton,Hawkins,1542.0,1540.0,7.0,0.0,Signed,79.0,0.0,0.0,CHI,tier_4,0.0,0.0,3.3444816053511706,112.59754738015607,3.3444816053511706,5.68561872909699,3.4285714285714284,CHI,1
63,DT,Landry,Pounder,Landry Pounder,TB,True,0,0,659,0,22,17,25,0,15,0,0,0,0,0,0,0,0,5,9,0,4,0,10,10,Landry,Pounder,871.0,869.0,3.0,5.0,Signed,76.0,0.0,0.0,TB,tier_4,19.726858877086492,0.0,19.726858877086492,71.32018209408194,0.0,0.0,0.0,TB,-3
74,DT,John,McPherson,John McPherson,ARI,True,72,0,905,2,17,24,36,1,15,1,0,0,0,0,0,0,0,6,10,3,3,1,14,0,John,McPherson,3542.0,3540.0,1.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,14.3646408839779,6.629834254143646,14.3646408839779,58.56353591160221,0.0,0.11049723756906078,0.07142857142857142,ARI,1
