FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,BUF,0
AJ Harris,CB,CIN,5
Aamaal Ahmed-Hakim,RE,DAL,5
Akeem Golston,SS,NYG,0
Akeem Harris,LE,CHI,2
Akeem Tatum,CB,DEN,4
Alani Burke,CB,JAX,-3
Alani Huff,SS,LAC,3
Alex Hayward,FS,NYG,0
Alex Lawrence,MLB,MIA,-3
Alex Mahone,RE,TB,2
Alex Stanton,RE,KC,-4
Alex Wilbur,LOLB,LAC,-1
Alfonso Hunter,MLB,MIA,6
Alfonso Robinson,LE,LAC,2
Alton Hawkins,LOLB,CHI,1
Andre Devlin,ROLB,PIT,-5
Andrew Bassey,LE,DET,-6
Andrew Swain Jr,ROLB,NO,-2
Andrew Willis,MLB,NYG,6
Anquan Riles Jr,FS,CIN,1
Anthony Barnett,LOLB,SEA,2
Anthony Clarke,CB,DEN,-2
Anthony Hill,MLB,CHI,-1
Anthony Roberts,MLB,CAR,-1
Anthony Wilkins,CB,CLE,-1
Antoine Beachum,CB,PHI,7
Antoine Flowers,CB,BUF,-5
Aries Snow,LE,CLE,0
B.J. Peele,LE,MIA,1
Bakari Cox Jr,RE,SF,2
Bakari Wilson,CB,SF,-3
Barrett Carter,ROLB,BAL,-1
Ben Beal,LE,SEA,-1
Ben Carraway,CB,GB,-2
Ben Evans,MLB,LAR,-3
Ben Richards,LE,GB,-2
Benji Hawkins,CB,DET,-2
Blake Jones,MLB,CLE,0
Bo Porter,LOLB,CAR,-7
Bobby Kendricks,ROLB,WAS,2
Bobby Parry,FS,IND,-5
Bojan Billups,LE,LAR,-3
Brandon Benson,ROLB,KC,-4
Brandon Edgeton,CB,MIN,1
Brandon Hardwick,DT,DET,-2
Brandon Overstreet,FS,BAL,-1
Braun Metcalf,CB,LAC,-3
Braydon Grimes,MLB,KC,4
Braylon Burks,MLB,MIN,5
Brenan Vernon,ROLB,CAR,1
Brian Thompson,DT,DEN,-2
Britton Horne,DT,LAC,7
Bryan Bishop,DT,MIA,0
Bryan Bresee,DT,PHI,1
Bryan Cleary,RE,NO,-3
Bryce Widmer,CB,NO,0
Bryson Ward,DT,SEA,3
Byron Bynes,FS,CHI,0
Byron Clinton,FS,DET,-5
Byron Howard,SS,BAL,-1
C.J. Hicks,LOLB,BUF,1
C.J. Washington,MLB,NYG,3
Cajun Virgil,CB,PIT,1
Calvin Bates,LOLB,TB,0
Cam Hancock,MLB,BAL,-3
Cam Holmes,MLB,ATL,4
Cameron Jenkins,FS,IND,0
Carlos Barker,FS,NYJ,2
Carlos Clements,CB,BAL,4
Carlos Fleming,FS,SF,-1
Carlos Joseph,LOLB,SF,-4
Carlos Lowry,ROLB,MIN,-4
Carlos Richardson,MLB,JAX,1
Carson Baker,MLB,NO,-4
Carter Wyatt,MLB,IND,4
Cedrick Johns,CB,TB,0
Chad Howard,FS,JAX,2
Chance Biddle,SS,MIA,6
Chance Turnage,MLB,CLE,1
Chandler Gleason,ROLB,CHI,-6
Chase Gardner,MLB,PIT,-1
Chauncey Fitzpatrick,MLB,NO,0
Chauncey Sims,LOLB,KC,4
Chris Chapman,SS,CLE,-4
Chris Dawkins,CB,MIA,4
Chris Lindsay,MLB,DAL,6
Chuck Sheffield,CB,CLE,3
Clayton Miles,DT,NE,3
Clyde Kellum,DT,TEN,0
Clyde Peters,FS,NE,2
Cole Hayes,MLB,DEN,-3
Cordell Heyward,LE,NO,8
Corey Oliver,LE,PHI,-2
Craig Mann,MLB,KC,1
Cris Bowles,ROLB,HOU,0
D'Andre Forsett,SS,ATL,-2
D.J. Spencer,MLB,MIA,-2
DaWann Boswell,CB,BUF,-2
Daeh McCullough,SS,KC,7
Dajon Cooks,CB,ARI,3
Dalton Brooks,FS,MIA,10
Dalton McFarland,ROLB,TEN,5
Damarious Harmon,CB,DAL,1
Damian Peterson,RE,LV,-5
Damien Clarke,ROLB,LAR,-4
Damien Sheldon,CB,CHI,2
Damon Combs,DT,NYG,-6
Daniel Harris,ROLB,DAL,7
Daniel McCants,LOLB,TB,-2
Daniel Smith,CB,MIN,-1
Danny Ali,CB,JAX,1
Danny McCoy,CB,LAC,1
Danny Taylor,SS,NYG,-5
Darien Reddick,LE,TEN,5
Darrell Benedict,MLB,LV,3
Darren Wallace,DT,LAC,-2
Darryl Tolbert,MLB,CIN,2
Dasan McCullough,RE,DEN,4
David DeLoach,CB,GB,-1
David McClendon,CB,DEN,0
DeAndre Shipp,MLB,MIN,2
DeAngelo Dawkins,SS,HOU,-3
DeVante Alexander,CB,TEN,0
DeVonne Irving,SS,JAX,-4
Dee Walden,LE,MIN,-4
Deion Morrison,CB,PHI,6
Delonte Ward,CB,LAR,0
Demario Childers,DT,WAS,2
Dentrell Barber,LE,IND,6
Deontae Webster,CB,ATL,-1
Deontay Foster,LE,BAL,4
Deontez Shepherd,MLB,PIT,-5
Derek Ashe,LOLB,NYG,-2
Derrick Keenan,CB,ATL,-1
Derrick Yancey,MLB,NE,1
Deveon Mobley,ROLB,GB,2
Devin James,SS,NE,0
Devon Barlow,DT,PIT,-3
Dillon Knox,ROLB,CAR,4
Dion Rudolph,CB,NO,3
Domani Jackson,CB,NO,4
Dominick Whitaker,DT,JAX,0
Donovan Silvers,DT,ARI,0
Donta Manning,ROLB,LAC,2
Dorian Bishop,FS,HOU,0
Dorian Knowles,ROLB,GB,-1
Doug Mumphrey,CB,SF,6
Duane Hopkins,FS,NO,2
Duane Peterson,ROLB,NE,0
Duke Jackson,LE,NYG,4
Duke Maxwell,CB,PHI,7
Duke Pittman,MLB,WAS,2
Duke Springs,DT,TB,-4
EJ McQueen,CB,SEA,0
Earl Boulware,LE,PIT,-1
Earl Little Jr,CB,TB,5
Eddie Clay,SS,NO,-1
Eddie Gonzalez,ROLB,NE,-1
Eddie Hunter,FS,DEN,0
Edgerrin Terrell Jr,ROLB,CIN,-1
Eduardo Gonzalez,FS,ARI,6
Eli Clausell,SS,DAL,-1
Eli McPhee,ROLB,HOU,-1
Elias Spillman,MLB,PHI,1
Elijah Kent,CB,NYJ,4
Elijah Rushing,RE,KC,-5
Elton James,LOLB,LV,1
Elton Phelps,CB,WAS,4
Emmett Bolden,LOLB,DEN,2
Emmett Lasley,SS,NYJ,-2
Emmett Scott,DT,KC,3
Enrique Lofton,FS,NYJ,-2
Enrique McBride,RE,SF,7
Eric Atkinson,SS,CHI,-5
Eric Cobbs,CB,DAL,-1
Eric Dickinson,RE,CHI,-2
Ethan Calvert,MLB,NYJ,6
Evan Conley,LOLB,CLE,0
Ezekiel Dobson,ROLB,SEA,0
Floyd Goldson,CB,LAR,-1
Floyd Hopson,FS,LV,1
Floyd Richardson,CB,DEN,-1
Frank Harvey,DT,NYJ,10
Freeman Perkins,CB,SEA,3
Gabriel Fletcher,MLB,SEA,-3
George Gilmore,LOLB,TEN,2
George Moody,DT,LV,-1
George Odom,DT,ATL,-3
George White,RE,IND,0
Gerald Evans,CB,MIN,-3
Gerald Oliver,DT,BUF,-3
Gio Gamble,CB,CLE,-3
Grant Hunter,SS,TEN,4
Greg Barksdale,CB,CAR,5
Greg Conway,LOLB,GB,3
Greg Dunlap,DT,LAR,-3
Greg Hatcher,RE,KC,-4
Harvey Samuels,RE,BUF,0
Henry Goddard,CB,KC,1
Hunter Young,MLB,ATL,1
Isaiah Davis,FS,GB,2
Isaiah Donaldson,LOLB,PIT,-6
Isaiah Fisher,DT,SF,3
Isaiah Kilroy,SS,IND,1
Isaiah Starks,CB,HOU,1
J.C. Savage,DT,NO,-5
J.D. Nugent,LOLB,LAC,6
J.T. Webster,CB,HOU,1
Ja'Mario Sellers,SS,GB,-1
Jabari Benford Sr,DT,MIN,2
Jaden Harrison,LE,CIN,4
Jaden Reed,ROLB,LAR,6
Jahlil Curtis,ROLB,NYG,-3
Jahlil Hurley,CB,NE,-3
Jajuan Bates,FS,DET,-3
Jajuan Langford,DT,BAL,2
Jakhari Wilson,CB,LV,2
Jalen Garner,CB,HOU,0
Jalen Thompkins,SS,LV,4
Jamal Lamb,CB,NYG,3
Jamal Staley,LE,PHI,0
James Callaway,FS,SF,0
James Easley Jr,ROLB,DEN,2
James Jones,RE,JAX,6
James Murray,CB,CAR,4
James Whitlock,CB,DAL,-1
Jared Fusco,LOLB,ARI,-2
Jarell Jackson,RE,CLE,2
Jarred Smallwood,ROLB,PIT,2
Jase Nash,MLB,DET,-3
Jason Easley,MLB,LAR,1
Jason Moore,RE,WAS,7
Jason Shepherd,LOLB,WAS,-4
Javier Booker,DT,CHI,-1
Javier Terry,FS,LAC,1
Jay Moore,ROLB,MIA,-2
Jaylen Nowell,ROLB,BUF,-4
Jaylon Burrough,CB,PIT,-4
Jeff Anderson,LOLB,ATL,3
Jeremiah Alexander,LOLB,NO,-2
Jeremiah Herrick,DT,NYJ,1
Jeremy Northcutt,ROLB,DET,1
Jermaine Simms Jr,CB,WAS,-2
Jerod Walker,ROLB,NYJ,-1
Jimmie Parnell,CB,ATL,1
Jimmy Williams,CB,DET,-5
Joe Barnes,CB,CLE,0
Joey Oakley,LOLB,LAR,-3
John Burnett,SS,CLE,-7
John Chamberlain,CB,CHI,2
John Hixon,LOLB,DEN,5
John McPherson,DT,ARI,1
John Suttle,LOLB,GB,3
John Thomas IV,FS,WAS,-1
Johnny Reynaud,CB,SF,-2
Johnny Whitehead,LE,DEN,2
Jonathan Bridges,MLB,CAR,0
Jonathan Dunn,ROLB,WAS,4
