Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
15,TE,Max,Jarrett,Max Jarrett,TB,0,0,1,0,713,31,923,312,True,0,0,0,0,66,0,0,20,0,0,6,0,0,0,0,5,13,13,0,5,0,Max,Jarrett,674.0,672.0,4.0,5.0,Signed,90.0,0.0,0.0,TB,tier_1,772.4810400866738,1555.6363636363637,0.38461538461538464,5.417118093174431,TB,-1.0
29,QB,D.J.,Harris,D.J. Harris,NO,297,3876,0,89,0,0,983,0,True,343,65,485,8,0,0,2,20,41,30,3,0,0,27,25,0,16,16,4,26,2,D.J.,Harris,483.0,481.0,9.0,26.0,Signed,82.0,0.0,0.0,NO,tier_3,302.13631739572736,1370.7692307692307,0.125,2.0345879959308237,,
36,QB,Luke,Jennings,Luke Jennings,NE,237,3991,0,70,0,0,990,0,True,361,50,556,16,0,0,2,20,53,27,2,0,0,47,24,0,16,16,7,21,1,Luke,Jennings,2129.0,2127.0,2.0,21.0,Signed,71.0,0.0,0.0,NE,tier_5,239.39393939393938,1422.0,0.0625,1.0101010101010102,,
42,WR,LaMont,McCutcheon,LaMont McCutcheon,CAR,4,0,1,0,451,28,462,159,True,0,1,0,0,35,0,0,20,4,0,0,0,0,0,0,1,10,10,0,20,0,LaMont,McCutcheon,2800.0,2798.0,0.0,20.0,Signed,77.0,0.0,0.0,CAR,tier_4,984.8484848484849,1837.3333333333333,0.1,2.1645021645021645,CAR,-2.0
53,TE,Ethan,Kacyvenski,Ethan Kacyvenski,NE,0,0,7,0,428,21,798,188,True,0,0,0,0,39,0,0,20,0,0,0,0,0,0,0,4,15,10,0,21,0,Ethan,Kacyvenski,63.0,61.0,1.0,21.0,Signed,68.0,0.0,0.0,NE,tier_6,536.3408521303257,1580.3076923076922,0.26666666666666666,5.012531328320802,NE,5.0
84,TE,Julian,Wallace,Julian Wallace,JAX,0,0,2,0,643,29,1096,295,True,0,0,0,0,60,0,0,20,0,0,3,0,0,0,0,7,15,15,0,16,0,Julian,Wallace,1918.0,1916.0,10.0,16.0,Signed,76.0,0.0,0.0,JAX,tier_4,586.6788321167883,1543.2,0.4666666666666667,6.386861313868613,JAX,-1.0
85,HB,Armani,Verrett,Armani Verrett,HOU,1011,0,2,382,248,30,626,215,True,0,245,0,0,30,0,10,20,59,0,17,0,0,0,0,0,11,11,0,31,11,Armani,Verrett,2408.0,2406.0,2.0,31.0,Signed,89.0,0.0,0.0,HOU,tier_2,2011.182108626198,1232.770909090909,1.0,17.57188498402556,HOU,4.0
92,WR,Joe,Andrews,Joe Andrews,IND,5,0,0,0,786,26,944,302,True,0,3,0,0,64,0,0,20,3,0,0,0,0,0,0,5,15,15,1,9,0,Joe,Andrews,1046.0,1044.0,4.0,9.0,Signed,89.0,0.0,0.0,IND,tier_2,837.9237288135594,1711.7014925373132,0.3333333333333333,5.296610169491525,IND,-4.0
95,QB,Derek,McQuay II,Derek McQuay II,WAS,166,4152,0,17,0,0,931,0,True,365,41,534,9,0,0,0,20,19,73,1,0,0,31,19,0,14,14,1,25,1,Derek,McQuay II,2697.0,2695.0,4.0,25.0,Signed,93.0,0.0,0.0,WAS,tier_1,178.30290010741138,1214.6341463414635,0.07142857142857142,1.0741138560687433,,
99,QB,Jashon,Russell,Jashon Russell,PIT,181,4236,0,21,0,0,1084,0,True,382,51,593,14,0,0,1,20,24,30,1,0,0,26,29,0,16,16,2,28,3,Jashon,Russell,624.0,622.0,2.0,28.0,Signed,89.0,1.0,0.0,PIT,tier_2,166.9741697416974,1064.7058823529412,0.1875,2.7675276752767526,,
108,WR,Devin,Leach,Devin Leach,TB,33,0,0,0,967,28,884,331,True,0,9,0,0,78,0,0,20,4,0,0,0,0,0,0,10,14,14,1,5,0,Devin,Leach,2084.0,2082.0,2.0,5.0,Signed,84.0,0.0,0.0,TB,tier_3,1131.2217194570135,1714.3448275862067,0.7142857142857143,11.312217194570135,TB,4.0
123,WR,Mavin,Robertson,Mavin Robertson,JAX,0,0,0,0,850,24,895,268,True,0,0,0,0,61,0,0,20,0,0,0,0,0,0,0,5,14,14,0,16,0,Mavin,Robertson,959.0,957.0,5.0,16.0,Signed,88.0,0.0,0.0,JAX,tier_2,949.7206703910615,2006.5573770491803,0.35714285714285715,5.58659217877095,JAX,-4.0
128,TE,Clark,Falk,Clark Falk,LAC,0,0,6,0,588,26,1117,255,True,0,0,0,0,55,0,0,20,0,0,1,0,0,0,0,3,16,16,1,7,0,Clark,Falk,1951.0,1949.0,1.0,7.0,Signed,73.0,0.0,0.0,LAC,tier_5,526.4100268576544,1539.490909090909,0.1875,2.6857654431512983,LAC,-2.0
150,WR,Xayvion,Pittman,Xayvion Pittman,TEN,0,0,1,0,628,26,605,258,True,0,0,0,0,52,0,0,20,0,0,0,0,0,0,0,3,11,11,0,29,0,Xayvion,Pittman,1127.0,1125.0,4.0,29.0,Signed,83.0,0.0,0.0,TEN,tier_3,1038.0165289256197,1739.076923076923,0.2727272727272727,4.958677685950414,TEN,1.0
158,WR,Nick,Tull-Parrish,Nick Tull-Parrish,KC,48,0,5,0,786,25,957,295,True,0,15,0,0,64,0,0,20,4,0,0,0,0,0,0,3,15,15,0,8,0,Nick,Tull-Parrish,219.0,217.0,12.0,8.0,Signed,81.0,0.0,0.0,KC,tier_3,871.4733542319749,1614.987341772152,0.2,3.134796238244514,KC,-2.0
165,TE,Tyson,Silverman,Tyson Silverman,IND,0,0,2,0,380,26,969,174,True,0,0,0,0,36,0,0,20,0,0,1,0,0,0,0,5,16,10,0,9,0,Tyson,Silverman,3430.0,3428.0,0.0,9.0,Signed,69.0,0.0,0.0,IND,tier_6,392.156862745098,1520.0,0.3125,5.159958720330238,IND,3.0
175,HB,Larry,French,Larry French,SF,223,0,0,1,95,15,310,78,True,0,97,0,0,13,0,0,20,5,0,4,0,0,0,0,1,16,2,0,14,5,Larry,French,694.0,692.0,1.0,14.0,Signed,72.0,0.0,0.0,SF,tier_5,1025.8064516129034,732.5454545454546,0.375,19.35483870967742,SF,-3.0
185,HB,Bradley,Ramsay,Bradley Ramsay,NE,184,0,0,28,334,23,433,194,True,0,59,0,0,35,0,1,20,32,0,2,0,0,0,0,2,12,11,3,21,1,Bradley,Ramsay,3170.0,3168.0,2.0,21.0,Signed,69.0,0.0,0.0,NE,tier_6,1196.3048498845267,1098.8936170212767,0.25,6.928406466512702,NE,1.0
187,TE,Dexter,Rich,Dexter Rich,NYG,0,0,4,0,866,40,1096,435,True,0,0,0,0,79,0,0,20,0,0,5,0,0,0,0,5,16,16,1,15,0,Dexter,Rich,3586.0,3584.0,5.0,15.0,Signed,70.0,0.0,0.0,NYG,tier_5,790.1459854014598,1578.5316455696202,0.3125,4.562043795620437,NYG,6.0
214,QB,Jeremiah,Phillips,Jeremiah Phillips,DET,269,4049,0,101,0,0,1050,0,True,339,55,517,11,0,0,2,20,72,33,4,0,0,44,28,0,16,16,3,18,3,Jeremiah,Phillips,990.0,988.0,5.0,18.0,Signed,85.0,0.0,0.0,DET,tier_2,256.1904761904762,1467.2727272727273,0.1875,2.857142857142857,,
234,WR,Dionte,Hobson,Dionte Hobson,DET,12,0,1,0,1145,33,998,423,True,0,6,0,0,88,0,0,20,4,0,0,0,0,0,0,10,16,16,0,18,0,Dionte,Hobson,782.0,780.0,5.0,18.0,Signed,81.0,0.0,0.0,DET,tier_3,1159.3186372745492,1792.340425531915,0.625,10.02004008016032,DET,4.0
243,HB,Brian,Pettis,Brian Pettis,TB,311,0,1,60,116,20,356,96,True,0,117,0,0,17,0,1,20,49,0,3,0,0,0,0,0,12,5,5,5,2,Brian,Pettis,81.0,79.0,2.0,5.0,Signed,78.0,0.0,0.0,TB,tier_4,1199.438202247191,820.9253731343283,0.16666666666666666,5.617977528089887,TB,-8.0
267,TE,Jonathan,Trejo,Jonathan Trejo,ARI,0,0,3,0,708,26,1138,298,True,0,0,0,0,71,0,0,20,0,0,0,0,0,0,0,5,16,16,0,6,0,Jonathan,Trejo,75.0,73.0,8.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,622.1441124780316,1435.9436619718308,0.3125,4.393673110720563,ARI,-1.0
270,WR,Martin,Payton,Martin Payton,MIA,10,0,0,0,750,29,954,305,True,0,6,0,0,65,0,0,20,4,0,0,0,0,0,0,4,16,16,0,11,0,Martin,Payton,1176.0,1174.0,3.0,11.0,Signed,76.0,0.0,0.0,MIA,tier_4,796.6457023060797,1563.380281690141,0.25,4.1928721174004195,MIA,-3.0
290,QB,Brandon,Roby,Brandon Roby,TEN,216,4047,0,78,0,0,976,0,True,343,48,532,8,0,0,1,20,81,29,2,0,0,31,20,0,16,16,8,29,2,Brandon,Roby,1711.0,1709.0,2.0,29.0,Signed,86.0,0.0,0.0,TEN,tier_2,221.31147540983605,1350.0,0.125,2.0491803278688527,,
305,WR,Keegan,Barker,Keegan Barker,DAL,0,0,0,0,896,74,852,372,True,0,0,0,0,72,0,0,20,0,0,0,0,0,0,0,4,16,16,0,10,0,Keegan,Barker,1715.0,1713.0,0.0,10.0,Signed,77.0,0.0,0.0,DAL,tier_4,1051.643192488263,1791.9999999999998,0.25,4.694835680751174,DAL,1.0
331,TE,DaShaun,Burgess Jr,DaShaun Burgess Jr,PHI,0,0,12,0,779,62,964,266,True,0,0,0,0,58,0,0,20,0,0,3,0,0,0,0,7,16,16,0,12,0,DaShaun,Burgess Jr,3305.0,3303.0,2.0,12.0,Signed,96.0,0.0,0.0,PHI,tier_0,808.0912863070539,1934.0689655172412,0.4375,7.261410788381743,PHI,1.0
