Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
294,CB,Kyler,Gordon,Kyler Gordon,CHI,True,55,36,1164,1,24,34,55,0,1,21,16,0,3,0,0,12,0,0,0,1,0,1,15,10,Kyler,Gordon,3516.0,3514.0,0.0,0.0,Signed,73.0,0.0,0.0,CHI,tier_5,0.0,5.154639175257732,10.309278350515465,67.86941580756013,10.309278350515465,1.804123711340206,0.6,CHI,3
311,DT,Fletcher,Cox,Fletcher Cox,PHI,True,0,0,674,0,16,35,39,0,1,0,0,0,0,0,0,1,0,12,14,0,3,0,11,2,Fletcher,Cox,542.0,540.0,10.0,12.0,Signed,83.0,0.0,0.0,PHI,tier_3,25.222551928783382,0.0,26.706231454005934,81.60237388724036,1.483679525222552,0.0,-0.09090909090909091,PHI,1
799,SS,Jaquan,Brisker,Jaquan Brisker,CHI,True,42,0,834,1,19,24,33,0,1,14,0,0,0,0,0,5,0,0,0,1,0,1,12,12,Jaquan,Brisker,3525.0,3523.0,0.0,0.0,Signed,74.0,0.0,0.0,CHI,tier_5,0.0,3.5971223021582737,5.995203836930456,62.35011990407674,5.995203836930456,1.6786570743405276,0.75,CHI,0
801,CB,Mike,Hilton,Mike Hilton,CIN,True,0,35,864,0,30,47,56,1,1,21,35,0,2,0,0,11,0,1,0,0,0,0,12,12,Mike,Hilton,1180.0,1178.0,6.0,1.0,Signed,82.0,0.0,0.0,CIN,tier_3,0.0,2.314814814814815,12.731481481481481,99.53703703703704,12.731481481481481,2.430555555555556,0.8333333333333334,CIN,0
802,LE,Matthew,Butler,Matthew Butler,LV,True,0,0,430,0,7,13,22,0,1,0,0,0,0,0,0,0,0,22,11,0,1,0,15,7,Matthew,Butler,3652.0,3650.0,0.0,22.0,Signed,63.0,0.0,0.0,LV,tier_6,27.906976744186046,0.0,27.906976744186046,67.44186046511628,0.0,0.0,0.0,LV,6
804,DT,Johnathan,Hankins,Johnathan Hankins,LV,True,0,0,608,0,13,20,28,0,1,0,0,0,0,0,0,1,0,22,12,0,1,0,12,12,Johnathan,Hankins,1062.0,1060.0,9.0,22.0,Signed,72.0,0.0,0.0,LV,tier_5,21.38157894736842,0.0,23.02631578947368,67.4342105263158,1.644736842105263,0.0,-0.08333333333333333,LV,-1
806,SS,Duron,Harmon,Duron Harmon,LV,True,0,26,1081,0,29,44,61,0,1,34,26,0,1,0,0,8,0,22,1,0,0,0,15,12,Duron,Harmon,1071.0,1069.0,9.0,22.0,Signed,73.0,0.0,0.0,LV,tier_5,0.9250693802035153,0.9250693802035153,8.325624421831638,83.25624421831637,7.400555041628122,3.145235892691952,1.7333333333333334,LV,1
807,MLB,Jayon,Brown,Jayon Brown,LV,True,5,39,1311,1,46,55,81,0,1,41,25,0,2,0,0,6,0,22,0,1,2,0,15,9,Jayon,Brown,317.0,315.0,5.0,22.0,Signed,78.0,0.0,0.0,LV,tier_4,1.5255530129672006,3.051106025934401,6.102212051868802,96.87261632341723,4.576659038901602,3.1273836765827614,2.3333333333333335,LV,-2
808,LE,Vernon,Butler Jr,Vernon Butler Jr,LV,True,0,0,629,0,13,22,26,0,1,0,0,0,0,0,0,0,0,22,9,0,4,0,10,10,Vernon,Butler Jr,366.0,364.0,6.0,22.0,Signed,69.0,0.0,0.0,LV,tier_6,20.66772655007949,0.0,20.66772655007949,62.00317965023847,0.0,0.0,0.0,LV,1
809,ROLB,Kyler,Fackrell,Kyler Fackrell,LV,True,50,0,636,1,13,14,19,1,1,3,0,0,0,0,0,0,0,22,3,1,2,0,12,5,Kyler,Fackrell,783.0,781.0,6.0,22.0,Signed,73.0,0.0,0.0,LV,tier_5,7.861635220125786,3.1446540880503147,7.861635220125786,50.314465408805034,0.0,0.4716981132075472,0.25,LV,-1
810,ROLB,Chandler,Jones,Chandler Jones,LV,True,0,0,954,0,22,51,52,0,1,12,0,0,0,0,0,0,0,22,10,2,9,0,12,12,Chandler,Jones,1410.0,1408.0,10.0,22.0,Signed,93.0,0.0,0.0,LV,tier_1,19.91614255765199,2.0964360587002098,19.91614255765199,77.56813417190776,0.0,1.257861635220126,1.0,LV,-1
811,CB,Anthony,Averett,Anthony Averett,LV,True,0,0,646,0,13,22,27,1,1,13,0,0,0,0,0,10,0,22,0,0,0,0,15,3,Anthony,Averett,104.0,102.0,4.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,0.0,0.0,15.479876160990711,61.919504643962846,15.479876160990711,2.0123839009287927,0.2,LV,0
812,CB,Trayvon,Mullen Jr,Trayvon Mullen Jr,LV,True,49,45,1052,1,24,42,57,0,1,36,26,0,2,0,0,16,0,22,0,1,0,0,15,15,Trayvon,Mullen Jr,1888.0,1886.0,3.0,22.0,Signed,81.0,0.0,0.0,LV,tier_3,0.0,3.802281368821293,15.209125475285171,76.99619771863118,15.209125475285171,3.4220532319391634,1.3333333333333333,LV,2
815,LOLB,Clelin,Ferrell,Clelin Ferrell,LV,True,0,0,444,0,7,17,29,0,1,17,0,0,0,0,0,0,0,22,3,0,1,0,15,12,Clelin,Ferrell,809.0,807.0,3.0,22.0,Signed,72.0,0.0,0.0,LV,tier_5,9.00900900900901,0.0,9.00900900900901,81.08108108108108,0.0,3.8288288288288284,1.1333333333333333,LV,0
816,RE,Bilal,Nichols,Bilal Nichols,LV,True,35,0,998,1,16,28,33,0,1,0,0,1,0,0,0,1,0,22,12,1,4,0,15,15,Bilal,Nichols,1941.0,1939.0,4.0,22.0,Signed,77.0,0.0,0.0,LV,tier_4,16.03206412825651,3.006012024048096,17.034068136272545,49.098196392785574,1.002004008016032,0.0,-0.06666666666666667,LV,-3
817,FS,Tyree,Gillespie,Tyree Gillespie,LV,True,0,0,749,0,15,23,33,0,1,13,0,0,0,0,0,5,0,22,0,0,0,0,15,9,Tyree,Gillespie,938.0,936.0,1.0,22.0,Signed,68.0,0.0,0.0,LV,tier_6,0.0,0.0,6.675567423230975,64.08544726301736,6.675567423230975,1.7356475300400533,0.5333333333333333,LV,-1
818,CB,Nate,Hobbs,Nate Hobbs,LV,True,0,0,1085,0,14,43,58,1,1,35,0,0,0,0,0,6,0,22,0,0,0,0,15,4,Nate,Hobbs,1186.0,1184.0,1.0,22.0,Signed,77.0,0.0,0.0,LV,tier_4,0.0,0.0,5.529953917050691,66.3594470046083,5.529953917050691,3.225806451612903,1.9333333333333333,LV,-4
824,RE,Morgan,Fox,Morgan Fox,LAC,True,9,0,544,1,11,26,30,0,1,2,0,0,0,0,0,0,0,7,11,2,2,0,12,12,Morgan,Fox,859.0,857.0,6.0,7.0,Signed,73.0,0.0,0.0,LAC,tier_5,23.89705882352941,5.514705882352941,23.89705882352941,75.36764705882352,0.0,0.3676470588235294,0.16666666666666666,LAC,6
825,ROLB,Kyle,Van Noy,Kyle Van Noy,LAC,True,0,0,1240,0,24,49,69,0,1,22,0,0,0,0,0,6,0,7,2,0,1,0,15,12,Kyle,Van Noy,2697.0,2695.0,8.0,7.0,Signed,78.0,0.0,0.0,LAC,tier_4,2.4193548387096775,0.0,7.258064516129033,75.0,4.838709677419355,1.7741935483870968,1.0666666666666667,LAC,-4
826,CB,Levi,Wallace,Levi Wallace,PIT,True,0,122,902,0,24,41,50,0,1,27,43,0,4,0,0,10,0,28,0,0,0,0,15,15,Levi,Wallace,2736.0,2734.0,4.0,28.0,Signed,77.0,0.0,0.0,PIT,tier_4,0.0,4.434589800443459,11.086474501108649,82.039911308204,11.086474501108649,2.9933481152993346,1.1333333333333333,PIT,3
827,RE,Chris,Wormley,Chris Wormley,PIT,True,32,0,647,1,11,22,26,1,1,0,0,0,0,0,0,2,0,28,9,1,6,0,13,13,Chris,Wormley,2933.0,2931.0,5.0,28.0,Signed,74.0,0.0,0.0,PIT,tier_5,23.183925811437405,3.0911901081916535,26.27511591962906,57.1870170015456,3.0911901081916535,0.0,-0.15384615384615385,PIT,2
829,LOLB,T.J.,Watt,T.J. Watt,PIT,True,0,0,986,0,19,42,43,0,1,9,0,0,0,0,0,0,0,28,3,1,11,0,15,15,T.J.,Watt,2771.0,2769.0,5.0,28.0,Signed,96.0,0.0,0.0,PIT,tier_0,14.198782961460447,1.0141987829614605,14.198782961460447,62.88032454361055,0.0,0.9127789046653144,0.6,PIT,-7
