Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
65,K,Jason,Myers,Jason Myers,SEA,0,0,0,0,0,0,61,36,0,1,0,False,0,0,25,35,0,11,5,6,3,0,6,3,23,58,15,27,0,9,5,0,15,Jason,Myers,1908.0,1906.0,7.0,27.0,Signed,74.0,0.0,0.0,SEA,tier_5,0.92,0.9722222222222222,0.875,,,,SEA,8
66,P,Jake,Camarda,Jake Camarda,TB,0,2193,2365,0,55,17,56,0,45,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,1,15,Jake,Camarda,3610.0,3608.0,0.0,5.0,Signed,70.0,0.0,0.0,TB,tier_5,,,,0.0,43.0,0.9272727272727272,TB,2
67,P,Pat,O'Donnell,Pat O'Donnell,GB,0,2519,2716,0,63,18,64,0,44,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,15,Pat,O'Donnell,1975.0,1973.0,8.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,,,,0.0,43.111111111111114,0.9274668630338734,GB,2
68,K,Mason,Crosby,Mason Crosby,GB,0,0,0,1,0,0,175,50,0,1,91,False,0,0,32,47,0,13,10,4,5,0,4,5,26,56,15,19,59,8,9,0,15,Mason,Crosby,551.0,549.0,15.0,19.0,Signed,72.0,0.0,0.0,GB,tier_5,0.8125,0.94,0.7391304347826086,,,,GB,3
69,K,Robbie,Gould,Robbie Gould,SF,0,0,0,2,0,0,161,45,0,1,85,False,0,0,32,40,0,13,10,4,5,0,4,5,23,56,15,14,62,4,10,0,15,Robbie,Gould,982.0,980.0,17.0,14.0,Signed,80.0,0.0,0.0,SF,tier_3,0.71875,0.8888888888888888,0.6086956521739131,,,,SF,-10
70,P,Mitch,Wishnowsky,Mitch Wishnowsky,SF,0,3054,3255,0,72,26,73,0,46,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,15,Mitch,Wishnowsky,2914.0,2912.0,3.0,14.0,Signed,77.0,0.0,0.0,SF,tier_4,,,,0.0,45.208333333333336,0.9382488479262673,SF,1
71,P,Jack,Fox,Jack Fox,DET,0,3204,3336,0,72,28,152,0,47,1,74,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,18,52,0,0,1,15,Jack,Fox,858.0,856.0,4.0,18.0,Signed,81.0,0.0,0.0,DET,tier_3,,,,0.10714285714285714,46.333333333333336,0.960431654676259,DET,1
72,K,Austin,Seibert,Austin Seibert,DET,0,0,0,1,0,0,63,35,0,1,0,False,0,0,27,34,0,11,7,2,7,0,2,7,24,54,15,18,0,8,7,0,15,Austin,Seibert,2342.0,2340.0,3.0,18.0,Signed,71.0,0.0,0.0,DET,tier_5,0.8888888888888888,0.9714285714285714,0.8333333333333334,,,,DET,7
73,P,Blake,Gillikin,Blake Gillikin,NO,0,2890,3074,0,70,26,72,0,45,1,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,15,Blake,Gillikin,941.0,939.0,2.0,26.0,Signed,73.0,0.0,0.0,NO,tier_5,,,,0.038461538461538464,43.91428571428571,0.9401431359791802,NO,2
74,P,A.J.,Cole III,A.J. Cole III,LV,0,2931,3134,0,67,22,149,0,49,1,79,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,22,53,0,0,0,15,A.J.,Cole III,481.0,479.0,3.0,22.0,Signed,82.0,0.0,0.0,LV,tier_3,,,,0.13636363636363635,46.776119402985074,0.935226547543076,LV,-1
