Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
6,SS,Grant,Hunter,Grant Hunter,MIA,True,0,25,933,0,30,31,47,0,18,30,16,0,2,0,0,13,0,11,1,0,0,0,14,14,Grant,Hunter,712.0,710.0,6.0,11.0,Signed,86.0,0.0,0.0,MIA,tier_2,1.0718113612004287,2.1436227224008575,15.005359056806002,82.52947481243301,13.933547695605574,3.215434083601286,1.2142857142857142,MIA,3
13,LOLB,Jason,Shepherd,Jason Shepherd,LAC,True,18,55,938,1,30,40,57,0,18,25,40,1,2,0,0,1,0,7,11,1,5,1,14,14,Jason,Shepherd,298.0,296.0,8.0,7.0,Signed,76.0,0.0,0.0,LAC,tier_4,17.057569296375267,6.3965884861407245,18.123667377398718,92.75053304904051,1.0660980810234542,2.6652452025586353,1.7142857142857142,LAC,8
14,RE,Netori,Blackburn,Netori Blackburn,BAL,True,21,0,719,1,18,38,40,1,18,1,0,1,0,0,0,0,0,24,16,1,5,1,11,11,Netori,Blackburn,2424.0,2422.0,4.0,24.0,Signed,92.0,0.0,0.0,BAL,tier_1,29.20723226703755,5.563282336578581,29.20723226703755,80.66759388038942,0.0,0.13908205841446453,0.09090909090909091,BAL,1
35,LE,Kendrick,Wiggins,Kendrick Wiggins,NE,True,15,0,782,1,15,31,38,0,18,0,0,1,0,0,0,0,0,21,15,1,6,0,12,12,Kendrick,Wiggins,3146.0,3144.0,6.0,21.0,Signed,84.0,0.0,0.0,NE,tier_3,26.854219948849106,3.8363171355498724,26.854219948849106,67.77493606138107,0.0,0.0,0.0,NE,3
38,MLB,Reshard,Richardson,Reshard Richardson,NYJ,True,0,0,515,0,16,28,44,0,18,20,0,0,0,0,0,1,0,17,2,0,1,0,15,15,Reshard,Richardson,1657.0,1655.0,2.0,17.0,Signed,74.0,0.0,0.0,NYJ,tier_5,5.825242718446602,0.0,7.766990291262136,116.50485436893204,1.941747572815534,3.8834951456310676,1.2666666666666666,NYJ,0
45,CB,Imani,Acosta,Imani Acosta,MIA,True,0,20,1055,0,37,51,69,0,18,45,16,0,2,0,0,5,0,11,0,0,1,0,15,12,Imani,Acosta,3476.0,3474.0,1.0,11.0,Signed,76.0,0.0,0.0,MIA,tier_4,0.9478672985781991,1.8957345971563981,5.687203791469194,100.4739336492891,4.739336492890995,4.265402843601896,2.6666666666666665,MIA,-6
47,CB,Joseph,Dural,Joseph Dural,CIN,True,0,14,909,0,27,28,38,0,18,24,7,0,3,0,0,7,0,1,0,0,1,0,14,14,Joseph,Dural,1520.0,1518.0,2.0,1.0,Signed,79.0,0.0,0.0,CIN,tier_4,1.1001100110011,3.3003300330033003,8.8008800880088,71.5071507150715,7.700770077007701,2.6402640264026402,1.2142857142857142,CIN,0
62,SS,Ted,Jordan,Ted Jordan,HOU,True,0,42,865,0,27,23,29,1,18,21,26,0,3,1,0,6,0,31,0,0,0,0,13,13,Ted,Jordan,122.0,120.0,2.0,31.0,Signed,80.0,0.0,0.0,HOU,tier_3,0.0,4.624277456647399,6.936416184971098,64.73988439306358,6.936416184971098,2.4277456647398843,1.1538461538461537,HOU,-1
76,RE,Alex,Mahone,Alex Mahone,DEN,True,0,0,516,0,16,20,21,1,18,0,0,0,0,0,0,0,0,3,9,1,4,0,13,13,Alex,Mahone,662.0,660.0,5.0,3.0,Signed,78.0,0.0,0.0,DEN,tier_4,25.1937984496124,1.937984496124031,25.1937984496124,71.70542635658914,0.0,0.0,0.0,DEN,3
87,DT,Deontay,Hillman,Deontay Hillman,PHI,True,0,0,524,0,6,0,11,1,18,0,0,0,0,0,0,0,0,12,5,0,3,0,15,15,Deontay,Hillman,3363.0,3361.0,2.0,12.0,Signed,72.0,0.0,0.0,PHI,tier_5,15.267175572519083,0.0,15.267175572519083,32.44274809160305,0.0,0.0,0.0,PHI,-1
