FullName,Position,TeamName,SkillPointDef
A'Mauri Washington,DT,MIN,-2
A'Zion Buckley,CB,LAR,-3
A.J. Harris,CB,LV,6
A.J. Schwartz,FS,NO,3
Aaron Flowers,FS,SF,3
Aaron Olsen,LE,ARI,4
Abduall Sanders Jr,ROLB,JAX,0
Abdul Carter,LOLB,MIN,1
Abe Willekes,SS,SEA,-1
Abraham Williams,CB,DEN,0
Abu Tarawallie,DT,PHI,2
Addison Claiborne,DT,IND,-2
Adepoju Adebawore,RE,DAL,3
Adonis Woodson,LE,NE,4
Adonyss Currie,CB,TB,-1
Adrian Walsh,RE,ATL,5
Adrien Martin,DT,DAL,3
Adwenpa Owusu-Gbeho,RE,LAR,-3
Aidan Hutchinson,RE,DET,1
Akeem Odighizuwa,LE,CHI,2
Akheem Mesidor,LE,CHI,-8
Alec Wynn,DT,JAX,4
Alex Bray,RE,JAX,-2
Alhassan Iddrissu,LE,NYJ,0
Amare Adams,DT,NYG,0
Amari Malone,RE,MIA,-2
Amaris Williams,LE,PHI,0
Amorion Walker,CB,SEA,-4
Andre Cisco,FS,CHI,7
Andrew Elliott,CB,CIN,0
Andrew Maddox,RE,MIA,2
Anquon Fegans,FS,KC,0
Anthony Hill Jr,ROLB,CAR,-8
Anthony Jones,LE,NE,-4
Anthony Kennedy Jr,DT,SF,2
Anthony Kruah,ROLB,BAL,-4
Anthony Sacca,ROLB,LAC,-4
Antonio Coleman,DT,CAR,5
Antwane Newsome,RE,DET,-2
Antwaun Davis,RE,TB,-1
Ari Watford,LE,LAC,1
Arion Carter,LOLB,CHI,6
Asante Samuel Jr,CB,LAR,-1
Ashton Herrien,LE,IND,6
Austin Frye,LE,DAL,-3
Austin Romaine,MLB,NE,8
Aydin Breland,DT,ATL,2
BJ Canady,LE,LV,1
BJ Williams,LOLB,NYJ,-5
Bailey Benson,LOLB,MIA,-2
Barrett Carter,MLB,LAC,-5
Bashaud Elston,CB,SEA,-2
Bear Alexander,DT,NE,-4
Beau Atkinson,RE,CIN,6
Ben Clavijo,MLB,LAC,-7
Ben Cutter,MLB,CAR,3
Ben Minich,FS,DET,-4
Benji Huntington,LE,SEA,-2
Beval Massey,CB,DEN,-6
Blaine Bradford,SS,MIN,-4
Blake Herold,DT,NO,0
Blake Ruffin,FS,IND,3
Boubacar Traore,LE,DET,0
Brad Fitzgibbon,DT,MIN,8
Braden Fiske,DT,CAR,-1
Bralan Womack,FS,LV,3
Brandon Davis-Swain,RE,NO,1
Brandon Johnson,CB,CAR,0
Brandon Lockhart,CB,BAL,4
Bravion Rogers,CB,CHI,-1
Brayden Cooper,CB,IND,1
Brayden Platt,MLB,DAL,6
Braylen Fields,DT,ATL,-3
Brayln Sheldon,SS,IND,11
Braylon Johnson,CB,IND,5
Brenan Vernon,RE,ARI,-1
Brian Branch,SS,DET,1
Brian Burns,RE,DEN,-8
Bryan Bresee,DT,IND,-3
Bryan Harrington,DT,NE,5
Bryce Briscoe,FS,SEA,-4
C.J. Hicks,LOLB,NYG,1
CJ May,RE,HOU,1
CJ Nickson,RE,GB,0
Caden Story,DT,IND,1
Caden VerMaas,FS,IND,-4
