FullName,Position,TeamName,SkillPointOff
A.J. Hurts,WR,ARI,-2
Adonis Wilder,HB,SF,1
Agiye Hall,WR,LV,6
Ahmad Williams,WR,MIA,-3
Amant'e Moore,WR,IND,0
Amar'e Thompson,HB,PHI,2
Andre Greene Jr,WR,CHI,-4
Andrew Bailey,WR,JAX,7
Antoine Terry,WR,CIN,-3
Antonio Parker,TE,MIN,1
Armani Winfield,WR,LAR,-2
Benji Beachum,TE,HOU,6
Bernie Felder,TE,TEN,-2
Billy Wilkerson,TE,CLE,-2
Blake Kinney,TE,CAR,1
Braelon Allen,HB,LAC,-1
Brandon Inniss,WR,HOU,1
Brandon Tucker,WR,TB,0
Brayden Llyod Jr,WR,NYG,-5
Braylon James,WR,HOU,-1
Brendan LaPierre,WR,JAX,2
Bret Staat,TE,CIN,-4
Bryan Thomas,TE,NO,-1
Bryce Hilliard Jr,WR,TB,4
C.J. Hyde,WR,CLE,11
C.J. Williams,WR,ATL,4
CJ Ivory,WR,NYG,6
Carl Hill,TE,PIT,3
Chad Bordelon,TE,CIN,1
Chris Adkins,TE,LAC,1
Chris Hill,WR,IND,4
Chris Knott,HB,DET,0
Christian Williams,HB,SEA,2
Connor McPhee,WR,KC,2
Connor Weston,TE,PHI,4
Courtland Hearst,WR,PIT,-5
D'Andre Massey,WR,JAX,-5
D'Marcus Crawford,WR,CAR,-2
D.J. Peters,HB,IND,0
Dalton Stockton,TE,PIT,-3
Danny Barber,WR,HOU,-3
Darius Kidd,WR,ATL,-2
Darrell Adams,WR,LAR,4
Daryl Thorne,TE,DEN,-5
David Teague,WR,PHI,4
David Washington,WR,DET,4
DeAndre Jennings,WR,SF,-3
DeMarcus Thomas,WR,JAX,-5
DeShawn Thomas,HB,JAX,1
Demetrious Foreman,HB,ATL,-1
Deshaun Boothe,WR,NYG,-2
Devin Morrison,TE,CLE,1
Devin Sharper,HB,TB,3
Devon Lindley,WR,SF,-1
Devontae Carnegie,HB,MIA,-2
Diontae Huff,WR,GB,0
Donavaughan Noel,HB,DET,-3
Dudley Tolbert,WR,LV,0
Earl Branson,WR,CHI,6
Emmett Golden,HB,NE,-3
Emmett Willis,HB,BAL,-3
Forrest Walden,TE,TEN,1
Garrett Wilson,WR,PHI,-1
George McQueen,WR,PHI,14
Glenn Brown,TE,LAC,-1
Grant Borden,TE,ARI,2
Harold Baker,WR,IND,7
J.D. Faulkner,TE,JAX,3
J.R. Cooke,WR,MIA,4
JJ Moss,WR,NYJ,4
Jack Pedersen,TE,NYJ,5
Jacoby Owens,WR,ARI,2
Jaedon Hayes,HB,KC,2
Jalen King,HB,CLE,-3
Jalen Shepherd,TE,KC,3
James Bradley,WR,TEN,-1
Jaquaize Pettaway,WR,SF,2
Jaquard Woods,WR,CLE,3
Jarrick Patton,WR,CAR,-3
Javonti Hitchens,WR,NYJ,-4
Jerod Felder Jr,WR,WAS,-2
Joel Culliver III,WR,LAC,3
Joey O'Neill,TE,GB,0
John Newsome Jr,HB,JAX,0
Johntay Cook II,WR,CHI,1
Jonathan Goodson,TE,DEN,-3
Jonathan Hawkins,WR,NO,0
Jonathan Trejo,TE,PHI,8
Jordan Hudson,WR,TB,2
Joseph Swift,WR,NO,-1
Josh Acker,HB,MIN,-1
Josh Nolan,WR,BAL,4
Julian Hatcher,HB,NYJ,-1
Julian Wallace,TE,BUF,-2
Justice Haynes,HB,NYG,14
Justin York,WR,LAR,-7
K.C. Morant,HB,DAL,2
Kaleb Brown,WR,SEA,-2
Kardell Buckhalter,HB,LV,3
Kasey Koerner,TE,BAL,-3
Kavonte Edwards,TE,NE,3
Keegan Walker Jr,WR,DAL,7
Kemani Matthews Jr,HB,NO,4
Kendrick McIntyre,WR,GB,-1
Kentrell Poe,TE,NYG,-2
Kian Wroten,WR,DEN,-1
Kordell Turner,WR,NYJ,-4
Koren Blackburn,WR,PIT,0
Kyle Pitts,TE,IND,1
LaMichael Griffen,HB,BUF,0
Lance Jones,WR,DET,-4
Lawrence Brookins,WR,DEN,-2
Leron Melvin-Fowler,WR,TEN,-1
Lionel McCain,HB,CAR,-2
Luke Drescher,TE,SEA,3
Luke McCleod,TE,SF,0
Lyle Brown,WR,SEA,5
Marc Bailey,HB,CHI,1
Mark Barnett,TE,LAR,0
Mark Fletcher,HB,MIA,4
Marlon Hawkins,TE,WAS,-1
Marquell Sawyer,WR,LAC,-2
Marquese Williams,HB,NO,-3
Martin Jackson,WR,SF,2
Marvin Middleton,WR,LAC,-5
Matt Sewell,HB,GB,7
Matthew Cavanaugh,TE,LV,-1
Matthew Jeffries,WR,BUF,-2
Matthew Pearson,WR,TEN,0
Melvin Rivers,WR,DAL,-4
Micah Parks,WR,WAS,-5
Moses Ross,WR,NE,1
Nate Castonzo,WR,NE,-2
Nick McIntosh,TE,ATL,-2
Nick Meerce,WR,NYG,6
Nick Tull-Parrish,WR,WAS,0
Noel Lowry Jr,WR,MIA,2
Nolan Hawkins,TE,TB,0
Omarion Miller,WR,MIN,-2
Orlando Foote,HB,CIN,-5
PJ Anderson,WR,PIT,9
Patrick Northcutt,HB,TEN,3
Paul Picard,WR,MIN,1
Quannel Hobbs,HB,JAX,10
Quinton Baldwin,HB,DEN,-2
Rakim Matias-Smith,TE,ATL,-2
Raleek Brown,HB,WAS,6
Randall Woodson III,HB,SF,-6
