FullName,Position,TeamName,SkillPointOL
Aaryn Parks,LG,CAR,-2
Amir Herring,LG,ATL,-1
Anthony Calhoun,LT,TEN,-2
Benjamin Eppard,C,BUF,1
Blaine Madden,LT,DEN,-2
Brandon Donnell,RT,CLE,-1
Brandon Reed,LG,PHI,4
Braydon Hall,RT,PIT,0
Brenton Mayes,LT,BUF,4
Brian Ruggs,C,LV,0
Cal Van Buren,C,SF,-2
Cameron Jurgens,C,JAX,1
Cameron Williamson,LG,SEA,4
Carson Edmonds,LT,MIN,-2
Carson MacKenzie,LT,MIA,4
Charlie Dodson,C,NO,4
Chris Boss,LG,LAR,-1
Chris Spencer,LT,NYJ,-2
Chuck Garfield,RT,HOU,1
Cody Lovell,C,ARI,-3
Colby Mooney,RT,CHI,1
Craig McQueen,RT,TEN,1
D.J. Rogers,RG,LAC,-3
Dalton Russell,RT,IND,1
Damon Alexander,RG,IND,-1
Daniel Ellison,LG,GB,1
Darren Backus,C,CHI,1
Darrius Davis,RT,DAL,2
DeVante Harris,LT,CLE,-2
DeVante Stoudemire,LG,KC,9
Deandre Mitchell,RG,CLE,4
Devin Middleton,C,SEA,-2
Devon Campbell,RG,CAR,4
Dextrell Irving,LT,LV,0
Dominique Metcalf,LG,PHI,-5
Donnie Lucas,LG,WAS,1
Donovan Jackson,RG,NE,-7
Earnest Greene,RG,SEA,0
Elijah Pritchett,LT,ATL,4
Emil Ekiyor Jr.,RG,MIA,4
Eric Roseman,C,NYG,-3
Ethan Chamberlain,C,MIN,-6
Gordon Bowden,C,DEN,-1
Gordon Parks,LG,KC,12
Grant Wallner,RG,MIN,-1
Greg Cobb,RT,BUF,-2
Greg Crippen,RG,CIN,-6
Gregory Andrews,RG,LAR,1
Hunter Mullen,RT,DEN,-6
Isendre Ahfua,LG,BUF,-4
JC Latham,LT,SEA,-2
Jacob Davis,LG,CIN,-2
Jaheim Franklin,LT,JAX,4
Jamaal Jarrett,RT,SF,-4
James Blackstock,RG,TEN,1
James Brockermeyer,C,TEN,9
James Faulkner,LT,ARI,-6
Jamison Burgess,RT,MIA,4
Jaren Moore,RT,NYG,4
Jay Scott,RG,CLE,-8
Jeff Brooks,LG,LAC,1
Jeremiah Cobbs,LT,BAL,10
Jeremiah Eisen,LT,NO,3
Jeremiah Mason,C,TB,-1
Jeremy Hobbs,C,PHI,1
Joe Brunner,RT,CIN,0
Joel Yankey,RG,DEN,-2
Joey Wallace,RG,PHI,-2
Joseph Franklin,RT,LAR,-1
Josh Abraham,C,DAL,1
Josh Bronner,RT,KC,4
Josh Fisher,RG,LV,-2
Josh Peralta,LG,MIA,-3
Joshua Forbes,RT,PHI,-3
Kadyn Proctor,RT,WAS,1
Kelvin Banks,RT,SEA,4
Kenya Richardson,RG,LV,4
Kenyon Green,RG,BAL,12
Khalon Davis,LT,NYG,3
Kinglsey Suamataia,LT,LAC,-1
Kiyaunta Goodwin,RT,NYJ,0
Klay Donaghy,C,KC,4
Klay Elliott,LG,PIT,-5
LaDarius Combs,RT,PHI,4
Larry Samuel,RG,DEN,-8
Logan Parr,RG,TB,4
Logan Starkey,RG,NYJ,1
Luke Darby,RT,LV,-1
Luke Matthews,C,PIT,-3
Marcell Bush,LT,WAS,-7
Marcus Kendricks,RG,DET,4
Mark Finney,C,CLE,-3
Mark McLaughlin,LG,MIN,-1
Marquise Goddard,C,ATL,1
Marquise Sherman,RG,NE,-3
Martin Lewis,RT,ARI,-2
Matt Kendricks,C,IND,1
Matthew Weston,LG,NYG,-1
Morris Thornton,C,NYJ,-3
Najee Bethel,C,CAR,4
Noah Patterson,RG,JAX,-1
Oscar Kramer,LG,HOU,4
Owen Holliday,RT,TB,8
Phillip Koerner,RT,ATL,1
Quandre Brooks,LG,DET,-1
R.J. Dawkins,LG,BAL,1
Raekwon Heyward,RG,PIT,0
Randy Berry,RG,DAL,3
Reuben Fatheree II,LT,HOU,0
Ricky Manning,LG,DAL,0
Ricky McKinney,RT,LAC,1
Rodd Moorman,LT,LAR,-7
Roy Barrett,RT,NE,0
Ryan Stevens,LT,IND,1
Sal Rowe,C,CIN,0
Sammy Devine,C,WAS,-3
Seth Windham,LT,KC,4
Shane Crowder,LT,DET,-3
Sheridan Wilson,LG,NO,-2
Stephen Poole,RT,BAL,-8
Stephon Owens,RT,DET,1
Steven Douglas,LG,JAX,-2
T.J. Gibson,LT,CIN,-2
Terron Jones,LT,CHI,1
Thad Barber,C,NE,4
Titus Givens,LG,TEN,4
Tom Pace,LG,CHI,12
Travis McKenzie,LT,GB,-2
Travis Walker,RG,HOU,-1
Tremaine Green,RG,WAS,-2
Tremaine Knight,LT,PIT,0
Treyvon Yarborough,LT,BUF,4
Troy Tatum,RG,GB,1
Tyler Gonzalez,RT,GB,-1
Tyler Linderbaum,C,LAR,4
Tyree Brooks,RG,CHI,9
Tyron Callahan,LG,TB,-5
Von Jefferson,C,GB,-3
Walter Lewis,LG,IND,-1
Will Langford,LT,DAL,0
Zac Hankins,RG,BUF,10
Zac Peerman,LG,ARI,0
Zach Ferguson,RG,NYG,-7
Zhaire Guyton,C,LAC,3
