FullName,Position,TeamName,SkillPointDef
A.J. Bradford,CB,NYG,4
AJ Harris,CB,CIN,2
Aamaal Ahmed-Hakim,RE,DAL,0
Ahmad Gardner,CB,LAR,-2
Akeem Golston,SS,NYG,0
Akeem Harris,LE,CHI,4
Akeem Tatum,CB,DEN,-1
Alani Burke,CB,JAX,-10
Alex Clay,FS,CIN,-4
Alex Hayward,FS,NYG,1
Alex Mahone,RE,TB,2
Alex Stanton,RE,KC,1
Alfonso Hunter,MLB,IND,-2
Alonzo Barnes,DT,PIT,-4
Alton Hawkins,LOLB,CHI,1
Amir Thompson,DT,MIA,2
Andre Devlin,ROLB,PIT,-3
Andrew Bassey,LE,DET,-3
Andrew Swain Jr,ROLB,NO,1
Andrew Tapp,DT,ATL,-1
Andrew Willis,MLB,NYG,3
Andy Kolton,RE,MIN,-4
Angelo Sheppard,ROLB,NYG,-2
Anthony Barnett,LOLB,SEA,-3
Anthony Clarke,CB,DEN,-1
Anthony Downing,MLB,CHI,0
Anthony Hill,MLB,LV,-1
Anthony Roberts,MLB,LAC,3
Anthony Wilkins,CB,CLE,-4
Antoine Beachum,CB,PHI,8
Antoine Felix,SS,IND,-2
Antoine Flowers,CB,CHI,-2
B.J. Peele,LE,MIA,-2
Bakari Wilson,CB,JAX,2
Ben Carraway,CB,GB,1
Benji Hawkins,CB,IND,3
Blake Jones,MLB,CLE,-1
Bo Porter,LOLB,CAR,0
Bojan Billups,LE,LAR,-3
Brandon Bradshaw,LOLB,TEN,0
Brandon Edgeton,CB,MIN,1
Brandon Gholston,ROLB,NYG,-4
Brandon Hardwick,DT,DET,2
Brandon Overstreet,FS,DAL,-1
Braun Metcalf,CB,LAC,4
Braxton Manning,CB,BUF,1
Brenan Vernon,ROLB,CAR,4
Brendan Dillard,LE,JAX,-1
Brian Mills,FS,KC,-4
Bryan Bresee,DT,PHI,3
Bryan Caldwell,CB,IND,-2
Bryce Widmer,CB,NO,0
Byron Bynes,FS,CHI,8
C.J. Hicks,LOLB,KC,2
C.J. Washington,MLB,NYG,3
Cade Denhoff,LE,JAX,-6
Calen Bullcok,FS,ARI,-1
Calvin Bates,LOLB,LAR,-1
Cam Hancock,MLB,TEN,2
Cam Holmes,MLB,ATL,-2
Cameron Jenkins,FS,IND,-2
Carlos Clements,CB,LAC,-2
Carlos Lowry,ROLB,MIN,-4
Carson Baker,MLB,NO,-4
Carter Allman,MLB,CAR,-3
Carter Wyatt,MLB,CIN,3
Chad Howard,FS,JAX,2
