Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
10,K,Colin,Hartman,Colin Hartman,CLE,0,0,0,1,0,0,125,35,0,14,66,False,0,0,22,31,0,7,7,5,3,0,5,2,15,51,15,4,44,1,7,0,15,Colin,Hartman,2330.0,2328.0,7.0,4.0,Signed,79.0,0.0,0.0,CLE,tier_4,0.6818181818181818,0.8857142857142857,0.5714285714285714,,,,CLE,-8
14,K,Tommy,Rich,Tommy Rich,NYJ,1,0,0,0,0,0,149,42,0,14,83,False,0,0,28,38,0,10,9,4,5,0,4,5,26,55,15,17,51,8,9,0,15,Tommy,Rich,3408.0,3406.0,3.0,17.0,Signed,77.0,0.0,0.0,NYJ,tier_4,0.9285714285714286,0.9047619047619048,0.8947368421052632,,,,NYJ,4
18,K,Isaiah,Hamilton,Isaiah Hamilton,CHI,1,0,0,0,0,0,173,50,0,14,92,False,0,0,30,47,0,15,7,5,3,0,5,3,26,56,15,0,63,11,7,0,15,Isaiah,Hamilton,29.0,27.0,8.0,0.0,Signed,79.0,0.0,0.0,CHI,tier_4,0.8666666666666667,0.94,0.8181818181818182,,,,CHI,1
24,P,Andrew,Richardson,Andrew Richardson,LAC,0,3021,3245,0,72,24,149,0,47,14,79,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,7,48,0,0,0,15,Andrew,Richardson,1940.0,1938.0,1.0,7.0,Signed,76.0,0.0,0.0,LAC,tier_4,,,,0.041666666666666664,45.06944444444444,0.9309707241910632,LAC,1
44,P,Paul,Robbins,Paul Robbins,ATL,0,2189,2334,0,53,20,53,0,45,14,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,15,Paul,Robbins,1492.0,1490.0,5.0,13.0,Signed,73.0,0.0,0.0,ATL,tier_5,,,,0.05,44.0377358490566,0.9378748928877464,ATL,1
45,K,Ty,Dillon,Ty Dillon,DET,0,0,0,1,0,0,114,25,0,14,63,False,0,0,24,23,0,4,5,12,3,0,12,3,20,49,15,18,39,0,5,0,15,Ty,Dillon,2443.0,2441.0,3.0,18.0,Signed,77.0,0.0,0.0,DET,tier_4,0.8333333333333334,0.92,0.5555555555555556,,,,DET,-4
56,K,Scott,Groves,Scott Groves,KC,0,0,0,0,0,0,59,43,0,14,0,False,0,0,16,40,0,6,5,4,1,0,4,1,12,53,14,8,0,2,5,0,14,Scott,Groves,3392.0,3390.0,2.0,8.0,Signed,80.0,0.0,0.0,KC,tier_3,0.75,0.9302325581395349,0.6363636363636364,,,,KC,-5
71,P,Chris,Edwards,Chris Edwards,BUF,0,3194,3339,0,71,22,144,0,49,14,69,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,2,42,0,0,0,15,Chris,Edwards,2634.0,2632.0,4.0,2.0,Signed,83.0,0.0,0.0,BUF,tier_3,,,,0.22727272727272727,47.028169014084504,0.9565738244983528,BUF,0
73,P,Joshua,Conwell,Joshua Conwell,PHI,0,1987,2264,0,48,18,0,0,63,14,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,Joshua,Conwell,1120.0,1118.0,6.0,12.0,Signed,74.0,0.0,0.0,PHI,tier_5,,,,0.1111111111111111,47.166666666666664,0.8776501766784452,PHI,3
75,K,Gabe,Brkic,Gabe Brkic,DEN,0,0,0,1,0,0,75,34,0,14,25,False,0,0,16,33,0,4,6,2,4,0,1,4,11,48,15,3,17,0,6,0,15,Gabe,Brkic,2411.0,2409.0,12.0,3.0,Signed,73.0,0.0,0.0,DEN,tier_5,0.6875,0.9705882352941176,0.6,,,,DEN,-2
