Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
11,LG,Shad,Ngwenya,Shad Ngwenya,GB,15,0,8,1010,False,15,19,0,19,Shad,Ngwenya,1745.0,1743.0,0.0,19.0,Signed,76.0,0.0,0.0,GB,tier_4,7.920792079207921,GB,-3
20,C,Ryan,St. Clair,Ryan St. Clair,JAX,15,0,3,1130,False,15,16,0,19,Ryan,St. Clair,1098.0,1096.0,2.0,16.0,Signed,90.0,0.0,0.0,JAX,tier_1,2.6548672566371683,JAX,-2
45,RG,Tyree,Brooks,Tyree Brooks,CHI,14,0,2,955,False,14,0,0,19,Tyree,Brooks,1161.0,1159.0,5.0,0.0,Signed,99.0,0.0,0.0,CHI,tier_0,2.0942408376963355,CHI,-1
50,RG,Grant,Wallner,Grant Wallner,SF,15,0,3,1087,False,15,14,0,19,Grant,Wallner,277.0,275.0,9.0,14.0,Signed,84.0,0.0,0.0,SF,tier_3,2.7598896044158234,SF,0
66,C,Noah,Chiaverini,Noah Chiaverini,LV,15,0,4,1048,False,15,22,0,19,Noah,Chiaverini,2946.0,2944.0,0.0,22.0,Signed,71.0,0.0,0.0,LV,tier_5,3.8167938931297707,LV,-1
109,C,Josh,Abraham,Josh Abraham,DAL,12,0,3,875,False,12,10,0,19,Josh,Abraham,958.0,956.0,5.0,10.0,Signed,98.0,0.0,0.0,DAL,tier_0,3.4285714285714284,DAL,-3
125,LT,Carson,MacKenzie,Carson MacKenzie,MIA,15,0,6,1159,False,15,11,0,19,Carson,MacKenzie,588.0,586.0,5.0,11.0,Signed,82.0,0.0,0.0,MIA,tier_3,5.176876617773942,MIA,4
132,C,Edward,Sands,Edward Sands,CAR,15,0,8,928,False,15,20,0,19,Edward,Sands,157.0,155.0,4.0,20.0,Signed,74.0,0.0,0.0,CAR,tier_5,8.620689655172413,CAR,-6
136,LT,Terrell,Ross,Terrell Ross,NYG,14,0,15,866,False,14,15,0,19,Terrell,Ross,523.0,521.0,0.0,15.0,Signed,69.0,0.0,0.0,NYG,tier_6,17.321016166281755,NYG,-5
243,C,Andy,Jenkins,Andy Jenkins,NO,14,0,1,1037,False,14,26,0,19,Andy,Jenkins,397.0,395.0,2.0,26.0,Signed,73.0,0.0,0.0,NO,tier_5,0.9643201542912248,NO,10
286,RG,Harold,Crayton,Harold Crayton,NE,13,0,3,973,False,13,21,0,19,Harold,Crayton,3625.0,3623.0,3.0,21.0,Signed,68.0,0.0,0.0,NE,tier_6,3.083247687564234,NE,0
287,C,Jeremiah,Mason,Jeremiah Mason,NE,15,0,4,1182,False,15,21,0,19,Jeremiah,Mason,565.0,563.0,8.0,21.0,Signed,80.0,0.0,0.0,NE,tier_3,3.3840947546531304,NE,-1
302,LT,Caleb,Holloway,Caleb Holloway,MIA,15,0,10,1168,False,15,11,0,19,Caleb,Holloway,1976.0,1974.0,9.0,11.0,Signed,88.0,0.0,0.0,MIA,tier_2,8.561643835616438,MIA,1
304,LG,Kelvin,Miller,Kelvin Miller,LAC,15,0,5,998,False,15,7,0,19,Kelvin,Miller,427.0,425.0,4.0,7.0,Signed,72.0,0.0,0.0,LAC,tier_5,5.01002004008016,LAC,-1
307,C,Charlie,Dodson,Charlie Dodson,DEN,15,0,4,1071,False,15,3,0,19,Charlie,Dodson,2390.0,2388.0,7.0,3.0,Signed,69.0,0.0,0.0,DEN,tier_6,3.734827264239029,DEN,0
322,LG,Walter,Lewis,Walter Lewis,LV,12,0,8,809,False,12,22,0,19,Walter,Lewis,3683.0,3681.0,7.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,9.888751545117428,LV,-3
335,C,Jeff,Russo,Jeff Russo,BAL,15,0,4,961,False,15,24,0,19,Jeff,Russo,3166.0,3164.0,3.0,24.0,Signed,71.0,0.0,0.0,BAL,tier_5,4.162330905306972,BAL,-3
349,LT,Khalon,Davis,Khalon Davis,WAS,15,0,9,999,False,15,25,0,19,Khalon,Davis,2893.0,2891.0,10.0,25.0,Signed,83.0,0.0,0.0,WAS,tier_3,9.00900900900901,WAS,1
370,LT,DeVante,Harris,DeVante Harris,CLE,15,0,10,988,False,15,4,0,19,DeVante,Harris,2884.0,2882.0,6.0,4.0,Signed,73.0,0.0,0.0,CLE,tier_5,10.121457489878543,CLE,-2
387,LG,Matt,Nickerson,Matt Nickerson,BAL,15,0,8,1051,False,15,24,0,19,Matt,Nickerson,360.0,358.0,12.0,24.0,Signed,77.0,0.0,0.0,BAL,tier_4,7.611798287345386,BAL,-3
429,LT,Mykin,Greenard,Mykin Greenard,CAR,11,0,12,705,False,11,20,0,19,Mykin,Greenard,1828.0,1826.0,4.0,20.0,Signed,76.0,0.0,0.0,CAR,tier_4,17.02127659574468,CAR,-7
458,RG,Brandon,Barlow,Brandon Barlow,LAR,10,0,4,691,False,10,23,0,19,Brandon,Barlow,1776.0,1774.0,1.0,23.0,Signed,71.0,0.0,0.0,LAR,tier_5,5.788712011577424,LAR,-6
460,RG,Frank,Starkey,Frank Starkey,NO,15,0,5,1068,False,15,26,0,19,Frank,Starkey,1416.0,1414.0,5.0,26.0,Signed,66.0,0.0,0.0,NO,tier_6,4.681647940074907,NO,-2
475,RT,Dontrell,Ingram Sr,Dontrell Ingram Sr,SF,15,0,9,1022,False,15,14,0,19,Dontrell,Ingram Sr,1179.0,1177.0,3.0,14.0,Signed,91.0,0.0,0.0,SF,tier_1,8.806262230919765,SF,-1
531,LG,Dominique,Metcalf,Dominique Metcalf,CLE,15,0,8,1054,False,15,4,0,19,Dominique,Metcalf,3599.0,3597.0,8.0,4.0,Signed,82.0,0.0,0.0,CLE,tier_3,7.590132827324478,CLE,-4
566,C,Mazzi,Duckworth,Mazzi Duckworth,DET,13,0,2,906,False,13,18,0,19,Mazzi,Duckworth,457.0,455.0,1.0,18.0,Signed,73.0,0.0,0.0,DET,tier_5,2.207505518763797,DET,1
583,RT,Danny,McCullers,Danny McCullers,DEN,15,0,10,1072,False,15,3,0,19,Danny,McCullers,2822.0,2820.0,4.0,3.0,Signed,83.0,0.0,0.0,DEN,tier_3,9.328358208955223,DEN,0
590,RG,TJ,Capps,TJ Capps,PIT,15,0,3,1115,False,15,28,0,19,TJ,Capps,373.0,371.0,2.0,28.0,Signed,72.0,0.0,0.0,PIT,tier_5,2.690582959641256,PIT,0
613,C,Matt,Kendricks,Matt Kendricks,IND,15,0,1,958,False,15,9,0,19,Matt,Kendricks,278.0,276.0,10.0,9.0,Signed,93.0,0.0,0.0,IND,tier_1,1.04384133611691,IND,2
633,RT,Dalton,Russell,Dalton Russell,NE,15,0,11,1116,False,15,21,0,19,Dalton,Russell,986.0,984.0,7.0,21.0,Signed,84.0,0.0,0.0,NE,tier_3,9.85663082437276,NE,0
639,RT,Joe,Tomlinson,Joe Tomlinson,BAL,15,0,6,982,False,15,24,0,19,Joe,Tomlinson,577.0,575.0,7.0,24.0,Signed,86.0,0.0,0.0,BAL,tier_2,6.109979633401222,BAL,1
640,RG,Zach,Jackson,Zach Jackson,TB,15,0,5,1002,False,15,5,0,19,Zach,Jackson,3033.0,3031.0,0.0,5.0,Signed,80.0,0.0,0.0,TB,tier_3,4.990019960079841,TB,-4
660,LG,Zac,Peerman,Zac Peerman,HOU,14,0,2,955,False,14,31,0,19,Zac,Peerman,45.0,43.0,8.0,31.0,Signed,75.0,0.0,0.0,HOU,tier_4,2.0942408376963355,HOU,4
665,LG,Garrett,Hawkinson,Garrett Hawkinson,PHI,10,0,0,537,False,10,12,0,19,Garrett,Hawkinson,3081.0,3079.0,0.0,12.0,Signed,65.0,0.0,0.0,PHI,tier_6,0.0,PHI,12
682,LT,Roy,Babineaux,Roy Babineaux,LAC,13,0,16,868,False,13,7,0,19,Roy,Babineaux,1681.0,1679.0,2.0,7.0,Signed,75.0,0.0,0.0,LAC,tier_4,18.433179723502302,LAC,-7
702,RG,Jamie,McLean,Jamie McLean,MIA,15,0,2,1161,False,15,11,0,19,Jamie,McLean,3373.0,3371.0,4.0,11.0,Signed,87.0,0.0,0.0,MIA,tier_2,1.7226528854435832,MIA,2
747,RG,Hayden,Dye,Hayden Dye,WAS,14,0,2,1020,False,14,25,0,19,Hayden,Dye,1954.0,1952.0,3.0,25.0,Signed,78.0,0.0,0.0,WAS,tier_4,1.9607843137254901,WAS,4
754,RG,Steven,McClure,Steven McClure,NYJ,15,0,0,1033,False,15,17,0,19,Steven,McClure,3568.0,3566.0,0.0,17.0,Signed,65.0,0.0,0.0,NYJ,tier_6,0.0,NYJ,12
769,LT,Callum,Collins Jr,Callum Collins Jr,DEN,11,0,4,763,False,11,3,0,19,Callum,Collins Jr,2562.0,2560.0,3.0,3.0,Signed,71.0,0.0,0.0,DEN,tier_5,5.242463958060289,DEN,4
772,LG,David,Dawson,David Dawson,NYG,13,0,5,804,False,13,15,0,19,David,Dawson,533.0,531.0,4.0,15.0,Signed,72.0,0.0,0.0,NYG,tier_5,6.218905472636816,NYG,-1
788,RT,Amari,Kramer,Amari Kramer,IND,15,0,16,1018,False,15,9,0,19,Amari,Kramer,2762.0,2760.0,0.0,9.0,Signed,71.0,1.0,0.0,IND,tier_5,15.717092337917483,IND,-6
789,C,Troy,Stearn,Troy Stearn,MIA,15,0,2,1214,False,15,11,0,19,Troy,Stearn,2687.0,2685.0,7.0,11.0,Signed,86.0,0.0,0.0,MIA,tier_2,1.6474464579901154,MIA,3
793,RT,Steven,Reynolds,Steven Reynolds,NO,15,0,7,1072,False,15,26,0,19,Steven,Reynolds,3087.0,3085.0,3.0,26.0,Signed,86.0,0.0,0.0,NO,tier_2,6.529850746268656,NO,1
819,LG,Marcus,Butler,Marcus Butler,TB,15,0,3,996,False,15,5,0,19,Marcus,Butler,114.0,112.0,5.0,5.0,Signed,69.0,0.0,0.0,TB,tier_6,3.0120481927710845,TB,1
830,RG,Jacob,Rushing,Jacob Rushing,KC,12,0,1,800,False,12,8,0,19,Jacob,Rushing,443.0,441.0,2.0,8.0,Signed,65.0,0.0,0.0,KC,tier_6,1.25,KC,4
834,C,Andy,Jenkins,Andy Jenkins,ARI,14,0,0,970,False,14,6,0,19,Andy,Jenkins,99.0,97.0,3.0,6.0,Signed,79.0,0.0,0.0,ARI,tier_4,0.0,ARI,9
844,LT,Rick,Devine,Rick Devine,HOU,13,0,6,854,False,13,31,0,19,Rick,Devine,227.0,225.0,1.0,31.0,Signed,71.0,0.0,0.0,HOU,tier_5,7.02576112412178,HOU,1
871,RT,Martin,Lewis,Martin Lewis,CIN,13,0,12,881,False,13,1,0,19,Martin,Lewis,572.0,570.0,5.0,1.0,Signed,87.0,0.0,0.0,CIN,tier_2,13.62088535754824,CIN,-4
953,RG,Justin,Foster,Justin Foster,SEA,15,0,0,1115,False,15,27,0,19,Justin,Foster,740.0,738.0,9.0,27.0,Signed,92.0,0.0,0.0,SEA,tier_1,0.0,SEA,4
954,RG,Damon,Alexander,Damon Alexander,IND,13,0,3,979,False,13,9,0,19,Damon,Alexander,1914.0,1912.0,9.0,9.0,Signed,94.0,0.0,0.0,IND,tier_1,3.0643513789581203,IND,-3
955,RG,Caleb,Radovich,Caleb Radovich,LAC,15,0,5,1120,False,15,7,0,19,Caleb,Radovich,2611.0,2609.0,3.0,7.0,Signed,78.0,0.0,0.0,LAC,tier_4,4.464285714285714,LAC,-3
