FullName,Position,TeamName,SkillPointOff
Alani Hurst-Dixon,TE,HOU,-5
Alejandro Aguayo,WR,LAC,1
Alex Nance,WR,TEN,4
Alfonso Yancey,HB,DAL,-5
Andrew Bailey,WR,GB,0
Andrew Gray,WR,KC,0
Andy Peterson,WR,SF,0
Armani Boykin,TE,GB,-2
Armani Verrett,HB,HOU,-7
Atu Joseph,HB,CAR,-2
Ben Edwards,HB,SEA,0
Benji Beachum,TE,LAR,4
Bradley Mann,HB,CLE,-2
Bradley Ramsay,HB,NE,-3
Brayden Llyod Jr,WR,LAR,2
Brett Thomas,TE,PIT,-4
Britton Forbes,WR,WAS,2
Bryce O'Neal,WR,JAX,4
Bryce Saunders,HB,TEN,2
Caleb Simpson,WR,TB,1
Calvin Avant,WR,CLE,-7
Camari Edwards,WR,LV,-5
Cedric Wheeler,WR,MIA,0
Cedrick Haskins Jr,WR,NO,-5
Chuck Jones,WR,PHI,-1
Clark Falk,TE,LAC,-2
Clark McMillian,HB,LV,-1
Cliff Curley,TE,CIN,-4
Clifton Eddins,HB,BUF,-6
Coby Dawkins,HB,CHI,13
Connor Weston,TE,MIN,6
Cory Schilling,TE,LV,1
D'Andre Massey,WR,JAX,2
D'Marcus Crawford,WR,CAR,-1
DaShaun Burgess Jr,TE,PHI,3
Daevon Canty,WR,PIT,8
Dalton Stockton,TE,ARI,-1
Damarius Greenlaw Jr,HB,PHI,0
Damarius Strickland,WR,GB,1
Damion Turner,WR,ATL,-1
Danny Barber,WR,LAC,-1
Darius Kidd,WR,DEN,7
Darrell Adams,WR,GB,-1
Darrell Jackson,HB,BAL,-4
Darrius Levingston,WR,LAC,0
David Waynes,WR,MIN,3
DeShawn Thomas,HB,KC,-2
Delonte Bowe-Malone,WR,SEA,0
Deshaun Boothe,WR,NYG,0
Deshaun Westbrook,WR,KC,2
Desmond McLaughlin,WR,LAR,-1
Devin Leach,WR,TB,2
Devin Morrison,TE,NYG,1
Devon Barrett,WR,ATL,2
Dexter Rich,TE,HOU,7
Donavan Sullivan,TE,DAL,5
Donovan Meriweather,TE,CHI,8
Donte Keyton III,HB,TEN,-1
Donte Woodard,HB,ATL,-2
Dudley Tolbert,WR,MIN,1
Earl Branson,WR,TEN,2
Emanuel Barrett,HB,TB,7
Emmett Melton,HB,MIN,10
Eric Fowler,WR,ARI,0
Eric Geathers,WR,WAS,4
Eric Parker,WR,NE,1
Ethan Kacyvenski,TE,NE,0
Forrest Walden,TE,BAL,-5
Glenn Garvin,WR,LV,-1
Harvey Heath,HB,DEN,-1
Hudson Thompson,TE,SEA,-3
Isaiah Bishop,HB,MIA,3
Isaiah DeVoe Jr,WR,DAL,1
Izzy McAllister,HB,NO,-2
JJ Moss,WR,DEN,2
JaMarcus Shelby,TE,DAL,5
JaMichael Brackett,TE,MIA,-4
Jacoby Owens,WR,NYJ,-2
Jaedon Hayes,HB,WAS,13
Jaleel Perriman,HB,CIN,4
Jamaal Jones,WR,PHI,-3
Jamar Carroll,WR,CHI,2
James Bradley,WR,CHI,-1
Jaquard Woods,WR,BUF,2
Javonti Felix,WR,BAL,2
Jeff Etienne,WR,NO,-1
Jerod Felder Jr,WR,HOU,11
Jimmy Murphy,TE,TEN,-2
Joe Andrews,WR,IND,-5
Joel Moses,HB,DET,-1
Joesph Doaks,WR,MIA,0
Joey O'Neill,TE,PIT,1
Jonathan Goodson,TE,GB,3
Jonathan Hawkins,WR,NO,1
Jonathan Patterson,HB,GB,-3
Jonathan Trejo,TE,CIN,-1
Joseph Avril,WR,SF,-3
Josh Nolan,WR,BAL,1
Joshua Ware,WR,CIN,-2
Julian Wallace,TE,JAX,3
Kahlil Beekman,HB,NYG,-5
Keegan Walker Jr,WR,DAL,0
Kemani Matthews Jr,HB,JAX,0
Kendrick Patton,HB,LAC,-5
Kenny McKee,WR,BAL,2
Kentavious Prince,TE,DEN,-2
Kenyon Diggs Jr,WR,SEA,-3
Kirk Harrison,WR,MIA,-5
Koren Blackburn,WR,HOU,-2
Kwame Porter,WR,CAR,0
LaMarcus Tyree-Acklin,HB,LAR,0
Lamar Noel,HB,KC,6
Lamar Vaughn,HB,NYJ,-8
Lashawn Richardson,WR,BUF,4
Latrell Wake,WR,CHI,-4
Lloyd Temple,WR,WAS,0
Logan Brown,TE,BUF,3
Luca Barbieri,WR,CIN,-5
Luke Jacobs,WR,ATL,0
Lyle Brown,WR,SEA,-1
Malachi Harris,TE,NO,-2
Manny Matthews,WR,CLE,0
Marcus Bolden,HB,LAR,-1
Mark Lucier,TE,KC,-2
Martin Jackson,WR,SF,-7
Matt Quinton,WR,DAL,2
Matthew Cavanaugh,TE,LV,-3
Maurice Richardson,WR,IND,-2
Max Jarrett,TE,TB,0
Michael Peterson Jr,HB,PIT,6
Mojo Morse,WR,CLE,2
Nathan Bishop,TE,NE,-5
Nazir Aaitui,HB,NYJ,4
Nicholas Hawley,TE,CLE,-1
Nicholas Rivers,TE,WAS,1
Nick Brackett,TE,DEN,6
Nick Childers,WR,NYJ,-2
Nick Klein,TE,SEA,-4
Nick Tull-Parrish,WR,KC,1
Oscar Bruce,WR,JAX,2
Percy McGriff,WR,NE,-2
Quinston McKenzie,HB,DEN,5
Rakim Matias-Smith,TE,ATL,5
Raquell Telfer,WR,DET,0
Raysean Reed,HB,MIA,3
Rayshawn Thomas,HB,MIN,6
Richard James,WR,CIN,7
Robert Cobbs,WR,MIN,0
Ryan James,TE,DET,-5
Shaq Bennett,WR,NE,4
Shaquille Davis-Ojeda,WR,GB,1
Sheldon Freeman,WR,DET,0
Shevon Wiggins,TE,NYJ,-2
Sid Branson,WR,DAL,4
Spencer McLean,TE,TEN,3
Stefon Garrard,WR,TB,2
Sterling Harris,TE,KC,13
Tahj Spencer,WR,CAR,-1
Taylor Winslow,TE,IND,1
Terrance Smith,WR,NO,2
Terrance Whitehead,TE,DET,-1
Terrell Saunders,WR,LV,-3
Terrelle Pope,TE,CLE,0
Teshaun Black,WR,HOU,-4
Tevin McCord,TE,SF,1
Thomas Hardy,HB,LV,0
Thomas Wolff,TE,CAR,1
Timmy Northrup,WR,NYG,-3
Trace Foreman,WR,ARI,-4
Tramon Turner,WR,NYJ,-2
Travis Woods,WR,PHI,6
Tremaine Crosby,HB,BAL,3
Trevante Dawson,WR,IND,-2
Trevon Wallace,WR,LV,-4
Troy Chatman,WR,PIT,0
Ty Biddle,HB,GB,2
Tyeler Myles,WR,DEN,0
Tyler Heath,WR,LAR,-5
Tyrell Harper,HB,DAL,3
Velvario Martin,HB,JAX,-1
Venzell Chambers,HB,SF,2
Victor Dale,WR,CAR,3
Virgil Broyles,HB,ATL,0
Warren Edwards,HB,ARI,-2
Will Brock,HB,NO,-1
Xayvion Pittman,WR,TEN,0
Zach Shelby,TE,JAX,-3
